year,ces_DET airs_NOUN,ces_DET mères_NOUN
1849,3.578010066007664e-07,1.0893239754672379e-07
1850,2.966791328162799e-07,1.697249070176099e-07
1851,2.7281125092315506e-07,1.0125618743472842e-07
1852,5.546984809257083e-07,1.65367861182375e-07
1853,3.702597801691354e-07,1.4511793988702948e-07
1854,5.268403597824545e-07,1.8756347985871002e-07
1855,3.5184992697168127e-07,1.6982199113613206e-07
1856,4.498977546063543e-07,2.231368547711554e-07
1857,4.266438917710502e-07,1.8891439967916313e-07
1858,3.4402541970735e-07,1.6981056272236117e-07
1859,5.356966497060967e-07,2.2609250294181038e-07
1860,3.712096017238764e-07,2.1512764999953582e-07
1861,4.456585642742539e-07,1.7684864472844453e-07
1862,3.194216411372963e-07,1.843338434115438e-07
1863,3.041724134789092e-07,1.9678806228995427e-07
1864,3.490561972796513e-07,1.8267913626246468e-07
1865,4.2079188133925527e-07,1.9674609230690976e-07
1866,3.649209681100274e-07,1.819739186004199e-07
1867,3.3532926302370925e-07,2.0042111259499507e-07
1868,3.665386465456777e-07,1.7783546923944016e-07
1869,4.2193605054308136e-07,1.8752713337732985e-07
1870,2.712205091626174e-07,1.771821009910468e-07
1871,2.655294260023311e-07,1.879948334782e-07
1872,3.319989190231354e-07,1.8202491236518625e-07
1873,3.3162464418978743e-07,1.670095191030896e-07
1874,3.0231522352153206e-07,1.218820249171415e-07
1875,2.4888642258247273e-07,1.9052685251708112e-07
1876,2.6844305978102057e-07,1.6747461306643174e-07
1877,3.117147393538744e-07,1.6018674020568113e-07
1878,3.907290277993525e-07,1.3769122642059983e-07
1879,3.097427843101741e-07,1.6250805123796397e-07
1880,2.5350492194320395e-07,2.0344572648767212e-07
1881,3.249188438303463e-07,1.8895495401682894e-07
1882,2.622221639825284e-07,1.9167509446305075e-07
1883,2.4076681448548243e-07,1.396573914291821e-07
1884,3.129204415586173e-07,1.0760766411266331e-07
1885,2.391330813367176e-07,1.5469526037925618e-07
1886,3.175104374975035e-07,1.2003443078389964e-07
1887,2.872726856395502e-07,1.3057849490571982e-07
1888,2.460158547989977e-07,1.344210271980728e-07
1889,3.0887123614320444e-07,8.896494357868434e-08
1890,2.5758738786407775e-07,1.5140632658727782e-07
1891,2.2373512464923806e-07,1.1856049364489252e-07
1892,2.3506920854288182e-07,9.59082413487522e-08
1893,1.9460596156761767e-07,1.0469308020510937e-07
1894,2.350474090917487e-07,1.6194955509973852e-07
1895,2.4194829784107696e-07,1.1555739698465572e-07
1896,2.1642096648122333e-07,1.3150375122172875e-07
1897,2.1966709518039806e-07,1.3226639850039135e-07
1898,2.2633420115880654e-07,1.4485388533103105e-07
1899,2.5150482407809704e-07,1.4869185704924348e-07
1900,2.3515470104484848e-07,1.5417428389508103e-07
1901,2.1851968501351848e-07,1.7380977912484497e-07
1902,1.9935752160193942e-07,1.0409801731725565e-07
1903,2.694710055095584e-07,1.3446547697526512e-07
1904,1.9348650681649815e-07,1.5801398589587734e-07
1905,1.9610884827159225e-07,1.4914593382542307e-07
1906,1.8879157437368121e-07,1.2551809946970138e-07
1907,2.000566077242638e-07,1.3525678682624331e-07
1908,2.681618447297751e-07,1.7631887239133448e-07
1909,2.2884090888908304e-07,1.8318275019080232e-07
1910,2.933938674232195e-07,1.6406543279501307e-07
1911,2.0270625533669318e-07,1.2609286836884337e-07
1912,2.9745795515623286e-07,1.573245276276225e-07
1913,2.6196769375985696e-07,1.5961998878211148e-07
1914,2.270196119980028e-07,1.7880305946960107e-07
1915,1.684648918143239e-07,2.3443716556936778e-07
1916,1.4173825491070602e-07,3.5819126398273227e-07
1917,2.5771097966753587e-07,2.9061025497156834e-07
1918,2.63038021586226e-07,2.5270027759205504e-07
1919,2.2282992784283806e-07,1.9060245737279047e-07
1920,2.559414298275442e-07,1.6658909984812453e-07
1921,3.612200565328294e-07,1.340376292180423e-07
1922,3.1430005975607855e-07,9.812654155894052e-08
1923,2.6964508137439225e-07,1.560544355960758e-07
1924,3.0166401998599213e-07,1.482536777785981e-07
1925,3.1894715490921044e-07,1.0778214543094577e-07
1926,3.35498771875109e-07,1.5158748034593827e-07
1927,3.7015426102016136e-07,1.6835329574860225e-07
1928,2.685119735446051e-07,1.1426041002238208e-07
1929,3.130454260258375e-07,1.392550812440163e-07
1930,3.445182059635954e-07,1.1238855623929567e-07
1931,2.919771411313832e-07,1.0835088559701944e-07
1932,2.1590287069273018e-07,7.23329438567788e-08
1933,2.2253084708268034e-07,9.06182346938067e-08
1934,2.1447027975796118e-07,8.866369505255989e-08
1935,2.5492445665520336e-07,6.702239119249498e-08
1936,3.0918022098092024e-07,1.0184760190767861e-07
1937,1.586480848914107e-07,7.554670755638426e-08
1938,1.970712553145404e-07,1.2446606145744e-07
1939,1.529405118105842e-07,8.56466852994231e-08
1940,1.3946805843545462e-07,7.607348861959906e-08
1941,3.5418031529843574e-07,1.7413865904813974e-07
1942,1.8205270713167465e-07,7.585529537834645e-08
1943,1.9451676003257035e-07,1.0451646836884265e-07
1944,2.7954719428180397e-07,1.6708567507350836e-07
1945,2.091363882072983e-07,1.5685228804684925e-07
1946,2.0324812055605435e-07,1.4060315400854506e-07
1947,1.8954184177744082e-07,9.655905430783207e-08
1948,2.58750922910167e-07,1.1198044713722766e-07
1949,2.130290823743053e-07,1.325296108412033e-07
1950,1.7441992206101986e-07,1.2656079961814726e-07
1951,2.1855874088316796e-07,1.2153998074637684e-07
1952,1.6660790080891275e-07,8.541291052210909e-08
1953,1.853098279269716e-07,1.0773827519017232e-07
1954,2.277000969996834e-07,1.5538332753806117e-07
1955,2.017905682549781e-07,1.0230312419423626e-07
1956,2.2936601773437815e-07,1.0814215567478414e-07
1957,1.899533081939353e-07,1.130884830224943e-07
1958,1.7537156615787808e-07,9.430357694739655e-08
1959,1.8524288059040828e-07,1.0075972234346864e-07
1960,2.159299992143815e-07,1.1004124989000275e-07
1961,1.9732772749136984e-07,1.1672907795912124e-07
1962,1.953322588121864e-07,1.363520638619775e-07
1963,2.3342452060148844e-07,1.6035812544501482e-07
1964,1.898198114247407e-07,1.2837173279933722e-07
1965,1.931631334883832e-07,1.0287441831735578e-07
1966,1.9275980278621319e-07,1.2075182631576808e-07
1967,2.760987953820404e-07,1.1389075194045972e-07
1968,3.265259405083043e-07,1.23963080578271e-07
1969,1.7349514536135757e-07,1.47152952489904e-07
1970,1.9590568989258372e-07,1.2554519379648355e-07
1971,2.3585244868229438e-07,1.8395462442200028e-07
1972,3.539801411989174e-07,1.4569617379223132e-07
1973,1.6429347304836028e-07,1.4224066013923675e-07
1974,1.4176440465973883e-07,1.350137176503452e-07
1975,1.2565256346519504e-07,1.1651419562497267e-07
1976,1.142705370327235e-07,1.1141377354029203e-07
1977,1.3575366342166717e-07,1.2458777476354044e-07
1978,1.841583285866477e-07,1.3960389555478514e-07
1979,1.4805492387637287e-07,1.620996594731139e-07
1980,1.4553986193988067e-07,1.7282858211231655e-07
1981,1.3030631418331495e-07,2.1000824190764433e-07
1982,1.502215489779246e-07,1.8808731439001747e-07
1983,1.591459621863578e-07,1.6546127978855907e-07
1984,2.1456332177649529e-07,1.7165065813173896e-07
1985,1.3715471602893103e-07,2.2197409321744743e-07
1986,1.492626822141574e-07,1.6844504191482201e-07
1987,1.796580146873339e-07,2.267113075049565e-07
1988,1.3192418135687944e-07,1.8709247973092147e-07
1989,1.388494963450171e-07,1.9812121365703206e-07
1990,1.422097835046543e-07,1.689081807754178e-07
1991,1.9460065026066786e-07,2.373893357443535e-07
1992,1.3885059324536542e-07,2.2039776403914857e-07
1993,1.5066644287742292e-07,2.2987710335264921e-07
1994,1.329281484885314e-07,2.3737170362636562e-07
1995,1.5887781223966613e-07,2.342498746088495e-07
1996,1.564061022918395e-07,2.690398446247855e-07
1997,1.3138010679369927e-07,2.2344207639690694e-07
1998,1.320771794155462e-07,3.1135883715727175e-07
1999,1.5584385515410304e-07,2.6324359270191167e-07
2000,1.586073281600875e-07,2.429917311808083e-07
2001,1.349413158990842e-07,2.488528332289519e-07
2002,1.5991459179076628e-07,2.869700108654172e-07
2003,1.6084323029019743e-07,2.921012969281378e-07
2004,1.6870350627584685e-07,3.65157204251787e-07
2005,1.4186810837202302e-07,2.864384787137908e-07
2006,1.8365789244967345e-07,2.746632452588216e-07
2007,1.633742110485059e-07,3.8027443949317785e-07
2008,1.8775308419094472e-07,2.873771833833416e-07
2009,1.7165492316451036e-07,2.8036972299361196e-07
2010,1.620261036450188e-07,3.944367206187849e-07
2011,1.5181169388256421e-07,3.575413856093945e-07
2012,1.9846793719580091e-07,4.3097840096706364e-07
2013,1.676264123062765e-07,4.164163778241914e-07
2014,2.7154682591401524e-07,3.5773153217455445e-07
2015,2.4138505594351045e-07,3.227333660316134e-07
2016,2.479394041188243e-07,3.200220453081215e-07
2017,1.5395541641538557e-07,3.0514366078371324e-07
2018,2.1632690661022025e-07,3.0538752504583044e-07
2019,2.522926862980057e-07,3.017818530626215e-07
