year,mêmes_ADJ airs_NOUN,mêmes_ADJ mers_NOUN
1870,2.752343419842873e-08,2.752343419842873e-08
1871,4.991953161948004e-08,3.292564798584863e-08
1872,3.084143074261192e-08,2.7213026498884574e-08
1873,2.8134220286801792e-08,4.788803664723673e-08
1874,2.8080663128093875e-08,3.7042575229406793e-08
1875,1.716458086775674e-08,2.5174719198162165e-08
1876,2.5997863417615008e-08,1.5115036333668286e-08
1877,2.8450154232473324e-08,2.783167118991514e-08
1878,1.8117265909722846e-08,1.9325083755461492e-08
1879,2.6270098985037293e-08,2.1993571408529533e-08
1880,1.9895322722618403e-08,2.2462462112571302e-08
1881,2.1614773970668466e-08,4.044054335849978e-08
1882,3.5939081044489285e-08,9.983077475794744e-09
1883,2.0853818227806187e-08,1.1374810426900694e-08
1884,2.442627788923346e-08,2.772712726084592e-08
1885,2.7716232864349877e-08,1.6758653131887513e-08
1886,4.130216879616455e-08,1.1616235084943582e-08
1887,1.566941953967671e-08,1.3057849024278312e-08
1888,1.9655905347804037e-08,1.0779045211961602e-08
1889,2.8193115397812107e-08,5.6386229019267375e-09
1890,2.1629475099871343e-08,1.1797895993481688e-08
1891,1.9122660788184476e-08,1.0836173736095134e-08
1892,5.014809900671935e-09,1.3790726782758611e-08
1893,1.3548516086814288e-08,2.155445777418663e-08
1894,1.5753848003896564e-08,8.192000855444803e-09
1895,1.5046536461227333e-08,1.2639090662958097e-08
1896,2.240870955461105e-08,1.0024948871034667e-08
1897,2.3889525024856084e-08,5.826713334045053e-09
1898,1.6975064909274806e-08,1.0750873968845553e-08
1899,1.9899282222013426e-08,2.266307141951529e-08
1900,1.5054054003371675e-08,1.349673794948103e-08
1901,1.2295225282343836e-08,4.470991132876634e-09
1902,1.5712908307818907e-08,6.38336894454028e-09
1903,2.052083658554693e-08,1.5660639007819555e-08
1904,3.439760121182189e-08,1.7736262236667244e-08
1905,2.4255568220610257e-08,7.2250627702885595e-09
1906,1.2346042410626978e-08,2.0576738091193647e-09
1907,1.697138252154673e-08,2.468564730406797e-08
1908,1.4734167663732478e-08,5.893666887857307e-09
1909,1.5402754627302784e-08,1.1552065082298668e-08
1910,1.60324518105881e-08,2.137660271017694e-09
1911,6.916486494645824e-09,4.25629931299909e-09
1912,1.927485904218429e-08,7.814131564032323e-09
1913,6.363587878865928e-09,1.0605979205990934e-08
1914,2.0090231700464756e-08,6.027069510139427e-09
1915,2.0027295377644805e-08,3.534228465440492e-09
1916,1.538244731591476e-08,1.2086208478478966e-08
1917,3.289927441585405e-09,2.3029491202919417e-08
1918,1.722956355365568e-08,9.189101035644853e-09
1919,3.222746869369075e-08,6.4454939163738345e-09
1920,2.1959472462640406e-08,5.300562211374427e-09
1921,2.0446417892117097e-08,3.0290989716519334e-09
1922,4.131644004701229e-08,3.6889677978990676e-09
1923,2.441668023323018e-08,4.246379248229459e-09
1924,1.4180787211159895e-08,1.675911143195208e-08
1925,2.0896537833436923e-08,1.2097995494286806e-08
1926,2.8979959765251806e-08,6.687683296036084e-09
1927,1.1149224654616319e-08,7.804457524684949e-09
1928,2.170947865920425e-08,1.1426041446327417e-08
1929,1.2254447234738564e-08,1.0026365515614089e-08
1930,3.2561171536826805e-08,8.402882833991043e-09
1931,2.737285598186645e-08,9.124285327288817e-09
1932,3.1782654730250215e-08,1.753525857850491e-08
1933,2.523545639121494e-08,6.882397318719313e-09
1934,3.2350264689284813e-08,1.1981580172459871e-08
1935,3.111753699158726e-08,8.377798899061872e-09
1936,2.182448710641438e-08,1.6974599503782883e-08
1937,1.3850230295986421e-08,1.0072894518486919e-08
1938,2.9819993585533666e-08,7.779128452511941e-09
1939,1.070583532936098e-08,6.117620188206274e-09
1940,1.0143131667916805e-08,2.5357829169792012e-09
1941,1.4757512545315876e-08,5.9030051957620344e-09
1942,2.1239483061208375e-08,6.068423541449874e-09
1943,8.709705845433291e-09,2.9032352077962287e-09
1944,1.927911696952833e-08,1.6065930807940276e-08
1945,1.5249527862692958e-08,2.178504043826024e-09
1946,1.5313215584455975e-08,1.3921104269343232e-09
1947,1.3112957830685446e-08,7.152522574216391e-09
1948,1.6307831529616124e-08,1.0871888278529696e-08
1949,2.5524220959027843e-08,4.908504269707237e-09
1950,1.701657836861159e-08,8.508289184305795e-09
1951,3.4116485636559446e-08,5.330700769690111e-09
1952,1.0544804140977249e-08,1.0544804140977249e-08
1953,2.3702419582605216e-08,5.386913581872932e-09
1954,1.7590565448699635e-08,2.9317608341017376e-09
1955,4.129667274810345e-08,2.815682353940474e-09
1956,2.3547082506070183e-08,6.976913269340912e-09
1957,1.0602045463770082e-08,1.1485549400447326e-08
1958,2.9780077070995503e-08,8.272243445794913e-10
1959,1.6276571201956358e-08,6.200598257066758e-09
1960,1.591791587429725e-08,2.076250060767393e-09
1961,1.876002997391879e-08,2.779263708063695e-09
1962,1.77574772664002e-08,3.170978146727066e-09
1963,2.133797494252576e-08,4.526237162849611e-09
1964,2.981144575642247e-08,3.041984220075733e-09
1965,2.5718604135249734e-08,5.472043373977442e-10
1966,1.5509408868297214e-08,3.3234448526542337e-09
1967,2.3172576746333107e-08,1.035370456037299e-08
1968,2.380450325745187e-08,5.3896989093971115e-09
1969,2.4071315607443466e-08,1.589615195030092e-08
1970,1.4256047897731605e-08,2.2993624781975086e-09
1971,2.8775026805760717e-08,5.138397263237948e-09
1972,1.846852804021637e-08,2.565073486948677e-09
1973,2.0950174928202614e-08,2.7566018356850464e-09
1974,5.06301445213353e-09,3.937900228123681e-09
1975,1.770558810676448e-08,3.998036124386317e-09
1976,1.2569759455516305e-08,5.713526873840635e-10
1977,1.3516598507123945e-08,4.11374712072643e-09
1978,1.9603952239322098e-08,5.940591352171509e-10
1979,1.404473604083023e-08,5.851973350345929e-10
1980,1.6486936260662333e-08,2.2740602734216964e-09
1981,1.9609203150139365e-08,1.8976649140967083e-09
1982,1.4277254933858785e-08,2.483000915987077e-09
1983,9.47297440490047e-09,2.5261264191556165e-09
1984,1.275781880138993e-08,2.3196033982486597e-09
1985,1.2632671797518924e-08,4.210890747202711e-09
1986,2.038125046510686e-08,1.7983456945813714e-09
1987,2.199894133525504e-08,6.110816852533674e-10
1988,5.396898483667201e-09,3.597932174415064e-09
1989,1.4269117443177493e-08,2.7440609784434855e-09
1990,1.4166492867673242e-08,3.814055737905164e-09
1991,1.4067516929117119e-08,3.5168792322792797e-09
1992,1.4876849085965205e-08,3.30596661157756e-09
1993,2.1048988330107932e-08,2.2156829704300662e-09
1994,1.635227242502424e-08,2.637463358823311e-09
1995,1.843633334885908e-08,1.626735190995987e-09
1996,1.2277611816102763e-08,5.3380921904988554e-09
1997,1.8700088588730068e-08,3.3564262480467733e-09
1998,1.144351013948608e-08,0.0
1999,1.3253583119876566e-08,2.285100553223174e-09
2000,1.7230322058026104e-08,8.836062992401139e-10
2001,1.9277331730904734e-08,8.762423564512289e-10
2002,1.1829298429688606e-08,8.76244299341522e-10
2003,1.583430631058036e-08,1.2500769308587678e-09
2004,1.3214373595360485e-08,3.0833537945085254e-09
2005,1.6663873836364473e-08,9.007499190971657e-10
2006,1.4412615101377924e-08,3.294311934354255e-09
2007,1.5179022483380322e-08,2.3966877371606188e-09
2008,1.4901038625225738e-08,1.7029758714315335e-09
2009,1.8119131084404216e-08,3.337734755248789e-09
2010,1.369900015646408e-08,3.3066551718974324e-09
2011,1.3766299211681599e-08,2.2943831279320648e-09
2012,1.3617010630184723e-08,4.085103366691101e-09
2013,1.7292574483462886e-08,4.183687618564136e-09
2014,2.7284610126798725e-08,4.114345752981308e-09
2015,1.9727520950141297e-08,4.211493376260478e-09
2016,2.6720286427917017e-08,5.799752234025846e-09
2017,1.282961736848165e-08,3.018733707449428e-09
2018,1.884470712809616e-08,2.323319980845895e-09
2019,1.811201322254874e-08,3.5713827450933877e-09
