year,leurs_DET oies_NOUN,leurs_DET mois_NOUN
1800,6.288328968651058e-09,6.917161821107243e-08
1801,0.0,9.048493865293494e-08
1802,2.2378401354217203e-09,1.8126505096915935e-07
1803,2.3404069793286908e-08,1.891829106703824e-07
1804,4.943701892301533e-09,1.8291697045924593e-07
1805,5.685755422035754e-09,1.3077237781544682e-07
1806,0.0,1.815451611264507e-07
1807,2.8469551160981155e-09,1.2811298200077204e-07
1808,2.2660739951163578e-09,3.8976473604179773e-07
1809,3.6144488291256494e-08,1.558730997608393e-07
1810,1.1700633351097167e-08,2.082712811102283e-07
1811,0.0,1.353821517113829e-07
1812,5.3344164641089264e-09,2.107094552172839e-07
1813,8.627225156487839e-09,1.6966875193702435e-07
1814,0.0,2.5173417128598885e-08
1815,0.0,7.282503466932155e-08
1816,0.0,2.1090195723161287e-07
1817,1.556873407970727e-09,1.1365175822675155e-07
1818,2.384235386898581e-08,2.2531025933858473e-07
1819,0.0,2.0598589856035687e-07
1820,3.322614716694261e-08,2.8479554181615185e-07
1821,1.2819934447350079e-08,1.6074225772655382e-07
1822,2.0051231786055723e-09,1.4236374568099563e-07
1823,8.894418535021487e-09,7.214361730234486e-08
1824,1.431589158329416e-08,1.0442179743108682e-07
1825,7.924898959288385e-09,8.541279594709295e-08
1826,3.5231937367541377e-09,8.279505303576684e-08
1827,1.3825909306319772e-08,1.004682781413635e-07
1828,1.4675682002973645e-08,1.0181254106456095e-07
1829,3.3435387791769244e-08,5.229637300985246e-08
1830,2.0873671680021744e-09,1.367225532789007e-07
1831,1.5591206103948707e-09,1.0446108422712541e-07
1832,5.411987746839486e-09,6.223786064296633e-08
1833,3.4750886612755494e-09,1.0888610657566744e-07
1834,5.600718555598405e-09,1.5962047505979626e-07
1835,0.0,4.9160071569076536e-08
1836,3.36037508930076e-09,8.736974921319529e-08
1837,5.5663127440652715e-09,6.540417429867773e-08
1838,1.3886756633496589e-08,6.564648558082808e-08
1839,9.788065469251706e-09,3.146163862766116e-08
1840,0.0,1.3057861369958346e-07
1841,3.852329122366882e-09,6.805781804786193e-08
1842,0.0,6.37285153537448e-08
1843,1.7720733769266417e-09,2.2328124238413238e-07
1844,5.488561272137815e-10,4.9397051782307244e-08
1845,6.138250796539069e-09,9.653794563746487e-08
1846,5.269050973311096e-09,1.0538102124257875e-07
1847,8.089835468183537e-09,9.977463832910871e-08
1848,2.172209789819135e-08,1.3998685588489934e-07
1849,0.0,7.709061833338637e-08
1850,6.788996032014438e-10,7.87523504186538e-08
1851,7.739326512989919e-09,7.158877091129057e-08
1852,2.278690836021724e-08,9.896028885236774e-08
1853,1.0749477752369785e-08,1.2720215103456667e-07
1854,6.754363734984281e-09,5.611317566156515e-08
1855,4.2455496895854594e-09,3.874064091746732e-08
1856,3.6240324075009767e-09,4.6076983117870896e-08
1857,3.905207268672939e-09,8.347380742179666e-08
1858,7.34051397444091e-09,8.319249422683583e-08
1859,2.036869339860914e-09,4.9903299048636995e-08
1860,1.373155145145688e-09,5.30953336852491e-08
1861,1.8863854922557266e-09,9.007491019730196e-08
1862,1.0391368654438793e-08,3.885468302655681e-08
1863,2.9967726078439227e-09,1.0788380899739991e-07
1864,9.589456340108882e-09,5.945462711043348e-08
1865,1.2237795665726026e-08,3.6242702672328875e-08
1866,5.838735717134114e-09,5.011581372116325e-08
1867,9.7056229719783e-10,4.221945992810561e-08
1868,2.9639244392143382e-09,6.076044911651479e-08
1869,4.883519366671862e-09,3.27195772698019e-08
1870,4.587239033071455e-09,4.587239210707139e-08
1871,4.248470908407853e-09,3.717412155879174e-08
1872,7.256807155187062e-09,4.112190765681589e-08
1873,3.591602570907071e-09,4.070482972906575e-08
1874,5.974609140757536e-10,4.779687401423871e-08
1875,1.0298748520654044e-08,4.577221801582709e-08
1876,1.209202959984168e-09,2.2974855795609983e-08
1877,3.0924081073635534e-09,5.3807899913493884e-08
1878,7.2469061862534545e-09,3.623453048717806e-08
1879,3.665595160740054e-09,3.176849006081284e-08
1880,6.417846254436199e-10,3.914886193001621e-08
1881,1.6036766581351003e-08,2.7890029841159958e-08
1882,9.983077475794744e-09,4.392554298071616e-08
1883,5.687405213450347e-09,6.256145318461748e-08
1884,9.902545450302114e-09,5.0833064868527345e-08
1885,3.86738152613475e-09,2.836079660006874e-08
1886,5.808117542471791e-09,5.485444276587259e-08
1887,5.876032105334161e-09,4.2438009328904513e-08
1888,3.804368819970705e-09,2.282621336391344e-08
1889,6.265136853755848e-09,3.4458251363389536e-08
1890,3.9326319978272295e-09,1.769684337959987e-08
1891,7.0116419337296065e-09,3.76078996833229e-08
1892,6.268512375839919e-09,3.6984221907232495e-08
1893,6.158416554491453e-10,3.695049954899332e-08
1894,4.411077725308132e-09,3.4028310835765296e-08
1895,3.611168697403855e-09,2.2268874078079648e-08
1896,3.5382172747233653e-09,3.8920390688090833e-08
1897,8.740070001067579e-09,3.43776108691074e-08
1898,8.487532454637403e-09,1.0750874412934763e-08
1899,8.291367592505594e-09,2.819064981451902e-08
1900,7.26747462209687e-09,3.0108107784698745e-08
1901,1.0059729937950124e-08,2.6825945964592535e-08
1902,9.820567692386817e-10,2.4060391012881155e-08
1903,7.020286574288548e-09,1.7820726228023887e-08
1904,3.7622376325430196e-09,8.061937784020756e-09
1905,1.5482277682110634e-09,1.3417973399043603e-08
1906,7.716276506641861e-09,3.3951618128025274e-08
1907,1.1828539925318182e-08,2.6228502036929058e-08
1908,2.4556945366072114e-09,3.6835416494795936e-08
1909,4.950885035270858e-09,1.870334465081669e-08
1910,1.6032452032632705e-09,7.054279105300765e-08
1911,4.788336838146279e-09,2.074945981700438e-08
1912,5.730363294986773e-09,3.229841283314272e-08
1913,9.545381374209683e-09,3.075734156254839e-08
1914,7.366418142140674e-09,2.276892807628883e-08
1915,8.246533234057551e-09,1.5314990164938536e-08
1916,3.2962386153911893e-09,2.6369908923129515e-08
1917,2.1932848870420685e-09,2.0836207093033465e-08
1918,1.1486376294556067e-09,2.8715941624568586e-08
1919,1.3811772170413406e-08,2.1178050924053338e-08
1920,3.028892692213958e-09,1.1358347151713133e-08
1921,3.0290989716519334e-09,4.0135563095233806e-08
1922,3.6889677978990676e-09,2.2871599725249325e-08
1923,1.3800733000834953e-08,2.441668023323018e-08
1924,3.867487219366694e-09,1.804827398643738e-08
1925,9.898360353588487e-09,1.0998178368026856e-08
1926,3.343841648018042e-09,1.560459372829115e-08
1927,7.804457524684949e-09,1.0034302388994831e-08
1928,2.2852082448565625e-09,1.1426041446327417e-08
1929,4.4561625500705304e-09,1.3368487650211591e-08
1930,7.352522590764465e-09,1.9956847396862543e-08
1931,3.4216069977333063e-09,1.0264820993199919e-08
1932,4.383814644626227e-09,2.520693342944469e-08
1933,2.2941324395731044e-09,8.02946331646126e-09
1934,3.5944740517379614e-09,1.7972370258689807e-08
1935,9.574627313213568e-09,1.196828414151696e-08
1936,0.0,1.333718602225531e-08
1937,5.0364472592434595e-09,5.288269644410093e-08
1938,2.5930428915188486e-09,2.5930428804166183e-08
1939,7.647025235257843e-09,1.8352860564618823e-08
1940,2.5357829169792012e-09,7.607348528892999e-09
1941,8.854508237732261e-09,8.854508237732261e-09
1942,6.068423541449874e-09,9.102635090130207e-09
1943,8.709705845433291e-09,8.709705845433291e-09
1944,0.0,3.2131861615880553e-09
1945,2.178504043826024e-09,1.9606536838523425e-08
1946,1.2528993842408909e-08,8.352662561605939e-09
1947,7.152522574216391e-09,3.2186353138285995e-08
1948,3.2615663503321457e-09,2.283096534050344e-08
1949,1.9634016634739737e-09,1.7670615193310368e-08
1950,5.317680518146517e-09,1.2762433776458693e-08
1951,4.264560704569931e-09,9.595261696304647e-09
1952,1.0544804140977249e-08,8.435843024123812e-09
1953,9.69644453618912e-09,2.2625037843226892e-08
1954,9.772536113672459e-10,3.9090144454689835e-09
1955,1.8771215692936494e-09,8.447047505910632e-09
1956,6.976913269340912e-09,1.744228228517386e-08
1957,3.534015080575159e-09,2.0320587212907526e-08
1958,1.6544486891589827e-09,2.0680609225109947e-08
1959,5.425523585955716e-09,8.525822714489095e-09
1960,4.844583401109048e-09,1.1765417085030094e-08
1961,3.47407969059077e-09,1.9454845179289748e-08
1962,3.805173953708163e-09,1.7123282347597524e-08
1963,4.526237162849611e-09,2.0044765847160306e-08
1964,3.6503808864551957e-09,1.6426714211092985e-08
1965,6.5664522708175355e-09,1.751053818610515e-08
1966,4.431259803538978e-09,2.0494577368523892e-08
1967,3.451234853457663e-09,2.0214376728056038e-08
1968,7.186265360559219e-09,2.2007936806289763e-08
1969,6.358460868938209e-09,1.77128555989281e-08
1970,7.817832603507213e-09,3.311082186208125e-08
1971,1.541519245584766e-09,2.8261185502920227e-08
1972,2.565073486948677e-09,1.9494558856081312e-08
1973,1.6539611902288698e-09,1.7642252103655665e-08
1974,6.1881286761433785e-09,1.5751600912494723e-08
1975,5.140332159925265e-09,1.7134439644905797e-08
1976,8.570290255249802e-09,1.4855169538918744e-08
1977,1.057820764316375e-08,1.4104276857551667e-08
1978,2.3762365408686037e-09,1.544553818177974e-08
1979,5.266775904289034e-09,1.5800328379000916e-08
1980,7.390696055153967e-09,1.591842213599648e-08
1981,5.69299452024552e-09,8.855769451088236e-09
1982,5.586751949948621e-09,1.6760255405756652e-08
1983,1.2630632095778083e-09,2.0840542958033836e-08
1984,5.799008384599347e-09,1.0438215625185876e-08
1985,4.210890747202711e-09,1.3835783185811579e-08
1986,5.395036861699509e-09,1.4386765556650971e-08
1987,4.277571630240118e-09,1.649920600144128e-08
1988,2.99827696004229e-09,1.739000587974715e-08
1989,1.0976244357863152e-09,1.81108031904742e-08
1990,4.358920779878872e-09,1.1987032477733806e-08
1991,2.9307325455363298e-09,1.1722930182145319e-08
1992,3.30596661157756e-09,2.314176583695371e-08
1993,6.647049133334804e-09,8.862731881720265e-09
1994,1.0549853213248639e-09,1.3714809510290138e-08
1995,3.795715741716776e-09,9.760411145975922e-09
1996,1.067618438099771e-09,5.871901409548741e-09
1997,1.917957792585412e-09,1.1507746866534774e-08
1998,2.86087753487152e-09,2.8608775126670594e-08
1999,5.0272213059088244e-09,1.1425503126938352e-08
2000,3.092622158362701e-09,1.4579503826439577e-08
2001,4.8193329327261836e-09,7.448059946568719e-09
2002,4.381221607729913e-09,1.7963008858146168e-08
2003,3.333538334260311e-09,1.2917460878725251e-08
2004,1.7619165015858584e-09,1.3214373428827031e-08
2005,4.5037495954858286e-10,1.0808999029165989e-08
2006,4.117890028965121e-09,9.47114670024618e-09
2007,1.997239706952314e-09,1.3181782609894555e-08
2008,2.1287198670449925e-09,1.3623806971452268e-08
2009,1.430457752249481e-09,1.6211853859360303e-08
2010,7.558068837454357e-09,8.030448139795254e-09
2011,2.6767803529281764e-09,1.0707121411712706e-08
2012,2.382976926895708e-09,1.599998711299122e-08
2013,5.020424964641279e-09,1.3945625321198918e-08
2014,8.445236510112863e-09,1.4941571452320446e-08
2015,9.309617077235544e-09,1.3077794847049518e-08
2016,8.285359953674742e-09,1.8642061005991195e-08
2017,4.024978128569501e-09,1.2074934829797712e-08
2018,4.130346731301415e-09,1.3939920551209184e-08
2019,5.612172948588068e-09,2.0918099252753564e-08
