year,bons_ADJ êtres_NOUN,bons_ADJ maîtres_NOUN
1800,0.0,1.540640539587912e-07
1801,0.0,1.4763331535050384e-07
1802,0.0,1.7455153056289419e-07
1803,0.0,3.101039283137652e-07
1804,0.0,2.3235398316501232e-07
1805,1.7057265822018053e-08,2.75759134638065e-07
1806,0.0,5.532804721042339e-07
1807,0.0,2.9893027431171504e-07
1808,0.0,3.0591999689022487e-07
1809,0.0,2.620475356707175e-07
1810,0.0,2.2465216886757844e-07
1811,0.0,3.1839874736760976e-07
1812,0.0,1.973734100602087e-07
1813,0.0,3.105801056335622e-07
1814,0.0,3.555745138328348e-07
1815,0.0,2.4814457333377504e-07
1816,0.0,1.8772591658944293e-07
1817,0.0,3.0826092256575066e-07
1818,0.0,2.455762455610966e-07
1819,0.0,2.2979331504302536e-07
1820,0.0,2.0054352489751182e-07
1821,0.0,2.9091390274516016e-07
1822,0.0,3.017710241692839e-07
1823,0.0,1.8974759541379171e-07
1824,0.0,2.147383781903045e-07
1825,0.0,2.192555257352069e-07
1826,0.0,1.6030531924116076e-07
1827,0.0,2.479446550296416e-07
1828,0.0,1.9537002060587838e-07
1829,0.0,1.9032451348266477e-07
1830,0.0,2.4317827751474397e-07
1831,0.0,2.432228143334214e-07
1832,0.0,2.8683535902018775e-07
1833,0.0,3.1623306995243183e-07
1834,0.0,1.4468523090727103e-07
1835,0.0,2.2764893969906552e-07
1836,0.0,1.6062593033439043e-07
1837,0.0,2.4422197952844726e-07
1838,0.0,1.7484688896729494e-07
1839,2.0974426639952526e-09,2.537905459121248e-07
1840,0.0,1.707076506818339e-07
1841,5.778493683550323e-09,3.3579468095013e-07
1842,0.0,2.549140845076181e-07
1843,0.0,2.8707589194709726e-07
1844,0.0,2.0033247949413635e-07
1845,0.0,1.757771741495162e-07
1846,0.0,2.675507175808889e-07
1847,0.0,2.189648853345716e-07
1848,0.0,1.9147627483562246e-07
1849,0.0,1.7345388414469198e-07
1850,1.3577992064028876e-09,1.9959648511758132e-07
1851,0.0,1.6510563227711827e-07
1852,0.0,1.8815475755218358e-07
1853,0.0,2.08420416925037e-07
1854,5.195664454227256e-10,2.0055264826623898e-07
1855,0.0,1.6133088820424746e-07
1856,0.0,2.0035722059219552e-07
1857,0.0,2.289427811774658e-07
1858,0.0,1.869384220754e-07
1859,2.036869339860914e-09,1.8790119327150023e-07
1860,4.577183909670879e-10,2.2107798258730327e-07
1861,0.0,1.6034276484333532e-07
1862,0.0,2.182187301968952e-07
1863,4.994620828036034e-10,1.5783001572344801e-07
1864,0.0,1.9658384076137736e-07
1865,1.882737743486018e-09,2.2404579169688077e-07
1866,0.0,2.092213549076405e-07
1867,0.0,2.0139167133947922e-07
1868,0.0,1.7635350957334595e-07
1869,0.0,1.797135098513536e-07
1870,5.734048791339319e-10,2.2305449931536714e-07
1871,0.0,1.2001930826954776e-07
1872,0.0,2.5640719059083494e-07
1873,0.0,1.5743191283945634e-07
1874,4.182226565063729e-09,2.778193390895467e-07
1875,0.0,2.4602567805231956e-07
1876,6.650616057868319e-09,1.7472983415700583e-07
1877,1.2369631985365004e-09,9.7101612084316e-08
1878,0.0,1.9385474558930582e-07
1879,0.0,2.394855584952893e-07
1880,0.0,1.7584898159839213e-07
1881,0.0,2.9075357588226325e-07
1882,3.3276925659464496e-09,3.0747878554393537e-07
1883,0.0,2.477180771620624e-07
1884,1.9805090900604227e-09,2.442627931031893e-07
1885,1.2891271383708158e-09,2.391330724549334e-07
1886,6.453463874400711e-10,2.071561908678632e-07
1887,0.0,1.9913220228318096e-07
1888,0.0,1.9592499711507116e-07
1889,0.0,2.3181006270078797e-07
1890,6.554386478008212e-10,1.173235162355013e-07
1891,6.374220040683554e-10,1.6063034991020686e-07
1892,0.0,1.5232484429361648e-07
1893,0.0,1.6442972139429912e-07
1894,0.0,1.669907874202181e-07
1895,0.0,1.9018821717509127e-07
1896,1.179405795248556e-09,1.6334770691628364e-07
1897,1.1653427112179315e-09,1.6023462023895263e-07
1898,0.0,1.2052295517150924e-07
1899,5.527578395003729e-10,1.8627939368798252e-07
1900,0.0,1.9622180502665287e-07
1901,0.0,1.5257256791301188e-07
1902,4.910283846193408e-10,1.5614702419952664e-07
1903,0.0,1.4796603409195086e-07
1904,5.374625189347171e-10,1.6715084427687543e-07
1905,0.0,1.486298657482621e-07
1906,0.0,1.5175344003637292e-07
1907,5.142843373384665e-10,1.594281400230102e-07
1908,9.822778146428846e-10,1.4586825614060217e-07
1909,5.500983557560346e-10,1.5512773643422406e-07
1910,5.344150677544235e-10,1.7047840117356827e-07
1911,0.0,1.5588696555823844e-07
1912,0.0,1.5992922897112294e-07
1913,0.0,1.8136225321541133e-07
1914,1.3393487430235496e-09,1.406316130214691e-07
1915,0.0,9.542416989916092e-08
1916,0.0,1.4613324594847654e-07
1917,0.0,1.9520236094194843e-07
1918,0.0,1.8378202071289707e-07
1919,1.8415696745321952e-09,1.9428560449341603e-07
1920,0.0,2.0975082293261949e-07
1921,0.0,2.0294963576361624e-07
1922,0.0,1.6452796103294531e-07
1923,2.1231896241147297e-09,1.560544404810571e-07
1924,0.0,1.3922954167355783e-07
1925,0.0,1.9466774858756253e-07
1926,0.0,1.7610898339626146e-07
1927,0.0,1.4159515160372393e-07
1928,0.0,1.0968999220040132e-07
1929,1.1140406375176326e-09,1.347989240230163e-07
1930,0.0,1.7225909232365666e-07
1931,1.1405356659111021e-09,1.5967499678026797e-07
1932,0.0,1.4685778637613112e-07
1933,0.0,8.602996359741155e-08
1934,0.0,1.2820291317439114e-07
1935,0.0,1.2087967604657024e-07
1936,0.0,8.972288867425959e-08
1937,0.0,1.6746187725402706e-07
1938,0.0,1.205764874612214e-07
1939,0.0,1.269406197934586e-07
1940,2.5357829169792012e-09,1.2932493120842992e-07
1941,0.0,1.475751361112998e-07
1942,0.0,1.153000468434584e-07
1943,0.0,1.3935529352693266e-07
1944,0.0,1.381670102773569e-07
1945,0.0,1.3506725338174874e-07
1946,0.0,1.252899437531596e-07
1947,3.5762612871081956e-09,9.65590558621443e-08
1948,1.0871887834440486e-09,1.1306763525453789e-07
1949,9.817008317369869e-10,1.0896879132360482e-07
1950,0.0,1.0529007710147198e-07
1951,0.0,1.162092786444191e-07
1952,0.0,1.212652449567031e-07
1953,4.3095309543161875e-09,1.422145174956313e-07
1954,9.772536113672459e-10,9.967986613901303e-08
1955,0.0,8.634759041115103e-08
1956,0.0,9.506044307272532e-08
1957,0.0,1.1397198562690392e-07
1958,0.0,9.513080101442029e-08
1959,0.0,1.356380892048037e-07
1960,0.0,1.2319082998146769e-07
1961,2.779263708063695e-09,1.41742447112847e-07
1962,0.0,1.090816468263256e-07
1963,0.0,1.1768216978680357e-07
1964,0.0,1.1620379325449903e-07
1965,0.0,9.411914447809977e-08
1966,0.0,1.3958468514374545e-07
1967,4.930335584241163e-10,1.3065388770883146e-07
1968,4.4914158503495116e-10,1.3294591383328225e-07
1969,4.5417578031781147e-10,1.3171097634767648e-07
1970,0.0,1.2876429877906048e-07
1971,0.0,1.084201883827518e-07
1972,0.0,1.3030573597916373e-07
1973,0.0,1.273550083169539e-07
1974,0.0,1.0913608861073953e-07
1975,0.0,9.652401189441662e-08
1976,0.0,9.084507723855495e-08
1977,5.876781838942691e-10,8.345030266809772e-08
1978,0.0,8.970292952881209e-08
1979,5.851973350345929e-10,7.841644134032322e-08
1980,0.0,1.0062716881975575e-07
1981,0.0,1.0310645848221611e-07
1982,0.0,1.0056153598725359e-07
1983,0.0,9.157208324950261e-08
1984,0.0,8.698512488081178e-08
1985,6.015558051686298e-10,8.722559385887507e-08
1986,0.0,7.253327538592202e-08
1987,1.2221633705067347e-09,9.777306786418194e-08
1988,5.996553809062277e-10,8.515106486584045e-08
1989,0.0,8.012658270217798e-08
1990,0.0,9.644111997886284e-08
1991,1.1722930404189924e-09,8.20605094986604e-08
1992,1.1019888335184191e-09,9.256706334781484e-08
1993,0.0,8.751947433438545e-08
1994,1.0549853213248639e-09,9.86411308190327e-08
1995,5.422450821690461e-10,9.001268352903935e-08
1996,5.338092190498855e-10,1.0462660782195599e-07
1997,0.0,8.199269529995945e-08
1998,4.768129224785866e-10,1.3207717586283252e-07
1999,1.3710603763428253e-09,7.95214987192594e-08
2000,8.836062992401139e-10,8.350079383490083e-08
2001,8.762423564512289e-10,1.1829271784336015e-07
2002,4.38122149670761e-10,9.288189772860278e-08
2003,4.1669229178253886e-10,9.500584496890951e-08
2004,0.0,8.060767697770643e-08
2005,4.5037495954858286e-10,7.341111540881684e-08
2006,4.1178899179428186e-10,9.841756565265314e-08
2007,0.0,1.0145977569209208e-07
2008,2.1287198670449925e-09,9.408941537003557e-08
2009,9.53638501499654e-10,1.0108568204714174e-07
2010,1.4171379625338432e-09,7.558068659818673e-08
2011,2.2943831279320648e-09,6.768430438341966e-08
2012,1.7021263287730903e-09,7.761695997032803e-08
2013,1.1156500168141292e-09,8.451048927327065e-08
2014,1.2992671383216248e-09,1.043744575213168e-07
2015,2.881548111233201e-09,9.198787864761471e-08
2016,2.278474076078396e-09,1.0066712263778754e-07
2017,1.509366853724714e-09,5.7859061541876144e-08
2018,3.3559066636712487e-09,8.131620177209697e-08
2019,2.806086474294034e-09,7.780512589761202e-08
