year,mes_DET êtres_NOUN,mes_DET maîtres_NOUN
1873,1.7958012854535355e-09,4.0285810309903525e-07
1874,0.0,3.877521432826825e-07
1875,2.2886108563824337e-09,4.95484260731871e-07
1876,2.418405919968336e-09,2.938363137250377e-07
1877,0.0,4.1747507850686816e-07
1878,0.0,4.022033097683675e-07
1879,6.10932526790009e-10,3.8000002078319994e-07
1880,0.0,3.818618461437495e-07
1881,2.7890030285249168e-09,3.3119411213533567e-07
1882,0.0,4.6587694635391586e-07
1883,1.8958017378167824e-09,3.254459493007289e-07
1884,6.601696966868076e-09,3.88179779875486e-07
1885,1.933690763067375e-09,2.5073522413876503e-07
1886,3.2267319927115068e-09,2.929872646717513e-07
1887,6.528924623161458e-10,2.859668870591747e-07
1888,3.804368819970705e-09,3.163966635355564e-07
1889,1.2530273485467092e-09,3.7590819568222855e-07
1890,0.0,3.132996688748335e-07
1891,5.736798147637501e-09,2.7727856055648203e-07
1892,6.268512375839919e-10,2.5826270988460465e-07
1893,1.847525021858587e-09,3.559564751842714e-07
1894,1.8904617871129403e-09,2.955421991579499e-07
1895,1.2037228991346183e-09,3.58107565823218e-07
1896,1.179405795248556e-09,2.9190292183400857e-07
1897,1.1653427112179315e-09,3.391147398446037e-07
1898,5.6583548957434e-10,2.908394423073446e-07
1899,3.3165470370022376e-09,3.172829927677867e-07
1900,1.5573159428683425e-09,2.844697241100036e-07
1901,1.3412973842719111e-08,3.6941564385273296e-07
1902,2.9461704187383475e-09,3.132761072777157e-07
1903,5.400220270956879e-10,2.8297153598089153e-07
1904,2.1498500757388683e-09,3.6923674251454486e-07
1905,0.0,3.091294704660186e-07
1906,5.144184522798412e-10,3.184250338961192e-07
1907,5.142843373384665e-10,2.8285637743152847e-07
1908,0.0,3.693364538648325e-07
1909,3.300590023513905e-09,3.410609696885558e-07
1910,0.0,3.7088407189855843e-07
1911,1.5961122423746588e-09,3.5220875727048906e-07
1912,2.6047106693738442e-09,3.594500581627358e-07
1913,1.060597942803554e-09,3.553003180556402e-07
1914,6.027069510139427e-09,2.886296499582386e-07
1915,0.0,1.8967027237692946e-07
1916,2.197492410260793e-09,3.1534015398904103e-07
1917,0.0,3.048665941918216e-07
1918,5.743188147278033e-09,2.883080325588594e-07
1919,1.8415696745321952e-09,3.0570056264167533e-07
1920,1.514446346106979e-09,3.521087688085345e-07
1921,7.572747762196741e-09,3.059390101256554e-07
1922,5.902348387820666e-09,3.681589797466245e-07
1923,0.0,3.418335250415794e-07
1924,0.0,3.184231256447845e-07
1925,2.1996355847875293e-09,3.552411431684277e-07
1926,1.1146138456652466e-09,3.86770992122365e-07
1927,3.344767462998277e-09,3.512005708472543e-07
1928,5.713020723163709e-09,3.6334812136828987e-07
1929,1.1140406375176326e-09,3.9437038701350957e-07
1930,3.1510811737689437e-09,2.8359728432292286e-07
1931,1.0264820993199919e-08,2.9539873303008335e-07
1932,1.0959536611565568e-09,3.8029593163457776e-07
1933,2.2941324395731044e-09,3.200314644402624e-07
1934,1.1981580172459871e-09,3.139173987420918e-07
1935,1.196828414151696e-09,3.410960935923413e-07
1936,1.2124714565686645e-09,3.5404167597619107e-07
1937,1.2591118148108649e-09,3.5381043339555163e-07
1938,1.4261736125398272e-08,3.267234127690699e-07
1939,0.0,2.9517518385091535e-07
1940,0.0,3.220444315665816e-07
1941,0.0,3.5122881847371445e-07
1942,6.068423541449874e-09,3.610712084878287e-07
1943,1.1612940831184915e-08,4.238723327887328e-07
1944,3.2131861615880553e-09,3.0846587328881014e-07
1945,8.714016175304096e-09,3.594531747808105e-07
1946,0.0,3.034800606371846e-07
1947,4.7683483828109274e-09,4.4345639871323783e-07
1948,5.435943917220243e-09,3.7073137448828675e-07
1949,1.9634016634739737e-09,2.9451024730065e-07
1950,0.0,3.3075973071561293e-07
1951,4.264560704569931e-09,2.7932872548319665e-07
1952,0.0,2.9947243085359787e-07
1953,1.508335811806205e-08,2.585718510417223e-07
1954,4.886268278880834e-09,2.824262992362492e-07
1955,6.569925492527773e-09,3.7823998688679694e-07
1956,2.441919733087161e-08,2.860534351611932e-07
1957,3.534015080575159e-09,3.357314231067221e-07
1958,1.6544486891589827e-09,2.9945521617946724e-07
1959,1.3176271629333769e-08,3.7513620121387703e-07
1960,8.997083078554624e-09,2.7060458762662165e-07
1961,1.3896318540318475e-09,3.682524418735511e-07
1962,4.43936931660005e-09,3.234397709661607e-07
1963,2.5864212993553792e-09,3.1877641504252097e-07
1964,1.8251904432275978e-09,5.250464720774062e-07
1965,1.6416130677043839e-09,2.8837668519798854e-07
1966,6.6468897053084675e-09,2.963405094646987e-07
1967,4.437302081328198e-09,3.140623654473984e-07
1968,2.69484942694298e-09,3.1394997890288323e-07
1969,1.3625273409534344e-09,2.4707162094017576e-07
1970,5.518470125309705e-09,2.3499485557465505e-07
1971,6.679916619845017e-09,2.5948906934303295e-07
1972,6.669190977248718e-09,2.703587416164055e-07
1973,3.307922213924286e-09,2.2328476045885282e-07
1974,6.188128787165681e-09,1.895817587360682e-07
1975,1.7134440533084216e-09,2.2960149959061482e-07
1976,5.713526873840635e-10,2.513951811167203e-07
1977,2.938390863960194e-09,2.5152626648150544e-07
1978,5.940591241149207e-09,2.411880095642971e-07
1979,4.096381456264453e-09,2.428568963708244e-07
1980,2.8425752862659692e-09,2.2968009449897409e-07
1981,8.855769451088236e-09,2.1759889978767433e-07
1982,4.345251602977385e-09,2.6568110378377696e-07
1983,9.47297440490047e-09,1.9261714356844095e-07
1984,5.219107812592938e-09,2.673342969217174e-07
1985,6.015557829641693e-09,2.267865406579972e-07
1986,5.395036972721812e-09,2.433761077114127e-07
1987,5.49973533381376e-09,2.1571183417279371e-07
1988,2.398621523624911e-09,2.7044458539293714e-07
1989,7.134558943633351e-09,2.6288104670868506e-07
1990,4.90378582185258e-09,2.293882106485512e-07
1991,2.9307325455363298e-09,2.6435208066999394e-07
1992,7.713921945651236e-09,2.545594250946692e-07
1993,5.539207315052863e-09,2.658819591161432e-07
1994,2.637463358823311e-09,2.785161221652288e-07
1995,5.4224509327127635e-09,2.922701085594781e-07
1996,5.338092190498855e-10,2.2046320236057682e-07
1997,4.315404922294874e-09,2.3878574939573127e-07
1998,9.059445638115449e-09,2.3268470350501502e-07
1999,5.484241422104574e-09,2.4998999936798327e-07
2000,5.743440834038438e-09,2.677326982336581e-07
2001,3.943090742808408e-09,2.843406541330751e-07
2002,3.504977197366088e-09,2.865318755596036e-07
2003,8.333846168717685e-09,2.8710099542195167e-07
2004,8.369103104977071e-09,2.7750185793706805e-07
2005,7.656374201303606e-09,2.2834010593442144e-07
2006,7.0004128605027915e-09,2.9278196311821603e-07
2007,1.118454290294224e-08,2.7681743253182844e-07
2008,4.6831836186811415e-09,2.724761500871864e-07
2009,5.245011536203492e-09,2.946742938547686e-07
2010,1.7005655106316908e-08,3.0610179102552593e-07
2011,1.2619107536693264e-08,3.36127145672549e-07
2012,1.0212757750593937e-08,4.915740898780996e-07
2013,1.1714325509615264e-08,4.102802808603201e-07
2014,1.342575989271566e-08,4.922057019740578e-07
2015,1.440773989003219e-08,4.38216954279369e-07
2016,1.6777854328076103e-08,5.085139846983111e-07
2017,1.5345229087415646e-08,3.204888914254411e-07
2018,2.0393587263356494e-08,4.551125734053585e-07
2019,1.76018148390078e-08,3.9412762120605294e-07
