year,moins_ADV orale_ADJ,moins_ADV morale_ADJ
1800,0.0,1.2576657937302116e-08
1801,0.0,5.2386017301842e-08
1802,0.0,4.475680270843441e-09
1803,0.0,2.5354410126965377e-08
1804,0.0,3.707776485839531e-08
1805,0.0,8.528632911009026e-09
1806,0.0,2.881669125542885e-08
1807,0.0,1.7081731584767113e-08
1808,0.0,4.5321479902327155e-09
1809,0.0,0.0
1810,0.0,1.1700633351097167e-08
1811,0.0,0.0
1812,0.0,1.3336041604361526e-08
1813,0.0,1.1502966579257645e-08
1814,0.0,3.1466771410748606e-09
1815,0.0,2.4275012222574333e-08
1816,0.0,5.0987285504788815e-08
1817,0.0,2.6466848268569265e-08
1818,0.0,2.5034472272977837e-08
1819,0.0,3.001804671498576e-08
1820,0.0,2.254631326081835e-08
1821,0.0,3.550135829755163e-08
1822,0.0,2.606660132187244e-08
1823,0.0,1.8777104315859106e-08
1824,0.0,5.052667617633233e-09
1825,0.0,5.195211372210906e-08
1826,0.0,5.284790383086602e-09
1827,4.608636583469661e-09,2.6730091917670507e-08
1828,0.0,6.420610709767516e-09
1829,0.0,2.5719527840806222e-08
1830,0.0,1.7742621594152297e-08
1831,0.0,3.1182413096075834e-08
1832,0.0,3.111892965534935e-08
1833,0.0,4.40177885252524e-08
1834,0.0,7.467625096069241e-08
1835,0.0,5.445423312266939e-08
1836,0.0,3.1587525484155776e-08
1837,0.0,4.5922078584226256e-08
1838,0.0,3.219202682203104e-08
1839,6.9914751765765e-10,2.3771015378315496e-08
1840,0.0,3.885510224677091e-08
1841,0.0,2.8250413564023802e-08
1842,0.0,4.427455024824667e-08
1843,5.906910960362666e-09,7.560846171372759e-08
1844,0.0,5.3239045172404076e-08
1845,5.580227946389016e-10,6.975285060661918e-08
1846,0.0,3.102885770545072e-08
1847,0.0,4.314578916364553e-08
1848,1.6090443422100975e-09,4.505324113779352e-08
1849,0.0,3.6869426622843093e-08
1850,0.0,4.0055077477063605e-08
1851,0.0,5.0305622778523684e-08
1852,1.3021090872200602e-09,5.1433307390880145e-08
1853,1.1943863675867306e-09,4.001194398028929e-08
1854,0.0,3.844791862661623e-08
1855,0.0,3.343370380548549e-08
1856,0.0,3.882891874695815e-08
1857,0.0,3.661131842136456e-08
1858,0.0,3.572383633354548e-08
1859,0.0,5.906921174414492e-08
1860,4.577183909670879e-10,5.904567146330919e-08
1861,0.0,3.678451676591976e-08
1862,0.0,2.710791768834042e-08
1863,0.0,5.993545215687845e-08
1864,0.0,4.1234660130839984e-08
1865,0.0,6.542513375507042e-08
1866,0.0,4.135770836910524e-08
1867,0.0,6.502767746496829e-08
1868,0.0,3.408512938563035e-08
1869,0.0,3.7603097524652185e-08
1870,0.0,4.759260363584872e-08
1871,0.0,5.2043770182308435e-08
1872,0.0,6.289232601375261e-08
1873,1.7958012854535355e-09,3.71132280463371e-08
1874,0.0,3.584765551067903e-08
1875,1.1443054281912168e-09,3.432916173551348e-08
1876,6.04601479992084e-10,4.5949711591219966e-08
1877,0.0,6.122967732835605e-08
1878,0.0,5.072834596830944e-08
1879,6.10932526790009e-10,4.215434401544371e-08
1880,0.0,4.1074216028391675e-08
1881,0.0,5.2293806618308736e-08
1882,0.0,5.124646662579835e-08
1883,0.0,4.1707636455612374e-08
1884,0.0,5.149323811792783e-08
1885,6.445635691854079e-10,5.9299846810745294e-08
1886,0.0,8.712176224889845e-08
1887,0.0,3.4603299781110763e-08
1888,0.0,3.550744054336974e-08
1889,0.0,7.894072240333116e-08
1890,0.0,7.340912588915671e-08
1891,0.0,5.2268603667471325e-08
1892,0.0,3.6984221907232495e-08
1893,0.0,3.387129154930335e-08
1894,0.0,4.852185142567578e-08
1895,6.018614495673091e-10,6.078800396380757e-08
1896,2.358811590497112e-09,8.196870027177283e-08
1897,2.330685422435863e-09,4.8944393427063915e-08
1898,5.6583548957434e-10,5.488604415404552e-08
1899,0.0,4.643165851803133e-08
1900,1.038210628578895e-09,4.049021384844309e-08
1901,0.0,4.5827658112784775e-08
1902,0.0,4.370152595356558e-08
1903,0.0,5.238213773850475e-08
1904,0.0,4.998401337275027e-08
1905,0.0,6.192910717572886e-08
1906,0.0,5.812928449699939e-08
1907,0.0,5.914269962659091e-08
1908,0.0,2.9959473124563374e-08
1909,0.0,7.096268461737054e-08
1910,0.0,5.2907090264397993e-08
1911,5.320374141248863e-10,5.160762839295785e-08
1912,0.0,6.615965020273507e-08
1913,0.0,5.3560196278112926e-08
1914,0.0,4.68772043404897e-08
1915,0.0,3.416420923940677e-08
1916,0.0,4.724608615447323e-08
1917,1.0966424435210342e-09,6.250861872558744e-08
1918,4.594550517822427e-09,4.2499593178035866e-08
1919,0.0,4.6960025201769895e-08
1920,0.0,8.253732630691957e-08
1921,0.0,8.02711213054863e-08
1922,0.0,3.9840852394945614e-08
1923,0.0,6.369568694708505e-08
1924,0.0,4.2542360745301266e-08
1925,0.0,6.048998102414771e-08
1926,1.1146138456652466e-09,5.461607699430715e-08
1927,1.1149224876660924e-09,4.7941668412931904e-08
1928,0.0,6.284322751071159e-08
1929,0.0,7.352668518478822e-08
1930,0.0,3.676261073337628e-08
1931,1.1405356659111021e-09,3.079446386777818e-08
1932,5.4797681947604815e-09,7.233294496700182e-08
1933,2.2941324395731044e-09,4.244144946596862e-08
1934,1.1981580172459871e-09,5.870974462141021e-08
1935,2.393656828303392e-09,4.308582290946106e-08
1936,0.0,5.8198629915295896e-08
1937,0.0,5.162358363008934e-08
1938,0.0,5.575042294481136e-08
1939,3.058810094103137e-09,6.270560959364957e-08
1940,0.0,6.085878823114399e-08
1941,2.9515025978810172e-09,6.788455664263893e-08
1942,0.0,4.247896612241675e-08
1943,0.0,4.064529335323641e-08
1944,3.2131861615880553e-09,4.177142187700156e-08
1945,2.178504043826024e-09,4.574858536443571e-08
1946,8.352662561605939e-09,5.150808490839154e-08
1947,0.0,4.4107220986688844e-08
1948,2.174377566888097e-09,5.870819563824625e-08
1949,0.0,2.6505922789965553e-08
1950,0.0,2.6588404367089424e-08
1951,0.0,4.477788806411809e-08
1952,2.1089607837865287e-09,1.4762725264461096e-08
1953,0.0,3.5553629373907825e-08
1954,3.9090144454689835e-09,5.2771696346098906e-08
1955,0.0,4.035811329572425e-08
1956,8.72114158667614e-10,3.662879421995058e-08
1957,0.0,3.710716001137371e-08
1958,3.3088973783179654e-09,4.9633460008635666e-08
1959,1.5501495642666896e-09,6.433120347537624e-08
1960,0.0,3.3220000972278285e-08
1961,2.08444772553662e-09,4.029932298976746e-08
1962,0.0,3.805173776072479e-08
1963,3.879631726988464e-09,2.7804029301137234e-08
1964,1.2167936658258327e-09,3.346182708696688e-08
1965,4.377634699181954e-09,4.4323552828018364e-08
1966,1.1078149508847446e-09,2.4925835617750636e-08
1967,1.4791006197611978e-09,4.683818843886911e-08
1968,8.982831700699023e-10,4.760900651490374e-08
1969,1.3625273131978588e-09,4.496340366699769e-08
1970,9.197450023812337e-10,4.5067505283213904e-08
1971,2.0553589941130213e-09,4.521789875866489e-08
