year,moins_ADV orale_ADJ,moins_ADV morale_ADJ
1972,2.0520587451500205e-09,3.437198259348406e-08
1973,0.0,2.0398854161385316e-08
1974,5.625571675160757e-10,3.206575982517279e-08
1975,1.7134440533084216e-09,2.798625331479343e-08
1976,2.285410749536254e-09,3.085304456362792e-08
1977,4.7014254711541525e-09,2.2331770210826107e-08
1978,1.1881182704343018e-09,1.7821774278559133e-08
1979,5.851973350345929e-10,2.867466974976196e-08
1980,0.0,2.38776323158163e-08
1981,3.795329828193417e-09,4.1116070548241623e-08
1982,0.0,2.855450986771757e-08
1983,6.315316047889041e-10,2.7787390166622572e-08
1984,3.479405208395292e-09,2.7255339318799088e-08
1985,1.8046674155058895e-09,2.466378745680231e-08
1986,5.994485463567401e-10,3.057187569766029e-08
1987,1.8332451112712533e-09,2.3832186002437084e-08
1988,0.0,3.7778288941581195e-08
1989,3.2928733073589456e-09,2.4147738031388144e-08
1990,5.993515905799995e-09,3.596109721115681e-08
1991,0.0,3.634108480810028e-08
1992,1.65298330578878e-09,2.920270425477156e-08
1993,2.7696036575264316e-09,2.4926434250005514e-08
1994,2.637463358823311e-09,2.320967773528082e-08
1995,2.7112254663563817e-09,3.0907969517102174e-08
1996,1.6014276571496566e-09,2.4021414191111035e-08
1997,4.315404922294874e-09,2.8289877107567918e-08
1998,9.536258449571733e-10,2.9085589048349902e-08
1999,9.140402323914998e-10,3.656160885157078e-08
2000,2.6508188977203417e-09,3.666966108539782e-08
2001,2.190605918883648e-09,2.2782300490575835e-08
2002,3.066854992184176e-09,3.724038322161505e-08
2003,2.5001538617175356e-09,3.666892212095263e-08
2004,3.9643119897903034e-09,2.5107310008820605e-08
2005,3.602999676388663e-09,3.2426996199319547e-08
2006,2.0589450144825605e-09,3.5413854959642777e-08
2007,3.994479469415779e-10,2.8760252845927425e-08
2008,2.9802078582719105e-09,3.363377487630714e-08
2009,2.860915504498962e-09,2.5271420511785436e-08
2010,1.4171379625338432e-09,2.692562084405381e-08
2011,7.64794394481072e-10,1.7590270573464295e-08
2012,1.7021263287730903e-09,1.4297861561374248e-08
2013,1.1156500168141292e-09,2.091843853690989e-08
2014,4.330890368553497e-10,2.6201886882404324e-08
2015,1.5516027351836215e-09,1.551602757388082e-08
2016,2.0713400439298368e-10,2.3199008936103382e-08
2017,1.0062445321423752e-09,1.6603035390971854e-08
2018,0.0,1.755397427416483e-08
2019,1.2754939326953263e-09,1.607122257496485e-08
