year,pouvons_VERB être_VERB,pouvons_VERB etre_VERB,pouvons_VERB mettre_VERB
1878,5.616352609649766e-07,1.8117265465633636e-09,1.020605964185961e-07
1879,6.078778369555948e-07,0.0,1.1057878879228156e-07
1880,5.763225772170699e-07,6.417846254436199e-10,9.626769070791852e-08
1881,6.351954198180465e-07,6.972507571312292e-10,9.27343535295222e-08
1882,5.271065219858428e-07,1.3310770263785798e-09,1.1846585579178281e-07
1883,5.087067620479502e-07,6.319338941018771e-10,1.049010265319339e-07
1884,5.578434070230287e-07,1.3203393933736152e-09,1.0034579389639475e-07
1885,4.96958534768055e-07,0.0,1.1924426246423536e-07
1886,4.594866140905651e-07,2.5813855497602844e-09,1.1035422886607194e-07
1887,6.672560743936629e-07,1.3057849246322917e-09,1.1947932421207952e-07
1888,5.529016107175266e-07,0.0,1.014498351992188e-07
1889,6.359113626785984e-07,0.0,8.896493852716958e-08
1890,6.324983132799389e-07,1.3108772956016423e-09,1.1142456912693888e-07
1891,6.412465154426172e-07,0.0,1.3513346175386687e-07
1892,6.356271455842943e-07,1.2537024751679837e-09,9.214713259098062e-08
1893,5.893604679840792e-07,0.0,1.1762575269358422e-07
1894,5.305896024765389e-07,0.0,1.373735614151883e-07
1895,5.98852125222038e-07,1.2037228991346183e-09,1.0352017199011243e-07
1896,5.661148065883026e-07,1.179405795248556e-09,9.671127543242619e-08
1897,5.383883490139851e-07,5.826713556089658e-10,9.555810009942434e-08
1898,6.105365173425525e-07,5.6583548957434e-10,1.2278630379114475e-07
1899,5.356223482522182e-07,5.527578395003729e-10,1.2381775604808354e-07
1900,6.499198548226559e-07,2.07642125715779e-09,1.157604856416583e-07
1901,6.790317570448678e-07,0.0,1.0283279294753811e-07
1902,5.474966542351467e-07,9.820567692386817e-10,1.1146344292001231e-07
1903,6.431662313843844e-07,5.400220270956879e-10,1.2420507289334637e-07
1904,6.110948902460223e-07,0.0,1.0211788037395308e-07
1905,6.074213274587237e-07,0.0,1.2024568718516093e-07
1906,6.641142249463883e-07,1.0288369045596824e-09,1.044269453132074e-07
1907,6.238269065761415e-07,2.057137349353866e-09,9.977116377513084e-08
1908,6.055742574062606e-07,4.911389073214423e-10,1.2229358503645926e-07
1909,5.957565463177161e-07,2.2003934230241384e-09,9.571711245826009e-08
1910,6.274032671171881e-07,5.344150677544235e-10,1.3039728230523906e-07
1911,7.3314754445164e-07,5.320374141248863e-10,1.2130452375913592e-07
1912,6.251305535442953e-07,1.0418842455450772e-09,1.203376314151683e-07
1913,6.803736027904961e-07,2.121195885607108e-09,1.251505636901129e-07
1914,7.078457997522491e-07,6.696743715117748e-10,1.372832514334732e-07
1915,8.753106044423475e-07,0.0,1.0720493293092659e-07
1916,9.537117193758604e-07,0.0,1.3404704191088967e-07
1917,9.091165793506661e-07,4.386569774084137e-09,9.540789136508465e-08
1918,8.38505457068095e-07,0.0,1.320933336046437e-07
1919,7.559643790955306e-07,0.0,1.436424383882695e-07
1920,6.91344780534564e-07,1.514446346106979e-09,1.1509791875141673e-07
1921,6.300525683400338e-07,1.5145494858259667e-09,1.264648830101578e-07
1922,7.37055756871996e-07,0.0,1.0329110011753073e-07
1923,8.131816002787673e-07,2.1231896241147297e-09,1.0828266994167279e-07
1924,6.420028739739791e-07,0.0,1.6372362665606488e-07
1925,6.939850436538109e-07,4.399271169575059e-09,8.468597201272132e-08
1926,6.364444971040939e-07,2.229227691330493e-09,1.092321539886143e-07
1927,7.124354510779085e-07,1.1149224876660924e-09,1.2821608663671213e-07
1928,6.307174658104486e-07,0.0,1.439681227566325e-07
1929,7.06301761965733e-07,2.2280812750352652e-09,1.169742702700205e-07
1930,6.039571758265083e-07,0.0,1.0713675635543041e-07
1931,6.980078524065902e-07,2.2810713318222042e-09,1.1291302826066385e-07
1932,7.200415552688355e-07,2.1919073223131136e-09,1.1288322809832607e-07
1933,6.090921829127183e-07,1.1470662197865522e-09,1.0438302666671007e-07
1934,6.589868917217245e-07,0.0,1.2940105875713925e-07
1935,6.0798885215263e-07,1.196828414151696e-09,1.1848601388919633e-07
1936,7.226329898912809e-07,2.424942913137329e-09,1.4185916086262296e-07
1937,6.333332294161664e-07,5.0364472592434595e-09,1.2591118547788938e-07
1938,6.897494131408166e-07,1.2965214457594243e-09,1.257625825701325e-07
1939,6.821146598667838e-07,0.0,1.2999943521663226e-07
1940,6.060521400286234e-07,5.0715658339584024e-09,8.621661606866837e-08
1941,5.519310093404783e-07,2.9515025978810172e-09,6.788455664263893e-08
1942,7.160739983191888e-07,6.068423541449874e-09,1.0316320242509391e-07
1943,6.938732326489117e-07,2.9032352077962287e-09,7.548411673496958e-08
1944,6.265713068387413e-07,0.0,1.5744612369417155e-07
1945,8.321885616169311e-07,2.178504043826024e-09,1.285317381416462e-07
1946,7.767976057948545e-07,1.3921104269343232e-09,1.266820532919155e-07
1947,7.688962000429456e-07,0.0,1.3947419574833475e-07
1948,7.034111604298232e-07,0.0,8.480072466454658e-08
1949,7.402024380098737e-07,9.817008317369869e-10,1.462734218193873e-07
1950,6.551382512043347e-07,0.0,1.34005560425976e-07
1951,7.633563541276089e-07,1.0661401761424827e-09,1.5565646549475787e-07
1952,6.231979341464466e-07,2.1089607837865287e-09,1.6871686625563598e-07
1953,6.615130132558988e-07,0.0,1.7345861635931215e-07
1954,7.290311714314157e-07,5.863521668203475e-09,1.3974727153254207e-07
1955,6.710709499202494e-07,9.385607846468247e-10,1.2764427026468184e-07
1956,7.037961040623486e-07,1.744228317335228e-09,9.767678932348645e-08
1957,6.246371526685834e-07,0.0,1.042534449879895e-07
1958,6.096643687669712e-07,8.272243445794913e-10,1.1415696121730434e-07
1959,6.611388130295381e-07,1.5501495642666896e-09,1.240119615886215e-07
1960,6.325641948023986e-07,1.3841666701708277e-09,1.2111458147501253e-07
1961,6.621595503020217e-07,2.08444772553662e-09,1.0144312767579322e-07
1962,6.487821337941568e-07,4.43936931660005e-09,1.3571786894317484e-07
1963,6.285004019446205e-07,2.5864212993553792e-09,1.713504076406025e-07
1964,6.132640351097507e-07,1.2167936658258327e-09,1.1377020570080276e-07
1965,6.59928446111735e-07,5.47204326295514e-09,1.1162968149847075e-07
1966,5.760637691309967e-07,1.6617224263271169e-09,1.1853619952262306e-07
1967,6.325620347524818e-07,1.9721342336964653e-09,1.074813127388552e-07
1968,6.395775926648639e-07,2.245707841908029e-09,1.1003968580780565e-07
1969,5.86340945574193e-07,1.3625273131978588e-09,1.1490647011669353e-07
1970,6.534788212775311e-07,2.2993624781975086e-09,1.1358850571241419e-07
1971,5.5340541393889e-07,1.541519245584766e-09,1.1972466040788277e-07
1972,5.227619794823113e-07,4.104117490300041e-09,1.0619403667533334e-07
1973,5.314728355187981e-07,2.205281512956958e-09,1.2073915911514632e-07
1974,4.809863867194508e-07,4.500457340128605e-09,1.338886050916699e-07
1975,4.7576628503520624e-07,1.1422960355389478e-09,1.0280664497486214e-07
1976,5.08503887886036e-07,5.713526873840635e-10,1.0855701049194977e-07
1977,4.748439721424802e-07,2.938390863960194e-09,1.134218905463058e-07
1978,4.782176006301597e-07,5.940591352171509e-10,1.1108905795254032e-07
1979,4.7635063538109534e-07,4.681578680276743e-09,9.772795550588853e-08
1980,4.963136461810791e-07,2.8425752862659692e-09,1.125659849776639e-07
1981,4.5923488301014004e-07,3.1627747087981106e-09,9.235302655952182e-08
1982,5.059114300820511e-07,2.483000915987077e-09,1.191840439673797e-07
1983,5.279604238239699e-07,1.89459470334441e-09,1.2314866637552768e-07
1984,4.795779773303366e-07,1.739702604197646e-09,9.568363878997843e-08
1985,4.800415354111465e-07,1.2031116103372597e-09,9.38427078267523e-08
1986,5.26315830029489e-07,2.3977941854269602e-09,1.1209687755808773e-07
1987,5.047534727964376e-07,3.0554083707556856e-09,1.1488335616149925e-07
1988,4.7072947495507833e-07,2.398621523624911e-09,8.215278768375356e-08
1989,4.796618782165751e-07,1.6464366536794728e-09,1.0756719603932652e-07
1990,4.773018531523121e-07,1.6345953479657283e-09,9.862058192311451e-08
1991,4.958799308951711e-07,1.7584396161396398e-09,1.0667866945368587e-07
1992,4.358365970347222e-07,5.509944167592096e-10,8.815910490511669e-08
1993,4.4535227061714977e-07,3.323524566667402e-09,9.804396938761784e-08
1994,5.285476731842209e-07,2.1099706426497278e-09,1.1288342705029208e-07
1995,4.6470404413412325e-07,2.7112254663563817e-09,9.435064640683777e-08
1996,4.697521092111856e-07,2.135236876199542e-09,9.448422844116067e-08
1997,4.722971027604217e-07,0.0,1.045287021383956e-07
1998,4.772897455040948e-07,4.768129224785866e-10,1.21587291346259e-07
1999,5.319714091456262e-07,9.140402323914998e-10,9.780230669775847e-08
2000,5.191187142372655e-07,8.836062992401139e-10,1.0691636020965234e-07
2001,5.130398790242907e-07,0.0,1.0120599114316065e-07
2002,5.169841301722045e-07,2.1906108038649563e-09,1.1172114966484514e-07
2003,5.050310392107349e-07,4.1669229178253886e-10,1.1250691756004016e-07
2004,5.757062240263622e-07,3.0833537945085254e-09,1.1320313575424734e-07
2005,5.323432219483948e-07,2.251874686720612e-09,1.2295235762849188e-07
2006,5.872111046301143e-07,1.2353669198716943e-09,1.243602696376911e-07
2007,5.799984137411229e-07,7.988958938831558e-10,1.2183161857137748e-07
2008,5.619820626634464e-07,2.554463751636149e-09,1.1495087193225118e-07
2009,5.883949825147283e-07,9.53638501499654e-10,1.1491344054093133e-07
2010,6.079521881474648e-07,1.4171379625338432e-09,1.4313093288365053e-07
2011,7.391737995021685e-07,1.911985902935953e-09,1.2886785327737016e-07
2012,7.196589990599023e-07,6.808505426114664e-10,1.3719137825773942e-07
2013,7.762134828226408e-07,0.0,1.3527255759981927e-07
2014,7.964507631186279e-07,2.1654451842767486e-10,1.359899641784068e-07
2015,7.959721983752388e-07,2.2165753954528356e-10,1.2944799721026357e-07
2016,8.061655307756155e-07,2.0713400439298368e-10,1.3629417594529514e-07
2017,8.165674216797925e-07,2.515611330355938e-10,1.511882459226399e-07
2018,9.15904365683673e-07,2.5814667070633845e-10,1.4895063316089363e-07
2019,9.206514732795767e-07,1.2754939326953263e-09,1.454063038863751e-07
