year,derniers_ADJ auteurs_NOUN,derniers_ADJ moteurs_NOUN
1870,1.2270864147012617e-07,0.0
1871,1.9861602140736068e-07,0.0
1872,1.711397032977402e-07,6.047339295989218e-10
1873,2.2148216771711304e-07,0.0
1874,1.6430175264758873e-07,0.0
1875,1.567698433291298e-07,5.721527140956084e-10
1876,1.3301232115736639e-07,0.0
1877,1.6760851906383323e-07,0.0
1878,1.4252249513901916e-07,6.039088673581716e-10
1879,1.3379421659465152e-07,0.0
1880,9.947661538944885e-08,0.0
1881,1.108628708834658e-07,0.0
1882,1.4908061984897358e-07,3.9932310791357395e-09
1883,1.5545573717190564e-07,1.8958017378167824e-09
1884,1.194907213175611e-07,0.0
1885,1.4567136474852305e-07,5.156508553483263e-09
1886,1.684354060671467e-07,6.453463874400711e-10
1887,1.7562807386184431e-07,6.528924623161458e-10
1888,1.6295379623443296e-07,3.804368819970705e-09
1889,1.7103823779507366e-07,3.759081934617825e-09
1890,1.6844772687818477e-07,3.9326319978272295e-09
1891,1.7975300181660714e-07,8.286486163910922e-09
1892,1.8554796099579107e-07,8.775916882086676e-09
1893,2.605010251954809e-07,1.6011883374744684e-08
1894,1.7203201707616245e-07,8.822155450616265e-09
1895,1.9259566386153892e-07,2.166701307260155e-08
1896,2.1642095759943913e-07,4.717623180994224e-09
1897,2.26076480203119e-07,2.330685422435863e-09
1898,2.0426661251349287e-07,7.921697076085366e-09
1899,1.901486967881283e-07,4.4220627160029835e-09
1900,1.9881733237525623e-07,8.30568502863116e-09
1901,2.0901883601709415e-07,1.117747761014698e-08
1902,1.8757283726245078e-07,1.2275709337927765e-08
1903,1.857675755445598e-07,1.9980815224585058e-08
1904,2.7840559368996765e-07,1.3974025492302644e-08
1905,2.0643035725242953e-07,4.1286072338664326e-09
1906,1.9445018040187279e-07,1.594697174311932e-08
1907,2.0777086717771454e-07,1.0285686968813934e-08
1908,2.219947816683998e-07,1.5225305460830896e-08
1909,2.5744603249222564e-07,2.475442606453271e-08
1910,2.6346663162257755e-07,6.412980813053082e-09
1911,2.6974296929438424e-07,2.181353409014264e-08
1912,2.5421974214623333e-07,3.1777467768279166e-08
1913,2.82649352811859e-07,1.1666577037772186e-08
1914,2.5715496576594887e-07,1.4732836284281348e-08
1915,1.8260180922879954e-07,2.3561523843085297e-09
1916,1.637131816778492e-07,8.789969641043172e-09
1917,1.4366015932409937e-07,1.0966424435210342e-09
1918,1.4702561657031765e-07,3.44591288836682e-09
1919,1.2983066710603453e-07,1.1049418269237776e-08
1920,1.7643300509462279e-07,1.0601124422748853e-08
1921,2.9382260890997713e-07,7.572747762196741e-09
1922,2.7224581344853505e-07,1.549366501762961e-08
1923,2.3248927050190105e-07,2.441668023323018e-08
1924,2.2044677905341814e-07,1.0313299547703991e-08
1925,2.6065680458486895e-07,8.798542339150117e-09
1926,3.154357273160713e-07,1.3375366592072169e-08
1927,2.620067789393943e-07,1.1149224876660924e-09
1928,3.0850310395180713e-07,6.8556245125250825e-09
1929,3.342121885907545e-07,1.3368487650211591e-08
1930,2.793958628899418e-07,5.2518016602221e-09
1931,3.0452301302830165e-07,6.843213995466613e-09
1932,2.2686241152314324e-07,4.383814644626227e-09
1933,3.3494333706585167e-07,1.261772819560747e-08
1934,3.1751187634654343e-07,5.990790086229936e-09
1935,3.8298509252854274e-07,2.393656828303392e-09
1936,3.976906270963809e-07,2.424942913137329e-09
1937,3.261099550400104e-07,6.295559185076627e-09
1938,3.78584275040339e-07,1.0372171566075394e-08
1939,3.9152769204520155e-07,6.117620188206274e-09
1940,3.271159982887184e-07,2.5357829169792012e-09
1941,4.1616186763349106e-07,0.0
1942,3.671396200388699e-07,3.034211770724937e-09
1943,3.019364669398783e-07,0.0
1944,3.245318112021778e-07,0.0
1945,2.047793827841815e-07,4.357008087652048e-09
1946,2.770299829535361e-07,4.1763312808029696e-09
1947,2.2649655306850036e-07,1.1920870957027319e-09
1948,3.794288829794823e-07,2.174377566888097e-09
1949,2.856749290458538e-07,9.817008539414473e-09
1950,3.020442704837478e-07,2.1270722960764488e-09
1951,2.388154030086298e-07,6.396841278899501e-09
1952,2.9630899689436774e-07,8.435843135146115e-09
1953,2.521075543882034e-07,5.386913581872932e-09
1954,2.843808033503592e-07,7.818028890937967e-09
1955,2.5528854052936367e-07,3.754243138587299e-09
1956,3.296591444268415e-07,8.72114158667614e-10
1957,3.0745931667297555e-07,2.6505113659425206e-09
1958,3.292352914741059e-07,1.6544486891589827e-09
1959,2.8910289984196424e-07,3.100299128533379e-09
1960,3.0451667498709867e-07,3.460416619915918e-09
1961,2.918226869041973e-07,2.08444772553662e-09
1962,2.815828565871925e-07,1.2683912808952869e-09
1963,3.174832272634376e-07,2.5864212993553792e-09
1964,2.3179919139693084e-07,1.8251904432275978e-09
1965,2.3092023582194088e-07,1.0944086747954884e-09
1966,2.1491609913937282e-07,2.215629901769489e-09
1967,2.223581390126128e-07,1.9721342336964653e-09
1968,2.340027691616342e-07,1.7965663401398047e-09
1969,1.585073476917387e-07,4.5417578031781147e-10
1970,1.5773626671489183e-07,3.219107425067591e-09
1971,2.2711716951562266e-07,1.0276794970565106e-09
1972,1.8468529106030473e-07,7.69522046084603e-09
1973,2.1060438371023338e-07,2.7566018356850464e-09
1974,1.7608039115657448e-07,5.625571675160757e-10
1975,1.8562310799552506e-07,1.1422960355389478e-09
1976,1.5255116636581079e-07,3.4281160132820787e-09
1977,1.7747881031482393e-07,1.1753563677885381e-09
1978,1.6039597028338903e-07,1.1881182704343018e-09
1979,1.503957207660278e-07,5.851973350345929e-10
1980,1.3871768089757097e-07,2.2740602734216964e-09
1981,1.5434341094078263e-07,6.325549528618524e-10
1982,1.4525555513955624e-07,6.207502289967692e-10
1983,1.7303966615145328e-07,1.89459470334441e-09
1984,1.432355105634997e-07,2.3196033982486597e-09
1985,1.2091271628378308e-07,3.0077789148208467e-09
1986,1.4386765201379603e-07,1.7983456945813714e-09
1987,1.1182795134345724e-07,0.0
1988,1.4991384489349002e-07,0.0
1989,1.0207907052972587e-07,1.6464366536794728e-09
1990,1.1769085972446192e-07,1.089730194969718e-09
1991,1.1488472040355191e-07,2.344586080837985e-09
1992,1.03035958431974e-07,5.509944167592096e-10
1993,1.124459103607478e-07,5.539207426075166e-10
1994,1.1604838334733358e-07,5.274926606624319e-10
1995,1.2092066015156888e-07,0.0
1996,1.259789712548809e-07,0.0
1997,9.397993494530965e-08,1.438468344439059e-09
1998,9.154808111588864e-08,4.768129224785866e-10
1999,1.1288396706277126e-07,4.570201161957499e-10
2000,9.763849817545633e-08,0.0
2001,1.0427284280467575e-07,3.066848330846028e-09
2002,1.1128302901397547e-07,1.752488598683044e-09
2003,9.333907513564554e-08,2.5001538617175356e-09
2004,9.954828072977762e-08,8.809582507929292e-10
2005,9.86321140317159e-08,9.007499190971657e-10
2006,9.553504298764892e-08,8.235779835885637e-10
2007,9.506861431418656e-08,0.0
2008,7.833688897562752e-08,2.1287198670449925e-09
2009,5.8648769396540956e-08,2.860915504498962e-09
2010,7.180165084719192e-08,4.723793023408973e-10
2011,5.238841538357519e-08,1.1471915639660324e-09
2012,4.22127328647548e-08,2.382976926895708e-09
2013,4.769403716409215e-08,1.1156500168141292e-09
2014,3.6162933980676826e-08,2.1654451842767486e-10
2015,4.078498605508685e-08,1.5516027351836215e-09
2016,3.6662719082869444e-08,1.4499380585064614e-09
2017,3.597324038651095e-08,1.2578056374223934e-09
2018,2.7621693377000156e-08,1.5488800242380307e-09
2019,2.984655722571006e-08,1.7856913725466939e-09
