year,voulez_VERB être_VERB,voulez_VERB etre_VERB,voulez_VERB mettre_VERB
1800,5.785262828794657e-07,0.0,5.65949598296811e-08
1801,5.333848775990191e-07,0.0,3.809892135109294e-08
1802,3.737193026154273e-07,0.0,7.161088433349505e-08
1803,5.207405706642021e-07,1.950339223455444e-09,4.095712213825209e-08
1804,7.835767519281944e-07,0.0,3.460591457837836e-08
1805,4.832892273043399e-07,5.685755422035754e-09,1.051864728651708e-07
1806,4.783570943800441e-07,0.0,4.610670600868616e-08
1807,4.0711458382247656e-07,0.0,2.562259560079383e-08
1808,4.056272473462741e-07,2.2660739951163578e-09,5.6651849433819734e-08
1809,3.9081228919712885e-07,2.259030518203531e-09,4.0662548883574345e-08
1810,6.950176612008363e-07,0.0,9.360506680877734e-08
1811,3.860898232233012e-07,0.0,4.512738271955641e-08
1812,4.0808285461935156e-07,2.6672082320544632e-09,9.601949813031752e-08
1813,5.607695925391454e-07,2.8757416448144113e-09,5.751483289628823e-09
1814,3.0522767247020965e-07,0.0,1.4160046646338742e-07
1815,3.4794183534359036e-07,0.0,8.90083740046066e-08
1816,6.767403419871698e-07,0.0,4.6352077731626196e-08
1817,5.495763275575882e-07,0.0,9.963989811012652e-08
1818,5.793692139377526e-07,1.1921177378582115e-09,4.768470773797162e-08
1819,4.450951394119329e-07,3.1053151161586356e-09,3.415846450138815e-08
1820,5.3280501788322e-07,2.3732962262101864e-09,2.0529012090264587e-07
1821,7.751129942334956e-07,0.0,1.0946251904897508e-07
1822,6.456496635109943e-07,0.0,4.411270992932259e-08
1823,5.840668109158287e-07,9.882686891060644e-10,8.696764552951208e-08
1824,5.60846103780932e-07,0.0,1.4989581131885643e-07
1825,6.190226713442826e-07,8.805443041381977e-10,1.0478477463493618e-07
1826,3.9724008615849016e-07,0.0,7.574866600634778e-08
1827,6.037313937667932e-07,0.0,5.438191053031005e-08
1828,6.255509674701898e-07,0.0,8.163348041989593e-08
1829,5.032454168940603e-07,8.57317605795771e-10,3.8579290873030914e-08
1830,6.20991727373621e-07,7.305785310052215e-09,4.4878394334091354e-08
1831,4.7241354650395806e-07,1.5591206103948707e-09,6.392394169552063e-08
1832,4.0319309846381657e-07,0.0,7.84738247716632e-08
1833,4.598700513724907e-07,0.0,5.79181431703546e-08
1834,6.384819357663218e-07,9.334530925997342e-10,2.8937046536725575e-08
1835,7.162244060054945e-07,7.563087933704082e-10,1.0437061348511634e-07
1836,6.055395829207555e-07,2.016224964762614e-09,8.400937900887584e-08
1837,4.870523753197631e-07,1.3915781860163179e-09,6.053365098068753e-08
1838,5.333776584848238e-07,6.312161904276081e-10,5.807189040751837e-08
1839,4.502510080328648e-07,6.9914751765765e-10,8.809258389419483e-08
1840,5.19766615525441e-07,1.2739377330817092e-09,8.72647376581881e-08
1841,4.924560812469281e-07,6.420548537278137e-10,6.613164771351876e-08
1842,5.970355800855032e-07,1.341653010911159e-09,5.0982812638267205e-08
1843,5.77695914216747e-07,1.1813822142769936e-09,7.738053398043121e-08
1844,7.047312919894466e-07,2.195424508855126e-09,8.726812694703767e-08
1845,6.63489117869176e-07,2.790113973194508e-09,5.970844085823046e-08
1846,5.57933958589274e-07,5.854501328173001e-10,9.015931823341816e-08
1847,4.853901032220165e-07,1.6179670936367074e-09,7.658377398911398e-08
1848,4.915630711366248e-07,8.045221711050488e-10,1.2791902292974555e-07
1849,4.96899303925602e-07,3.3517659758786067e-09,7.457679629396807e-08
1850,4.772664397023618e-07,2.0366988096043315e-09,1.0726613908218496e-07
1851,5.849640842825465e-07,1.9348316282474798e-09,7.932809609201286e-08
1852,5.748811418015976e-07,3.2552727180501506e-09,7.552232972329875e-08
1853,6.270528274399112e-07,2.9859659189668264e-09,5.852493245583901e-08
1854,7.33627814497595e-07,2.0782657816909023e-09,5.403490987987425e-08
1855,6.453235528169898e-07,4.776243400783642e-09,5.306937111981824e-08
1856,6.124614628788549e-07,4.659470143053568e-09,6.885661463229553e-08
1857,4.915679596706468e-07,2.9289055625270066e-09,4.9791392342513063e-08
1858,5.608152946479095e-07,3.4255731584664773e-09,8.759680270031822e-08
1859,5.158371436664311e-07,2.036869339860914e-09,4.786642904264227e-08
1860,5.085251473246899e-07,3.204028820036342e-09,6.31651388971477e-08
1861,6.041149731572659e-07,1.8863854922557266e-09,6.743827896116272e-08
1862,5.27248971593508e-07,4.066187830886747e-09,6.189641510445654e-08
1863,6.433071462197404e-07,4.994620828036034e-10,5.2942979777981236e-08
1864,5.302969157128246e-07,5.274200631788517e-09,7.959248193856183e-08
1865,6.241275514184963e-07,4.706844358715045e-10,7.719224726088214e-08
1866,5.979838419989392e-07,4.865612912574591e-10,5.060237384668653e-08
1867,5.63896719540935e-07,1.455843445796745e-09,6.405711161505678e-08
1868,5.083130645289202e-07,3.951899252285784e-09,5.977247496957716e-08
1869,5.381638175094849e-07,7.81363052038131e-09,5.1276952461876135e-08
1870,6.221442845344427e-07,5.160643912205387e-09,5.9060702994884196e-08
1871,5.448663955576194e-07,2.1242354542039266e-09,7.328612383616928e-08
1872,5.835682372890005e-07,9.071008832961525e-09,6.53112621762375e-08
1873,4.818733714273549e-07,7.781805422268917e-09,6.045864608950069e-08
1874,3.7640037930941617e-07,5.974609140757536e-10,8.543690910300938e-08
1875,5.097880944049393e-07,5.721527140956084e-10,8.467860368455149e-08
1876,4.3349925249458465e-07,1.209202959984168e-09,5.562333527109331e-08
1877,4.0757936403679196e-07,1.2369631985365004e-09,1.0699731944896484e-07
1878,3.7140395647838886e-07,6.039088673581716e-10,4.891661831152305e-08
1879,4.148231766976096e-07,6.10932526790009e-10,8.858521738375202e-08
1880,4.1908535308721184e-07,1.2835692508872398e-09,8.279021557200394e-08
1881,3.806989070653799e-07,2.7890030285249168e-09,5.2293806618308736e-08
1882,3.6072188436264696e-07,0.0,5.790185042542362e-08
1883,3.639939336608222e-07,1.2638677882037541e-09,7.204046426068089e-08
1884,3.24803494322623e-07,0.0,5.743476449993068e-08
1885,2.5009066462189367e-07,1.2891271383708158e-09,4.7697703564608673e-08
1886,3.1170230840871227e-07,6.453463874400711e-10,6.582533274013258e-08
1887,3.0490076596834115e-07,0.0,5.4842967500690065e-08
1888,3.182988450589619e-07,0.0,7.291706793921549e-08
1889,2.750394969552872e-07,6.265136742733546e-10,5.5133202891965993e-08
1890,3.401726473839517e-07,0.0,6.161123167203186e-08
1891,2.7281660663902585e-07,0.0,3.7607897240832244e-08
1892,2.294275560643655e-07,6.268512375839919e-10,3.384996816180319e-08
1893,2.5742181719579094e-07,1.8475249663474358e-09,3.87980243488073e-08
1894,2.596234196516889e-07,6.301539290376468e-10,4.600123659770361e-08
1895,2.955139848381805e-07,1.2037228991346183e-09,6.620476256102847e-08
1896,2.7539124403119786e-07,5.89702897624278e-10,4.8355637716213096e-08
1897,2.0276962686693878e-07,5.826713556089658e-10,5.302309347143819e-08
1898,2.585868230653432e-07,0.0,4.3003495875382214e-08
1899,3.189412609572173e-07,0.0,4.698441813388854e-08
1900,2.553998115217837e-07,0.0,5.1391424449320766e-08
1901,2.2913829411663755e-07,0.0,2.9620316865930363e-08
1902,2.553347542288975e-07,0.0,3.0443761289689064e-08
1903,2.694710019568447e-07,5.400220270956879e-10,4.104167317109386e-08
1904,2.2788410092289269e-07,5.374625189347171e-10,4.72967016662551e-08
1905,2.776488372546737e-07,5.160759042333041e-10,3.715746643706552e-08
1906,2.453776062338875e-07,0.0,2.777859720026754e-08
1907,2.699992762700276e-07,1.5428529565042481e-09,3.9085609415678846e-08
1908,2.632504561006499e-07,4.911389073214423e-10,4.2237946473733246e-08
1909,2.711985018777341e-07,1.1001967115120692e-09,3.795678793494517e-08
1910,2.6774193884193664e-07,5.344150677544235e-10,5.1303846504424655e-08
1911,2.218596080183488e-07,1.0640748282497725e-09,3.511446777793026e-08
1912,2.703689574445889e-07,1.5628263683176158e-09,4.7926675961207366e-08
1913,2.7363427079762914e-07,5.30298971401777e-10,4.719660751106858e-08
1914,2.745665028669464e-07,6.696743715117748e-10,4.68772043404897e-08
1915,2.0498525543644064e-07,0.0,1.5314990164938536e-08
1916,2.472178834977967e-07,0.0,2.4172416956957932e-08
1917,1.864292187292449e-07,0.0,3.289927263949721e-08
1918,1.9641703374873032e-07,2.2972752589112133e-09,2.756730310693456e-08
1919,2.0809737577565102e-07,0.0,4.235610262526279e-08
1920,1.9384913230169332e-07,3.028892692213958e-09,3.104614876292544e-08
1921,2.2718242576047487e-07,0.0,1.9689142760626055e-08
1922,2.0658220023506146e-07,0.0,1.549366501762961e-08
1923,2.9300016990418953e-07,0.0,2.653987074552333e-08
1924,2.2431426316416037e-07,0.0,3.2229060309418855e-08
1925,2.8045354838468484e-07,2.1996355847875293e-09,3.959344141435395e-08
1926,3.0874804224367836e-07,0.0,4.458455293843144e-08
1927,2.7984555117654963e-07,1.1149224876660924e-09,3.6792442870137165e-08
1928,1.9310009236050973e-07,0.0,4.570416578530967e-08
1929,2.562293559549289e-07,1.1140406375176326e-09,4.0105462062456354e-08
1930,2.426332343929971e-07,1.0503603542488804e-09,2.520864939015155e-08
1931,1.9046944998990512e-07,0.0,2.737285598186645e-08
1932,1.8083235886479088e-07,0.0,2.4110979879310435e-08
1933,1.915600620350233e-07,0.0,3.0970788600370724e-08
1934,1.9889422731012019e-07,0.0,3.1152108448395666e-08
1935,1.9149254626427137e-07,0.0,1.6755597798123745e-08
1936,2.2551968470452266e-07,1.2124714565686645e-09,2.3036957230715416e-08
1937,1.6746187725402706e-07,1.2591118148108649e-09,3.777335422228134e-08
1938,2.21705164449304e-07,1.2965214457594243e-09,1.8151300906765755e-08
1939,1.8964622938710818e-07,0.0,2.141167065872196e-08
1940,1.4707541140523972e-07,0.0,2.5357829613881222e-08
1941,2.2136269706152234e-07,0.0,2.9515025978810172e-09
1942,1.9722376976005762e-07,0.0,1.8205270180260413e-08
1943,1.4225852851268428e-07,0.0,2.0322646676618206e-08
1944,1.9921753846574575e-07,0.0,3.213186161588055e-08
1945,1.9388686212096218e-07,0.0,2.6142048525912287e-08
1946,2.4083510652417317e-07,0.0,1.9489545977080525e-08
1947,2.551066415890091e-07,0.0,3.9338875268413176e-08
1948,2.272224577382076e-07,0.0,4.022598432129598e-08
1949,1.9143166696267144e-07,0.0,1.570721330779179e-08
1950,2.1483430145963212e-07,0.0,3.296961992305114e-08
1951,2.334846982421368e-07,1.0661401761424827e-09,2.5587365115598004e-08
1952,2.3304016849579057e-07,0.0,1.4762725264461096e-08
1953,2.1655392856700928e-07,0.0,1.8315507332999914e-08
1954,1.93496219935696e-07,0.0,3.0294863506696856e-08
1955,1.7738798874233908e-07,0.0,2.440258128899586e-08
1956,2.1977277242513082e-07,8.72114158667614e-10,3.488456457034772e-08
1957,1.4842864004549483e-07,8.835037701437898e-10,1.767007518083119e-08
1958,1.6875377184533136e-07,8.272243445794913e-10,2.5643954515430778e-08
1959,1.6896630938845192e-07,2.3252243464000344e-09,3.1778064624177205e-08
1960,2.3254000325323432e-07,6.920833350854139e-10,1.3841666479663672e-08
1961,2.0636032616039302e-07,1.3896318540318475e-09,2.223410966450956e-08
1962,1.978690420401108e-07,3.170978202238217e-09,3.7417542841922113e-08
1963,1.8234270271477726e-07,1.2932106496776896e-09,2.5864213881732212e-08
1964,2.415335416117159e-07,2.433587276140514e-09,3.467862086381501e-08
1965,2.1450409803946968e-07,4.377634699181954e-09,2.8454625322638094e-08
