year,tels_ADJ arrêts_NOUN,tels_ADJ marais_NOUN
1968,1.0779397818794223e-08,1.3474247273492779e-09
1969,1.1354394757745467e-08,9.083515606356229e-10
1970,1.701528198894131e-08,4.5987250119061684e-10
1971,8.735275613958038e-09,5.138397485282553e-10
1972,1.3338381954497436e-08,5.130146862875051e-10
1973,7.1671650836435674e-09,0.0
1974,7.313243344242437e-09,1.6876715580593782e-09
1975,1.1422959911300268e-08,2.8557400888473694e-09
1976,1.428381679602353e-08,5.713526873840635e-10
1977,8.22749424145286e-09,1.1753563677885381e-09
1978,1.544553818177974e-08,0.0
1979,1.1118749476679568e-08,0.0
1980,2.1603572264439208e-08,0.0
1981,2.213942273954217e-08,0.0
1982,1.0552754226011984e-08,1.2415004579935385e-09
1983,1.9577479193344516e-08,0.0
1984,2.4935737030773453e-08,1.739702604197646e-09
1985,1.7445119127046382e-08,1.2031116103372597e-09
1986,1.558566253834215e-08,1.7983456945813714e-09
1987,1.2832715334809564e-08,0.0
1988,1.4991384134077634e-08,0.0
1989,1.4269117443177493e-08,0.0
1990,1.4166492867673242e-08,0.0
1991,1.817054240405014e-08,1.1722930404189924e-09
1992,4.4079553340736766e-09,0.0
1993,9.416652346772025e-09,0.0
1994,8.439882570598911e-09,5.274926606624319e-10
1995,5.964695848348356e-09,0.0
1996,7.473328622609188e-09,0.0
1997,7.192341833217597e-09,0.0
1998,1.1443509806419172e-08,0.0
1999,7.3123217758652714e-09,9.140402323914998e-10
2000,1.0161472552283612e-08,0.0
2001,1.8401089180164476e-08,0.0
2002,7.886198361006791e-09,8.76244299341522e-10
2003,1.3750845795357236e-08,4.1669229178253886e-10
2004,1.0571499231559756e-08,4.404791253964646e-10
2005,9.908249332113428e-09,1.8014998381943315e-09
2006,1.1941880373456115e-08,1.6471559671771274e-09
2007,4.393927444112933e-09,0.0
2008,9.792111205220166e-09,0.0
2009,5.721831008997924e-09,0.0
2010,4.723792912386671e-09,4.723793023408973e-10
2011,2.6767803529281764e-09,0.0
2012,5.10637893080812e-09,0.0
2013,6.693900267418229e-09,0.0
2014,5.413613113347537e-09,0.0
2015,7.314698804994357e-09,0.0
2016,6.214020242811813e-09,2.0713400439298368e-10
2017,2.264050280587071e-09,0.0
2018,4.904786798931582e-09,2.5814667070633845e-10
2019,4.846876844322168e-09,0.0
