year,tels_ADJ arrêts_NOUN,tels_ADJ marais_NOUN
1800,2.2009151834367913e-08,0.0
1801,0.0,0.0
1802,6.713520406265161e-09,0.0
1803,1.950339223455444e-09,0.0
1804,2.7190360185613827e-08,0.0
1805,1.9900143755080535e-08,0.0
1806,5.76333825108577e-09,0.0
1807,8.540865792383556e-09,0.0
1808,2.4926813058101516e-08,0.0
1809,5.873479480555943e-08,0.0
1810,7.722418304823009e-08,0.0
1811,2.0056614147279106e-08,0.0
1812,4.5342541277193504e-08,0.0
1813,6.326631663000626e-08,0.0
1814,0.0,0.0
1815,8.091670666843243e-09,0.0
1816,1.1588019432906549e-08,0.0
1817,1.8682481006671026e-08,0.0
1818,3.2187178256037896e-08,7.152706427149269e-09
1819,3.001804549374043e-08,0.0
1820,7.119888678630559e-09,0.0
1821,1.972297702934611e-08,0.0
1822,3.107940926838637e-08,0.0
1823,2.1741911049311113e-08,0.0
1824,2.6947561515555662e-08,1.6842225392110777e-09
1825,2.0252519661312363e-08,0.0
1826,3.435113782312982e-08,6.1655889282974385e-09
1827,2.6730091917670507e-08,0.0
1828,1.742737271159811e-08,0.0
1829,5.3153691670360104e-08,2.571952872898464e-09
1830,4.0703660886265425e-08,1.0436835840010872e-09
1831,3.897801348351493e-08,0.0
1832,6.764985016616265e-08,0.0
1833,2.7800709290204395e-08,0.0
1834,2.5203233722237428e-08,0.0
1835,1.8907719834260206e-08,2.2689263801112247e-09
1836,2.0834325376029028e-08,0.0
1837,1.461157062010443e-08,0.0
1838,3.913540558286854e-08,0.0
1839,2.6567605448946097e-08,0.0
1840,2.165694112932215e-08,0.0
1841,2.0545754875200828e-08,0.0
1842,1.60998356868447e-08,1.341653010911159e-09
1843,1.4176586349279319e-08,0.0
1844,2.0856532723101395e-08,0.0
1845,2.3436957707900774e-08,0.0
1846,3.219975752699611e-08,2.9272506640865004e-09
1847,7.226919773728468e-08,7.550513103637968e-09
1848,1.609044403272364e-08,6.43617736884039e-09
1849,2.4300303991253713e-08,1.6758829879393033e-09
1850,8.146795238417326e-09,6.788996032014438e-10
1851,1.3543820953643149e-08,1.2898877521649865e-09
1852,2.2786908582261844e-08,6.510545436100301e-10
1853,2.6873693492746042e-08,5.971931837933653e-09
1854,2.8056587719760273e-08,1.558699391779328e-09
1855,1.963566731433275e-08,0.0
1856,3.1063135175202206e-08,5.177189232874468e-10
1857,8.298565390418844e-09,0.0
1858,1.8106600441214482e-08,0.0
1859,5.092173349652285e-09,0.0
1860,1.5104706818647173e-08,0.0
1861,1.1789909160064838e-08,0.0
1862,1.9879140139567042e-08,4.517986262886353e-10
1863,2.347471755870245e-08,0.0
1864,2.4932586106807264e-08,9.589455896019672e-10
1865,1.4120533187167439e-08,0.0
1866,3.4059290943133647e-09,0.0
1867,2.426405742994575e-08,0.0
1868,1.2843672791973404e-08,1.975949626142892e-09
1869,3.125452263663675e-08,0.0
1870,1.834895657637503e-08,1.7202146374017957e-09
1871,8.496941816815706e-09,0.0
1872,3.265563086607415e-08,6.047339295989218e-10
1873,2.274681665248579e-08,5.986004469882289e-10
1874,1.732636678575261e-08,0.0
1875,2.517471980878483e-08,0.0
1876,1.8742646323843815e-08,0.0
1877,9.277224100046055e-09,0.0
1878,3.623453048717806e-08,0.0
1879,1.1607718342077078e-08,0.0
1880,7.701415505323439e-09,6.417846254436199e-10
1881,2.3706525742461793e-08,0.0
1882,1.8635078369300118e-08,1.9966155395678697e-09
1883,1.5166413291911596e-08,0.0
1884,1.4523733327109767e-08,1.9805090900604227e-09
1885,1.2891271605752763e-08,0.0
1886,6.453463763378409e-09,0.0
1887,1.1752064210668323e-08,0.0
1888,1.5851536971922542e-08,0.0
1889,5.012109394186837e-09,6.265136742733546e-10
1890,4.588070645628051e-09,0.0
1891,3.824532135432435e-09,0.0
1892,6.8953633913793055e-09,0.0
1893,8.005941687372342e-09,0.0
1894,1.1342770278588432e-08,0.0
1895,8.426059849853118e-09,0.0
1896,4.717623180994224e-09,0.0
1897,4.078699600285063e-09,0.0
1898,1.4711722617910539e-08,0.0
1899,1.9346524382513053e-08,0.0
1900,1.0382106063744345e-08,0.0
1901,1.0618603774048552e-08,0.0
1902,4.910283735171106e-09,4.910283846193408e-10
1903,2.1600881083827517e-08,0.0
1904,6.449550227216605e-09,0.0
1905,1.651442849137652e-08,5.160759042333041e-10
1906,1.0802787109298606e-08,0.0
1907,7.1999805006939255e-09,0.0
1908,9.82277836847345e-09,0.0
1909,4.400786846048277e-09,0.0
1910,4.809735609789811e-09,0.0
1911,1.862130949437102e-08,0.0
1912,1.8753915753677575e-08,0.0
1913,4.242391826725367e-09,0.0
1914,1.205413840965619e-08,0.0
1915,5.890381071793627e-09,0.0
1916,2.4172417179002537e-08,0.0
1917,7.676496771580332e-09,0.0
1918,6.89182577673364e-09,0.0
1919,1.6574126959767455e-08,0.0
1920,2.5745588327907853e-08,0.0
1921,6.81547268621685e-09,0.0
1922,4.426761346376651e-09,2.2133805899215986e-09
1923,9.554353752605493e-09,0.0
1924,6.445812328337297e-09,0.0
1925,1.0998178368026856e-08,0.0
1926,6.687682962969177e-09,0.0
1927,1.1149224654616319e-08,0.0
1928,1.1426041446327417e-08,1.1426041224282812e-09
1929,7.798284684668033e-09,0.0
1930,1.470504518152893e-08,0.0
1931,1.1405356659111021e-08,0.0
1932,7.6716757391182e-09,1.0959536611565568e-09
1933,1.0323596200123575e-08,0.0
1934,5.990790086229936e-09,0.0
1935,8.377798899061872e-09,0.0
1936,6.0623572828433225e-09,0.0
1937,1.0072894518486919e-08,0.0
1938,1.6854778905894818e-08,0.0
1939,1.3764645423464117e-08,0.0
1940,7.607348528892999e-09,0.0
1941,2.066051862925633e-08,2.9515025978810172e-09
1942,1.2136847082899749e-08,3.034211770724937e-09
1943,8.709705845433291e-09,0.0
1944,6.4263723231761105e-09,0.0
1945,1.3071024262956144e-08,0.0
1946,1.1136883415474585e-08,0.0
1947,1.1920871401116528e-08,1.1920870957027319e-09
1948,1.7395020535104777e-08,0.0
1949,1.1780409536754632e-08,3.9268033269479474e-09
1950,9.57182533234402e-09,1.0635361480382244e-09
1951,1.919052317056469e-08,0.0
1952,7.381362632230548e-09,4.2179215675730575e-09
1953,2.2625037843226892e-08,1.1851209791302608e-08
1954,1.07497895029951e-08,9.772536113672459e-10
1955,1.3139850985055546e-08,2.815682353940474e-09
1956,7.849027205963921e-09,8.72114158667614e-10
1957,1.236905244894615e-08,0.0
1958,1.4890038535497752e-08,0.0
1959,1.3951345856355601e-08,7.750747821333448e-10
1960,1.7302083821224556e-08,6.920833350854139e-10
1961,1.459113452284555e-08,3.47407969059077e-09
1962,1.585489073363533e-08,4.43936931660005e-09
1963,1.810494842935384e-08,0.0
1964,1.3384730601639916e-08,3.041984220075733e-09
1965,6.566452104284082e-09,1.0944086747954884e-09
1966,1.21859649038214e-08,5.539074754423723e-10
1967,8.874604162656397e-09,9.860671168482327e-10
