year,derniers_ADJ archers_NOUN,derniers_ADJ marchés_NOUN
1800,0.0,0.0
1801,0.0,2.3811825844433088e-09
1802,0.0,3.1329761895904085e-08
1803,0.0,3.900678446910888e-09
1804,0.0,1.4831105232815389e-08
1805,0.0,1.1371510844071508e-08
1806,0.0,2.881669125542885e-09
1807,0.0,0.0
1808,0.0,2.2660739062985158e-08
1809,0.0,0.0
1810,0.0,7.020380277111826e-09
1811,0.0,0.0
1812,0.0,2.6672082320544632e-09
1813,0.0,0.0
1814,0.0,6.293354282149721e-09
1815,0.0,5.394447111228828e-09
1816,0.0,2.0858434979231788e-08
1817,0.0,1.71256075987003e-08
1818,0.0,4.768470951432846e-09
1819,0.0,4.140420006848444e-09
1820,0.0,1.1866481131050932e-09
1821,0.0,5.9168927535324656e-09
1822,0.0,5.012807946513931e-09
1823,0.0,3.063632902922109e-08
1824,0.0,4.210556348027694e-09
1825,0.0,8.805443041381977e-10
1826,0.0,2.7304752237000685e-08
1827,0.0,1.1060727445055818e-08
1828,0.0,9.172301140836225e-09
1829,0.0,3.257806824308318e-08
1830,0.0,9.39315203396518e-09
1831,0.0,3.1182412207897414e-09
1832,0.0,2.0294953273491956e-08
1833,0.0,3.4750886612755494e-09
1834,0.0,1.120143711119681e-08
1835,1.5126175867408165e-09,6.050470346963266e-09
1836,0.0,6.048674894287842e-09
1837,6.957890930081589e-10,1.7394727436226276e-08
1838,0.0,1.830527018853445e-08
1839,6.9914751765765e-10,3.5656523067473245e-08
1840,0.0,2.6115722917552375e-08
1841,0.0,1.8619591202195807e-08
1842,0.0,1.0062397137744483e-08
1843,5.906911071384968e-10,1.063243981747064e-08
1844,0.0,2.7442807137845193e-08
1845,0.0,1.3392547515422848e-08
1846,0.0,1.8148954339380907e-08
1847,0.0,1.1325769655456952e-08
1848,0.0,7.24069959545659e-09
1849,0.0,3.603148357456121e-08
1850,0.0,1.2220192857625989e-08
1851,0.0,4.450112811582585e-08
1852,0.0,1.3021090872200602e-08
1853,0.0,1.911018188138769e-08
1854,0.0,2.338049043260071e-08
1855,0.0,1.9104973603134567e-08
1856,0.0,1.0354378687793542e-08
1857,0.0,1.513267733344037e-08
1858,0.0,3.034079298913639e-08
1859,0.0,1.1202780925145817e-08
1860,0.0,2.288591893773173e-08
1861,0.0,1.9807048445841247e-08
1862,0.0,1.445755604123633e-08
1863,0.0,2.1476870060155306e-08
1864,0.0,1.2945765348604255e-08
1865,0.0,1.3179164426446732e-08
1866,0.0,2.2868380966656332e-08
1867,0.0,2.3778776281346836e-08
1868,0.0,1.7289560005906424e-08
1869,1.4650557433881772e-09,1.2208797528501236e-08
1870,0.0,2.064257564882155e-08
1871,0.0,3.080141297573391e-08
1872,0.0,3.809823923006661e-08
1873,0.0,3.1725821969530443e-08
1874,0.0,3.7042575229406793e-08
1875,0.0,1.8881038954532414e-08
1876,0.0,3.023007266733657e-08
1877,0.0,1.7317484335421796e-08
1878,0.0,1.5701630218245555e-08
1879,0.0,1.710611030603104e-08
1880,0.0,2.3746030919369332e-08
1881,0.0,1.108628708834658e-07
1882,0.0,3.7270154962243396e-08
1883,0.0,3.6652167523243406e-08
1884,0.0,2.8387297845711146e-08
1885,0.0,2.7716232864349877e-08
1886,0.0,1.5488312854472497e-08
1887,0.0,2.3504128421336645e-08
1888,0.0,2.6630582183884144e-08
1889,0.0,2.4434033463194282e-08
1890,0.0,3.342736931699619e-08
1891,0.0,2.2309770031370135e-08
1892,0.0,2.2566645441202127e-08
1893,0.0,3.1407925149551374e-08
1894,0.0,2.835692747282792e-08
1895,0.0,1.6852119699706236e-08
1896,0.0,3.774098544795379e-08
1897,0.0,4.428302347037061e-08
1898,0.0,3.225262190653666e-08
1899,0.0,2.1004797901014172e-08
1900,5.191053142894475e-10,2.8550791952852705e-08
1901,0.0,3.7444550571308355e-08
1902,0.0,3.388095848322337e-08
1903,0.0,4.75219366080637e-08
1904,0.0,2.8485512615361586e-08
1905,0.0,1.5998352864698973e-08
1906,0.0,4.629766081620801e-08
1907,0.0,3.3428481316377656e-08
1908,0.0,2.0627833663411366e-08
1909,0.0,3.850688656825696e-08
1910,0.0,2.672075360976578e-08
1911,0.0,4.203095471666529e-08
1912,0.0,2.6047105805560022e-08
1913,0.0,2.704524781904638e-08
1914,0.0,4.553785615257766e-08
1915,0.0,4.005459075528961e-08
1916,0.0,4.2851102222130066e-08
1917,0.0,2.9609346086090227e-08
1918,0.0,2.412139110674616e-08
1919,0.0,3.867296172188617e-08
1920,0.0,2.1202248845497706e-08
1921,0.0,3.710646367949266e-08
1922,0.0,1.9920426197472807e-08
1923,0.0,2.0170300985000722e-08
1924,0.0,2.5783249313349188e-08
1925,0.0,2.0896537833436923e-08
1926,0.0,1.7833821530643945e-08
1927,0.0,1.5608915049369898e-08
1928,0.0,3.999114284169991e-08
1929,2.2280812750352652e-09,3.4535258208734376e-08
1930,0.0,2.4158287814657342e-08
1931,1.1405356659111021e-09,1.9389105432310316e-08
1932,0.0,3.7262424257278326e-08
1933,0.0,2.064719240024715e-08
1934,0.0,1.4377896206951846e-08
1935,0.0,1.555876849579363e-08
1936,0.0,1.8187071404440758e-08
1937,0.0,1.510934133364117e-08
1938,0.0,9.075650453382877e-09
1939,0.0,1.3764645423464117e-08
1940,0.0,7.607348528892999e-09
1941,0.0,2.9515025978810172e-09
1942,0.0,0.0
1943,0.0,5.806470415592457e-09
1944,0.0,6.4263723231761105e-09
1945,0.0,6.535512131478072e-09
1946,0.0,6.960552134671616e-09
1947,0.0,7.152522574216391e-09
1948,0.0,7.610321262063735e-09
1949,0.0,2.945102384188658e-09
1950,0.0,1.4889506516624351e-08
1951,0.0,1.3859822622919182e-08
1952,0.0,1.370824520563474e-08
1953,0.0,3.232148326759443e-09
1954,0.0,9.772536557761669e-09
1955,0.0,1.0324168187025862e-08
1956,0.0,9.593255967388359e-09
1957,0.0,8.835037590415595e-09
1958,0.0,9.099467845885556e-09
1959,0.0,1.9376869886400527e-08
1960,0.0,1.1073333361366622e-08
1961,0.0,1.459113452284555e-08
1962,6.341956404476434e-10,1.7123282347597524e-08
1963,6.466053248388448e-10,1.0345685197421517e-08
1964,0.0,7.909158661334459e-09
1965,0.0,1.3132904541635071e-08
1966,0.0,9.416426749453422e-09
1967,0.0,7.888536934785861e-09
1968,0.0,1.0330256650092906e-08
1969,0.0,1.2716921737876419e-08
1970,0.0,6.898087434592526e-09
1971,0.0,4.624557625731995e-09
1972,0.0,1.1799337507056862e-08
1973,0.0,1.4885650045926013e-08
1974,0.0,1.2376257352286757e-08
1975,0.0,6.8537762132336866e-09
1976,0.0,4.570821499072508e-09
1977,0.0,1.1753563455840776e-08
1978,1.1881182704343018e-09,1.1881182260253809e-08
1979,0.0,1.1118749476679568e-08
1980,0.0,1.591842213599648e-08
1981,0.0,2.1506869174459098e-08
1982,0.0,1.5518756057986138e-08
1983,1.2630632095778083e-09,1.136756910824488e-08
1984,0.0,1.1598016769198694e-08
1985,0.0,7.820225356169885e-09
1986,0.0,4.7955883708539204e-09
1987,0.0,9.166225112267057e-09
1988,5.996553809062277e-10,1.3192418713003917e-08
1989,0.0,2.3050112929468014e-08
1990,0.0,1.1442167213715493e-08
1991,5.861465202094962e-10,3.04796188288492e-08
1992,0.0,8.815910668147353e-09
1993,5.539207426075166e-10,9.416652346772025e-09
1994,1.0549853213248639e-09,7.384897138251745e-09
1995,1.0844901643380922e-09,8.675921314704738e-09
1996,0.0,1.3345230698291743e-08
1997,0.0,7.192341833217597e-09
1998,0.0,1.6688451509594415e-08
1999,0.0,1.0968483010742602e-08
2000,1.3254094488601709e-09,7.95245647111642e-09
2001,0.0,1.3143635513301888e-08
2002,0.0,8.762443215459825e-09
2003,0.0,7.500461585152607e-09
2004,0.0,3.215497557107483e-08
2005,4.5037495954858286e-10,7.656374201303606e-09
2006,0.0,6.58862386870851e-09
2007,3.994479469415779e-10,5.192823504529542e-09
2008,4.257439678578834e-10,2.3841662866175284e-08
2009,0.0,6.198650481792356e-09
2010,0.0,8.502827775203059e-09
2011,2.2943831279320648e-09,6.500752380844688e-09
2012,6.808505426114664e-10,4.765953853791416e-09
2013,8.367375126105969e-10,6.9728125495771565e-09
2014,1.7323561474213989e-09,3.897801192920269e-09
2015,1.5516027351836215e-09,5.54143841924315e-09
2016,1.86420612280358e-09,4.971216327476213e-09
2017,1.0062445321423752e-09,4.528100561174142e-09
2018,1.0325866828253538e-09,5.421080029321956e-09
2019,1.53059265262101e-09,5.3570743396846865e-09
