year,nouveaux_ADJ effets_NOUN,nouveaux_ADJ méfaits_NOUN
1909,2.9155213354670195e-08,2.80550155329351e-08
1910,3.4202563892193893e-08,2.2979847358328698e-08
1911,3.830669470517023e-08,1.968538376750928e-08
1912,3.854971808436858e-08,3.2819354345292595e-08
1913,2.8636144122629048e-08,1.8030165804816534e-08
1914,5.4913299074588195e-08,3.951078958452925e-08
1915,6.243803685190841e-08,2.8273829055791566e-08
1916,3.625862632361532e-08,4.065361070004769e-08
1917,2.631941953268324e-08,1.7546279096336548e-08
1918,3.5607765624945387e-08,2.6418664589300533e-08
1919,4.327688746252889e-08,2.4861190439651182e-08
1920,5.4520066683494406e-08,1.2872794385998532e-08
1921,5.755287979525292e-08,1.5145495524393482e-08
1922,2.434718626709298e-08,1.770704471937279e-08
1923,5.944930947521243e-08,1.8047112249064412e-08
1924,4.512068585427187e-08,9.02413699321869e-09
1925,3.8493624288094e-08,2.0896537833436923e-08
1926,4.681378129589575e-08,1.114613823460786e-08
1927,5.68610465379038e-08,1.0034302277972529e-08
1928,4.913197837463912e-08,1.1426041446327417e-08
1929,2.5622935329039365e-08,2.6736975300423182e-08
1930,3.046045193855207e-08,3.256117209193832e-08
1931,4.44808918587114e-08,2.0529641986399838e-08
1932,2.959074962838315e-08,1.3151443711834077e-08
1933,3.670611903316967e-08,1.0323596200123575e-08
1934,3.2350264689284813e-08,8.38710612072191e-09
1935,4.308582379763948e-08,2.6330225111337313e-08
1936,4.849885826274658e-08,1.9399543305098632e-08
1937,4.910535977842301e-08,1.0072894518486919e-08
1938,4.926781471681352e-08,1.555825723809079e-08
1939,3.211750509990452e-08,2.7529290846928234e-08
1940,3.296517903095264e-08,1.5214697057785997e-08
1941,4.427254030048289e-08,2.3612021671226557e-08
1942,1.517105907566929e-08,2.1239483061208375e-08
1943,4.645176332473966e-08,1.1612940831184915e-08
1944,2.5705489292704442e-08,9.639558484764166e-09
1945,5.446260242791823e-08,4.357008087652048e-09
1946,3.7586982415405146e-08,2.0881657292193267e-08
1947,2.622591566137089e-08,5.960435700558264e-09
1948,3.152847516396662e-08,1.3046265179283978e-08
1949,3.534122905435311e-08,3.9268033269479474e-09
1950,5.211327192000681e-08,2.0207187478860078e-08
1951,2.8785785755047755e-08,9.595261585282344e-09
1952,2.636200890915319e-08,5.272401959466322e-09
1953,3.5553629373907825e-08,1.4005975268460702e-08
1954,4.495366479062568e-08,4.886268278880834e-09
1955,4.5050916774869165e-08,4.6928039232341234e-09
1956,4.447782342431594e-08,1.1337483840634377e-08
1957,3.6223653410161205e-08,3.534015080575159e-09
1958,3.9706768983904794e-08,5.790570523078742e-09
1959,5.5805383425422406e-08,5.425523363911111e-09
1960,2.4914999841030294e-08,8.997083078554624e-09
1961,4.933193009648562e-08,1.042223907177231e-08
1962,3.4880759613997725e-08,1.0147130080628841e-08
1963,4.461576863512562e-08,9.69907931747116e-09
1964,4.806335018869845e-08,3.041984220075733e-09
1965,3.2832258967108174e-08,3.830430195250756e-09
1966,3.932743231072067e-08,1.1078149952936656e-08
1967,4.683818921602523e-08,6.902469651404175e-09
1968,4.446501833399452e-08,8.084548142051062e-09
1969,4.814263163122057e-08,4.087581828571274e-09
1970,4.3687889222931986e-08,1.3336302728816918e-08
1971,5.806389014040292e-08,1.3359833239690033e-08
1972,5.950970338730599e-08,3.5911027485013847e-09
1973,5.127279539829388e-08,7.16716475057666e-09
1974,3.600365872102884e-08,7.875800511758513e-09
1975,5.2545618967059227e-08,6.8537762132336866e-09
1976,4.285145194238282e-08,6.2848797277581525e-09
1977,4.3488184442441735e-08,9.402850942308305e-09
1978,5.108908696094261e-08,7.128709622605811e-09
1979,4.037861600636461e-08,1.0533551808578068e-08
1980,4.7186752283323585e-08,7.95921106799824e-09
1981,3.6688188487232765e-08,1.2018544381930951e-08
1982,3.9728015766016256e-08,1.0552754226011984e-08
1983,4.294414779337785e-08,3.157658134966823e-09
1984,5.219107485077146e-08,1.739702604197646e-09
1985,5.0530687190075696e-08,1.0226449020933615e-08
1986,4.435919143119804e-08,8.392279760016663e-09
1987,6.416357445360177e-08,5.49973533381376e-09
1988,3.418035621205462e-08,3.597932174415064e-09
1989,4.390497565509577e-08,1.2073868571604862e-08
1990,4.195461361655717e-08,4.358920779878872e-09
1991,5.2167038688821776e-08,3.516879065745826e-09
1992,5.8956403981014205e-08,4.958949806344037e-09
1993,2.9911721100006616e-08,4.985286850001103e-09
1994,4.114442830882581e-08,8.439882570598911e-09
1995,3.74149091708631e-08,6.506940930517402e-09
1996,4.5373782953106456e-08,1.868332200061218e-08
1997,4.842843481789316e-08,1.054876808126437e-08
1998,4.338997749986362e-08,4.291316191284977e-09
1999,5.3014332479506265e-08,5.941261704833778e-09
2000,6.141063746412101e-08,5.301637906462986e-09
2001,7.316623448772042e-08,6.133696661692056e-09
2002,6.089897652827858e-08,8.762442660348313e-09
2003,4.7086228249781925e-08,9.167230530238157e-09
2004,5.241701722669134e-08,7.047666006343434e-09
2005,4.909087225613007e-08,8.557123898356167e-09
2006,7.123949891107983e-08,8.235780224463696e-09
2007,5.0729890732625904e-08,4.393927444112933e-09
2008,5.3643741226849784e-08,5.960415716543821e-09
2009,6.389378182092287e-08,9.059565542202108e-09
2010,5.0544585405987164e-08,7.558068837454357e-09
2011,5.812437331442766e-08,4.5887662558641296e-09
2012,5.1404216327988195e-08,9.531907707582832e-09
2013,4.434708839040624e-08,9.761937924679387e-09
2014,3.009968807532459e-08,1.0394137023306271e-08
2015,3.812509530298769e-08,1.3742767812630063e-08
2016,3.438424328594536e-08,1.5120782848043746e-08
2017,3.547011928617394e-08,5.534344982294215e-09
2018,3.949644167278166e-08,1.1100306451794495e-08
2019,3.392813852087784e-08,1.403043281555938e-08
