year,mes_DET oies_NOUN
1903,4.860198465905796e-09
1904,1.0749250378694342e-09
1905,2.0643036169332163e-09
1906,4.115347618238729e-09
1907,3.5999902503469627e-09
1908,6.875944702500192e-09
1909,0.0
1910,3.740905363258662e-09
1911,4.788336838146279e-09
1912,7.814131564032323e-09
1913,3.181793939432964e-09
1914,6.696743715117748e-10
1915,5.890381071793627e-09
1916,1.0987462051303964e-09
1917,3.289927441585405e-09
1918,1.4932289182922887e-08
1919,9.207848372660976e-10
1920,2.2716695191604686e-09
1921,3.0290989716519334e-09
1922,5.164555005876537e-09
1923,6.369568872344189e-09
1924,5.156649773851996e-09
1925,4.399271169575059e-09
1926,7.802296586589819e-09
1927,7.804457524684949e-09
1928,3.4278122562625413e-09
1929,2.2280812750352652e-09
1930,5.2518016602221e-09
1931,4.5621426636444085e-09
1932,2.1919073223131136e-09
1933,6.882397318719313e-09
1934,1.1981580172459871e-09
1935,7.180970484910176e-09
1936,0.0
1937,1.2591118148108649e-09
1938,5.186085783037697e-09
1939,9.176430282309411e-09
1940,0.0
1941,0.0
1942,0.0
1943,0.0
1944,6.4263723231761105e-09
1945,6.535512131478072e-09
1946,0.0
1947,3.5762612871081956e-09
1948,0.0
1949,1.9634016634739737e-09
1950,0.0
1951,0.0
1952,1.2653764258629963e-08
1953,3.2321482157371406e-09
1954,3.029486217442923e-08
1955,2.815682353940474e-09
1956,2.616342476002842e-09
1957,9.718541527092839e-09
1958,3.1434524760953764e-08
1959,8.525822714489095e-09
1960,4.152500121534786e-09
1961,4.86371165564492e-09
1962,2.5367825617905737e-09
1963,5.819448034571906e-09
1964,3.6503808864551957e-09
1965,1.6416130677043839e-09
1966,9.416427082520329e-09
1967,4.930335584241163e-10
1968,1.616909695023594e-08
1969,2.7250546263957176e-09
1970,6.898087712148282e-09
1971,1.541519245584766e-09
1972,4.104117490300041e-09
1973,7.167165139154719e-09
1974,5.063014507644681e-09
1975,3.998036124386317e-09
1976,5.142174241967723e-09
1977,2.3507127355770763e-09
1978,7.128709511583509e-09
1979,9.363157582598092e-09
1980,7.95921106799824e-09
1981,2.5302198114474095e-09
1982,4.966001831974154e-09
1983,7.57837881337764e-09
1984,1.739702604197646e-09
1985,1.2031116103372597e-09
1986,5.994485463567401e-10
1987,2.4443267410134695e-09
1988,5.9965538645734284e-09
1989,1.6464366536794728e-09
1990,3.269190529398003e-09
1991,1.0550637363770932e-08
1992,7.713921945651236e-09
1993,2.7696036575264316e-09
1994,6.85740436656701e-09
1995,3.79571546416102e-09
1996,1.6014276571496566e-09
1997,2.3974471297094624e-09
1998,2.3840646123929332e-09
1999,3.656160929565999e-09
2000,4.418031274155965e-09
2001,1.2267393101339508e-08
2002,8.324320788233308e-09
2003,9.583922655487243e-09
2004,2.642874807889939e-09
2005,6.305249211635555e-09
2006,7.000412693969338e-09
2007,2.7961355453243186e-09
2008,2.554463751636149e-09
2009,5.721830786953319e-09
2010,6.140930985942816e-09
2011,8.41273803398046e-09
2012,9.531907513293802e-09
2013,1.3945625543243523e-08
2014,1.6240839117998007e-08
2015,8.866302025900552e-09
2016,8.07822619908194e-09
2017,7.043711836018929e-09
2018,1.523065362718512e-08
2019,1.122434611922074e-08
