year,autres_ADJ airs_NOUN,autres_ADJ mers_NOUN
1948,2.9354097819123126e-08,3.696441908118686e-08
1949,9.817008539414473e-09,3.5341230386620737e-08
1950,1.4889506516624351e-08,5.8494489252325366e-08
1951,1.5992101864981123e-08,4.477788806411809e-08
1952,1.2653764258629963e-08,3.9015773722894664e-08
1953,2.2625037843226892e-08,4.201792691560513e-08
1954,2.3454086450769296e-08,7.329401796596358e-08
1955,4.035811418390267e-08,3.9419553843345057e-08
1956,3.1396109267944894e-08,5.930376190121933e-08
1957,3.180613550313183e-08,3.975766915687018e-08
1958,1.9853384713997002e-08,6.948684472263267e-08
1959,2.635254203742221e-08,5.968075811324525e-08
1960,3.391208380776334e-08,7.612916874677467e-08
1961,1.80652133252579e-08,8.546236074380431e-08
1962,1.4586500007851555e-08,6.215117309693596e-08
1963,2.5217608334848762e-08,6.789355921910101e-08
1964,2.8594651979574337e-08,5.2322128851756133e-08
1965,2.9001830714747712e-08,6.019247678068496e-08
1966,2.6033652011925312e-08,6.369936045302893e-08
1967,2.5144711202074177e-08,6.508042815767112e-08
1968,4.715986512415782e-08,4.760900651490374e-08
1969,2.6796370788950696e-08,4.7688455850902756e-08
1970,2.4833115841449427e-08,4.6447123480675145e-08
1971,3.23719047123916e-08,5.498085187127799e-08
1972,2.924183739594355e-08,4.873639625202486e-08
1973,2.3155456441159572e-08,5.072147502005464e-08
1974,1.7439271360331077e-08,4.2754344065087935e-08
1975,1.4278700444236847e-08,5.88282453861666e-08
1976,1.7711933253394818e-08,5.3135799760184454e-08
1977,1.8218023367655434e-08,5.2891035551283494e-08
1978,2.5544543480471305e-08,4.039602075067705e-08
1979,1.9896710057309974e-08,4.7986180362613595e-08
1980,2.21720881654619e-08,4.832378053265529e-08
1981,2.9730083506152027e-08,4.8074177527723805e-08
1982,1.9243256987877544e-08,4.717701784784367e-08
1983,2.0209012019378747e-08,3.6628833299801045e-08
1984,2.7255339596354844e-08,3.7113654371978555e-08
1985,2.4663788567025335e-08,4.6319797775140614e-08
1986,2.517683839187157e-08,3.5367463624425e-08
1987,2.688759392910356e-08,4.27757171905796e-08
1988,2.5185526497661925e-08,3.657897806874644e-08
1989,3.841685658478866e-08,2.7440611560791695e-08
1990,2.1794604454505873e-08,3.868542108875772e-08
1991,4.1030257413865456e-08,3.04796188288492e-08
1992,2.1488782808720686e-08,3.967159756257388e-08
1993,3.101956203011014e-08,3.545092752688106e-08
1994,1.3714808788645172e-08,7.33214804427007e-08
1995,3.090797101590326e-08,3.470368525881895e-08
1996,2.6690460508405067e-08,3.84342655479486e-08
1997,2.8289877107567918e-08,4.842843281949172e-08
1998,2.288702027897216e-08,2.3363833534517653e-08
1999,2.1479944767310855e-08,2.559312584082818e-08
2000,2.5182780305499364e-08,3.578605500820231e-08
2001,2.3220422196157386e-08,2.760163475556965e-08
2002,2.7601694596590676e-08,3.5926017716292336e-08
2003,2.8335076507346457e-08,2.7918384049030465e-08
2004,2.9512100679918163e-08,3.3916894182084434e-08
2005,3.197662323817241e-08,2.7923247714056743e-08
2006,2.7178073125355695e-08,3.87081655617294e-08
2007,2.276853267035861e-08,3.674920989737984e-08
2008,2.7673358715674112e-08,2.4693150635357597e-08
2009,2.384096209340214e-08,3.385416746937153e-08
2010,2.3146586702882388e-08,2.8815136943194375e-08
2011,2.562061141020422e-08,2.4855816960211996e-08
2012,1.838296448397614e-08,3.302125151094515e-08
2013,1.3945625099154313e-08,3.095928846619245e-08
2014,2.3170263929728208e-08,2.9666599843380936e-08
2015,2.3052384889865607e-08,3.7460125668076216e-08
2016,2.0713400911143154e-08,3.3348573680314075e-08
2017,1.911864622172743e-08,2.8929530770938072e-08
2018,2.4007640875289837e-08,4.0529027245383986e-08
2019,1.5816123244416502e-08,2.448948244193616e-08
