year,tes_DET airs_NOUN,tes_DET mers_NOUN
1963,2.9097239950814924e-08,1.0992290522260362e-08
1964,2.2510682873289056e-08,7.300761772910391e-09
1965,1.9699356812452606e-08,2.188817349590977e-09
1966,2.4371929474575893e-08,4.431259803538978e-09
1967,2.120044340081506e-08,1.9721342336964653e-09
1968,2.5601070541281246e-08,8.533690087908496e-09
1969,2.452549263676218e-08,3.1792304344691047e-09
1970,1.7475155905666284e-08,3.219107563845469e-09
1971,1.8498230724972586e-08,8.221436087474387e-09
1972,2.000757282072385e-08,5.643161493651405e-09
1973,1.2129048099218664e-08,2.205281512956958e-09
1974,1.9689500752040345e-08,4.500457340128605e-09
1975,5.711480177694739e-09,3.998036124386317e-09
1976,1.7711933197883667e-08,2.856763492431469e-09
1977,1.5279632892273298e-08,2.938390863960194e-09
1978,2.495048279094192e-08,2.3762365408686037e-09
1979,1.872631405497316e-08,1.1118749476679568e-08
1980,2.1035058139773355e-08,3.97960553399912e-09
1981,1.3916208629893845e-08,6.958104536991527e-09
1982,1.489800538490016e-08,4.966001942996456e-09
1983,1.894594880980094e-08,1.2630632095778083e-09
1984,1.9136728035551442e-08,2.3196033982486597e-09
1985,1.804667348892508e-08,4.210890525158106e-09
1986,1.798345583559069e-08,6.593933843390687e-09
1987,1.5277042575423394e-08,4.277571630240118e-09
1988,1.9188972133488136e-08,1.798966087207532e-09
1989,1.5915554207879268e-08,1.0976244357863152e-09
1990,9.262707045820662e-09,5.448650919337439e-09
1991,2.1101273894874595e-08,2.344586080837985e-09
1992,1.3774860363469088e-08,3.856960972825618e-09
1993,1.8279383895425383e-08,2.2156830259412175e-09
1994,1.318731612798274e-08,4.7474339459618875e-09
1995,1.4640617329586547e-08,5.964695848348356e-09
1996,1.7615704006601618e-08,4.80428297144897e-09
1997,1.6302641236976e-08,7.67183128136395e-09
1998,1.764207879784152e-08,4.291316191284977e-09
1999,1.8280805230697084e-08,5.484241505371301e-09
2000,2.474097726690161e-08,3.5344251969604557e-09
2001,1.708672597855454e-08,5.257454110951798e-09
2002,1.0953053575235572e-08,3.9430991805033955e-09
2003,2.083461492219385e-08,3.7502307925763034e-09
2004,1.8059643919210444e-08,3.9643119897903034e-09
2005,1.6213498099659773e-08,9.908249332113428e-09
2006,2.388376207917986e-08,4.529678854225949e-09
2007,2.995859560428471e-08,5.991719037590215e-09
2008,3.916844448781376e-08,7.2376473703172906e-09
2009,3.862235842255757e-08,1.907277002999308e-09
2010,3.967986084152386e-08,5.668551850135373e-09
2011,4.091650127047153e-08,4.5887662558641296e-09
2012,5.991484919309897e-08,5.446804340891731e-09
2013,6.833356436253268e-08,4.462600067256517e-09
2014,8.055455813504864e-08,4.980523993225461e-09
2015,8.13483167494411e-08,5.098123256885856e-09
2016,7.808952240395683e-08,6.006886238418829e-09
2017,7.446209449035734e-08,4.024978128569501e-09
2018,8.286508235144652e-08,1.5230653738207423e-08
2019,8.520298888647915e-08,6.887666881283394e-09
