year,devez_VERB hériter_VERB,devez_VERB mériter_VERB
1800,3.144164484325529e-09,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,5.851017448321727e-09
1804,2.4718509461507665e-09,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,4.5321479902327155e-09,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,5.0141535368197765e-09
1812,2.6672082320544632e-09,0.0
1813,2.8757416448144113e-09,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,2.384235475716423e-09,0.0
1819,3.1053151161586356e-09,0.0
1820,0.0,0.0
1821,0.0,0.0
1822,6.015369535816717e-09,0.0
1823,9.882686891060644e-10,0.0
1824,1.6842225392110777e-09,0.0
1825,3.522177216552791e-09,0.0
1826,8.807984341885344e-10,8.80798456392995e-09
1827,0.0,0.0
1828,0.0,1.1006761724274838e-08
1829,0.0,3.429270423183084e-09
1830,0.0,5.218417697960831e-09
1831,0.0,6.236482441579483e-09
1832,0.0,1.3529969367098715e-09
1833,0.0,0.0
1834,0.0,2.8003592777992026e-09
1835,1.5126175867408165e-09,7.563087933704082e-10
1836,0.0,2.688300027031687e-09
1837,1.3915781860163179e-09,1.3915781860163179e-09
1838,0.0,0.0
1839,0.0,2.0974426639952526e-09
1840,6.369688665408546e-10,2.5478754661634184e-09
1841,0.0,0.0
1842,0.0,2.683306021822318e-09
1843,0.0,1.1813822142769936e-09
1844,0.0,9.330554107123135e-09
1845,0.0,4.464182357111213e-09
1846,0.0,1.1709002656346001e-09
1847,0.0,2.1572894581822766e-09
1848,4.82713291560799e-09,5.63165514222419e-09
1849,1.6758829879393033e-09,0.0
1850,1.3577992064028876e-09,0.0
1851,0.0,3.8696632564949596e-09
1852,0.0,1.3021090872200602e-09
1853,0.0,3.5831591027601917e-09
1854,0.0,3.117398783558656e-09
1855,0.0,5.306937111981824e-10
1856,0.0,2.5885946719483854e-09
1857,9.763018171682347e-10,0.0
1858,3.4255731584664773e-09,9.787352039936081e-10
1859,0.0,1.5276520048956854e-09
1860,4.577183909670879e-10,4.577183909670879e-10
1861,1.4147891747029462e-09,4.715963730639317e-10
1862,4.9697850279528666e-09,3.6143890103090826e-09
1863,4.994620828036034e-10,0.0
1864,5.753673537611803e-09,2.8768367688059016e-09
1865,9.41368871743009e-10,0.0
1866,0.0,0.0
1867,1.455843445796745e-09,0.0
1868,4.44588676984381e-09,9.87974813071446e-10
1869,0.0,0.0
1870,5.734048791339319e-10,0.0
1871,0.0,0.0
1872,0.0,0.0
1873,0.0,1.1972008939764578e-09
1874,2.9873046258899194e-09,0.0
1875,0.0,0.0
1876,0.0,0.0
1877,6.184815992682502e-10,6.184815992682502e-10
1878,0.0,0.0
1879,6.10932526790009e-10,0.0
1880,0.0,0.0
1881,1.3945015142624584e-09,0.0
1882,0.0,6.655385131892899e-10
1883,6.319338941018771e-10,0.0
1884,6.601696966868076e-10,0.0
1885,1.2891271383708158e-09,5.156508553483263e-09
1886,0.0,0.0
1887,0.0,0.0
1888,6.340614699951175e-10,1.9021844099853524e-09
1889,2.5060546970934183e-09,0.0
1890,6.554386478008212e-10,6.554386478008212e-10
1891,1.2748440081367107e-09,0.0
1892,0.0,0.0
1893,2.463366621796581e-09,0.0
1894,0.0,0.0
1895,0.0,1.8055843487019274e-09
1896,0.0,0.0
1897,0.0,0.0
1898,0.0,0.0
1899,0.0,1.1055156790007459e-09
1900,5.191053142894475e-10,1.5573159428683425e-09
1901,0.0,1.1177477832191585e-09
1902,0.0,0.0
1903,1.0800440541913758e-09,0.0
1904,2.1498500757388683e-09,2.1498500757388683e-09
1905,0.0,0.0
1906,0.0,5.144184522798412e-10
1907,1.028568674676933e-09,0.0
1908,0.0,4.911389073214423e-10
1909,0.0,5.500983557560346e-10
1910,0.0,0.0
1911,5.320374141248863e-10,5.320374141248863e-10
1912,2.6047106693738442e-09,0.0
1913,0.0,0.0
