year,nos_DET âges_NOUN,nos_DET ages_NOUN,nos_DET mages_NOUN
1800,9.432493763839034e-08,3.144164484325529e-09,9.432493452976587e-09
1801,9.762848840466631e-08,2.3811825844433088e-09,0.0
1802,1.1412984690650774e-07,0.0,2.2378401354217203e-09
1803,1.2872238985828233e-07,0.0,5.070882025393075e-08
1804,1.3842365964578107e-07,0.0,0.0
1805,2.0753007090590359e-07,0.0,1.9900143755080535e-08
1806,1.3543844712415876e-07,0.0,0.0
1807,7.402083213037258e-08,0.0,5.693910232196231e-09
1808,1.20101923961613e-07,0.0,0.0
1809,1.1746959049929728e-07,0.0,0.0
1810,1.9891077229772236e-07,2.3401267590372754e-09,4.680253518074551e-09
1811,1.0529722693775057e-07,0.0,0.0
1812,1.600324992523383e-07,2.6672082320544632e-09,2.6672082320544632e-09
1813,1.4091134392657523e-07,0.0,8.627224934443234e-09
1814,9.754699448194515e-08,0.0,6.293354282149721e-09
1815,9.170560133497929e-08,0.0,8.091670666843243e-09
1816,3.244645441213834e-08,0.0,2.3176038865813098e-09
1817,6.850242650902061e-08,0.0,0.0
1818,1.275565961744718e-07,3.5763532135746345e-09,0.0
1819,1.0661581484328053e-07,0.0,1.0351050239165716e-08
1820,8.781195859342006e-08,0.0,2.0173018810965004e-08
1821,2.2089733642260967e-07,9.86148829262845e-10,9.86148829262845e-10
1822,1.31335568198665e-07,3.0076847679083585e-09,0.0
1823,1.670174141210623e-07,2.9648061783404955e-09,1.9765373782121287e-09
1824,8.842168330858158e-08,0.0,8.421112696055388e-10
1825,1.1887348416728116e-07,1.0566531427613768e-08,1.4969252504215547e-08
1826,6.605988089880555e-08,1.7615968683770689e-09,8.807984341885344e-10
1827,7.650336719677853e-08,9.217273055917019e-10,9.217273055917019e-10
1828,1.146537678131665e-07,0.0,9.172301251858528e-10
1829,8.058785416764636e-08,0.0,2.571952872898464e-09
1830,9.914993781556802e-08,0.0,1.0436835840010872e-09
1831,1.559120670346914e-07,0.0,1.5591206103948707e-09
1832,1.3800568510191624e-07,1.3529969367098715e-09,4.058990810129615e-09
1833,1.146779246008478e-07,0.0,0.0
1834,1.1108091424461009e-07,9.334530925997342e-10,1.8669061851994684e-09
1835,1.096647750387092e-07,7.563087933704082e-10,0.0
1836,9.6106723468381e-08,4.032449929525228e-09,2.016224964762614e-09
1837,8.279889995854717e-08,6.957890930081589e-10,6.957890930081589e-10
1838,9.468242501142754e-08,0.0,1.8936485712828244e-09
1839,7.900366805202452e-08,2.0974426639952526e-09,0.0
1840,6.369688487772862e-08,0.0,0.0
1841,7.704657889462396e-08,6.420548537278137e-10,7.0626033910059505e-09
1842,1.1202802596699257e-07,0.0,2.683306021822318e-09
1843,9.864541761217538e-08,0.0,5.906911071384968e-10
1844,7.848642269436823e-08,5.488561272137815e-10,2.360081419183757e-08
1845,8.035527931937736e-08,1.1160455892778032e-09,7.254296385816872e-08
1846,6.615586300995346e-08,1.1709002656346001e-09,7.025401593807601e-09
1847,5.3392914090011345e-08,0.0,1.294373674909366e-08
1848,8.367030396305708e-08,8.045221711050488e-10,0.0
1849,5.865590413378641e-08,0.0,4.1897072478036534e-09
1850,5.906426459034719e-08,2.7155984128057753e-09,0.0
1851,1.0899551483589676e-07,2.579775504329973e-09,0.0
1852,8.919447225252952e-08,1.9531636308300904e-09,1.3021090872200602e-09
1853,1.0212003687115612e-07,0.0,1.4332636411040767e-08
1854,9.352196173040284e-08,3.6369650624479277e-09,2.0782657816909023e-09
1855,1.0136250239156652e-07,1.0613874223963649e-09,5.306937111981824e-10
1856,1.076855342674321e-07,3.106313539724681e-09,1.0354378465748937e-09
1857,9.958278690547218e-08,4.881509085841174e-10,1.9526036898476207e-09
1858,9.44479436326695e-08,4.893676019968041e-10,3.9149408159744326e-09
1859,1.0897250679597903e-07,0.0,3.055304009791371e-09
1860,1.0161348296122696e-07,1.373155145145688e-09,0.0
1861,7.734180340612795e-08,9.431927461278633e-10,0.0
1862,1.5903311423315358e-07,9.035972525772706e-10,3.1625904395315985e-09
1863,1.0189026156126602e-07,1.4983862484108101e-09,3.496234635136375e-09
1864,1.0020981733305234e-07,2.397363974004918e-09,3.3563094525845827e-09
1865,1.219072696678758e-07,4.706844303203894e-09,2.3534221793575227e-09
1866,1.2115376080146234e-07,1.4596838737723772e-09,6.811858188626729e-09
1867,7.521857625647499e-08,1.94112459439566e-09,4.85281148598915e-09
1868,7.706203386526056e-08,4.939873954334928e-09,4.93987406535723e-10
1869,1.3771524098871168e-07,1.4650557433881772e-09,9.767038289254515e-10
1870,1.3245652041860012e-07,2.2936195165357276e-09,5.734048791339319e-10
1871,6.585129597169725e-08,0.0,2.1242354542039266e-09
1872,7.498701015684617e-08,6.652073114565837e-09,6.047339295989218e-10
1873,1.0355788082616613e-07,5.986004469882289e-10,3.5916027374405246e-09
1874,7.886483954777646e-08,0.0,0.0
1875,9.440519477266207e-08,0.0,0.0
1876,7.315678196562203e-08,0.0,0.0
1877,7.298082882467583e-08,6.184815992682502e-10,7.421779191219002e-09
1878,7.126124756950958e-08,1.2078177347163432e-09,4.046189516770937e-08
1879,7.331190365889029e-08,0.0,3.054662633950045e-09
1880,7.123809209197418e-08,6.417846254436199e-10,1.9253538763308597e-09
1881,1.0807386985334233e-07,0.0,0.0
1882,1.044895456825401e-07,1.3310770263785798e-09,6.655385131892899e-10
1883,8.594300737740923e-08,1.895801682305631e-09,6.319338941018771e-10
1884,7.393900602892245e-08,6.601696966868076e-10,6.601696966868076e-10
1885,5.478790227053665e-08,6.445635691854079e-10,0.0
1886,6.776136884933948e-08,0.0,2.5813855497602844e-09
1887,3.982643864697266e-08,6.528924623161458e-10,6.528924623161458e-10
1888,4.438430378783664e-08,1.268122939990235e-09,6.340614699951175e-10
1889,6.45309095048674e-08,6.265136742733546e-10,6.265136742733546e-10
1890,6.095579418996522e-08,1.3108772956016423e-09,4.588070534605748e-09
1891,5.163118199646988e-08,0.0,1.9122659011827636e-09
1892,9.089342789536659e-08,6.268512375839919e-10,1.8805537127519756e-09
1893,8.806535678473892e-08,0.0,1.847525021858587e-09
1894,7.75089308291399e-08,0.0,6.301539290376468e-10
1895,9.027921521465032e-08,6.018614495673091e-10,4.213030146971164e-09
1896,8.255840810988957e-08,0.0,2.9485144326102386e-09
1897,7.691261894038348e-08,0.0,2.330685422435863e-09
1898,6.620275028179634e-08,1.6975064687230201e-09,3.3950129374460403e-09
1899,6.522542150833033e-08,0.0,1.1055156790007459e-09
1900,7.942311097686172e-08,0.0,5.191053142894475e-09
1901,5.253414420147706e-08,0.0,0.0
1902,5.401312180852713e-08,1.9641135939885146e-09,9.820567692386817e-10
1903,8.748356594701079e-08,5.400220270956879e-09,4.320176216765503e-09
1904,5.535864033845428e-08,0.0,5.374625189347171e-10
1905,6.192911039537563e-08,1.0321518084666081e-09,5.160759097844192e-09
1906,8.693672093329496e-08,5.144184522798412e-10,1.0288369045596824e-09
1907,7.662836826183295e-08,5.142843373384665e-10,0.0
1908,6.532147267535038e-08,1.4734167219643268e-09,9.822778146428846e-10
1909,5.611003189853747e-08,1.1001967115120692e-09,1.6502950117569526e-09
1910,8.336875367831453e-08,0.0,3.7409054742809644e-09
1911,9.417062329930559e-08,1.5961122423746588e-09,1.0640748282497725e-09
1912,7.293189818735613e-08,0.0,0.0
1913,5.356019472380069e-08,0.0,0.0
1914,7.165515736318184e-08,3.348371913070025e-09,2.0090231145353243e-09
1915,7.539687973956433e-08,1.1780761921542648e-09,0.0
1916,6.372727856529536e-08,0.0,0.0
1917,5.3735478289240746e-08,1.0966424435210342e-09,1.0966424435210342e-09
1918,7.581008532042688e-08,0.0,1.1486376294556067e-09
1919,1.0957339613426598e-07,9.207848372660976e-10,0.0
1920,8.178010180159845e-08,3.028892692213958e-09,7.572231730534895e-10
1921,7.345565183891622e-08,7.572747429129834e-10,4.543648568500203e-09
