year,nos_DET âges_NOUN,nos_DET ages_NOUN,nos_DET mages_NOUN
1922,9.6650952130517e-08,0.0,5.164554894854234e-09
1923,9.235874642854469e-08,0.0,1.0615948120573648e-09
1924,1.353620575628156e-07,1.289162443462999e-09,2.578324886925998e-09
1925,9.018505831015489e-08,0.0,0.0
1926,1.0923215365554739e-07,0.0,1.1146138456652466e-09
1927,1.3602054282912945e-07,1.1149224876660924e-09,0.0
1928,1.0054916321777796e-07,1.1426041224282812e-09,0.0
1929,9.692153701834627e-08,0.0,2.2280812750352652e-09
1930,7.457558304224676e-08,2.100720708497761e-09,2.100720708497761e-09
1931,6.501053295693282e-08,1.1405356659111021e-09,0.0
1932,6.356531490059325e-08,0.0,0.0
1933,5.964744076436546e-08,0.0,0.0
1934,7.788027112098916e-08,0.0,0.0
1935,8.138433305049375e-08,0.0,2.393656828303392e-09
1936,6.183604739362636e-08,1.2124714565686645e-09,3.6374143697059935e-09
1937,8.310137644684801e-08,0.0,1.2591118148108649e-09
1938,5.4453899167583586e-08,0.0,7.779128785578848e-09
1939,5.505858258203489e-08,0.0,1.5294050470515685e-09
1940,3.803674530900025e-08,0.0,0.0
1941,7.969057280732272e-08,0.0,0.0
1942,7.888950648293758e-08,3.034211770724937e-09,1.8205270846394228e-08
1943,9.00002916637277e-08,0.0,5.806470415592457e-09
1944,4.819779064746399e-08,0.0,0.0
1945,5.446259976338297e-08,0.0,1.3071024262956144e-08
1946,1.1693727408612631e-07,0.0,6.960552134671616e-09
1947,7.867775075887096e-08,0.0,0.0
1948,7.17544597073072e-08,0.0,1.0871887834440486e-09
1949,8.148117158768287e-08,2.945102384188658e-09,2.945102384188658e-09
1950,1.1167129376765672e-07,1.0635361480382244e-09,8.508289184305795e-09
1951,9.382033372418164e-08,1.0661401761424827e-09,4.264560704569931e-09
1952,8.014050933979888e-08,0.0,0.0
1953,8.61906213067698e-08,0.0,2.1547654771580937e-09
1954,5.5703454071576175e-08,0.0,9.772536113672459e-10
1955,7.508486055129993e-08,0.0,3.754243138587299e-09
1956,7.1513363453235e-08,0.0,5.232684952005684e-09
1957,9.18843952035786e-08,8.835037701437898e-10,0.0
1958,6.204182634306221e-08,1.6544486891589827e-09,8.272243445794913e-10
1959,8.9133602276803e-08,7.750747821333448e-10,6.975673039200103e-09
1960,1.0727291921419635e-07,0.0,4.844583290086746e-09
1961,9.796904398839956e-08,0.0,6.948159270159238e-10
1962,8.815319391120013e-08,6.341956404476434e-10,1.2683912808952869e-09
1963,8.7291721406757e-08,6.466053248388448e-10,2.5864212993553792e-09
1964,9.125952604716048e-08,0.0,1.2167936658258327e-09
1965,8.481667279625071e-08,2.188817349590977e-09,7.1136563306595235e-09
1966,7.699313964160126e-08,0.0,3.3234448526542337e-09
1967,8.430874154363721e-08,0.0,2.465167847631733e-09
1968,7.545578939449626e-08,4.4914158503495116e-10,5.3896989093971115e-09
1969,6.994306767094116e-08,2.2708788183223305e-09,1.8167031212712459e-09
1970,8.507641591215531e-08,0.0,9.197450023812337e-10
1971,8.375588000930634e-08,4.6245578477766e-09,8.221436087474387e-09
1972,6.463984758564578e-08,1.5390440033513642e-09,4.617132232098697e-09
1973,6.781240968756208e-08,1.102640756478479e-09,1.6539611347177186e-09
1974,6.525663398537773e-08,2.8127858930915295e-09,0.0
1975,6.511087491389844e-08,2.2845920710778955e-09,1.7134440533084216e-09
1976,6.05633834194208e-08,5.713526873840635e-10,3.4281160132820787e-09
1977,6.053085394031044e-08,1.1753563677885381e-09,5.876781838942691e-10
1978,5.524750124052957e-08,2.9702956760857546e-09,3.5643548113029055e-09
1979,6.495690174634916e-08,0.0,2.9259866751729646e-09
1980,1.000586504762424e-07,0.0,2.8425753972882717e-09
1981,6.452060419270822e-08,2.5302198114474095e-09,1.8976649140967083e-09
1982,6.331652335767046e-08,0.0,1.2415004579935385e-09
1983,7.452073225167055e-08,0.0,2.5261264191556165e-09
1984,5.277097780975737e-08,1.1598016991243298e-09,1.1598016991243298e-09
1985,6.617113579299172e-08,0.0,1.8046674155058895e-09
1986,7.373217170147939e-08,0.0,2.9972427872948515e-09
1987,7.027439680173941e-08,1.8332451112712533e-09,2.4443267410134695e-09
1988,5.996553631426593e-08,1.798966087207532e-09,2.9982769045311386e-09
1989,7.628489773203739e-08,5.488122178931576e-10,8.232182935330457e-09
1990,6.919786588177601e-08,5.44865097484859e-10,1.6345953479657283e-09
1991,6.330382673613855e-08,0.0,2.344586080837985e-09
1992,6.997628887450702e-08,0.0,5.509944167592096e-10
1993,7.865674733764649e-08,5.539207426075166e-10,1.1078414852150331e-09
1994,7.96513928147391e-08,0.0,1.5824779264761446e-09
1995,7.157635240062632e-08,2.1689803286761844e-09,1.0844901643380922e-09
1996,6.9929007695535e-08,1.067618438099771e-09,5.338092190498855e-10
1997,6.185413881087953e-08,0.0,3.3564260260021683e-09
1998,6.818424802546019e-08,4.768129224785866e-10,1.43043876743576e-09
1999,7.540831925556546e-08,4.570201161957499e-10,1.8280804647829996e-09
2000,6.8479491188711e-08,4.4180314962005696e-10,2.2090156370779823e-09
2001,6.528005669359516e-08,0.0,3.0668482475793013e-09
2002,6.61564415471716e-08,4.38122149670761e-10,0.0
2003,8.000492068838128e-08,0.0,2.9168461535000745e-09
2004,7.796480350208412e-08,4.404791253964646e-10,2.2023955992267474e-09
2005,7.746449171008862e-08,4.5037495954858286e-10,4.5037495954858286e-10
2006,8.771105508564858e-08,0.0,2.058944903460258e-09
2007,8.468296508468143e-08,3.994479469415779e-10,1.9972397347078896e-09
2008,9.536664533071892e-08,0.0,2.128719839289417e-09
2009,9.154929880850204e-08,0.0,1.907277002999308e-09
2010,1.2659764703215615e-07,0.0,6.14093115247627e-09
2011,1.6710758177218565e-07,1.1471915639660324e-09,1.9119859695493346e-08
2012,1.3378712515610403e-07,1.0212758416727752e-09,1.6340412800630588e-08
2013,1.6344272957269368e-07,0.0,1.8129312495673844e-08
2014,1.9034263232242665e-07,0.0,2.165445156521173e-08
2015,1.5183541779428822e-07,2.2165753954528356e-10,9.752931851014779e-09
2016,1.8766341325360258e-07,8.285360175719347e-10,1.0149566298522927e-08
2017,1.5672258912857728e-07,2.515611330355938e-10,1.1320251069868448e-08
2018,1.8844706506371267e-07,0.0,1.6521386980716812e-08
2019,1.535694682530675e-07,0.0,1.3265136100670816e-08
