year,mes_DET âges_NOUN,mes_DET mages_NOUN
2010,8.97520635589899e-09,4.723793023408973e-10
2011,1.3383901986685487e-08,9.177532789284015e-09
2012,1.5659562535574878e-08,9.87233295113299e-09
2013,1.0877587719448911e-08,8.367375015083667e-09
2014,1.7540106256319632e-08,9.094869704573405e-09
2015,1.0639562120218216e-08,5.319780838064503e-09
2016,9.113896304313585e-09,2.4856081637381067e-09
2017,1.6603035390971854e-08,2.264050197320344e-09
2018,1.161660012627408e-08,3.3559066636712487e-09
2019,1.198964216797549e-08,1.5305927081321613e-09
