year,devrons_VERB être_VERB,devrons_VERB mettre_VERB
1935,2.393656828303392e-08,1.0771455727365264e-08
1936,9.699771652549316e-09,3.6374143697059935e-09
1937,5.0364472592434595e-09,5.0364472592434595e-09
1938,2.5930429359277696e-08,0.0
1939,1.988226472349197e-08,1.070583532936098e-08
1940,5.325144059042941e-08,2.5357829169792012e-09
1941,8.854508237732261e-09,0.0
1942,1.517105907566929e-08,3.034211770724937e-09
1943,2.9032351633873077e-08,2.9032352077962287e-09
1944,2.8918675454292497e-08,3.2131861615880553e-09
1945,3.0499055725385915e-08,1.3071024262956144e-08
1946,1.8097434661967782e-08,2.0881657292193267e-08
1947,2.5033829231801974e-08,5.960435700558264e-09
1948,1.522064252412747e-08,1.3046265401328583e-08
1949,2.2579119018928395e-08,3.9268033269479474e-09
1950,1.595304155443955e-08,1.3825969702452312e-08
1951,1.4925962688039363e-08,1.3859822622919182e-08
1952,1.1599284199803606e-08,1.2653764258629963e-08
1953,1.939288907237824e-08,5.386913581872932e-09
1954,8.795282724349818e-09,1.9545072227344917e-09
1955,1.5016972554349195e-08,3.754243138587299e-09
1956,1.831439710997529e-08,6.104799332717903e-09
1957,1.1485549400447326e-08,3.534015080575159e-09
1958,2.5643954515430778e-08,5.790570245522986e-09
1959,2.2477168570844697e-08,1.3951345856355601e-08
1960,2.2146666722733244e-08,2.7683333403416555e-09
1961,1.667558180429296e-08,4.86371165564492e-09
1962,1.2683912586908264e-08,6.341956293454132e-09
1963,1.7458344103715717e-08,1.2932106496776896e-09
1964,1.8251904876365188e-08,4.258777774879263e-09
1965,1.9699356812452606e-08,7.660860390501512e-09
1966,1.7171132071780448e-08,4.431259803538978e-09
1967,2.662381248796919e-08,1.9721342336964653e-09
1968,2.0211372131484495e-08,3.5931326802796093e-09
1969,1.725867981861029e-08,4.995933444718048e-09
1970,2.0694262303777577e-08,7.3579600190498695e-09
1971,2.8775026805760717e-08,1.0276794526475896e-08
1972,1.6416469961200164e-08,7.182205497002769e-09
1973,1.543697081274331e-08,6.064523994098181e-09
1974,1.6876715136504572e-08,7.875800456247362e-09
1975,2.1703623787061588e-08,5.140332159925265e-09
1976,2.0568696967870892e-08,6.8562320265641574e-09
1977,1.23412418062685e-08,1.23412418062685e-08
1978,2.0792070287711795e-08,4.158414057542359e-09
1979,1.521513048885481e-08,3.5111840102075575e-09
1980,1.989802811408481e-08,1.3644362084619388e-08
1981,2.5934753011824796e-08,7.590659656386833e-09
1982,2.1726258125909226e-08,1.1173503899897241e-08
1983,1.9577479193344516e-08,1.0736036948344463e-08
1984,2.609553817478627e-08,1.1018116197192285e-08
1985,2.1656008541981464e-08,7.218669662023558e-09
1986,2.577628777089558e-08,8.991728250862252e-09
1987,2.13878585952898e-08,6.721898593298192e-09
1988,2.878345739532051e-08,7.195864348830128e-09
1989,1.92084268491044e-08,1.2073869015694072e-08
1990,1.198703181159999e-08,2.724325431913144e-09
1991,2.4618154625954958e-08,1.1722930182145319e-08
1992,2.0937788391961476e-08,2.7549720282848966e-09
1993,1.4955860550003308e-08,4.4313659408601325e-09
1994,2.3737170451454404e-08,9.494868002946077e-09
1995,2.114755837112625e-08,5.964695848348356e-09
1996,1.7615704450690828e-08,1.2277611816102763e-08
1997,2.4453962410575514e-08,1.054876808126437e-08
1998,2.4794271524797296e-08,6.675381136744818e-09
1999,2.102292562256025e-08,6.8553016596695215e-09
2000,2.3415566374751506e-08,1.1045078629479121e-08
2001,2.0591695459870607e-08,3.943090742808408e-09
2002,2.541108479192644e-08,7.009954394732176e-09
2003,2.541822929913451e-08,9.58392298855415e-09
2004,1.9821561281219147e-08,6.607186797680242e-09
2005,2.7472871977352042e-08,7.205999352777326e-09
2006,2.3060183096390574e-08,9.882935358973555e-09
2007,3.435252438066527e-08,7.190063211481856e-09
2008,3.5762493411084506e-08,9.79211112195344e-09
2009,3.147006921722095e-08,1.0013204487790972e-08
2010,3.3066552163063534e-08,8.97520635589899e-09
2011,4.474047088365296e-08,7.647943611743813e-09
2012,4.4595712012096556e-08,1.2936160587173617e-08
2013,5.466685237820457e-08,1.2829975304384789e-08
2014,5.478576170503402e-08,9.961047986450922e-09
2015,5.2754494106466154e-08,7.75801378694041e-09
2016,4.7847954931512504e-08,6.8354220061905835e-09
2017,5.4840327834426716e-08,1.0565567976072998e-08
2018,6.634369498215165e-08,1.161660012627408e-08
2019,6.658078177679272e-08,1.3265136544760026e-08
