year,quels_DET arbres_NOUN,quels_DET marbres_NOUN
1986,2.1580147446798037e-08,0.0
1987,1.8332450224534114e-08,1.2221633705067347e-09
1988,1.199310739607995e-08,0.0
1989,1.3171493229435782e-08,5.488122178931576e-10
1990,1.743568273093743e-08,0.0
1991,1.055063725274863e-08,5.861465202094962e-10
1992,1.4325854946761751e-08,0.0
1993,2.2710749725263213e-08,0.0
1994,1.6879765585287032e-08,5.2749266066243194e-09
1995,6.506940986028553e-09,0.0
1996,1.7081895009596337e-08,1.067618438099771e-09
1997,1.7261620577357917e-08,0.0
1998,1.382757464085671e-08,4.768129224785866e-10
1999,1.0054442611817649e-08,0.0
2000,1.502130730912654e-08,0.0
2001,1.7524846906979974e-08,0.0
2002,1.4019908789464353e-08,0.0
2003,9.58392298855415e-09,4.1669229178253886e-10
2004,1.0131020022896564e-08,0.0
2005,7.205999241755023e-09,0.0
2006,1.1118302944979064e-08,0.0
2007,1.0385646564969875e-08,0.0
2008,1.3198063086861112e-08,4.257439678578834e-10
2009,1.3827758493789588e-08,0.0
2010,1.6060896168568206e-08,0.0
2011,1.4913490442580724e-08,0.0
2012,9.872332729088384e-09,0.0
2013,1.2551062633647803e-08,2.789125042035323e-10
2014,1.775665081638067e-08,2.1654451842767486e-10
2015,1.795426030071212e-08,0.0
2016,1.6570719907349485e-08,1.2428040818690533e-09
2017,1.6603034502793435e-08,0.0
2018,2.942871990541107e-08,0.0
2019,1.5561024913068877e-08,2.55098775436835e-10
