year,quels_DET arbres_NOUN,quels_DET marbres_NOUN
1800,2.5153315874604232e-08,3.144164484325529e-09
1801,1.6668277424969347e-08,0.0
1802,1.1189200677108602e-08,0.0
1803,1.950339223455444e-09,0.0
1804,3.707776485839531e-08,4.943701892301533e-09
1805,1.9900144199169745e-08,0.0
1806,3.458002950651462e-08,0.0
1807,2.8469552049159574e-08,0.0
1808,4.5321478570059526e-08,0.0
1809,3.388545888327599e-08,0.0
1810,4.680253518074551e-09,0.0
1811,3.008492122091866e-08,0.0
1812,0.0,0.0
1813,5.751483289628823e-09,0.0
1814,3.461344810773426e-08,9.440030979135372e-09
1815,2.157778822287071e-08,0.0
1816,2.3176038865813098e-08,0.0
1817,7.784367039853635e-09,0.0
1818,2.2650237241350624e-08,0.0
1819,6.210630010272666e-09,0.0
1820,1.1866481131050932e-08,0.0
1821,1.4792232216898071e-08,0.0
1822,3.0076847679083585e-09,0.0
1823,4.150728338814247e-08,9.882686891060644e-10
1824,1.3473780313688621e-08,0.0
1825,7.92489873724378e-09,8.805443041381977e-10
1826,5.284790383086602e-09,8.807984341885344e-10
1827,2.3043183361437514e-08,9.217273055917019e-10
1828,1.0089531432555532e-08,9.172301251858528e-10
1829,6.687077203082481e-08,4.286587973467704e-09
1830,2.1917355041978226e-08,0.0
1831,1.0134283812135436e-07,0.0
1832,8.117981842303834e-09,5.411987857861789e-09
1833,3.9384338457182366e-08,6.950177322551099e-09
1834,9.334530925997342e-09,1.8669061851994684e-09
1835,2.7983425354705105e-08,3.781543966852041e-09
1836,2.889922501303488e-08,1.0753200274660202e-08
1837,4.174734558048954e-09,0.0
1838,7.574594507175902e-09,1.8936485712828244e-09
1839,6.292327769941153e-09,3.4957374772659477e-09
1840,1.465028409697311e-08,1.2739377330817092e-09
1841,2.1829864138567245e-08,6.420548537278137e-10
1842,2.3478928135034494e-08,6.708265054555795e-10
1843,1.2995204246024628e-08,4.725528968130277e-09
1844,2.5247381518767043e-08,3.841992946007622e-09
1845,2.0088819940866642e-08,5.580227946389016e-10
1846,1.9319855049104717e-08,1.7563503984519002e-09
1847,1.240441438454809e-08,0.0
1848,2.333114323960217e-08,8.045221711050488e-10
1849,8.379414939696517e-09,8.379414939696517e-10
1850,1.6972490968214515e-08,0.0
1851,2.4507866847045534e-08,6.449438760824933e-09
1852,1.4974254725075298e-08,3.906327261660181e-09
1853,1.6721409812348043e-08,3.5831591027601917e-09
1854,8.832629405652881e-09,4.156531674404107e-09
1855,2.7596072982305486e-08,6.368324534378189e-09
1856,8.801221529353143e-09,4.1417513307884235e-09
1857,1.122747095294585e-08,4.393358121745905e-09
1858,3.523446667763608e-08,4.893676130990343e-09
1859,6.619825132503365e-09,7.638260024478427e-09
1860,1.098524138321011e-08,1.8308735638683515e-09
1861,1.933545146215465e-08,7.545541969022906e-09
1862,1.7168348520613108e-08,4.517986262886353e-10
1863,3.1965574187609036e-08,9.989241656072068e-10
1864,4.794727992418757e-08,4.794727948009836e-10
1865,1.835669305449983e-08,4.706844358715045e-10
1866,1.4596838404656864e-08,4.865612912574591e-10
1867,9.7056229719783e-09,0.0
1868,1.7289559561817214e-08,4.44588676984381e-09
1869,1.0743742340224571e-08,4.883519144627257e-10
1870,2.4656409358669862e-08,1.7202146374017957e-09
1871,1.593176635061866e-08,0.0
1872,2.4189356295778452e-08,6.047339295989218e-10
1873,2.6937019281803032e-08,3.5916026819293734e-09
1874,9.559374625212058e-09,5.974609140757536e-10
1875,1.3731665138294602e-08,0.0
1876,3.6880689391338706e-08,3.627608879952504e-09
1877,1.855444820009211e-08,1.2369631985365004e-09
1878,2.6571990385804156e-08,6.039088673581716e-10
1879,1.2829583173612491e-08,6.10932526790009e-10
1880,1.3477477134316018e-08,6.417846254436199e-10
1881,1.3247764441004506e-08,6.972507571312292e-10
1882,1.1314154502173324e-08,2.6621540527571597e-09
1883,1.516641345844505e-08,5.0554711528150165e-09
1884,1.0562715146988921e-08,3.9610181801208455e-09
1885,1.6114088952079442e-08,0.0
1886,9.680195700578764e-09,0.0
1887,2.4809913234946634e-08,0.0
1888,1.4583413587843097e-08,1.268122939990235e-09
1889,1.5036328349093964e-08,6.265136742733546e-10
1890,1.1797895660414781e-08,5.243509182406569e-09
1891,1.4023283867459213e-08,1.9122659011827636e-09
1892,1.6924983192723175e-08,5.641661360300532e-09
1893,1.847524933040745e-08,0.0
1894,1.0082463086646953e-08,0.0
1895,2.2870735527646957e-08,6.018614495673091e-10
1896,2.0639601139293973e-08,0.0
1897,9.905413045352418e-09,5.826713556089658e-10
1898,9.619203544808386e-09,0.0
1899,2.3215829259015663e-08,5.527578395003729e-10
1900,1.2977632746213885e-08,3.114631885736685e-09
1901,1.8442838367604963e-08,5.029864968975062e-09
1902,9.329539141234022e-09,0.0
1903,1.3500550899436803e-08,5.400220270956879e-10
1904,1.666133719879781e-08,0.0
1905,2.7868098051442303e-08,1.5482277682110634e-09
1906,1.286046091841797e-08,0.0
1907,1.0799970695529737e-08,0.0
1908,1.6698723070973642e-08,9.822778146428846e-10
1909,8.801573692096554e-09,0.0
1910,1.603245269876652e-08,5.344150677544235e-10
1911,1.649316017093838e-08,2.6601871816467337e-09
1912,1.823297468561691e-08,2.0837684910901544e-09
1913,1.96210621083992e-08,0.0
1914,1.1384464038144415e-08,2.0090231700464756e-09
1915,9.424609315189514e-09,4.712304768617059e-09
1916,3.2962386153911893e-09,0.0
1917,8.773139770212879e-09,0.0
1918,2.067547733020092e-08,0.0
1919,3.038590001835928e-08,0.0
1920,1.741613298023026e-08,0.0
1921,2.6504617167688593e-08,7.572747429129834e-10
1922,1.9182632371439468e-08,7.377935484775833e-10
1923,3.078624910557437e-08,6.369568872344189e-09
1924,1.2891624434629989e-08,5.156649662829693e-09
1925,2.749544503188872e-08,0.0
1926,1.4489980326715113e-08,3.343841648018042e-09
1927,1.6723837426013688e-08,0.0
1928,1.9424270192303084e-08,0.0
1929,1.1140405931087116e-08,0.0
1930,1.6805766112071296e-08,0.0
1931,1.596749932275543e-08,0.0
1932,1.0959536611565568e-08,2.1919073223131136e-09
1933,1.1470661975820917e-08,0.0
1934,1.9170528275935794e-08,0.0
1935,2.2739739868882225e-08,0.0
1936,6.0623572828433225e-09,0.0
1937,6.295559185076627e-09,0.0
1938,5.186085672015395e-09,0.0
1939,1.2235240376412548e-08,0.0
1940,3.8036743532643413e-08,0.0
1941,2.066051774107791e-08,0.0
1942,2.730790660265825e-08,0.0
1943,8.709705845433291e-09,0.0
1944,2.8918675454292497e-08,6.4263723231761105e-09
1945,1.9606536838523425e-08,0.0
1946,1.9489545977080525e-08,0.0
1947,1.1920870957027319e-08,0.0
1948,1.630783175166073e-08,8.697510267552389e-09
1949,2.0615717133409817e-08,2.9451024952109606e-09
1950,1.4889505628445932e-08,0.0
1951,2.1322803078760444e-08,0.0
1952,3.057993058774855e-08,0.0
1953,1.939288862828903e-08,0.0
1954,2.149957945007941e-08,9.772536113672459e-10
1955,2.5341140741375057e-08,9.385607846468247e-10
1956,2.52913103793162e-08,0.0
1957,2.208759353194978e-08,8.835037701437898e-10
1958,1.6544486669545222e-08,0.0
1959,2.325224368604495e-08,0.0
1960,1.0381249748725452e-08,0.0
1961,1.528595028332802e-08,6.948159270159238e-10
1962,2.5367825173816527e-08,0.0
1963,1.5518527796132275e-08,0.0
1964,2.6769460426123715e-08,0.0
1965,1.2038495533772675e-08,0.0
1966,2.1602391875319427e-08,5.539074754423723e-10
1967,1.627010703941778e-08,4.930335584241163e-10
1968,1.527081394669949e-08,4.4914158503495116e-10
1969,1.498780055619875e-08,0.0
1970,1.0117195081704722e-08,4.5987250119061684e-10
1971,1.3873672877195986e-08,1.0276794970565106e-09
1972,7.182205497002769e-09,5.130146862875051e-10
1973,1.8193571760249938e-08,0.0
1974,1.1251143128276908e-08,5.625571675160757e-10
1975,1.1422960355389478e-08,0.0
1976,2.1711402231616717e-08,5.713526873840635e-10
1977,1.586731068758951e-08,0.0
1978,9.504946163474415e-09,0.0
1979,1.8726315165196183e-08,0.0
1980,1.0801786243241907e-08,5.685150683554241e-10
1981,1.5181319312773667e-08,0.0
1982,7.449002747961231e-09,0.0
1983,1.3893695527400496e-08,0.0
1984,8.118611782848006e-09,0.0
1985,1.0226448909911312e-08,6.015558051686298e-10
