year,nombreux_ADJ archers_NOUN,nombreux_ADJ marchés_NOUN
1800,0.0,3.144164484325529e-09
1801,0.0,0.0
1802,3.5805442166747525e-08,6.713520406265161e-09
1803,0.0,0.0
1804,0.0,1.730295728918918e-08
1805,0.0,0.0
1806,0.0,2.881669125542885e-09
1807,0.0,5.693910232196231e-09
1808,0.0,2.2660739062985158e-08
1809,1.129515236897305e-08,0.0
1810,2.3401267590372754e-09,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,1.4378708002027452e-08
1814,3.1466771410748606e-09,0.0
1815,0.0,0.0
1816,0.0,2.3176038865813098e-09
1817,0.0,3.113746815941454e-09
1818,0.0,1.5497530370112145e-08
1819,0.0,1.035105001712111e-09
1820,0.0,1.1866481131050932e-09
1821,2.9584463767662328e-09,1.97229765852569e-09
1822,0.0,0.0
1823,0.0,0.0
1824,0.0,1.6000115010683658e-08
1825,0.0,1.4969252504215547e-08
1826,8.80798456392995e-09,2.6423952803611428e-08
1827,0.0,1.013900075008678e-08
1828,0.0,1.8344602503717056e-09
1829,1.714635211591542e-09,2.6576845613135447e-08
1830,0.0,3.1310507520032616e-09
1831,7.795603274018958e-09,3.897801548191637e-08
1832,0.0,2.1647950987357945e-08
1833,0.0,6.950177322551099e-09
1834,3.733812370398937e-09,1.8669061851994684e-09
1835,5.294161553592858e-09,3.781543966852041e-09
1836,0.0,7.392825018825988e-09
1837,4.174734336004349e-09,3.478945576063097e-09
1838,1.8936485712828244e-09,6.312161904276081e-10
1839,1.3982950353153e-09,1.3982950353153e-09
1840,6.369688665408546e-10,3.121147429396842e-08
1841,8.346713542550788e-09,1.0272877659645019e-08
1842,6.708265054555795e-09,8.049918065466954e-09
1843,2.4218335781256428e-08,8.269675610961258e-09
1844,4.9397050894128824e-09,1.1525978393933656e-08
1845,1.674068439427856e-09,1.3950569588416784e-08
1846,4.0981511517657054e-09,1.9319854160926297e-08
1847,1.0786447290911383e-08,4.853901280910122e-09
1848,0.0,1.850401076808339e-08
1849,0.0,1.1731181359664333e-08
1850,6.1100964288129944e-09,8.146795238417326e-09
1851,2.579775504329973e-09,2.644269869733762e-08
1852,0.0,1.3672145193766028e-08
1853,2.388772735173461e-09,1.5527023222716707e-08
1854,2.5978321716024766e-09,1.1950028522278444e-08
1855,5.306937111981824e-09,1.6451505047143655e-08
1856,1.5531567143511893e-09,2.0708757375587084e-08
1857,1.9526036343364694e-09,2.2943092758964667e-08
1858,6.8511463169329545e-09,8.31924928945682e-09
1859,3.5645213447565993e-09,1.0693564256314403e-08
1860,8.238931314963338e-09,1.4646988510946812e-08
1861,2.357981809808507e-09,2.452301117727984e-08
1862,4.9697850279528666e-09,1.400575744270327e-08
1863,1.4983863039219614e-09,7.991393324857654e-09
1864,5.753673537611803e-09,8.151037178549814e-09
1865,0.0,1.2237795665726026e-08
1866,2.5301186923343266e-08,1.0217787504984699e-08
1867,6.308654931785895e-09,1.6014277903764196e-08
1868,5.9278488784286765e-09,2.321740844024589e-08
1869,2.9301114867763545e-09,2.9301114867763545e-09
1870,5.734048791339319e-10,1.0894693147633916e-08
1871,2.1242354542039266e-09,3.9298356568906456e-08
1872,6.047339518033823e-09,1.5118347462816928e-08
1873,5.9860045809045914e-09,2.993002112816612e-08
1874,1.7923826867161097e-09,2.5690820137924675e-08
1875,6.293679799540541e-09,2.9751941355016243e-08
1876,1.209202959984168e-09,9.069021977836655e-09
1877,3.0924081073635534e-09,1.4843558382438005e-08
1878,3.6234530931267273e-09,1.2078177569208037e-08
1879,2.443730107160036e-09,9.774920428640144e-09
1880,5.776061406947974e-09,1.7969970400599777e-08
1881,6.9725074602899895e-09,2.719277958362909e-08
1882,7.320923423037584e-09,1.9300616216355593e-08
1883,1.8958017378167824e-09,2.274962085380139e-08
1884,4.621187876807653e-09,1.8484751507230612e-08
1885,6.445635691854079e-10,3.545099502844096e-08
1886,7.098810428374236e-09,1.936039240035825e-08
1887,1.9586774424595887e-09,1.4363633837888301e-08
1888,6.340614699951175e-09,3.4873380627686856e-08
1889,0.0,1.566284169030041e-08
1890,6.554386478008212e-10,2.0318598359381213e-08
1891,1.2748440081367107e-09,3.250852387282066e-08
1892,9.402768341715273e-09,2.6327752422616868e-08
1893,3.695050043717174e-09,2.0938616174248637e-08
1894,6.301539290376468e-10,1.5753848003896564e-08
1895,6.018614495673091e-10,2.046328972937772e-08
1896,5.89702897624278e-10,1.7101383420481397e-08
1897,1.7480140668268973e-09,2.7968225069230357e-08
1898,1.6975064687230201e-09,2.8857609635224435e-08
1899,2.7637891975018647e-09,2.432134493801641e-08
1900,4.671947717582725e-09,2.387884379118077e-08
1901,5.029864968975062e-09,3.1855812210324075e-08
1902,3.928227076954727e-09,2.6024505217492333e-08
1903,5.400220270956879e-10,4.6981917023458664e-08
1904,4.299700151477737e-09,1.6123875568041512e-08
1905,0.0,2.6835946798087207e-08
1906,1.5432553013283723e-09,3.858138342138773e-08
1907,5.142843373384665e-10,2.262851062084792e-08
1908,9.822778146428846e-10,2.8486056180554442e-08
1909,3.300590023513905e-09,2.4204327431220918e-08
1910,0.0,1.6566866989364826e-08
1911,3.1922244847493175e-09,3.298632123005518e-08
1912,1.0418842455450772e-09,4.428008182344456e-08
1913,4.242391771214216e-09,2.5454351515463713e-08
1914,1.3393487430235496e-09,2.9465672568562695e-08
1915,2.3561523843085297e-09,5.0657277483878715e-08
1916,1.3184954461564757e-08,6.262853702310167e-08
1917,1.0966424435210342e-09,3.838248474608008e-08
1918,0.0,7.121553124989077e-08
1919,0.0,2.9465114792515124e-08
1920,0.0,3.407504323149624e-08
1921,1.5145494858259667e-09,5.6038331308627676e-08
1922,1.4755870969551665e-09,2.6560567079059183e-08
1923,1.0615948120573648e-09,3.1847843473542525e-08
1924,0.0,4.383152329978657e-08
1925,2.1996355847875293e-09,3.8493624288094e-08
1926,4.458455382660986e-09,3.009457216762712e-08
1927,1.1149224876660924e-09,6.466550672712401e-08
1928,5.713020723163709e-09,1.82816659588525e-08
1929,1.1140406375176326e-09,2.8965056131369238e-08
1930,2.100720708497761e-09,2.4158287814657342e-08
1931,2.2810713318222042e-09,6.044839295782367e-08
1932,2.1919073223131136e-09,5.2605777511871565e-08
1933,0.0,4.12943848004943e-08
1934,1.1981580172459871e-09,5.152079296522061e-08
1935,2.393656828303392e-09,3.590485420090772e-08
1936,3.6374143697059935e-09,3.758661648589623e-08
1937,3.777335333410292e-09,4.406891207509034e-08
1938,0.0,4.537825049055755e-08
1939,0.0,4.282334131744392e-08
1940,2.5357829169792012e-09,2.028626333583361e-08
1941,2.9515025978810172e-09,2.6563522936839945e-08
1942,0.0,3.3376331032286544e-08
1943,0.0,4.064529335323641e-08
1944,6.4263723231761105e-09,2.5705489292704442e-08
1945,0.0,4.7927088075994106e-08
1946,2.7842208538686464e-09,2.5057987684817817e-08
1947,1.1920870957027319e-09,3.2186353138285995e-08
1948,2.174377566888097e-09,5.109787437618252e-08
1949,2.945102384188658e-09,9.81700836177879e-08
1950,1.0635361480382244e-09,4.679559140186029e-08
1951,5.330700769690111e-09,4.477788806411809e-08
1952,2.1089607837865287e-09,5.9050901057844385e-08
1953,1.0773827385790469e-09,5.0636987936059086e-08
1954,0.0,4.593092128857279e-08
1955,5.631364707880948e-09,5.349796339260138e-08
1956,5.232684952005684e-09,6.192010459926678e-08
1957,4.417518795207798e-09,5.212672249399475e-08
1958,2.4816730892496253e-09,5.376958256420039e-08
1959,4.650448914844674e-09,5.2705086517335076e-08
1960,2.076250060767393e-09,5.813500081330858e-08
1961,2.08444772553662e-09,6.183861955832981e-08
1962,1.2683912808952869e-09,7.229830600863352e-08
1963,0.0,5.8841084893401785e-08
1964,0.0,6.327326929067567e-08
1965,5.47204326295514e-09,5.417322768153099e-08
1966,3.8773522170743036e-09,6.314544975793979e-08
1967,1.9721342336964653e-09,7.642019994591465e-08
1968,8.982831700699023e-10,6.153239695549928e-08
1969,9.083515606356229e-10,6.494713744586988e-08
1970,1.8394900047624674e-09,6.024329479714652e-08
1971,0.0,6.679916708662859e-08
1972,3.5911027485013847e-09,8.721249855625501e-08
1973,5.513203782392395e-10,6.781240813324985e-08
1974,1.1251143350321513e-09,6.581918654546826e-08
1975,1.7134440533084216e-09,8.281646302066292e-08
1976,5.713526873840635e-10,8.113207883297946e-08
1977,5.876781838942691e-10,6.464460255983795e-08
1978,0.0,6.831680110508387e-08
1979,3.5111840102075575e-09,7.95868402292399e-08
1980,5.685150683554241e-10,8.243468840873902e-08
1981,1.2651099057237047e-09,8.79251373930856e-08
1982,0.0,7.324852902002021e-08
1983,1.2630632095778083e-09,1.0862343913231598e-07
1984,3.479405208395292e-09,6.72685018798802e-08
1985,1.2031116103372597e-09,1.0106137438015139e-07
1986,1.7983456945813714e-09,9.83095631568176e-08
1987,1.8332451112712533e-09,8.982900823184536e-08
1988,1.798966087207532e-09,1.0254107252194444e-07
1989,3.2928733073589456e-09,6.969915489207779e-08
1990,1.089730194969718e-09,8.608868284909477e-08
1991,5.861465202094962e-10,8.616353852630709e-08
1992,2.2039776670368383e-09,6.942529751086113e-08
1993,2.7696036575264316e-09,9.527436617418061e-08
1994,2.637463358823311e-09,7.01565241456592e-08
1995,2.1689803286761844e-09,1.1820942802387435e-07
1996,2.135236876199542e-09,8.594328448907618e-08
1997,4.315404922294874e-09,1.1987236803179258e-07
1998,2.86087753487152e-09,9.488577035199341e-08
1999,9.140402323914998e-10,1.0694270713429432e-07
2000,2.6508188977203417e-09,1.0382373716311122e-07
2001,3.066848330846028e-09,1.0339660150293639e-07
2002,2.6287327870022636e-09,1.2880791189218144e-07
2003,3.333538334260311e-09,1.025063056658837e-07
2004,4.404791198453495e-09,9.470301165492856e-08
2005,3.602999676388663e-09,1.1799824051195174e-07
2006,2.0589450144825605e-09,1.0706514075309315e-07
2007,1.5977917877663117e-09,7.66940075891398e-08
2008,1.7029758714315335e-09,1.1452512893583844e-07
2009,1.430457752249481e-09,1.1348298301072646e-07
2010,2.3618964561933353e-09,1.369899962355703e-07
2011,1.529588788962144e-09,1.212199123301616e-07
2012,7.148930780687124e-09,1.405956311373302e-07
2013,4.462600067256517e-09,9.957176416719449e-08
2014,3.681256854903836e-09,1.0935497840591779e-07
2015,2.659890530054554e-09,9.198787864761471e-08
2016,4.764082017771898e-09,9.52816421317948e-08
2017,5.0312225496895735e-09,8.779483806620192e-08
2018,3.872199894061623e-09,8.983504073967197e-08
2019,3.5713827450933877e-09,9.004986623040168e-08
