year,autres_ADJ amants_NOUN,autres_ADJ mamans_NOUN
1908,5.1569585934885254e-08,4.4202499438483756e-09
1909,2.9705311987981986e-08,3.300590023513905e-09
1910,4.702852507421085e-08,2.137660271017694e-09
1911,4.0966881442727754e-08,2.6601871816467337e-09
1912,3.0735584743979416e-08,2.0837684910901544e-09
1913,3.8711824856818566e-08,2.6514948014977335e-09
1914,3.4153391226254826e-08,4.018046340092951e-09
1915,1.0602685840410686e-08,2.3561523843085297e-09
1916,3.625862632361532e-08,4.394984820521586e-09
1917,4.386569774084137e-09,1.0966424213165737e-08
1918,1.033773866510046e-08,1.1486376294556067e-09
1919,1.4732557396257562e-08,9.207848372660976e-10
1920,2.2716694303426266e-08,2.2716695191604686e-09
1921,4.619375815195781e-08,5.300923255902035e-09
1922,2.8036154731125862e-08,3.6889677978990676e-09
1923,2.866305948145964e-08,2.1231896241147297e-09
1924,2.9650736976805092e-08,5.156649773851996e-09
1925,6.158979459769398e-08,3.299453377181294e-09
1926,2.8979959765251806e-08,5.57306911730393e-09
1927,5.4631200896437804e-08,5.574612327308159e-09
1928,6.055801549109674e-08,2.2852082448565625e-09
1929,3.119313873867213e-08,5.570202965543558e-09
1930,4.411513643276521e-08,1.3654684494213143e-08
1931,5.360517718600022e-08,4.5621426636444085e-09
1932,4.055028668403793e-08,1.0959536611565568e-09
1933,2.6382522833046096e-08,1.1470662197865522e-09
1934,3.834105655187159e-08,0.0
1935,4.188899538348778e-08,4.787313656606784e-09
1936,1.576212937948185e-08,0.0
1937,2.392312481447334e-08,3.777335333410292e-09
1938,3.630260181353151e-08,3.8895642262559704e-09
1939,1.8352860564618823e-08,2.2941076593951948e-08
1940,1.7750480196809804e-08,5.0715658339584024e-09
1941,2.6563522936839945e-08,2.9515025978810172e-09
1942,1.8205270180260413e-08,1.2136847082899749e-08
1943,1.4516175816936538e-08,5.806470415592457e-09
1944,4.819779064746399e-08,6.4263723231761105e-09
1945,2.178504132643866e-08,1.5249527862692958e-08
1946,3.7586982415405146e-08,2.7842208538686464e-09
1947,3.695469885656166e-08,2.3841741914054637e-09
1948,2.2830963786191205e-08,4.348755133776194e-09
1949,3.239612667016445e-08,6.8719057111366055e-09
1950,3.084254984742074e-08,1.4889506516624351e-08
1951,2.9851925376078725e-08,2.1322803522849654e-09
1952,3.585233443459401e-08,1.0544803918932644e-09
1953,1.939288907237824e-08,7.54167928107563e-09
1954,4.10446503451567e-08,6.840775057526116e-09
1955,5.162084448784299e-08,5.631364707880948e-09
1956,4.534993536253751e-08,8.72114114258693e-09
1957,2.47381048978923e-08,8.835037701437898e-10
1958,4.7979010986409776e-08,2.4816730892496253e-09
1959,2.8677767716089875e-08,5.425523585955716e-09
1960,5.1214165353030694e-08,5.536666680683311e-09
1961,4.516303420132317e-08,2.779263708063695e-09
1962,3.4880759613997725e-08,3.805173953708163e-09
1963,3.2330266463986845e-08,2.5864212993553792e-09
1964,3.711220841751128e-08,2.4335873316516654e-09
1965,4.596516589572275e-08,3.830430195250756e-09
1966,4.2096967689531084e-08,1.6617224263271169e-09
1967,4.338695447358987e-08,9.860671168482327e-10
1968,5.704098171577243e-08,3.1439910674890825e-09
1969,4.269252329436313e-08,2.7250546263957176e-09
1970,3.1731204330753826e-08,5.978342709767048e-09
1971,4.213486093362917e-08,3.083038491169532e-09
1972,3.1806909106535386e-08,4.6171320100540925e-09
1973,4.079770832277063e-08,3.859242703185828e-09
1974,2.925297337696975e-08,3.937900228123681e-09
1975,3.998036035568475e-08,5.140332159925265e-09
1976,3.599522102604169e-08,1.7140580066410394e-09
1977,3.2322301279918975e-08,6.464460078348111e-09
1978,3.5049488644745e-08,2.970295565063452e-09
1979,3.3356247541860284e-08,1.1703946700691858e-09
1980,5.1166356485055076e-08,6.822181042309694e-09
1981,4.491140259688109e-08,7.590659656386833e-09
1982,2.9796010991844923e-08,6.828252629986764e-09
1983,3.34711742766558e-08,3.157658134966823e-09
1984,4.697196942515802e-08,7.538710988796993e-09
1985,3.308556983938615e-08,9.02333674446254e-09
1986,4.375974427262008e-08,5.395036861699509e-09
1987,4.0331389783432314e-08,6.110816741511371e-09
1988,3.2981045450242163e-08,4.797243047249822e-09
1989,4.006329135108899e-08,4.939309850016116e-09
1990,4.195461400513523e-08,1.6345953479657283e-09
1991,4.8650161232899336e-08,7.033758464558559e-09
1992,3.7467621893938485e-08,6.61193322315512e-09
1993,3.822053074031828e-08,8.308811416668505e-09
1994,4.6946848186735224e-08,9.494868002946077e-09
1995,2.7112253775385398e-08,8.133675954979935e-09
1996,3.4697599460287165e-08,9.60856638698715e-09
1997,2.972834600711849e-08,8.630809844589749e-09
1998,3.433052953027982e-08,1.8118891276230897e-08
1999,3.153438754566196e-08,1.5081663917726473e-08
2000,4.064589020913445e-08,1.4137700787841823e-08
2001,6.703253774276163e-08,1.2267393323384113e-08
2002,3.548789351270898e-08,1.5334276071143904e-08
2003,4.666953756782277e-08,1.5000923170305214e-08
2004,3.876216325693349e-08,1.761916479381398e-08
2005,4.728937241793574e-08,1.216012357474483e-08
2006,4.076710879985512e-08,2.2236605445868918e-08
2007,5.552326598490254e-08,2.6363563776499177e-08
2008,4.257439556454301e-08,4.598035019398594e-08
2009,4.1483275481368764e-08,3.2423709939166656e-08
2010,5.62131354797657e-08,6.613310432612707e-08
2011,5.697718208352853e-08,6.041875622031512e-08
2012,7.965951454025344e-08,6.33190992971322e-08
2013,7.697985182630873e-08,6.414987296921026e-08
2014,8.921634275793622e-08,6.36640891116258e-08
2015,9.243119336588279e-08,6.804886254485609e-08
2016,7.85037883588302e-08,5.7583253720849825e-08
2017,7.446209338013432e-08,8.754327751603341e-08
2018,7.021589709665932e-08,9.060948258365897e-08
2019,8.673358564692535e-08,7.80602249506046e-08
