year,trois_DET archers_NOUN,trois_DET marchés_NOUN
1800,6.288328968651058e-09,4.7162465932615305e-08
1801,3.809892135109294e-08,3.809892135109294e-08
1802,1.1189200677108602e-08,4.0281122437590966e-08
1803,1.950339223455444e-09,4.4857802805609026e-08
1804,1.2359254952798437e-08,8.404293083685843e-08
1805,6.538618890772341e-08,5.4014676953428875e-08
1806,2.305335300434308e-08,3.7461699520235925e-08
1807,1.7081731584767113e-08,4.27043254092041e-08
1808,4.5321478125970316e-08,2.945896149242344e-08
1809,1.8072244145628247e-08,4.743964154840796e-08
1810,6.084329839950442e-08,2.8081521108447305e-08
1811,7.521229861140455e-09,5.0141537144554604e-08
1812,1.0668832928217853e-08,4.5342538612658245e-08
1813,2.300593315851529e-08,8.627225156487839e-09
1814,1.5733386149463513e-08,3.1466771410748606e-09
1815,2.1577788444915313e-08,5.394447111228828e-09
1816,3.244645441213834e-08,1.3905623319487859e-08
1817,1.401186100480345e-08,2.8023721676539992e-08
1818,4.053200441944682e-08,6.318224166079744e-08
1819,3.9333990287104825e-08,3.726378139390363e-08
1820,9.611849804969097e-08,5.3399165977907614e-08
1821,4.733514280541584e-08,3.0570614484304315e-08
1822,1.443688688596012e-07,4.8122956286533736e-08
1823,9.882686669016039e-08,2.668325471688604e-08
1824,4.7158232874267014e-08,2.0210670470532932e-08
1825,8.453225319726698e-08,1.937197424695114e-08
1826,1.1274219957613241e-07,7.04638765114396e-08
1827,2.3043183361437514e-08,2.027800150017356e-08
1828,2.0179061976932644e-08,1.3758452155343548e-08
1829,3.0006116702452346e-08,1.5431717237390785e-08
1830,4.0703660886265425e-08,8.349468672008697e-09
1831,4.05371340939098e-08,4.365537620287796e-08
1832,3.111892965534935e-08,3.5177919244233635e-08
1833,6.718504863556518e-08,3.8225973497674204e-08
1834,2.5203233278148218e-08,4.480574844478724e-08
1835,5.067268915581735e-08,4.689114518896531e-08
1836,9.140220169623348e-08,2.7555074999519036e-08
1837,7.931995327226105e-08,2.0873672568200163e-08
1838,1.3508027052466787e-07,2.7773513266993177e-08
1839,7.690622538802927e-08,2.0974425751774106e-08
1840,5.987507306626227e-08,3.0574503984137635e-08
1841,2.5682193705023337e-08,3.467096254539115e-08
1842,4.561620370324704e-08,2.95163662400455e-08
1843,3.2488010504039266e-08,1.3585895075607368e-08
1844,1.8661107548112454e-08,4.665276986948186e-08
1845,5.245414219645639e-08,3.01332314656122e-08
1846,6.14722637237719e-08,4.625055938234368e-08
1847,5.986478157637976e-08,5.4471558819102484e-08
1848,5.953464210506354e-08,6.033916388759053e-08
1849,1.3407063903514427e-08,2.011059585527164e-08
1850,3.055048125588655e-08,2.2403686017469226e-08
1851,2.3862924081186065e-08,1.6768540334055615e-08
1852,3.580800012059626e-08,2.6042181744401205e-08
1853,4.120633079196523e-08,2.9262465339741084e-08
1854,4.72805474771576e-08,3.377181895247716e-08
1855,2.653468555990912e-08,1.6982198758341838e-08
1856,3.6240326295455816e-08,3.6240326295455816e-08
1857,2.8312752198278446e-08,3.807576942627122e-08
1858,6.85114609488835e-08,1.0276719919488642e-08
1859,2.546086697030603e-08,3.462677944376935e-08
1860,3.753290700458933e-08,1.7393298440415705e-08
1861,1.0375120318428799e-08,5.187560159214399e-09
1862,2.3493528900075944e-08,1.3102160273392727e-08
1863,2.3974180862751382e-08,2.2975255475898848e-08
1864,3.452204133669312e-08,3.0206786405528874e-08
1865,3.3889278161503e-08,1.835669316552213e-08
1866,3.5518972651971126e-08,1.2164032725525686e-08
1867,3.542552207136396e-08,3.2513836956127307e-08
1868,2.5687345583946808e-08,3.507310741834857e-08
1869,2.490594752657671e-08,1.6115613288292252e-08
1870,1.0321287824410774e-08,4.7019201865339255e-08
1871,1.6993883633631413e-08,1.911811864374613e-08
1872,1.4513614310374123e-08,1.8746751706544273e-08
1873,5.447263973223926e-08,3.3521626696675355e-08
1874,2.1508592240593316e-08,4.839433387360259e-08
1875,3.089624556196213e-08,9.154443758596642e-09
1876,2.1161051577678336e-08,5.078652520751348e-08
1877,2.9068635498674666e-08,5.4426381623784437e-08
1878,2.1740720113072598e-08,2.536417298415472e-08
1879,5.742765629701552e-08,2.1382637882538802e-08
1880,2.3104245849836502e-08,4.4924925113321024e-08
1881,1.4642266066289267e-08,5.787181223126936e-08
1882,1.3310770263785798e-08,1.4641846846075168e-08
1883,2.8437024290894897e-08,2.2749620187667574e-08
1884,1.9805090900604227e-08,1.650424241717019e-08
1885,2.6427105837001363e-08,3.674012249987868e-08
1886,4.5174246565693466e-08,1.4197620190614657e-08
1887,1.3057849523878673e-08,1.566941953967671e-08
1888,1.4583413365798492e-08,1.9021843211675105e-08
1889,2.0048437021635834e-08,1.2530273707511697e-08
1890,1.8352281472289178e-08,2.2284913470116408e-08
1891,1.9760081571007504e-08,3.378336588255593e-08
1892,3.13425623232888e-08,2.3193495124473884e-08
1893,1.970693308539495e-08,3.140792359523914e-08
1894,2.457600345451283e-08,2.142523314319078e-08
1895,5.416753268150387e-09,2.467631921021507e-08
1896,1.2383760905620989e-08,6.486732040400511e-09
1897,2.3889525024856084e-08,2.2141511735185304e-08
1898,1.4711722506888236e-08,4.866185154828173e-08
1899,3.3165470370022376e-09,2.7637891975018647e-08
1900,1.713047592666328e-08,3.010810800674335e-08
1901,1.676621685930968e-08,3.129693837422565e-08
1902,1.5712907974752e-08,1.32577662736999e-08
1903,1.3500550677392198e-08,4.482182935916512e-08
1904,1.5048950530172078e-08,2.2573425795258117e-08
1905,9.289366276199473e-09,2.012695948794274e-08
1906,1.0288369267641428e-08,3.7038129008237775e-08
1907,2.005708904517789e-08,2.982849228727602e-08
1908,1.1787333775714615e-08,4.1746807122322593e-08
1909,7.151278680339601e-09,2.9705311987981986e-08
1910,1.6566866989364826e-08,4.756294114116599e-08
1911,1.755723388896513e-08,3.0858168353908866e-08
1912,1.8232974852150363e-08,2.4484279492753558e-08
1913,1.96210621083992e-08,2.0681659052002033e-08
1914,1.4732836284281348e-08,2.8126322881849575e-08
1915,1.0602685396321476e-08,3.887651356393462e-08
1916,1.648119329900055e-08,2.5271162940043723e-08
1917,6.57985488317081e-09,3.618920063619413e-08
1918,3.44591288836682e-09,2.756730310693456e-08
1919,7.366278698128781e-09,3.130668413398041e-08
1920,1.4387239843927091e-08,2.1959472018551196e-08
1921,1.2116395498029675e-08,2.5747341259041434e-08
1922,1.696925089333945e-08,3.39385017866789e-08
1923,1.9108707505210987e-08,1.9108707505210987e-08
1924,5.156649773851996e-09,2.7072411645789884e-08
1925,1.4297631523163545e-08,2.3096174528447477e-08
1926,7.802296586589819e-09,2.3406890647947876e-08
1927,1.6723836981924478e-08,1.3379069518926201e-08
1928,7.998228745975666e-09,2.2852082892654835e-08
1929,2.3394852943781075e-08,1.7824650200282122e-08
1930,1.2604324695075775e-08,1.7856126022230967e-08
1931,3.4216069977333063e-09,2.2810713318222042e-08
1932,6.575721966939341e-09,2.520693342944469e-08
1933,1.9500125070237573e-08,3.211785326584504e-08
1934,5.990790086229936e-09,3.1152110224752505e-08
1935,1.3165112555668657e-08,3.111753699158726e-08
1936,1.8187071404440758e-08,2.182448621823596e-08
1937,6.295559185076627e-09,3.5255132035949543e-08
1938,1.2965214679638848e-08,3.759912203804561e-08
1939,7.647025235257843e-09,2.141167065872196e-08
1940,5.0715658339584024e-09,1.7750480196809804e-08
1941,1.7709016475464523e-08,1.4757513433494296e-08
1942,9.102635090130207e-09,4.5513175450651033e-08
1943,3.483882360377777e-08,4.064529335323641e-08
1944,1.927911696952833e-08,3.2131861615880553e-09
1945,8.714016175304096e-09,3.0499055725385915e-08
1946,5.568441707737293e-09,1.5313215584455975e-08
1947,3.5762612871081956e-09,2.7418003867296648e-08
1948,6.523132700664291e-09,2.391815279167986e-08
1949,1.9634016634739737e-09,4.319483615233821e-08
1950,6.381216888229346e-09,2.020718614659245e-08
1951,1.1727541604500402e-08,1.812438221726609e-08
1952,7.381362521208246e-09,3.690681271706353e-08
1953,6.464296653518886e-09,2.154765532669245e-08
1954,7.818028890937967e-09,3.127211467557345e-08
1955,3.754243138587299e-09,1.8771215692936494e-08
1956,7.849027205963921e-09,2.7035539362785244e-08
1957,3.534015080575159e-09,3.0039127851821945e-08
1958,1.4890038535497752e-08,1.9026160036350603e-08
1959,6.200598257066758e-09,3.720358954240055e-08
1960,1.1765416696452036e-08,4.0832916214927906e-08
1961,8.33779090214648e-09,4.7942297909386866e-08
1962,5.07356523460345e-09,6.024858834052793e-08
1963,5.819447812527301e-09,2.5864213881732212e-08
1964,6.083968440151466e-09,3.407022375334634e-08
1965,1.4227312661319047e-08,2.6265808472647478e-08
1966,7.200797291773142e-09,2.880318838993645e-08
1967,1.0846737952263652e-08,3.7470550218188237e-08
1968,9.431973424511852e-09,4.2668448774207945e-08
1969,8.629339909305145e-09,4.7688457627259595e-08
1970,7.3579600190498695e-09,3.678980187160619e-08
1971,1.0790634608071059e-08,5.446701401012888e-08
1972,1.1799337507056862e-08,4.1041174236866595e-08
1973,6.615844760915479e-09,4.7964873628458804e-08
1974,1.3501372464475025e-08,4.7817360293578304e-08
1975,1.6563292959403952e-08,3.655347313724633e-08
1976,1.4855169538918744e-08,4.113739371369718e-08
1977,8.815172591880582e-09,4.0549794633193414e-08
1978,1.128712323605896e-08,3.6237608913580743e-08
1979,5.851973128301324e-09,3.686743144104554e-08
1980,8.527726080842513e-09,4.434417677501301e-08
1981,5.692994575756671e-09,4.7441622186283894e-08
1982,1.0552754226011984e-08,6.083352122043806e-08
1983,9.472973849788957e-09,5.683784376486756e-08
1984,4.639206907519622e-09,4.4072465898992164e-08
1985,1.503889479614884e-08,3.669490489244254e-08
1986,1.079007377891017e-08,4.1961398355994106e-08
1987,6.721898593298192e-09,2.5665430669619127e-08
1988,6.596209356501959e-09,3.4780011537449695e-08
1989,8.232183157375061e-09,3.951447813399511e-08
1990,7.628111475810329e-09,4.958272259436569e-08
1991,1.1722930182145319e-08,4.220254901099452e-08
1992,6.060938417817852e-09,4.407955445095979e-08
1993,5.539207592608619e-09,4.043621371074835e-08
1994,3.6924485691258724e-09,5.274926762055543e-08
1995,9.218166396873784e-09,4.554858712424448e-08
1996,6.939520069693117e-09,4.270473841216926e-08
