year,ses_DET auteurs_NOUN,ses_DET moteurs_NOUN
1907,1.995937608967324e-06,5.708556116701402e-08
1908,1.8137760164904648e-06,8.054678346525179e-08
1909,1.7504129559142712e-06,1.0176819653651137e-07
1910,1.9153435530938623e-06,6.252655948557617e-08
1911,1.8972453972310177e-06,9.044636373189974e-08
1912,1.7889152950090192e-06,1.0002088524085906e-07
1913,1.6608963662179121e-06,1.0075680695331712e-07
1914,1.62998740194098e-06,1.0714789877575015e-07
1915,1.4725952013350252e-06,1.4843760709482012e-07
1916,1.6711929617940768e-06,9.778840937002542e-08
1917,1.6285140276295351e-06,1.0198774735847849e-07
1918,1.7941719860914418e-06,9.763419939190499e-08
1919,1.863668479984426e-06,1.896816779756172e-07
1920,1.6106136726534714e-06,1.446296309381978e-07
1921,1.8530512946313138e-06,1.5751314808021277e-07
1922,1.6984007373821441e-06,1.696925187033571e-07
1923,1.890700360718256e-06,1.1677542754995329e-07
1924,1.6372363589312044e-06,2.152901319441014e-07
1925,1.728913552767608e-06,9.348451457391604e-08
1926,1.4779780102003315e-06,1.337536574830267e-07
1927,1.526328865963933e-06,1.3044593272226734e-07
1928,1.4876705591859718e-06,1.6910541500436693e-07
1929,1.6187009990176193e-06,1.5707973233247685e-07
1930,1.6091520365080214e-06,1.2814396477267564e-07
1931,1.6001714939761769e-06,1.5397231933889088e-07
1932,1.4806334149852773e-06,1.205549056138011e-07
1933,1.6311282138303795e-06,8.144169938439916e-08
1934,1.5156699504359494e-06,1.0903237956938483e-07
1935,1.4960355230186906e-06,1.2925747228109685e-07
1936,1.616224473366401e-06,1.2852198061352738e-07
1937,1.465606167982969e-06,1.0450628185054711e-07
1938,1.5389709844271238e-06,1.2187301479116286e-07
1939,1.4192879262964198e-06,9.941132805835196e-08
1940,1.4783614190605476e-06,1.1918179665393325e-07
1941,1.2514370730798419e-06,1.0035108788386538e-07
1942,1.3593269088119087e-06,1.4260794989340297e-07
1943,1.2454878728362928e-06,6.387117701400769e-08
1944,1.32383264173086e-06,9.63955866239985e-08
1945,1.8038013251953089e-06,1.4378126422798232e-07
1946,1.5229688514750706e-06,1.1832938362488221e-07
1947,1.659385290508908e-06,1.335137520541707e-07
1948,1.6992760478728997e-06,1.435089149737223e-07
1949,1.551087336792989e-06,1.2663940962553966e-07
1950,1.6229561978775564e-06,9.890885910301961e-08
1951,1.6375913318711355e-06,1.4179664420410631e-07
1952,1.5659034318105114e-06,1.4235485412683602e-07
1953,1.6613241484719765e-06,1.4867881592550702e-07
1954,1.6134456899408178e-06,1.1727043069953424e-07
1955,1.461339188324473e-06,1.3327563053167069e-07
1956,1.4442209987919341e-06,9.680467027983752e-08
1957,1.4436452175914383e-06,8.393286154984025e-08
1958,1.4319253907046914e-06,1.5551818188797029e-07
1959,1.5501495411740507e-06,9.843449477742183e-08
1960,1.5537270954268934e-06,8.443416477099674e-08
1961,1.5807062467843025e-06,1.0144312323490112e-07
1962,1.4529421790143715e-06,1.0147130513615821e-07
1963,1.447749319538616e-06,8.987813959748792e-08
1964,1.5003065811924898e-06,9.30847130486967e-08
1965,1.6137056348952683e-06,9.138312595524667e-08
1966,1.482810311870253e-06,9.250255061932222e-08
1967,1.4090898545759956e-06,1.0748131362703361e-07
1968,1.5625635967353446e-06,7.63540717318989e-08
1969,1.5369308385970726e-06,1.2444416075396703e-07
1970,1.5221780174101696e-06,1.0209169198915902e-07
1971,1.4320713219717618e-06,1.2332154319949495e-07
1972,1.5703380071840911e-06,1.4415712978887996e-07
1973,1.5045532748558799e-06,9.372446729827288e-08
1974,1.6291655668965177e-06,9.057170169413098e-08
1975,1.4335815095023463e-06,9.36682740260153e-08
1976,1.4546638880119644e-06,7.141908553442988e-08
1977,1.5132713215848526e-06,7.639816179683123e-08
1978,1.5362369225613293e-06,9.386134491862208e-08
1979,1.603440701103409e-06,8.777959692451986e-08
1980,1.5082705075997183e-06,7.561250403576025e-08
1981,1.4782809714120049e-06,1.0437156650056068e-07
1982,1.4680742381756318e-06,1.1794254450858688e-07
1983,1.6040902437453042e-06,1.2251712799837833e-07
1984,1.4439531668131167e-06,1.1192086146749602e-07
1985,1.5249439400122355e-06,1.3895938932861895e-07
1986,1.4452704490963697e-06,1.1689246681712007e-07
1987,1.4323755053169407e-06,8.92179287115269e-08
1988,1.6742378221579202e-06,8.155313180324697e-08
1989,1.5904578560821392e-06,1.0262788219250751e-07
1990,1.4553347043033682e-06,9.644112552997797e-08
1991,1.5280839846809613e-06,7.326831463760897e-08
1992,1.5532532486872697e-06,6.777231420507235e-08
1993,1.5603947502995652e-06,7.477930008548128e-08
1994,1.5249813003492818e-06,7.173900185009074e-08
1995,1.4738221096877169e-06,7.916777988725698e-08
1996,1.448224445255164e-06,8.594328360089776e-08
1997,1.612043547538633e-06,7.623881970175717e-08
1998,1.6397596596107178e-06,9.107126741625393e-08
1999,1.6407022087605583e-06,8.134958329186759e-08
2000,1.6262773812059095e-06,6.980489697383518e-08
2001,1.673184762296387e-06,7.448059746728575e-08
2002,1.5921358524906282e-06,9.375814236101121e-08
2003,1.5246770885823935e-06,8.042161586674368e-08
2004,1.5496055283392707e-06,1.035125962722816e-07
2005,1.700615868571731e-06,6.935774266025874e-08
2006,1.540914425390838e-06,7.947527813634281e-08
2007,1.4691695682245154e-06,7.988958972138249e-08
2008,1.3253410031666135e-06,7.407944835335911e-08
2009,1.2239949995773713e-06,9.965522473898147e-08
2010,1.1450474843854863e-06,1.1006437894423016e-07
2011,9.29990001452552e-07,1.3192703951503404e-07
2012,8.279142420519747e-07,1.4944668969008035e-07
2013,9.123228252860827e-07,1.338780020176955e-07
2014,1.0277202484587633e-06,1.699874507821164e-07
2015,9.690867344147591e-07,1.58041824072086e-07
2016,9.134609548766548e-07,1.683999428792049e-07
2017,8.296486377901147e-07,1.6955220605296972e-07
2018,8.283926717922441e-07,1.605672323989893e-07
2019,9.163148000368437e-07,1.4132471815031522e-07
