year,grands_ADJ archers_NOUN,grands_ADJ marchés_NOUN
1800,6.288328968651058e-09,1.2262241000371432e-07
1801,7.143547975374531e-09,5.476719877606229e-08
1802,0.0,8.503792514602537e-08
1803,0.0,1.0531832117521844e-07
1804,0.0,9.88740396223875e-08
1805,0.0,1.0802935435094696e-07
1806,0.0,3.458002950651462e-08
1807,0.0,1.224190668835945e-07
1808,0.0,7.024829073998262e-08
1809,0.0,4.969867006821005e-08
1810,0.0,9.360506680877734e-08
1811,0.0,5.515568801683912e-08
1812,0.0,5.067695596494559e-08
1813,0.0,1.7542024011163448e-07
1814,0.0,2.8949429520253034e-07
1815,0.0,7.012781111370714e-08
1816,4.6352077731626196e-09,6.721051448721482e-08
1817,1.2454987263765815e-08,8.407116069975018e-08
1818,2.384235475716423e-09,6.675859509641668e-08
1819,0.0,1.3042323132594902e-07
1820,0.0,7.238553223487543e-08
1821,0.0,6.804427243878308e-08
1822,0.0,5.9151133768864383e-08
1823,0.0,1.7986489808663464e-07
1824,0.0,1.1452713266635328e-07
1825,0.0,1.0654586191094495e-07
1826,0.0,1.9817964869162097e-07
1827,0.0,1.308852830561591e-07
1828,0.0,1.5776357997765444e-07
1829,6.858540846366168e-09,1.8089401976340014e-07
1830,1.0436835395921662e-08,2.0978039572128182e-07
1831,0.0,8.107426907599802e-08
1832,0.0,1.5153565868786245e-07
1833,0.0,2.5020636940098484e-07
1834,9.334530925997342e-10,1.9135788420499011e-07
1835,0.0,1.973965879642492e-07
1836,1.3441500135158435e-09,9.073012563476368e-08
1837,1.0436836284100082e-08,1.7185990941470664e-07
1838,5.049729523420865e-09,1.5086067151059979e-07
1839,4.194885327990505e-09,1.7199029400671861e-07
1840,0.0,1.6242705669355928e-07
1841,0.0,1.4061001252230199e-07
1842,0.0,1.8581894778435526e-07
1843,0.0,1.6362143639980786e-07
1844,9.330554107123135e-09,2.1021189411385421e-07
1845,0.0,2.237671452576251e-07
1846,0.0,1.7973319188513415e-07
1847,5.393223645455691e-10,2.41616419316415e-07
1848,8.045221711050488e-10,3.04109391890961e-07
1849,0.0,1.3909829021940823e-07
1850,0.0,1.8126618783753656e-07
1851,7.094382858952031e-09,2.818404709614697e-07
1852,0.0,1.562530940191209e-07
1853,1.1943863675867306e-09,2.1976708808324474e-07
1854,0.0,1.8548522007222346e-07
1855,1.5920811335945473e-08,1.6239226852121647e-07
1856,3.675804194358534e-08,1.8948512092720193e-07
1857,9.763018171682347e-10,2.0209446915941953e-07
1858,2.4468380654951716e-09,2.1042806963578187e-07
1859,2.2405561850291633e-08,2.301662362924617e-07
1860,7.323494255473406e-09,1.8629138764936215e-07
1861,8.488735048217677e-09,3.301174729131162e-07
1862,2.2589932147099034e-09,2.548144379943551e-07
1863,1.2986014041871385e-08,2.3724449249584723e-07
1864,0.0,2.661074063325941e-07
1865,9.413688495385486e-09,4.2267461708433984e-07
1866,4.865612912574591e-10,2.4765969897089235e-07
1867,0.0,2.557431741934124e-07
1868,9.87974813071446e-10,2.4254782715615875e-07
1869,1.4650557433881772e-09,1.4015699889569078e-07
1870,9.17447806614291e-09,1.9495766423460736e-07
1871,0.0,2.2198260296590888e-07
1872,0.0,2.95714897902144e-07
1873,5.9860045809045914e-09,2.675743928648444e-07
1874,2.8678122987457755e-08,2.1090370694309968e-07
1875,1.1443054281912168e-09,2.1341296019272704e-07
1876,1.813804439976252e-09,2.720706788750249e-07
1877,6.184815992682502e-10,2.9068635853946034e-07
1878,0.0,2.9048015903754276e-07
1879,2.443730107160036e-09,2.3459809028736345e-07
1880,6.417846254436199e-10,2.8366881110741815e-07
1881,8.367009307619355e-09,2.740195554906677e-07
1882,1.0648616211028639e-08,2.788606252579484e-07
1883,6.319338829996468e-09,2.7109965117233514e-07
1884,1.3203393933736152e-09,2.4690345412636816e-07
1885,0.0,2.977883752919297e-07
1886,2.5813855497602844e-09,3.3558012546563987e-07
1887,4.570247291724172e-09,2.8661978035415814e-07
1888,1.268122939990235e-09,2.7454862561171467e-07
1889,5.6386229019267375e-09,3.959566470257414e-07
1890,6.554386478008212e-10,3.5524774943951343e-07
1891,6.374220040683554e-10,3.932893832825357e-07
1892,1.8805537127519756e-09,3.2533580451854505e-07
1893,3.079208221734575e-09,3.461030075868621e-07
1894,0.0,3.48475111877633e-07
1895,0.0,3.797745762312843e-07
1896,0.0,3.567702435702813e-07
1897,6.409385022720926e-09,4.276807885617018e-07
1898,1.3580051749784161e-08,3.117753522019484e-07
1899,2.984892333302014e-08,3.3276020872108347e-07
1900,1.038210628578895e-09,3.991919754753326e-07
1901,1.676621730339889e-09,4.845436478717602e-07
1902,1.4730852093691738e-09,3.5943278930972156e-07
1903,1.0800440541913758e-09,4.6549899934689165e-07
1904,5.374625189347171e-10,3.6332465924715507e-07
1905,0.0,4.484699616114085e-07
1906,4.115347618238729e-09,4.933273203278077e-07
1907,1.5428529565042481e-09,3.975417826040939e-07
1908,1.4734167219643268e-09,4.970326017428306e-07
1909,2.2003934230241384e-09,4.31827203328794e-07
1910,0.0,4.018801291749696e-07
1911,1.0640748282497725e-09,4.410590292991401e-07
1912,0.0,5.652221943819313e-07
1913,2.121195885607108e-09,4.1151199070554867e-07
1914,0.0,4.4198509385751095e-07
1915,1.1780761921542648e-09,4.68874333137137e-07
1916,0.0,4.647696414394886e-07
1917,0.0,4.5072005150359473e-07
1918,0.0,3.721585812854755e-07
1919,0.0,3.333241238578921e-07
1920,3.028892692213958e-09,4.6342057657966507e-07
1921,0.0,4.14986573105125e-07
1922,4.426761179843197e-09,6.817212465648481e-07
1923,0.0,4.341922874573356e-07
1924,1.289162443462999e-09,3.85459571816682e-07
1925,1.0998177923937646e-09,3.090488007728709e-07
1926,2.229227691330493e-09,3.265818691033928e-07
1927,0.0,3.378215183147404e-07
1928,0.0,3.47351658547268e-07
1929,2.2280812750352652e-09,4.244494959948497e-07
1930,2.100720708497761e-09,5.903025339648593e-07
1931,1.1405356659111021e-09,5.303490979713388e-07
1932,0.0,5.457849283629912e-07
1933,0.0,4.817678131985303e-07
1934,0.0,4.6129082420520717e-07
1935,0.0,4.679599214796326e-07
1936,0.0,4.1224029700970277e-07
1937,0.0,5.200132022764592e-07
1938,1.2965214457594243e-09,4.926781684844173e-07
1939,0.0,4.7564498117935727e-07
1940,0.0,3.6008117376695736e-07
1941,2.9515025978810172e-09,3.925498504031566e-07
1942,6.068423541449874e-09,2.9431853931782825e-07
1943,0.0,3.6871085740131093e-07
1944,0.0,4.884042823505297e-07
1945,0.0,4.139157567806251e-07
1946,1.3921104269343232e-09,3.438512692355289e-07
1947,0.0,3.8385203993129835e-07
1948,0.0,4.000854687546962e-07
1949,0.0,4.2703985059233673e-07
1950,0.0,3.8393653767343494e-07
1951,0.0,3.507601320507092e-07
1952,0.0,4.77679634514061e-07
1953,0.0,4.934412913826236e-07
1954,1.9545072227344917e-09,4.387868841604359e-07
1955,0.0,3.913798423127446e-07
1956,0.0,3.479735539713147e-07
1957,3.534015080575159e-09,5.751609819526493e-07
1958,0.0,4.3015666051360313e-07
1959,0.0,4.63494728819569e-07
1960,2.076250060767393e-09,4.6923250351937895e-07
1961,0.0,4.4259775222599274e-07
1962,6.341956404476434e-10,5.25748191648745e-07
1963,0.0,5.011191319681529e-07
1964,0.0,4.137098414958018e-07
1965,0.0,4.2900819607893936e-07
1966,0.0,3.550546807673527e-07
1967,9.860671168482327e-10,4.1957156327043776e-07
1968,8.982831700699023e-10,4.033291531868599e-07
1969,3.1792304344691047e-09,4.0739567452874326e-07
1970,4.5987250119061684e-10,4.1204575040865166e-07
1971,1.0276794970565106e-09,3.262882444232673e-07
1972,5.130146862875051e-10,3.544931530541362e-07
1973,0.0,3.1425261681761185e-07
1974,0.0,3.31908722728258e-07
1975,5.711480177694739e-10,3.209851797691954e-07
1976,2.285410749536254e-09,3.05673694356301e-07
1977,1.1753563677885381e-09,3.978581446517637e-07
1978,1.7821774056514528e-09,3.3861371662169404e-07
1979,5.851973350345929e-10,2.949394684037543e-07
1980,0.0,3.331498419356649e-07
1981,6.325549528618524e-10,3.75737641888918e-07
1982,1.8622506869903077e-09,2.973393691263482e-07
1983,0.0,3.7449822798407695e-07
1984,0.0,4.094100063412043e-07
1985,6.015557829641693e-09,3.849957010970684e-07
1986,1.7983456945813714e-09,3.650641531294241e-07
1987,6.110816852533674e-10,4.063693097577925e-07
1988,1.1993107618124554e-09,4.3594945964287035e-07
1989,5.488122178931576e-10,4.6374631779144693e-07
1990,2.179460389939436e-09,4.1791153648773616e-07
1991,2.9307325455363298e-09,4.941215365761309e-07
1992,5.509944167592096e-10,3.9781795635462913e-07
1993,0.0,4.4313659941508377e-07
1994,5.274926606624319e-10,3.7610226399920066e-07
1995,3.253470381991974e-09,4.2186667315036175e-07
1996,1.6014276571496566e-09,4.1583737697692413e-07
1997,2.3974471297094624e-09,4.1140194184663414e-07
1998,4.291316191284977e-09,3.943242745663156e-07
1999,4.570201161957499e-10,3.5419060395724955e-07
2000,1.7672125984802278e-09,3.3709579838614445e-07
2001,4.3812117822561447e-10,3.929947069991613e-07
2002,1.5334276071143904e-08,3.548789493379445e-07
2003,4.583615265119079e-09,3.1251920518116094e-07
2004,6.166707589017051e-09,3.3564509749339777e-07
2005,0.0,3.5579623158810136e-07
2006,3.294311934354255e-09,3.4590274822221545e-07
2007,2.3966877371606188e-09,3.37932959837417e-07
2008,1.2772318758180745e-09,3.746546894944913e-07
2009,1.430457752249481e-09,3.2709800734664896e-07
2010,1.8895172093635892e-09,3.127150876025553e-07
2011,1.1471915639660324e-09,2.986522247283574e-07
2012,1.7021263287730903e-09,2.5191471308971813e-07
2013,1.1156500168141292e-09,2.3679672267462593e-07
2014,6.496335691608124e-10,2.0225257912898087e-07
2015,4.43315073539452e-09,1.8996051664998959e-07
2016,1.2842308549920745e-08,1.7523537110264442e-07
2017,1.509366853724714e-09,1.6854595230597624e-07
2018,5.162933414126769e-10,1.5462985913927696e-07
2019,2.04079020349468e-09,1.533143603182907e-07
