year,ces_DET âges_NOUN,ces_DET ages_NOUN,ces_DET mages_NOUN
1832,2.963063165939417e-07,2.705993873419743e-09,7.712082350508354e-08
1833,2.467312907317165e-07,2.3167257001688313e-09,1.2741991128883967e-08
1834,2.8283629482928063e-07,8.401077833397608e-09,4.200538916698804e-08
1835,2.0722860938349186e-07,4.5378527602224494e-09,6.050470346963266e-08
1836,2.28505502519738e-07,1.3441500135158435e-09,5.107770117973587e-08
1837,3.1310508497028877e-07,3.478945576063097e-09,5.0096812698186e-08
1838,2.1776958192276652e-07,1.2624323808552163e-09,4.4185133551977174e-08
1839,2.013544850854032e-07,6.9914751765765e-10,2.726675363273756e-08
1840,2.3567847851069246e-07,5.732719854378843e-09,3.121147473805763e-08
1841,2.619583892027322e-07,2.5682194149112547e-09,3.659712710657459e-08
1842,2.5424325444944884e-07,5.366612043644636e-09,3.354132527277898e-08
1843,3.2133596494787753e-07,4.725528968130277e-09,3.544146565115369e-08
1844,1.93197352338359e-07,1.6465684371524958e-09,4.116421031818973e-08
1845,3.024483472557904e-07,8.37034175305007e-09,4.073566339801715e-08
1846,3.0853222998672436e-07,3.5127007969038004e-09,2.7516155798323894e-08
1847,3.0040256326913095e-07,4.314578916364553e-09,5.177494788455306e-08
1848,2.4135665288582686e-07,5.631655086713039e-09,4.3444196906605725e-08
1849,2.2959596424065865e-07,3.3517659758786067e-09,1.1731181137619728e-08
1850,2.864956236692251e-07,4.752297222410107e-09,4.412847509627227e-08
1851,3.708427320781027e-07,3.2247193804124663e-09,2.2573035662887264e-08
1852,3.5677788634558283e-07,1.1718981784980542e-08,2.799534515318669e-08
1853,2.484323697871105e-07,5.3747386541402875e-09,4.240071493910591e-08
1854,2.3484403888218708e-07,1.143046168827766e-08,4.0006616575105625e-08
1855,3.269073260980804e-07,2.1227748447927297e-09,4.192480318465641e-08
1856,2.5989489271793786e-07,1.0354378243704332e-08,5.1254171573589247e-08
1857,3.3975302082822623e-07,3.905207379695241e-09,3.270611070860241e-08
1858,2.8481194291885004e-07,2.4468380654951716e-09,3.8170674176996044e-08
1859,2.2456483961263984e-07,2.036869339860914e-09,2.2405562738470053e-08
1860,2.9522835820472437e-07,3.204028764525191e-09,4.16523724400264e-08
1861,2.8767377990845944e-07,3.301174722469824e-09,4.2443675241088386e-08
1862,2.7830795268357633e-07,4.969785083464018e-09,2.3945328109231667e-08
1863,2.9618101571315947e-07,3.496234635136375e-09,3.646073143404038e-08
1864,3.52891981414416e-07,5.7536736486341056e-09,3.6919405976831854e-08
1865,2.847640931946671e-07,6.118897666329559e-09,2.8241065930245668e-08
1866,3.0896643288258474e-07,4.865612968085742e-09,2.238181950886542e-08
1867,3.741517797806182e-07,4.85281148598915e-09,3.299911810472622e-08
1868,4.021057513625692e-07,3.951899252285784e-09,6.66882995492557e-08
1869,4.2730792237932747e-07,5.371871170112286e-09,4.395167207960071e-08
1870,4.117047027740739e-07,7.454263428741115e-09,5.504686795276825e-08
1871,2.729642671894794e-07,1.0621177271019633e-09,3.080141430800154e-08
1872,3.9005337448827504e-07,2.4189357183956872e-09,2.4794091668667306e-08
1873,4.0824549341067495e-07,3.5916026819293734e-09,1.9753814750611554e-08
1874,4.050785111786581e-07,8.364452686038248e-09,3.28603502186553e-08
1875,2.8149914577113577e-07,5.1493745933939294e-09,2.9179788141320273e-08
1876,3.4220444256050087e-07,1.209202959984168e-09,5.98555458530825e-08
1877,3.383094333564429e-07,3.710889595609501e-09,6.555905063265755e-08
1878,3.1524042753972026e-07,3.6234532041490297e-09,2.3552445549412937e-08
1879,2.9324760930649063e-07,4.276527687530063e-09,4.948553478101303e-08
1880,3.3693691925407165e-07,1.9253538763308597e-09,1.9895324276930637e-08
1881,3.249188660348068e-07,2.7890030285249168e-09,1.743126931685879e-08
1882,2.5756339816496165e-07,6.655385131892899e-10,1.8635078591344723e-08
1883,2.1928106086477328e-07,6.951272724098345e-09,7.583206784733676e-09
1884,2.9179500060649843e-07,4.621187876807653e-09,1.386356363042296e-08
1885,2.739395252859822e-07,5.1565086089944145e-09,1.3535834952893566e-08
1886,1.7424353160322426e-07,4.517424767591649e-09,2.452316305578961e-08
1887,2.0174376391679516e-07,4.570247291724172e-09,1.240495672849562e-08
1888,2.10508408038379e-07,3.804368819970705e-09,1.3315290869897467e-08
1889,2.744129936615991e-07,2.506054641582267e-09,1.3783300889524952e-08
1890,2.4972213630292117e-07,3.932631886804927e-09,1.900772056417921e-08
1891,2.4349520533206714e-07,3.1871099093194744e-09,2.103492668936724e-08
1892,2.0560719926621118e-07,3.1342561879199593e-09,3.447681784507495e-08
1893,1.7120397943770627e-07,4.310891532632866e-09,1.4780199730779486e-08
1894,2.4323942460213743e-07,5.671385361338821e-09,9.452309157609307e-09
1895,1.8838262771936343e-07,4.213030146971164e-09,1.0231644642644255e-08
1896,1.7867998147735875e-07,4.127920338881097e-09,2.8305739530054552e-08
1897,1.4217181543152435e-07,4.661370844871726e-09,2.21415115131407e-08
1898,2.1218831403047034e-07,2.26334195829736e-09,7.355861253444118e-09
1899,2.1833934837900415e-07,6.080336234504102e-09,2.7637891975018647e-08
1900,1.8480149055477568e-07,4.1528424032932776e-09,1.816868588910836e-08
1901,1.6877992004005193e-07,2.794369458047896e-09,2.3472703780669235e-08
1902,1.4681748350398038e-07,2.455141923096704e-09,2.0623192265034618e-08
1903,1.6740683417282298e-07,4.860198243861191e-09,2.2680925360063497e-08
1904,2.0154844637687575e-07,3.2247751136083025e-09,1.289910045443321e-08
1905,2.2294478885243052e-07,5.160759153355343e-09,1.80626569257214e-08
1906,2.201711006843965e-07,7.201858442940079e-09,2.3148830408104004e-08
1907,1.6097100075107562e-07,3.5999904168804164e-09,9.771402131875107e-09
1908,1.9645556825764743e-07,7.367083387777029e-09,1.5716444812241548e-08
1909,1.7548137432044086e-07,1.6502950672681038e-09,2.0903737130151256e-08
1910,1.9185500654828047e-07,5.878565745298658e-09,1.3894791539570406e-08
1911,1.6546363301728206e-07,5.3203741412488625e-09,3.51144696653094e-08
1912,2.2869359872501605e-07,6.251305251225858e-09,1.8753916586344843e-08
1913,1.7128657470166786e-07,4.772690798127144e-09,1.5378669893095775e-08
1914,1.6139152236860355e-07,2.0090231700464756e-09,1.942055638526341e-08
1915,1.9202642276283655e-07,0.0,2.0027294933555595e-08
1916,1.3514578811602007e-07,6.592477230782379e-09,3.2962386153911893e-09
1917,1.5572322809020989e-07,4.3865698851064394e-09,1.8642921539857582e-08
1918,1.2979605212848355e-07,2.2972752589112133e-09,1.4932289182922887e-08
1919,1.3995928999088747e-07,4.603924352863942e-09,1.3811772725524918e-08
1920,1.2721349218480782e-07,1.514446346106979e-09,1.3630017114962811e-08
1921,1.893186833967775e-07,3.786373770076068e-09,1.0601846622826372e-08
1922,1.4165636075258448e-07,3.6889677978990676e-09,2.6560568633371417e-08
1923,1.380073242351898e-07,8.492758496458919e-09,1.1677542932631013e-08
1924,1.534103367673012e-07,3.867487219366694e-09,1.4180787100137593e-08
1925,1.6607248753963688e-07,5.499088961968823e-09,1.9796720263087764e-08
1926,2.441004323117113e-07,2.229227691330493e-09,8.916910987366578e-09
1927,1.9065174816645936e-07,3.344767462998277e-09,2.006860555514578e-08
1928,1.73675829273634e-07,1.1426041224282812e-09,2.5137290471377582e-08
1929,1.7156225795567082e-07,2.2280812750352652e-09,1.7824649756192912e-08
1930,1.7015838249534454e-07,1.0503603542488804e-09,2.520864805788392e-08
1931,1.562533826771073e-07,4.5621426636444085e-09,1.4826963656844327e-08
1932,1.6110518430423326e-07,0.0,2.4110980767488854e-08
1933,1.1585368664412954e-07,2.2941324395731044e-09,2.064719195615794e-08
1934,1.6294948679274057e-07,7.188948103475923e-09,1.9170528275935794e-08
1935,1.4840673046023767e-07,0.0,2.8723881939640705e-08
1936,1.612587050559e-07,3.6374143697059935e-09,1.6974600391961303e-08
1937,1.0324717214515999e-07,3.777335444432595e-09,1.0072894296442314e-08
1938,1.4909996326473163e-07,2.5930428915188486e-09,4.4081729155820426e-08
1939,1.605875254995226e-07,1.5294050470515685e-09,1.988226561167039e-08
1940,1.293249303202515e-07,2.5357829169792012e-09,7.607348528892999e-09
1941,3.0990776522799024e-07,1.1806010835613279e-08,3.8369533328364014e-08
1942,1.6688165294098667e-07,3.034211770724937e-09,3.337632992206352e-08
1943,2.5838794304178236e-07,5.806470415592457e-09,1.1612940831184915e-08
1944,2.3134940363433998e-07,3.2131861615880553e-09,3.534504777746861e-08
1945,1.3506725338174874e-07,0.0,3.0499057501742755e-08
1946,2.0603234407445825e-07,2.7842208538686464e-09,1.6705325123211878e-08
1947,1.7881306302314215e-07,1.1920870957027319e-09,2.2649654374262695e-08
1948,2.076530543071442e-07,5.435944139264848e-09,1.9569398101992874e-08
1949,1.4921852553584358e-07,1.9634016634739737e-09,3.141442561638286e-08
1950,1.893094410121421e-07,2.1270722960764488e-09,2.4461331626923766e-08
1951,1.7484699288417005e-07,3.198420528427448e-09,1.9190523059542386e-08
1952,1.5922654372779732e-07,4.2179215675730575e-09,2.2144088229758552e-08
1953,1.4221451571927446e-07,3.2321482157371406e-09,1.185121034641412e-08
1954,2.04246004997799e-07,8.795282502305213e-09,1.856781861597767e-08
1955,1.670638241080269e-07,9.385607846468247e-09,2.5341141629553476e-08
1956,1.4564306560771456e-07,5.232684952005684e-09,2.6163425426162235e-08
1957,2.1292440699482995e-07,8.835037701437898e-09,3.092263139992113e-08
1958,2.03497190653934e-07,2.481673033738474e-09,1.0753916312999934e-08
1959,1.7516690142826974e-07,3.8753737996444215e-09,9.300897163555533e-09
1960,1.6540791136776534e-07,2.0762500052562416e-09,1.6610000264094538e-08
1961,2.2650999831341778e-07,6.948159270159238e-10,2.570818885549997e-08
1962,2.4797050102165485e-07,4.4393695941558065e-09,2.283104383327128e-08
1963,2.153195772791605e-07,4.526237051827309e-09,1.7458343437581902e-08
1964,1.6183356343901778e-07,5.4755713296827935e-09,2.0685492652106063e-08
1965,2.1395689309144927e-07,3.2832260243864653e-09,2.7907420652173442e-08
1966,1.8555900282990478e-07,4.431259803538978e-09,1.8832853942996053e-08
1967,1.538264706724135e-07,1.9721342336964653e-09,1.52840399780807e-08
1968,2.2142680222714262e-07,4.9405573798733116e-09,2.82959199959798e-08
1969,2.0165405345551335e-07,3.1792303789579535e-09,2.2254612819239128e-08
1970,1.991247877697333e-07,1.3796175035718505e-09,1.3336302201460981e-08
1971,2.3328324338933726e-07,5.6522372338108084e-09,2.363662821025514e-08
1972,2.6676764974808975e-07,6.15617617993891e-09,4.10411745699335e-08
1973,2.2824663759024588e-07,4.410563025913916e-09,2.15014951399084e-08
1974,2.509004985995489e-07,2.8127858930915295e-09,9.000914569234908e-09
1975,2.615857894738838e-07,8.567220266542108e-09,1.4849848017917111e-08
1976,2.1654267001736116e-07,1.0855700893763753e-08,2.1140049044632292e-08
1977,2.92076059338342e-07,5.876782005476144e-09,1.7042667499467257e-08
1978,2.2871276783575922e-07,1.1881182704343018e-09,1.900989232694883e-08
1979,2.4753847505110116e-07,1.7555920051037788e-09,7.02236779837051e-09
1980,2.8368901894282317e-07,1.1370301367108482e-09,9.664756273064512e-09
1981,2.5428709626851287e-07,6.325549528618524e-10,1.8344093521971416e-08
1982,2.53886838663675e-07,4.345251602977385e-09,1.241500480197999e-08
1983,2.589279581854953e-07,5.68378455412244e-09,9.472973849788957e-09
1984,2.1862261689875595e-07,8.118611782848006e-09,1.91367283131072e-08
1985,2.27388099460768e-07,1.8046674155058895e-09,1.2031115992350294e-08
1986,2.2479320804791314e-07,4.196139768986029e-09,1.558566220527524e-08
1987,2.322110361774321e-07,5.499735167280306e-09,1.3443796686996023e-08
1988,3.16618038453953e-07,5.396898372644898e-09,1.6790350276796318e-08
1989,1.7507109717485037e-07,5.4881220679092735e-09,1.3171493451480387e-08
1990,2.1849090714454178e-07,3.8140557934163155e-09,1.1987032033644596e-08
1991,2.1687420748150998e-07,2.344586136349136e-09,1.2895223222564312e-08
1992,2.573143866868577e-07,5.509944167592096e-10,1.2672871529950669e-08
1993,2.6366627281504407e-07,1.6617622278225497e-09,8.862731548653358e-09
1994,2.210194320895198e-07,0.0,1.0022360497075056e-08
1995,2.0930659871964963e-07,5.422450821690461e-10,1.5182862467266744e-08
1996,2.1512511771959453e-07,3.2028553142993132e-09,1.3345230254202534e-08
1997,1.9083679525522257e-07,1.917957792585412e-09,2.2536004617990102e-08
1998,2.1981076159249824e-07,2.3840646123929332e-09,1.7642078131707706e-08
1999,1.82351023170213e-07,2.7421206971744994e-09,1.9651864691105914e-08
2000,1.6346716869009015e-07,4.4180314962005696e-10,1.6346716313897502e-08
2001,2.234417948443479e-07,2.628727069353687e-09,1.8401089318942354e-08
2002,1.7481074365832683e-07,3.5049772528772394e-09,2.7601694707612978e-08
2003,1.9292853004060362e-07,2.5001538617175356e-09,1.6667691782323857e-08
2004,1.7707260546728776e-07,1.3214374039449694e-09,1.7178685723928666e-08
2005,2.3194309939356117e-07,0.0,1.3060873493841996e-08
2006,1.7336316293636855e-07,2.0589450144825605e-09,2.0177660431386357e-08
2007,1.3541285959206562e-07,7.988958938831558e-10,2.1969637137297937e-08
2008,1.468816628324987e-07,4.257439678578834e-10,2.0435709874311314e-08
2009,1.5925763108270985e-07,1.907277002999308e-09,2.717869818091856e-08
2010,1.388795185519598e-07,0.0,1.842279351293996e-08
2011,1.3077984428733203e-07,0.0,3.4033351192785943e-08
2012,1.262977757932049e-07,0.0,4.153188354338866e-08
2013,1.1602760352502628e-07,5.578250084070646e-10,2.7891251141998197e-08
2014,1.2039875141311995e-07,4.330890368553497e-10,5.21872300096593e-08
2015,1.440774077821061e-07,4.433150790905671e-10,3.435691793562956e-08
2016,1.2510894187300892e-07,2.0713400439298368e-10,4.6605152403955685e-08
2017,9.785728272149186e-08,2.515611330355938e-10,3.647636398484977e-08
2018,1.1022862711485004e-07,2.5814667070633845e-10,3.949644034051403e-08
2019,1.576510459955216e-07,5.1019755087367e-10,5.229525035232996e-08
