year,anciens_ADJ âges_NOUN,anciens_ADJ ages_NOUN,anciens_ADJ mages_NOUN
1836,8.199315004731034e-08,0.0,1.4113575530494415e-08
1837,1.0088941593267009e-07,0.0,2.7831564608504777e-08
1838,7.953323688525415e-08,6.312161904276081e-10,1.7674054220151447e-08
1839,9.22874718867206e-08,1.3982950353153e-09,2.7965900706306002e-08
1840,1.1529136401122742e-07,3.184844332704273e-09,8.280595320542261e-09
1841,1.2134836424593232e-07,1.2841097074556274e-09,2.0545754875200828e-08
1842,1.9722298816304829e-07,2.0124795163667386e-09,3.287049921141261e-08
1843,1.4294724337560183e-07,2.3627644285539873e-09,3.1306627956695365e-08
1844,1.350186096260586e-07,5.488561272137815e-10,1.920996528514962e-08
1845,1.0323421406610578e-07,5.580227946389016e-10,1.897277535078956e-08
1846,2.2715465775036137e-07,5.854501106128396e-09,4.2152407786488766e-08
1847,1.396844879764103e-07,1.6179670936367074e-09,1.1325769655456952e-08
1848,1.407913856610321e-07,3.218088684420195e-09,9.65426583121598e-09
1849,1.5753299464904558e-07,0.0,3.26797175986826e-08
1850,1.6633040900160267e-07,0.0,1.9009188889640427e-08
1851,2.2573036062567553e-07,0.0,2.644269869733762e-08
1852,2.3242647273491457e-07,1.9531636308300904e-09,8.463709288974997e-09
1853,1.8811584823197336e-07,3.5831591027601917e-09,2.26933418723263e-08
1854,1.402829354901769e-07,1.0391328908454511e-09,7.27393034694046e-09
1855,1.178140038859965e-07,1.5920811335945473e-09,2.865746040470185e-08
1856,1.418549828713367e-07,2.070875637638636e-09,9.318940286107136e-09
1857,2.1381009673859808e-07,1.4644527812635033e-09,1.318007414319311e-08
1858,1.517039578402546e-07,1.4681028059904122e-09,2.0553438506709654e-08
1859,2.3525841186256002e-07,2.036869339860914e-09,2.6479301196147276e-08
1860,2.3618268585323676e-07,0.0,3.158256856039543e-08
1861,2.485312791122851e-07,3.3011746669586728e-09,4.998921659948863e-08
1862,1.630993011758619e-07,1.8071945329101169e-09,1.1746764894127182e-08
1863,2.3175040553269355e-07,4.994620939058336e-09,1.9978483756233345e-08
1864,2.3302378338030394e-07,2.876836879828204e-09,1.4384183733007205e-08
1865,1.9862882538745907e-07,1.4120533631256649e-09,9.413688606407788e-09
1866,2.5057906327674573e-07,3.892490441081975e-09,2.0922136245715706e-08
1867,2.07700338705763e-07,4.367530337390235e-09,8.73506067478047e-09
1868,2.0994464478008013e-07,4.445886658821507e-09,2.173544566552721e-08
1869,3.3500941754027735e-07,3.9068152046795035e-09,2.24641887314192e-08
1870,1.9037041454339487e-07,1.1468097582678638e-09,1.490852685748223e-08
1871,1.625040084718421e-07,2.1242354542039266e-09,4.248470908407853e-09
1872,2.068190099180356e-07,1.2094678591978436e-09,1.0280476581137066e-08
1873,2.1370036051848729e-07,5.986004469882289e-10,8.97900703789034e-09
1874,2.7303963179292623e-07,1.792382742227261e-09,1.5533983432902687e-08
1875,1.756508822836622e-07,5.721527140956084e-10,1.2587359599081083e-08
1876,2.212841394566567e-07,2.418405919968336e-09,5.441413541973361e-09
1877,2.1523159432490502e-07,3.092407996341251e-09,4.9478527941460015e-09
1878,2.2706973368258332e-07,4.831270938865373e-09,1.2682086436566209e-08
1879,2.1260451887883391e-07,4.276527687530063e-09,1.4051448560259416e-08
1880,1.752072051885989e-07,6.417846254436199e-10,2.3104246515970317e-08
1881,2.4124875608322327e-07,1.3945015142624584e-09,2.7890030285249168e-09
1882,2.1829663410244393e-07,3.3276925659464496e-09,1.2645231750596508e-08
1883,2.0727431149225595e-07,2.5277356319186595e-09,1.895801682305631e-09
1884,2.006915877927895e-07,1.3203393933736152e-09,9.902545450302114e-09
1885,1.940136371558765e-07,1.2891271383708158e-09,5.801072289202125e-09
1886,1.6585401851898496e-07,2.5813854942491332e-09,9.680196200179125e-09
1887,1.7823964526542113e-07,1.9586773869484375e-09,1.8933881129612473e-08
1888,1.5471100311970076e-07,6.340614699951175e-10,9.510921827882157e-09
1889,1.8858061423543404e-07,8.14467782106476e-09,1.0650732462647028e-08
1890,1.500954454058956e-07,3.277193294515257e-09,1.0487018364813139e-08
1891,1.434199532468483e-07,1.912266012205066e-09,1.5935550656820396e-08
1892,1.7113038097704703e-07,1.2537024751679837e-09,8.149066088591894e-09
1893,2.087703165898347e-07,1.2316833108982905e-09,6.774258265451749e-09
1894,1.783335648042339e-07,1.8904617871129403e-09,1.1972924873759894e-08
1895,1.31807652792304e-07,2.4074457982692365e-09,8.426060071897723e-09
1896,2.7303244110044034e-07,5.897028865220477e-09,8.255840455717589e-09
1897,1.6023462023895263e-07,2.330685422435863e-09,6.4093846896540185e-09
1898,1.9238406423482957e-07,4.52668391659472e-09,1.4711722950977446e-08
1899,1.4979737272824423e-07,4.9748205555033564e-09,1.2160672469008205e-08
1900,1.6611369346719584e-07,4.6719478286050276e-09,1.0382106396811253e-08
1901,1.654266696959894e-07,2.235495566438317e-09,2.235495566438317e-09
1902,1.2619429412552563e-07,2.4551419786078554e-09,1.5221879756666112e-08
1903,1.263651512317665e-07,1.0800440541913758e-09,1.2420506401156217e-08
1904,1.332907118012372e-07,3.7622376325430196e-09,6.449550227216605e-09
1905,1.1250454434730273e-07,5.160759042333041e-10,1.3417973399043603e-08
1906,1.378641485416665e-07,1.5432553568395235e-09,1.3374879648253568e-08
1907,8.794262384981266e-08,1.5428530120153994e-09,6.685696329888913e-09
1908,1.3653661312673648e-07,4.911389073214423e-10,1.0313916609661078e-08
1909,1.2322203701842227e-07,3.3005901345362076e-09,1.925344239595006e-08
1910,1.325349359149186e-07,0.0,5.344150788566537e-09
1911,1.1172785718827072e-07,1.0640748282497725e-09,1.0108710757350536e-08
1912,1.1773291674899156e-07,2.083768435579003e-09,1.0939784189645252e-08
1913,1.1348397777055652e-07,1.060597942803554e-09,1.0605979650080144e-08
1914,1.3259553099942423e-07,6.696743715117748e-10,6.027069510139427e-09
1915,1.2369800117539853e-07,4.712304768617059e-09,8.246533234057551e-09
1916,1.2415831918133335e-07,2.197492410260793e-09,1.0987462051303964e-09
1917,1.2063067345025047e-07,1.0966424435210342e-09,0.0
1918,1.7689019671252026e-07,1.1486376294556067e-09,1.1486376294556067e-09
1919,1.5285027643585636e-07,1.8415696745321952e-09,6.445494027396137e-09
1920,1.6128853985719616e-07,2.2716695191604686e-09,1.2115570768855832e-08
1921,1.4539675419200648e-07,2.27182422873895e-09,4.5436484574779e-09
1922,1.431319418543353e-07,3.6889677978990676e-09,3.6889677978990676e-09
1923,1.2526818693459063e-07,1.0615948120573648e-09,5.307974060286824e-09
1924,1.2762707513047644e-07,6.4458122173149945e-09,1.289162443462999e-09
1925,9.788378463326808e-08,1.0998177923937646e-09,9.898360353588487e-09
1926,1.1480522488227507e-07,2.229227691330493e-09,1.3375365703893749e-08
1927,1.0591763555112266e-07,2.2298449753321847e-09,2.2298449753321847e-09
1928,1.3254208397484035e-07,0.0,9.140832868403947e-09
1929,8.466708578680482e-08,0.0,1.1140406153131721e-08
1930,9.24317120620799e-08,0.0,5.2518018822667045e-09
1931,1.1519410492155657e-07,0.0,3.4216069977333063e-09
1932,1.216508564994001e-07,0.0,9.863583061431314e-09
1933,1.0323596200123575e-07,0.0,6.882397318719313e-09
1934,7.428579351653752e-08,2.3963160344919743e-09,1.1981580172459871e-08
1935,9.335261808018913e-08,0.0,2.393656828303392e-09
1936,5.8198629915295896e-08,1.2124714565686645e-09,6.0623572828433225e-09
1937,1.0072894696122603e-07,0.0,6.295558963032022e-09
1938,1.0112866988265523e-07,1.2965214457594243e-09,2.5930428915188486e-09
1939,9.329370698196726e-08,0.0,0.0
1940,8.875240098404902e-08,2.5357829169792012e-09,5.0715658339584024e-09
1941,1.2101160962174617e-07,0.0,2.9515025978810172e-09
1942,8.49579322448335e-08,0.0,0.0
1943,1.3645205854118103e-07,0.0,5.806470415592457e-09
1944,1.285274464635222e-07,3.2131861615880553e-09,0.0
1945,8.496165548876888e-08,0.0,2.178504043826024e-09
1946,8.770295778504078e-08,0.0,5.568441707737293e-09
1947,9.775114051535638e-08,0.0,1.0728784083369192e-08
1948,9.784699273041042e-08,0.0,6.523132922708896e-09
1949,7.264586088240321e-08,0.0,1.1780409980843842e-08
1950,1.0848068399127442e-07,1.0635361480382244e-09,1.1698897628420468e-08
1951,7.249753508631329e-08,1.0661401761424827e-09,2.1322803522849654e-09
1952,7.697706649878455e-08,1.0544803918932644e-09,1.1599284199803606e-08
1953,7.218464048719397e-08,1.0773827385790469e-09,6.464296431474281e-09
1954,3.8112890621277984e-08,0.0,1.172704333640695e-08
1955,6.569925403709931e-08,0.0,1.8771215692936494e-09
1956,6.889701609225085e-08,0.0,1.3081712157969605e-08
1957,6.714628852932947e-08,1.7670075402875796e-09,0.0
1958,6.700517474200751e-08,0.0,1.8198935691771112e-08
1959,5.5805383425422406e-08,1.5501495642666896e-09,6.200598257066758e-09
1960,5.9519166484278685e-08,0.0,7.612916630428401e-09
1961,6.878677538679767e-08,0.0,2.08444772553662e-09
1962,8.054284705849568e-08,1.2683912808952869e-09,8.244543714397423e-09
1963,7.694603709751391e-08,0.0,1.2932106940866106e-08
1964,7.544120705915702e-08,0.0,1.3384730657151067e-08
1965,9.028871517102743e-08,0.0,6.0192477668863376e-09
1966,7.200797114137458e-08,1.6617224263271169e-09,3.8773522170743036e-09
1967,7.148986469474039e-08,9.860671168482327e-10,5.91640286762285e-09
1968,8.39894767068472e-08,4.4914158503495116e-10,6.287982134978165e-09
1969,6.176790634526697e-08,0.0,7.266812429573832e-09
1970,6.484201975354154e-08,4.5987250119061684e-10,5.058597540852361e-09
1971,4.932861585871251e-08,5.138397485282553e-10,1.3873672877195986e-08
1972,5.540558589700595e-08,5.130146862875051e-10,7.695220238801426e-09
1973,4.134902908958793e-08,0.0,6.615844538870874e-09
1974,4.2754344065087935e-08,0.0,6.188128898187983e-09
1975,4.3407247574123176e-08,0.0,2.8557400888473694e-09
1976,4.1137393935741784e-08,0.0,6.856232248608762e-09
1977,4.9364967225074e-08,0.0,4.113747231748732e-09
1978,4.81187889533885e-08,5.940591352171509e-10,1.0693064322886414e-08
1979,4.447499790671827e-08,0.0,7.022368020415115e-09
1980,4.43441763309238e-08,1.7055452050662723e-09,1.0801786187730755e-08
1981,3.921840630027873e-08,0.0,4.427884725544118e-09
1982,3.227901146374279e-08,0.0,1.8622506869903077e-09
1983,3.0945049189767815e-08,0.0,2.526126308133314e-09
1984,4.697196942515802e-08,0.0,4.059306002446306e-09
1985,2.947623478632977e-08,0.0,6.015557940663996e-09
1986,4.615753823600244e-08,5.994485463567401e-10,2.997242676272549e-09
1987,3.788706592899871e-08,0.0,2.4443267410134695e-09
1988,3.2381390013824785e-08,0.0,7.795519729736355e-09
1989,2.5245361356951435e-08,0.0,3.841685525252103e-09
1990,3.650596269721973e-08,0.0,5.993515905799995e-09
1991,2.989347080983862e-08,0.0,4.689172272698272e-09
1992,3.856960972825618e-08,0.0,1.6529832502776287e-09
1993,2.3818591543545153e-08,0.0,2.2156829704300662e-09
1994,2.2154692302933654e-08,0.0,3.164955852952289e-09
1995,3.633041956163652e-08,5.422450821690461e-10,2.7112254108452305e-09
1996,2.2419987644184403e-08,0.0,9.60856549880873e-09
1997,2.972834600711849e-08,4.79489448146353e-10,3.835915585170824e-09
1998,3.146965354972053e-08,0.0,4.7681290027412615e-09
1999,2.696418732739403e-08,0.0,7.76934183654987e-09
2000,3.446064411605221e-08,0.0,3.534425307982758e-09
2001,2.2782300490575835e-08,0.0,2.6287270138425356e-09
2002,2.102986229601811e-08,0.0,3.066854992184176e-09
2003,2.1667998950647416e-08,0.0,3.75023062604285e-09
2004,1.3214373595360485e-08,0.0,3.0833537945085254e-09
2005,2.7022498017004182e-08,0.0,2.7022496462691947e-09
2006,2.6766285188273287e-08,0.0,2.8825228870488218e-09
2007,2.7961355897332396e-08,3.994479469415779e-10,6.790614959228947e-09
2008,2.8524846484856425e-08,4.257439678578834e-10,1.2772319035736501e-09
2009,2.7178696626606325e-08,4.76819250749827e-10,2.860915504498962e-09
2010,2.3146585093059002e-08,0.0,3.30665506087513e-09
2011,1.8355065023456518e-08,0.0,9.94232685069818e-09
2012,2.7574447614142628e-08,3.404252713057332e-10,9.53190759656053e-09
2013,2.900689999307815e-08,0.0,1.227215012944427e-08
2014,3.096586453921191e-08,4.330890368553497e-10,4.5474349286145355e-09
2015,4.6104769779731214e-08,2.2165753954528356e-10,1.1082876616441695e-08
2016,6.793995055431878e-08,4.1426800878596737e-10,7.456824158147413e-09
2017,3.270294612889302e-08,0.0,7.546834046578965e-09
2018,4.440122580717798e-08,0.0,9.809573375818559e-09
2019,4.005050868727267e-08,0.0,1.7091617454667585e-08
