year,mes_DET arbres_NOUN,mes_DET marbres_NOUN
1873,5.9261442642011275e-08,0.0
1874,4.660195074279727e-08,0.0
1875,7.323554507276953e-08,1.1443054281912168e-09
1876,6.590156176322637e-08,1.813804439976252e-09
1877,7.112538602527252e-08,1.36065949618569e-08
1878,4.2877529526919034e-08,1.2078177347163432e-09
1879,3.9099683046828204e-08,1.221865053580018e-09
1880,9.690948044038805e-08,6.417846254436199e-10
1881,6.693607423891024e-08,0.0
1882,6.588831347187352e-08,2.6621540527571597e-09
1883,4.549924170760278e-08,1.2638677882037541e-09
1884,7.856019035301642e-08,6.601696966868076e-10
1885,4.511945150831309e-08,1.933690763067375e-09
1886,4.0656823019347144e-08,5.808117542471791e-09
1887,8.814048424454768e-08,3.264462256069578e-09
1888,7.16489472196713e-08,6.340614699951175e-10
1889,6.578393563216878e-08,3.759081934617825e-09
1890,4.2603511163363805e-08,6.554386478008212e-10
1891,7.202868879119251e-08,1.2748440081367107e-09
1892,5.390920687631251e-08,0.0
1893,4.310891599246247e-08,0.0
1894,5.545354597735752e-08,1.2603078580752936e-09
1895,5.7778700934818517e-08,0.0
1896,5.012474790788701e-08,0.0
1897,5.710179262763404e-08,7.574727511894253e-09
1898,5.7149385890298277e-08,4.52668391659472e-09
1899,5.859233098703953e-08,2.2110313580014918e-09
1900,5.294874361183588e-08,3.114631885736685e-09
1901,7.37713508058846e-08,5.588738916095792e-10
1902,3.044375929128762e-08,4.910283846193408e-10
1903,3.132127579519306e-08,5.400220270956879e-10
1904,3.9772225512990644e-08,5.374625189347171e-09
1905,4.2834298552563155e-08,5.160759042333041e-10
1906,4.218231425268115e-08,0.0
1907,7.765693155192821e-08,0.0
1908,3.437972306841175e-08,0.0
1909,7.42632773054197e-08,0.0
1910,6.145773356891482e-08,1.068830135508847e-09
1911,5.107559175598908e-08,0.0
1912,7.29318969661108e-08,2.6047106693738442e-09
1913,4.825720545387213e-08,1.590896969716482e-09
1914,6.964613419313537e-08,2.678697486047099e-09
1915,5.419150617136381e-08,0.0
1916,3.955486294060506e-08,1.538244731591476e-08
1917,1.9739563983378616e-08,0.0
1918,5.054005747240353e-08,0.0
1919,9.392005129171821e-08,0.0
1920,2.8774480576032602e-08,1.514446346106979e-09
1921,5.982470541177065e-08,1.2873671018098776e-08
1922,5.828568960808411e-08,0.0
1923,8.068120349591368e-08,0.0
1924,5.285566073709447e-08,0.0
1925,5.609070807821581e-08,0.0
1926,4.458455515887749e-08,1.114613823460786e-08
1927,4.682674437095358e-08,0.0
1928,5.9415415698538254e-08,0.0
1929,8.800920969775916e-08,3.342121912552898e-09
1930,7.247486388806124e-08,1.0503603542488804e-09
1931,4.904303185782055e-08,2.2810713318222042e-09
1932,5.698959082423016e-08,3.287861094491973e-09
1933,6.194157320393856e-08,1.1470662197865522e-09
1934,4.193553060360955e-08,4.7926320689839486e-09
1935,4.906996409204112e-08,0.0
1936,4.243650186808168e-08,3.6374143697059935e-09
1937,3.1477796369472344e-08,1.2591118148108649e-09
1938,4.797129227185337e-08,0.0
1939,5.047036566452334e-08,1.5294050470515685e-09
1940,5.57872228412748e-08,0.0
1941,5.60785480274717e-08,2.9515025978810172e-09
1942,3.3376329255929704e-08,0.0
1943,8.709705756615449e-08,0.0
1944,4.819779064746399e-08,0.0
1945,9.585418148105873e-08,0.0
1946,7.795818213196526e-08,0.0
1947,6.198853008676508e-08,0.0
1948,5.870819475006783e-08,0.0
1949,3.8286333658987814e-08,0.0
1950,6.062156221453563e-08,3.190608444114673e-09
1951,6.076998992909921e-08,0.0
1952,5.0615059477010504e-08,0.0
1953,5.494652155491053e-08,0.0
1954,6.547599085138245e-08,4.886268278880834e-09
1955,4.8805159913456464e-08,9.385607846468247e-10
1956,3.8373022537285806e-08,2.616342476002842e-09
1957,5.566073757456991e-08,0.0
1958,4.715178869574288e-08,1.2408365002158916e-08
1959,5.5805385645868455e-08,7.750747821333448e-10
1960,4.8445831790644434e-08,3.460416619915918e-09
1961,5.211119535886155e-08,0.0
1962,6.215117309693596e-08,1.9025869768540815e-09
1963,4.784879248376228e-08,6.466053248388448e-10
1964,8.091677816679521e-08,6.083968329129164e-10
1965,5.8003659209049374e-08,1.6416130677043839e-09
1966,5.20673029136276e-08,1.1078149508847446e-09
1967,4.535908582070647e-08,9.860671168482327e-10
1968,5.704098149372783e-08,2.245707841908029e-09
1969,4.2238346820155925e-08,0.0
1970,5.564457117301913e-08,2.7592350626548523e-09
1971,5.138397485282553e-08,3.083038491169532e-09
1972,4.052816038324636e-08,3.0780880067027283e-09
1973,6.395316720642086e-08,1.6539611902288698e-09
1974,3.150320115885563e-08,1.1251143350321513e-09
1975,4.0551508817543436e-08,0.0
1976,4.399415853839628e-08,5.713526873840635e-10
1977,4.2900506702636676e-08,1.7630346071939584e-09
1978,4.871285064211861e-08,8.316828115084718e-09
1979,3.979341878235232e-08,1.1703946700691858e-09
1980,6.253665785216356e-08,1.1370301367108482e-09
1981,3.795329739375575e-08,3.1627747087981106e-09
1982,3.848651264348746e-08,3.7245013739806154e-09
1983,3.915495838668903e-08,1.2630632095778083e-09
1984,5.277097825384658e-08,3.479405208395292e-09
1985,4.331201797214135e-08,4.812446441349039e-09
1986,4.3160296225863704e-08,1.7983456945813714e-09
1987,4.583112489520147e-08,6.110816852533674e-10
1988,4.01769102431615e-08,4.197587610832443e-09
1989,4.061210545636129e-08,1.6464366536794728e-09
1990,3.59610967670676e-08,3.2691906959314565e-09
1991,3.51687923227928e-08,5.861465202094962e-10
1992,4.463054836811864e-08,1.1019888335184191e-09
1993,4.65293427120983e-08,1.1078414852150331e-09
1994,5.591422036488325e-08,1.0549853213248639e-09
1995,6.181594036647198e-08,0.0
1996,3.3629979245830555e-08,1.6014276571496566e-09
1997,4.0277113866338254e-08,4.79489448146353e-10
1998,5.149579473950894e-08,2.3840645013706308e-09
1999,3.793266944995821e-08,0.0
2000,3.843687323978884e-08,2.6508188977203417e-09
2001,4.118339158587503e-08,4.3812117822561447e-10
2002,4.994592384122143e-08,8.76244299341522e-10
2003,6.0837075821496e-08,4.166922806803086e-09
2004,4.580982848612081e-08,8.809582507929292e-10
2005,6.305249300453397e-08,9.007499190971657e-10
2006,5.5591514502850714e-08,8.235779835885637e-10
2007,4.27409296843706e-08,7.988958938831558e-10
2008,5.364373922844834e-08,2.1287198670449925e-09
2009,5.5787852559774365e-08,9.53638501499654e-10
2010,4.91274465552749e-08,0.0
2011,6.424272891436544e-08,1.1471915639660324e-09
2012,5.99148459734522e-08,2.0425516833455504e-09
2013,6.359205118044997e-08,8.367375126105969e-10
2014,7.384168254631618e-08,1.0827225782605865e-09
2015,6.782720918252494e-08,6.649726325136385e-10
2016,6.897562343510799e-08,2.0713399884186856e-09
2017,6.16324773439203e-08,0.0
2018,6.918330930361094e-08,7.744400121190154e-10
2019,5.867271957171738e-08,5.1019755087367e-10
