year,pourrions_VERB être_VERB,pourrions_VERB etre_VERB,pourrions_VERB mettre_VERB
1841,1.155698754473633e-07,6.420548537278137e-10,9.630822361827995e-09
1842,1.0733224087289273e-07,0.0,2.2808102073668124e-08
1843,1.1282200063078562e-07,1.1813822142769936e-09,2.3627643841450663e-08
1844,1.245903433755302e-07,5.488561272137815e-10,3.2382512671347286e-08
1845,1.1216258144486346e-07,3.9061593959388574e-09,3.0691253982695343e-08
1846,1.0479557488451974e-07,0.0,3.571245699163228e-08
1847,8.521293182184309e-08,5.393223645455691e-10,1.4022381478184798e-08
1848,1.198738033281188e-07,0.0,1.850401076808339e-08
1849,9.049767868418712e-08,0.0,2.5976186535103807e-08
1850,8.350465208195601e-08,0.0,2.308258650884909e-08
1851,9.738652551050109e-08,0.0,1.483370937194195e-08
1852,6.836072685700856e-08,0.0,1.1718981340891332e-08
1853,9.196774897191062e-08,5.971931837933653e-10,9.555090940693844e-09
1854,9.196325834182062e-08,0.0,3.117398605922972e-08
1855,1.0507735481724012e-07,5.306937111981824e-10,2.4411910715116392e-08
1856,9.008309120872582e-08,0.0,1.4496129630003907e-08
1857,9.421312796575876e-08,0.0,2.0502337605421417e-08
1858,1.1500138441533636e-07,0.0,2.2510910469009104e-08
1859,1.5582050139073544e-07,0.0,3.055303920973529e-08
1860,1.1534503130405938e-07,9.154367819341758e-10,2.9751696217772405e-08
1861,1.1601270699657107e-07,0.0,1.4147890858851042e-08
1862,1.3282880217957427e-07,9.035972525772706e-10,2.801151488540654e-08
1863,1.0738434497170601e-07,0.0,4.145535115185339e-08
1864,1.1842978153708827e-07,0.0,2.7329949858767577e-08
1865,1.1014015655064213e-07,4.706844358715045e-10,2.9182434246877165e-08
1866,1.109359715201208e-07,0.0,2.238181906477621e-08
1867,1.2714366448562942e-07,0.0,2.038180824115443e-08
1868,8.644779825317528e-08,0.0,2.0253484223076157e-08
1869,1.2843655383676378e-07,9.767038289254515e-10,9.767038733343725e-09
1870,9.747883211730368e-08,0.0,2.695002976338401e-08
1871,1.7312518707512936e-07,0.0,3.292564798584863e-08
1872,1.656971022612197e-07,6.047339295989218e-10,2.8422494580127022e-08
1873,1.1074108385855652e-07,5.986004469882289e-10,2.334541804316359e-08
1874,1.236744111565713e-07,5.974609140757536e-10,1.7326366119618797e-08
1875,1.321672726817269e-07,0.0,3.032409523484603e-08
1876,1.0520065529817657e-07,0.0,2.2974855795609983e-08
1877,1.4781710433453554e-07,6.184815992682502e-10,1.6699003069220453e-08
1878,1.038723240753825e-07,0.0,3.6838439854136595e-08
1879,1.1241158404118323e-07,1.221865053580018e-09,1.4662380642960215e-08
1880,1.1680479872211436e-07,0.0,9.626769603698904e-09
1881,9.203709794292081e-08,0.0,3.2770785196589713e-08
1882,1.0715169906916344e-07,0.0,2.2628309892525067e-08
1883,1.5103219652701227e-07,6.319338941018771e-10,2.338155447034751e-08
1884,1.0826782670392276e-07,0.0,4.093052297093891e-08
1885,1.0957580798276467e-07,6.445635691854079e-10,2.707166935067562e-08
1886,1.1099957930582605e-07,5.808117542471791e-09,2.774989482645651e-08
1887,1.2209089561565634e-07,0.0,2.7421483750345033e-08
1888,1.0398608196737769e-07,0.0,1.8387781963724592e-08
1889,7.643466659601472e-08,0.0,2.5060547415023393e-08
1890,1.402638645231491e-07,0.0,4.522526708683472e-08
1891,1.0071267553257712e-07,6.374220040683554e-10,2.4859458491732767e-08
1892,1.1596748095143994e-07,6.268512375839919e-10,2.3193495124473884e-08
1893,1.0407723749494835e-07,6.158416554491453e-10,2.771287377356657e-08
1894,7.813908808884662e-08,0.0,1.449354058991048e-08
1895,1.0652947679545832e-07,6.018614495673091e-10,2.4074457982692365e-08
1896,1.1911998853975092e-07,4.717623180994224e-09,2.5946928161602045e-08
1897,1.2003029326024262e-07,0.0,3.26295968022805e-08
1898,1.3014216904139175e-07,0.0,2.2633418694795182e-08
1899,1.210539721796522e-07,0.0,3.924580482816964e-08
1900,1.0641659287102812e-07,5.191053142894475e-10,3.6856476981483866e-08
1901,1.1959900803049095e-07,0.0,3.520905522691464e-08
1902,1.4239823542538943e-07,4.910283846193408e-10,2.995273007400101e-08
1903,9.666394618079721e-08,5.400220270956879e-10,2.592105730059302e-08
1904,1.300659278058447e-07,5.374625189347171e-10,2.203596238814498e-08
1905,1.3934050002717413e-07,5.160759042333041e-10,2.4771644291377015e-08
1906,9.053764671307363e-08,0.0,1.9547901075611662e-08
1907,1.198282575387566e-07,0.0,3.445705232252294e-08
1908,1.4537711479079007e-07,4.911389073214423e-10,4.0764529529724314e-08
1909,1.4137528125957033e-07,1.1001967115120692e-09,2.4204327431220918e-08
1910,1.2077779842911696e-07,0.0,1.870452770447173e-08
1911,1.3034916435117339e-07,0.0,3.032613093978398e-08
1912,1.2710987107311666e-07,0.0,2.1879568379290504e-08
1913,1.2780205338458472e-07,0.0,1.96210621083992e-08
1914,1.2121105896767403e-07,6.696743715117748e-10,2.209925398233281e-08
1915,1.4136914217033336e-07,0.0,3.887651445211304e-08
1916,1.2965205087311915e-07,0.0,2.307367097387214e-08
1917,1.941057092835763e-07,0.0,3.180263163926611e-08
1918,1.4702561657031765e-07,0.0,3.331049214239101e-08
1919,1.3167223755772284e-07,0.0,4.327688785110695e-08
1920,1.3175683477584244e-07,0.0,3.7861159540852896e-08
1921,1.2722215103622148e-07,0.0,4.392193631019836e-08
1922,1.4386974100943917e-07,7.377935484775833e-10,3.024953443286904e-08
1923,1.242065934548009e-07,0.0,4.0340601970001444e-08
1924,1.4309702578430006e-07,0.0,3.351822286390416e-08
1925,1.3967685674742825e-07,2.1996355847875293e-09,2.859526304632709e-08
1926,1.6496285581979464e-07,0.0,1.5604593173179637e-08
1927,1.505145377223016e-07,0.0,2.2298449309232637e-08
1928,1.0626218482912009e-07,2.2852082448565625e-09,2.2852082892654835e-08
1929,1.7601841761916148e-07,0.0,2.4508894469477127e-08
1930,1.3864756454040617e-07,0.0,2.7309368988426286e-08
1931,1.984532076448886e-07,1.1405356659111021e-09,1.710803587684495e-08
1932,1.6000923608316953e-07,0.0,1.8631212128639163e-08
1933,1.2273608263058122e-07,0.0,2.6382522833046096e-08
1934,1.5695870558829483e-07,0.0,2.516131836216573e-08
1935,1.2566698615046334e-07,0.0,3.111753699158726e-08
1936,1.5155893606788595e-07,0.0,1.33371855781661e-08
1937,1.1709740022070037e-07,0.0,2.6441348666139675e-08
1938,1.6206517727823666e-07,0.0,1.6854778905894818e-08
1939,1.9576384602260077e-07,0.0,2.7529290846928234e-08
1940,1.141102288215734e-07,0.0,5.0715658339584024e-09
1941,1.328176182369134e-07,0.0,2.066051862925633e-08
1942,1.4260795921927638e-07,0.0,2.1239483061208375e-08
1943,1.1903264152124393e-07,0.0,1.4516175816936538e-08
1944,1.4780655988033686e-07,0.0,3.213186161588055e-08
1945,1.7210182079452352e-07,0.0,4.1391576388605245e-08
1946,1.9489546332351892e-07,0.0,1.3921104269343232e-08
1947,2.1457567811467015e-07,0.0,4.2915136333476767e-08
1948,1.5764237559778849e-07,0.0,3.8051606310318675e-08
1949,1.531453364123081e-07,0.0,2.9451024730065e-08
1950,1.6272103664505266e-07,1.0635361480382244e-09,2.9779013033248702e-08
1951,1.5139190168156347e-07,0.0,2.7719645245838365e-08
1952,1.5079069726198213e-07,0.0,4.5342655852209646e-08
1953,1.8530982970332843e-07,1.0773827385790469e-09,3.5553629373907825e-08
1954,1.7786015860110638e-07,0.0,2.052232517257835e-08
1955,1.0511880788044436e-07,9.385607846468247e-10,2.1586897602787758e-08
1956,1.4302672468602395e-07,0.0,3.750090726839517e-08
1957,1.4842864004549483e-07,0.0,2.5621609722747962e-08
1958,1.919160439456391e-07,1.6544486891589827e-09,1.3235589513271862e-08
1959,1.1083569262382298e-07,7.750747821333448e-10,1.9376869886400527e-08
1960,2.1039333830685791e-07,2.076250060767393e-09,3.5988332314218496e-08
1961,1.4382689528247283e-07,6.948159270159238e-10,2.848745239703021e-08
1962,1.2239975433203654e-07,0.0,2.473363025501385e-08
1963,1.4095995481966384e-07,0.0,2.198458126656533e-08
1964,1.2472135324514966e-07,0.0,2.9203047091641565e-08
1965,1.3406506127466855e-07,0.0,2.407699106754535e-08
1966,1.2352136025128857e-07,1.1078149508847446e-09,2.547974453648294e-08
1967,1.4002152681769076e-07,0.0,3.106111279294055e-08
1968,1.29352770272817e-07,4.4914158503495116e-10,2.515192853991266e-08
1969,1.6077822806437325e-07,0.0,2.7704722072030563e-08
1970,1.5727638924545317e-07,4.5987250119061684e-10,2.2533752641606952e-08
1971,1.3668137910372025e-07,0.0,3.648262136835001e-08
1972,1.0670705563597949e-07,5.130146862875051e-10,2.667676390899487e-08
1973,1.3176557445149228e-07,1.102640756478479e-09,3.142526239230392e-08
1974,1.3838906909313664e-07,0.0,3.09406438248061e-08
1975,1.1080271633545635e-07,5.711480177694739e-10,2.056132863970106e-08
1976,1.308397656885063e-07,0.0,3.370981005446083e-08
1977,1.3869204451566475e-07,0.0,2.8208553715103335e-08
1978,1.0514846593423499e-07,0.0,2.0198010375338527e-08
1979,1.2581742225847847e-07,2.925986564150662e-09,2.4578287849408298e-08
1980,1.517935288575245e-07,0.0,3.865902442612423e-08
1981,1.0373901204729918e-07,1.2651099057237047e-09,2.1506869174459098e-08
1982,1.378065519475058e-07,6.207502289967692e-10,1.9864007327896616e-08
1983,1.5598830316321255e-07,6.315316047889041e-10,2.652432762317858e-08
1984,1.6121244073019625e-07,0.0,3.3054348591576854e-08
1985,1.3535004939058126e-07,0.0,2.285912081845254e-08
1986,1.3667427367636265e-07,0.0,2.7574632355253925e-08
1987,1.1182795134345724e-07,0.0,4.0331389783432314e-08
1988,1.1873176219978632e-07,0.0,2.818380373525997e-08
1989,1.531186057945888e-07,0.0,4.280735410588932e-08
1990,1.3567141365911084e-07,1.089730194969718e-09,3.105731138930423e-08
1991,1.535703830768398e-07,0.0,4.0444110283033297e-08
1992,1.3499362694346928e-07,0.0,2.4243753671271406e-08
1993,1.3183313285480835e-07,1.1078414852150331e-09,2.1602909683338112e-08
1994,1.6405022051912965e-07,5.274926606624319e-10,3.481451571474281e-08
1995,1.312233166572696e-07,0.0,2.277429267394382e-08
1996,1.3718896241243783e-07,5.338092190498855e-10,1.7615704450690828e-08
1997,1.639853905999189e-07,4.79489448146353e-10,2.2536003285722472e-08
1998,1.277858672210641e-07,9.536258449571733e-10,1.5734826774860267e-08
1999,1.380200700396017e-07,0.0,2.422206613061917e-08
2000,1.4667864434159128e-07,4.4180314962005696e-10,1.8555732950176207e-08
2001,1.336269548346536e-07,0.0,2.8477876057309004e-08
2002,1.4939965353732987e-07,0.0,1.6648641576466616e-08
2003,1.6876037989277393e-07,8.333845835650777e-10,2.6668306674082487e-08
2004,1.5020337684745755e-07,4.404791253964646e-10,2.2464435645019876e-08
2005,1.4457036456860806e-07,0.0,2.1167622321627277e-08
2006,1.4742046516857954e-07,0.0,2.9237018139838256e-08
2007,1.73759858057565e-07,0.0,3.155638950147477e-08
2008,1.809411855901999e-07,0.0,2.9802077250451475e-08
2009,1.8691314096486167e-07,0.0,3.385416746937153e-08
2010,2.196563713141586e-07,0.0,3.3538931631937885e-08
2011,2.3211509869724978e-07,0.0,3.709252638373073e-08
2012,2.566806642789743e-07,0.0,4.49361365895129e-08
2013,2.8337510116216436e-07,0.0,4.267361219945087e-08
2014,2.9818178859386535e-07,0.0,4.5257802838705175e-08
2015,3.0522244287567446e-07,2.2165753954528356e-10,4.144995813248897e-08
2016,3.1380801601699204e-07,0.0,4.950502585643335e-08
2017,3.2375916703131224e-07,0.0,5.182159412697729e-08
2018,3.459165327512892e-07,0.0,4.3884934797233655e-08
2019,3.188734751802258e-07,2.55098775436835e-10,4.668307695965268e-08
