year,tes_DET auteurs_NOUN,tes_DET moteurs_NOUN
1966,1.0524242033405073e-08,1.6617224263271169e-09
1967,1.9228309167118596e-08,9.860671168482327e-10
1968,6.737123692257541e-09,1.3474247273492779e-09
1969,9.083515634111805e-09,1.8167031212712459e-09
1970,1.2416557448879928e-08,9.197450023812337e-10
1971,5.138397374260251e-09,3.083038491169532e-09
1972,1.1799338117679525e-08,5.130146862875051e-10
1973,6.615844427848572e-09,5.513203782392395e-10
1974,6.18812873165453e-09,0.0
1975,1.0851811893530794e-08,2.8557400888473694e-09
1976,6.2848797277581525e-09,1.7140580066410394e-09
1977,1.2341241639735046e-08,2.938390863960194e-09
1978,1.009900552073617e-08,5.940591352171509e-10
1979,1.1118749698724173e-08,5.851973350345929e-10
1980,7.3906957220870595e-09,1.7055452605774235e-09
1981,9.488323904349727e-09,0.0
1982,9.9320033308814e-09,0.0
1983,1.6419821946556112e-08,0.0
1984,1.275781880138993e-08,1.1598016991243298e-09
1985,1.2031115659283387e-08,2.4062232206745193e-09
1986,8.991728306373403e-09,5.994485463567401e-10
1987,6.110816741511371e-09,1.2221633705067347e-09
1988,1.2592763221075387e-08,1.1993107618124554e-09
1989,1.5915554429923873e-08,1.6464366536794728e-09
1990,8.172976295739431e-09,5.44865097484859e-10
1991,9.37834432335194e-09,0.0
1992,1.0468893973936133e-08,1.1019888335184191e-09
1993,9.970573700002205e-09,5.539207426075166e-10
1994,1.16048384235512e-08,5.274926606624319e-10
1995,2.006306737412089e-08,0.0
1996,1.2277611816102763e-08,0.0
1997,1.1507746977557076e-08,2.3974471297094624e-09
1998,1.4781200374791581e-08,2.3840645013706308e-09
1999,1.325358303660984e-08,0.0
2000,1.2370488078339292e-08,8.836062992401139e-10
2001,1.2705514140787244e-08,0.0
2002,1.0514931481075962e-08,1.3143663935011318e-09
2003,1.3334153559085848e-08,2.5001538617175356e-09
2004,1.982156075386321e-08,1.7619165015858584e-09
2005,1.981649788707074e-08,5.404499514582994e-09
2006,2.2648394271129746e-08,1.2353669198716943e-09
2007,2.0371846126687743e-08,1.5977917877663117e-09
2008,1.3198063170127838e-08,1.7029758714315335e-09
2009,8.105927484791664e-09,0.0
2010,1.2281861749841028e-08,4.723793023408973e-10
2011,7.265546803081335e-09,0.0
2012,7.1489305863980945e-09,2.382976926895708e-09
2013,1.589801318369055e-08,1.3945624655065103e-09
2014,1.754010577059706e-08,1.2992671383216248e-09
2015,8.201328685619735e-09,1.10828768384863e-09
2016,9.321029975639661e-09,1.6570720351438695e-09
2017,4.779661555431858e-09,1.2578056374223934e-09
2018,1.0325867216831597e-08,1.0325866828253538e-09
2019,8.4182593118598e-09,2.2958890344426663e-09
