year,tes_DET ondes_NOUN,tes_DET mondes_NOUN
1884,1.1222884843675729e-08,2.6406787867472303e-09
1885,1.0957580620640783e-08,1.2891271383708158e-09
1886,1.4842967244188543e-08,7.744156427236248e-09
1887,1.240495717258483e-08,3.917354718385724e-09
1888,7.608737417896805e-09,1.9021844099853524e-09
1889,1.1277245803853475e-08,0.0
1890,7.865263995654459e-09,0.0
1891,1.4660706204594476e-08,0.0
1892,1.56712811616444e-08,6.268512375839919e-10
1893,7.390100087434348e-09,6.158416554491453e-10
1894,8.82215478448245e-09,0.0
1895,6.6204757231957956e-09,0.0
1896,1.0024949648190784e-08,0.0
1897,1.7480140446224368e-08,2.330685422435863e-09
1898,9.619203211741478e-09,1.13167097914868e-09
1899,1.492446166651007e-08,0.0
1900,1.0901211489056095e-08,0.0
1901,5.029865079997364e-09,0.0
1902,3.928227076954727e-09,0.0
1903,8.640352433531007e-09,5.400220270956879e-10
1904,5.374625189347171e-09,5.374625189347171e-10
1905,5.676835002077496e-09,5.160759042333041e-10
1906,1.337487931518666e-08,1.0288369045596824e-09
1907,1.3371392604266674e-08,1.5428529565042481e-09
1908,9.822778146428846e-09,4.911389073214423e-10
1909,6.60118004702781e-09,2.200393367512987e-09
1910,9.0850561518252e-09,5.344150677544235e-10
1911,1.276889793899727e-08,0.0
1912,1.1460726589973547e-08,5.209421227725386e-10
1913,1.856046338843953e-08,0.0
1914,1.2054139020278853e-08,6.696743715117748e-10
1915,3.534228465440492e-09,0.0
1916,5.493730803607377e-09,2.197492410260793e-09
1917,4.386569774084137e-09,2.1932848870420685e-09
1918,1.2635013924011673e-08,1.1486376294556067e-09
1919,2.1178051312631396e-08,1.8415696745321952e-09
1920,1.3630017114962811e-08,7.572231730534895e-10
1921,1.4388220004324381e-08,7.572747429129834e-10
1922,6.6401419362982494e-09,2.951174193910333e-09
1923,1.5923922180860473e-08,1.0615948120573648e-09
1924,1.5469949654622894e-08,0.0
1925,1.0998178145982251e-08,1.0998177923937646e-09
1926,1.4489979882625903e-08,1.1146138456652466e-09
1927,8.919379901328739e-09,0.0
1928,1.2568645679778001e-08,0.0
1929,1.2254447234738564e-08,1.1140406375176326e-09
1930,1.2604324362008867e-08,1.0503603542488804e-09
1931,1.0264820993199919e-08,1.1405356659111021e-09
1932,1.53433514782364e-08,0.0
1933,3.4411986593596566e-09,0.0
1934,8.38710612072191e-09,0.0
1935,9.574627313213568e-09,0.0
1936,1.2124714565686645e-08,2.424942913137329e-09
1937,7.554670666820584e-09,0.0
1938,9.075650453382877e-09,0.0
1939,3.058810094103137e-09,0.0
1940,0.0,0.0
1941,2.066051862925633e-08,0.0
1942,6.068423541449874e-09,0.0
1943,2.6129116648121453e-08,2.9032352077962287e-09
1944,3.2131861615880553e-09,0.0
1945,1.089252066321933e-08,6.535512131478072e-09
1946,2.9234318077442367e-08,0.0
1947,1.3112957830685446e-08,0.0
1948,9.784699273041042e-09,0.0
1949,8.835307596655184e-09,0.0
1950,5.317680518146517e-09,2.1270722960764488e-09
1951,2.1322803522849654e-09,0.0
1952,1.1599284199803606e-08,1.0544803918932644e-09
1953,7.54167928107563e-09,2.1547654771580937e-09
1954,1.172704333640695e-08,9.772536113672459e-10
1955,3.754243138587299e-09,0.0
1956,6.104799332717903e-09,0.0
1957,4.417518795207798e-09,0.0
1958,1.5717262158432277e-08,0.0
1959,1.3176271629333769e-08,7.750747821333448e-10
1960,4.152500121534786e-09,0.0
1961,1.250668635321972e-08,6.948159270159238e-10
1962,1.3952304422915063e-08,1.2683912808952869e-09
1963,1.2932106940866106e-08,1.2932106496776896e-09
1964,6.6923653285755336e-09,6.083968329129164e-10
1965,8.755269398363907e-09,0.0
1966,8.862519607077957e-09,1.1078149508847446e-09
1967,8.381570104631919e-09,4.930335584241163e-10
1968,1.1677681044375277e-08,2.245707925174756e-09
1969,4.087581828571274e-09,4.5417578031781147e-10
1970,1.2876429700270364e-08,1.8394900047624674e-09
1971,9.24911525146399e-09,3.083038491169532e-09
1972,4.617132121076395e-09,2.0520587451500205e-09
1973,1.0475087464101307e-08,1.6539611902288698e-09
1974,5.625571564138454e-09,5.625571675160757e-10
1975,1.0851811893530794e-08,3.998036124386317e-09
1976,1.2569759455516305e-08,5.713526873840635e-10
1977,7.052138428775834e-09,5.876781838942691e-10
1978,9.504946163474415e-09,4.1584139465200565e-09
1979,2.3407893401383717e-09,2.3407893401383717e-09
1980,6.2536656408873625e-09,1.7055452605774235e-09
1981,5.692994575756671e-09,0.0
1982,1.8622506869903077e-09,6.207502289967692e-10
1983,2.5261264191556165e-09,0.0
1984,8.69851302098823e-09,1.1598016991243298e-09
1985,6.015557829641693e-09,0.0
1986,8.991728250862252e-09,0.0
1987,5.499735167280306e-09,2.4443267410134695e-09
1988,4.797243047249822e-09,0.0
1989,4.390497743145261e-09,1.0976244357863152e-09
1990,4.3589208909011745e-09,2.724325487424295e-09
1991,6.4476117778156095e-09,2.344586080837985e-09
1992,8.264915862810085e-09,5.509944167592096e-10
1993,7.754890063438324e-09,6.647049133334804e-09
1994,8.439882570598911e-09,2.1099706426497278e-09
1995,8.675921037148981e-09,2.1689803286761844e-09
1996,6.4057106285986265e-09,2.6690460952494277e-09
1997,4.794894259418925e-09,4.79489448146353e-10
1998,6.675381136744818e-09,1.9072516899143466e-09
1999,4.570201106446348e-09,4.570201161957499e-10
2000,3.092622158362701e-09,2.2090156370779823e-09
2001,3.5049694258049158e-09,3.066848330846028e-09
2002,3.9430991805033955e-09,3.504977197366088e-09
2003,5.000307723435071e-09,2.0834614589126943e-09
2004,5.285749615779878e-09,2.202395626982323e-09
2005,4.503749595485829e-09,3.1526248278623825e-09
2006,4.941467679486777e-09,8.64756888319107e-09
2007,5.192823504529542e-09,4.393927360846206e-09
2008,6.3861596011349775e-09,2.1287198670449925e-09
2009,5.245011536203492e-09,3.337734755248789e-09
2010,3.7790344187271785e-09,1.417137907022692e-09
2011,5.3535606503452016e-09,1.529588788962144e-09
2012,1.0212758250194298e-08,4.425528637996834e-09
2013,1.0319762933086452e-08,3.904775003338301e-09
2014,9.961047903184195e-09,3.031623174720721e-09
2015,1.4629397609988715e-08,1.10828768384863e-09
2016,1.3049442193491245e-08,2.6927420293532123e-09
2017,1.1320251069868448e-08,5.282783988036499e-09
2018,1.5230653960252027e-08,8.26069346260283e-09
2019,1.3775333540522183e-08,4.591778068885333e-09
