year,différents_DET êtres_NOUN,différents_DET maîtres_NOUN
1918,0.0,5.743188147278033e-09
1919,0.0,1.1970202606903513e-08
1920,4.543339038320937e-09,6.057785384427916e-09
1921,7.572747429129834e-10,3.0290989716519334e-09
1922,1.4755870969551665e-09,2.2133805899215986e-09
1923,3.1847844361720945e-09,2.1231896241147297e-09
1924,9.02413699321869e-09,1.4180787211159895e-08
1925,4.399271169575059e-09,6.598906754362588e-09
1926,4.458455382660986e-09,8.916910765321973e-09
1927,0.0,1.0034302277972529e-08
1928,2.2852082448565625e-09,6.8556245125250825e-09
1929,0.0,1.1140405931087116e-08
1930,0.0,1.05036033204442e-08
1931,0.0,0.0
1932,3.287861094491973e-09,1.0959536611565568e-09
1933,0.0,0.0
1934,2.3963160344919743e-09,1.1981580172459871e-09
1935,1.196828414151696e-09,3.590485242455088e-09
1936,1.2124714565686645e-09,1.2124714565686645e-09
1937,1.2591118148108649e-09,0.0
1938,2.5930428915188486e-09,2.5930428915188486e-09
1939,3.058810094103137e-09,0.0
1940,0.0,0.0
1941,0.0,0.0
1942,3.034211770724937e-09,6.068423541449874e-09
1943,0.0,1.1612940831184915e-08
1944,0.0,0.0
1945,0.0,0.0
1946,2.7842208538686464e-09,8.352662561605939e-09
1947,2.3841741914054637e-09,4.7683483828109274e-09
1948,9.784699273041042e-09,5.435944139264848e-09
1949,0.0,9.817008317369869e-10
1950,0.0,4.2541445921528975e-09
1951,1.0661401761424827e-09,5.330700769690111e-09
1952,2.1089607837865287e-09,5.272402070488624e-09
1953,0.0,1.0773827385790469e-09
1954,1.9545072227344917e-09,3.9090144454689835e-09
1955,3.754243138587299e-09,3.754243138587299e-09
1956,8.72114158667614e-10,3.488456634670456e-09
1957,3.534015080575159e-09,1.7670075402875796e-09
1958,3.3088973783179654e-09,9.926692356998501e-09
1959,3.8753737996444215e-09,3.100299128533379e-09
1960,2.7683333403416555e-09,4.844583401109048e-09
1961,6.94815938118154e-09,4.86371165564492e-09
1962,1.2683912808952869e-09,6.341956293454132e-09
1963,3.2330267352165265e-09,1.939815863494232e-09
1964,0.0,6.6923653285755336e-09
1965,0.0,3.2832261354087677e-09
1966,0.0,5.539074976468328e-09
1967,9.860671168482327e-10,3.944268467392931e-09
1968,8.982831700699023e-10,3.1439910674890825e-09
1969,2.7250546263957176e-09,2.7250546263957176e-09
1970,2.2993624781975086e-09,5.058597540852361e-09
1971,3.083038491169532e-09,7.707596338946132e-09
1972,1.0260293725750103e-09,5.643161493651405e-09
1973,2.205281512956958e-09,4.410563025913916e-09
1974,1.6876715580593782e-09,3.937900228123681e-09
1975,5.711480177694739e-10,3.998036124386317e-09
1976,5.713526873840635e-10,5.713526984862938e-09
1977,0.0,1.7630346071939584e-09
1978,1.1881182704343018e-09,3.5643548113029055e-09
1979,5.851973350345929e-10,4.096381456264453e-09
1980,5.685150683554241e-10,5.116635559687666e-09
1981,0.0,6.958104314946922e-09
1982,3.7245013739806154e-09,6.828252629986764e-09
1983,2.5261264191556165e-09,5.052252838311233e-09
1984,2.3196033982486597e-09,2.3196033982486597e-09
1985,0.0,5.414002135495366e-09
1986,1.1988970927134801e-09,4.7955883708539204e-09
1987,6.110816852533674e-10,3.6664902225425067e-09
1988,3.597932174415064e-09,1.0793796967334401e-08
1989,3.841685636274406e-09,3.2928733073589456e-09
1990,1.089730194969718e-09,2.724325431913144e-09
1991,1.1722930404189924e-09,5.8614650910726596e-09
1992,2.2039776670368383e-09,1.65298330578878e-09
1993,5.539207426075166e-10,6.647049133334804e-09
1994,2.1099706426497278e-09,6.857404422078162e-09
1995,2.7112254663563817e-09,2.7112254663563817e-09
1996,3.2028553142993132e-09,4.270473752399084e-09
1997,4.315404922294874e-09,7.671831170341648e-09
1998,2.86087753487152e-09,3.814503379828693e-09
1999,3.656160929565999e-09,9.140402212892695e-09
2000,2.2090156370779823e-09,6.627047355323157e-09
2001,3.943090742808408e-09,8.762423675534592e-09
2002,3.9430991805033955e-09,4.81934359086722e-09
2003,1.2500769308587678e-09,3.333538334260311e-09
2004,1.3214374039449694e-09,7.047666006343434e-09
2005,4.503749373441224e-09,6.305249655724765e-09
2006,4.529678854225949e-09,3.294311934354255e-09
2007,1.997239706952314e-09,3.994479413904628e-09
2008,5.5346713878634546e-09,5.960415716543821e-09
2009,8.582746957586096e-09,5.721831008997924e-09
2010,5.668551850135373e-09,7.085689368580006e-09
2011,3.059177577924288e-09,3.059177577924288e-09
2012,1.7021263287730903e-09,1.7021263287730903e-09
2013,1.9523875849358774e-09,6.414987652192394e-09
2014,2.3819897165822113e-09,4.547434873103384e-09
2015,3.546520632724537e-09,3.32486305154589e-09
2016,3.935546111222266e-09,2.4856081637381067e-09
2017,4.2765391228272165e-09,2.5156112748447867e-09
2018,4.904786798931582e-09,6.195520096952123e-09
2019,4.08158040698936e-09,4.591778068885333e-09
