year,grands_ADJ effets_NOUN,grands_ADJ méfaits_NOUN
1882,5.244443741503346e-07,2.3293848627758962e-08
1883,4.3350664213903656e-07,8.21514056781325e-09
1884,5.188933869249013e-07,6.601696966868076e-09
1885,4.054304838518874e-07,9.66845359329227e-09
1886,3.9559733977512224e-07,7.744156427236248e-09
1887,3.4276854421477765e-07,5.876032105334161e-09
1888,4.2799149468919495e-07,1.5851536971922542e-08
1889,3.72775645018919e-07,6.891650361495749e-09
1890,3.5065968972958217e-07,8.520702365899524e-09
1891,3.5695632050192216e-07,1.8485238229004608e-08
1892,3.5605151538220525e-07,1.7551833764173352e-08
1893,4.0091290998134355e-07,4.310891643655168e-09
1894,3.692701966429013e-07,6.9316934414587195e-09
1895,2.6903205707640154e-07,1.0833506536300774e-08
1896,3.6679520576399227e-07,1.4152869098893461e-08
1897,3.2979198749671923e-07,1.1653426668090106e-08
1898,3.349746009462251e-07,6.7900258748920805e-09
1899,3.4602641107994714e-07,7.738609753005221e-09
1900,3.1042497994349105e-07,1.5054054003371675e-08
1901,2.7217157594350283e-07,1.2854099118442264e-08
1902,2.8037720767315477e-07,1.4239823542538943e-08
1903,2.451700140682078e-07,4.860198465905796e-09
1904,3.4075122812282643e-07,1.5586412160928376e-08
1905,2.539093486575439e-07,1.1353670004154992e-08
1906,3.261413041855121e-07,1.18316245689698e-08
1907,3.013706191268284e-07,9.257117739025489e-09
1908,3.202225684617588e-07,1.7680999775393502e-08
1909,3.1795684662938584e-07,6.60118004702781e-09
1910,3.580580880679918e-07,1.0153886620400954e-08
1911,3.261389451836294e-07,6.916486494645824e-09
1912,3.4017520533780043e-07,1.1981668990301841e-08
1913,2.82649352811859e-07,7.954484182448596e-09
1914,3.2278305184263445e-07,4.68772043404897e-09
1915,1.6257450852208422e-07,2.1205371680821372e-08
1916,3.164388999721268e-07,1.0987461607214755e-08
1917,2.1274863115650078e-07,3.289927441585405e-09
1918,2.8141622010480205e-07,4.594550517822427e-09
1919,1.6482049147725775e-07,8.287063479883727e-09
1920,2.627564299473306e-07,6.057785384427916e-09
1921,2.7489073772812844e-07,7.572747762196741e-09
1922,3.128244543404435e-07,2.3609393551282665e-08
1923,3.1635525488127314e-07,5.307974060286824e-09
1924,3.1842313319430104e-07,1.804827398643738e-08
1925,2.6835553512682964e-07,3.299453377181294e-09
1926,2.3852734898355266e-07,1.0031524944054127e-08
1927,3.03258929079675e-07,1.0034302277972529e-08
1928,2.5023030048032524e-07,2.2852082448565625e-09
1929,2.540012644658418e-07,1.6710609784809094e-08
1930,2.983023534852691e-07,4.201441416995522e-09
1931,2.258260565213277e-07,6.843213995466613e-09
1932,2.564531484949839e-07,1.53433514782364e-08
1933,2.8217829139975947e-07,4.588264879146209e-09
1934,2.1806475558605598e-07,2.3963160344919743e-09
1935,2.561212681939651e-07,3.590485242455088e-09
1936,2.4855665969880647e-07,2.424942913137329e-09
1937,2.1027167917964107e-07,5.0364472592434595e-09
1938,2.748625433923735e-07,6.482607339819424e-09
1939,2.0799907929358596e-07,6.117620188206274e-09
1940,1.9779106708028849e-07,5.0715658339584024e-09
1941,1.8594465700516594e-07,2.9515025978810172e-09
1942,2.123948235066564e-07,3.034211770724937e-09
1943,2.29355578085233e-07,5.806470415592457e-09
1944,2.8918674388478394e-07,6.4263723231761105e-09
1945,2.0260087296719576e-07,1.089252066321933e-08
1946,2.143850110769563e-07,1.5313215584455975e-08
1947,2.753721162207512e-07,2.26496545963073e-08
1948,1.8373489751866146e-07,1.0871888278529696e-08
1949,1.7866955204226542e-07,2.945102384188658e-09
1950,2.456768584124802e-07,4.2541445921528975e-09
1951,1.8017769320977095e-07,4.264560704569931e-09
1952,1.697713400972134e-07,5.272402070488624e-09
1953,1.7453599809869047e-07,3.232148326759443e-09
1954,1.6711037176264654e-07,1.172704333640695e-08
1955,1.4641548773397517e-07,4.6928039232341234e-09
1956,2.2326122461890918e-07,3.488456634670456e-09
1957,2.0320587168498605e-07,6.184526224473075e-09
1958,2.2004167021805188e-07,8.272243334772611e-09
1959,2.6042513923130173e-07,1.1626121398933265e-08
1960,2.0485666141212278e-07,4.844583401109048e-09
1961,1.8273658497491851e-07,6.94815938118154e-09
1962,1.864535192908079e-07,1.9025869768540815e-09
1963,2.2372543639903597e-07,2.5864212993553792e-09
1964,2.2267323629421298e-07,7.300761772910391e-09
1965,2.506195926343935e-07,4.377634699181954e-09
1966,2.2377861341738026e-07,5.539074976468328e-09
1967,3.564632606867235e-07,2.9582012395223956e-09
1968,3.4628817502380116e-07,2.245707841908029e-09
1969,2.402589984740189e-07,9.991866889436096e-09
1970,2.4465217052238586e-07,4.598724956395017e-09
1971,2.733627582074405e-07,2.569198631618974e-09
1972,3.452588828167791e-07,3.5911027485013847e-09
1973,2.486454775407765e-07,4.410563025913916e-09
1974,1.743927242614518e-07,5.06301445213353e-09
1975,1.7420013875835139e-07,1.1422960355389478e-08
1976,1.9368856385426625e-07,2.856763492431469e-09
1977,1.6807595670798037e-07,0.0
1978,2.328711872223721e-07,7.72276909088987e-09
1979,2.3173814156507433e-07,7.607565244427406e-09
1980,2.2285790635123703e-07,5.6851505725319385e-09
1981,1.688921713594027e-07,8.223214109648325e-09
1982,2.0050232762969245e-07,4.345251713999687e-09
1983,1.8756489339466498e-07,3.78918940668882e-09
1984,2.1746281220202945e-07,4.639206796497319e-09
1985,1.7565429288879386e-07,7.218669662023558e-09
1986,2.0021580837692454e-07,2.997242676272549e-09
1987,2.1021209306582023e-07,1.8332451112712533e-09
1988,1.7749799496868945e-07,1.0793796967334401e-08
1989,2.1348795087305916e-07,2.1952488715726304e-09
1990,2.026898187068582e-07,5.993515905799995e-09
1991,1.6705175198694633e-07,5.2753188484189195e-09
1992,2.0937787326147372e-07,1.0468894195980738e-08
1993,1.8667128642846365e-07,2.7696036575264316e-09
1994,1.9780975435423898e-07,5.274926717646622e-09
1995,2.196092623307777e-07,3.253470381991974e-09
1996,1.6548085568501847e-07,6.4057106285986265e-09
1997,1.9467272238671285e-07,5.753873377756236e-09
1998,2.069368036927699e-07,6.675381136744818e-09
1999,2.102292597783162e-07,1.1425503210205079e-08
2000,2.2797043186528754e-07,4.859834756842929e-09
2001,2.0504070619153936e-07,1.270551397425379e-08
2002,2.0109806087020843e-07,8.324320788233308e-09
2003,2.0709606474156317e-07,5.000307723435071e-09
2004,2.0173943937606964e-07,5.285749615779878e-09
2005,2.2383635212008812e-07,2.702249757291497e-09
2006,2.2689573597745039e-07,7.412201963319376e-09
2007,2.045173488340879e-07,1.997239706952314e-09
2008,2.0052540605774993e-07,6.811903485726134e-09
2009,2.117077428920311e-07,4.76819250749827e-09
2010,1.610813455954485e-07,1.4171379625338432e-09
2011,1.2427908302470314e-07,3.4415748029203996e-09
2012,1.5965945010520954e-07,4.765953853791416e-09
2013,1.5730665836599655e-07,5.578249862026041e-09
2014,1.5201425185296102e-07,5.413613113347537e-09
2015,2.0791476629256067e-07,4.654808538617772e-09
2016,2.1479796430412534e-07,8.492493819289848e-09
2017,1.1798216803526884e-07,3.773417134311785e-09
2018,1.3655959207881097e-07,5.6792268665617485e-09
2019,1.5407965747726848e-07,4.591778068885333e-09
