year,autres_ADJ airs_NOUN,autres_ADJ mères_NOUN
1800,6.60274537267469e-08,4.087413785214267e-08
1801,6.429193177837078e-08,4.286128785224719e-08
1802,3.5805442166747525e-08,2.2378401354217203e-08
1803,4.6808139586573816e-08,3.315576790896557e-08
1804,8.651478111687538e-08,1.1123329102247226e-07
1805,3.980028751016107e-08,6.25433100864825e-08
1806,1.2103009794373065e-07,1.152667650217154e-07
1807,2.8469550272802735e-08,8.540865303885425e-08
1808,3.172503681980743e-08,9.064295980465431e-08
1809,9.036122294858728e-09,7.454800510231507e-08
1810,9.594519356781461e-08,1.7082924674838296e-07
1811,4.763445815569867e-08,8.022645658911642e-08
1812,8.801787032552966e-08,2.6672083208723052e-08
1813,3.163315653864629e-08,9.202373263406116e-08
1814,1.5733386149463513e-08,3.776012391654149e-08
1815,1.8880564667256294e-08,4.315557688983063e-08
1816,5.7940098940889584e-08,2.201723674488676e-07
1817,8.56280379935015e-08,1.1676550837336208e-07
1818,6.079800130009971e-08,8.583247534943439e-08
1819,7.866798057420965e-08,5.796588098405664e-08
1820,4.390598107306687e-08,3.322614716694261e-08
1821,5.719663320746804e-08,9.072569184809254e-08
1822,6.015369535816717e-08,9.023054303725075e-08
1823,4.249555374258307e-08,8.20263039713609e-08
1824,5.3053010873327366e-08,9.431646219582035e-08
1825,6.251864448358901e-08,7.132408708088178e-08
1826,5.5490302908189904e-08,4.492072136486058e-08
1827,3.041700225026034e-08,5.346018505658634e-08
1828,2.7516904310687096e-08,6.879226077671774e-08
1829,2.4862210068476998e-08,4.800978620211893e-08
1830,5.218418053232199e-08,9.393152566872232e-08
1831,4.5214498811674275e-08,3.274153215215847e-08
1832,3.788391467196561e-08,7.035583848846727e-08
1833,7.52935847003755e-08,8.571885246055899e-08
1834,3.733812548034621e-08,6.907552574375586e-08
1835,3.6302822081779595e-08,9.000074641107858e-08
1836,1.0753200108126748e-08,1.0349955203992067e-07
1837,2.99189295560609e-08,7.653680000885288e-08
1838,4.86036455527028e-08,6.312161815458239e-08
1839,5.2436064379435265e-08,5.733009800223954e-08
1840,5.159447979963261e-08,8.599079848181646e-08
1841,2.6966304744746594e-08,7.255219713897532e-08
1842,3.287049921141261e-08,6.507016792056675e-08
1843,2.4809025944705354e-08,6.556670939517062e-08
1844,3.622450606144412e-08,7.13512991468157e-08
1845,4.0177642546268544e-08,9.932805511425613e-08
1846,1.5807152919933287e-08,9.425747293789755e-08
1847,2.9123407685460734e-08,4.530307862182781e-08
1848,2.654923214606697e-08,4.98803736093123e-08
1849,2.8490010350878947e-08,5.53041381579078e-08
1850,1.425689166723032e-08,6.245876704724651e-08
1851,3.353708066811123e-08,3.8696633453128015e-08
1852,6.640756566866912e-08,1.4192988673222828e-07
1853,3.4040009921909586e-08,9.196774897191062e-08
1854,2.5458755104068587e-08,1.0703068653583614e-07
1855,3.131092896069276e-08,7.960406023244104e-08
1856,4.711242240773572e-08,1.1182728609782089e-07
1857,2.0502337605421417e-08,8.200935042168567e-08
1858,1.859596826525589e-08,6.019221387987272e-08
1859,3.258990943777462e-08,6.059686064041614e-08
1860,2.654766717569146e-08,8.513561863821018e-08
1861,3.3483342321005694e-08,9.054650629281014e-08
1862,3.7047489076513784e-08,1.0301008779300957e-07
1863,2.8469337998160427e-08,1.2486551553836378e-07
1864,1.1986819536957682e-08,7.43182851925539e-08
1865,2.3534221682552925e-08,9.272483580957669e-08
1866,2.6274308950746672e-08,5.8873916630730605e-08
1867,1.0190904120577216e-08,5.629261323747414e-08
1868,2.9639243948054173e-08,1.1509906661100189e-07
1869,1.904572499711321e-08,5.176530382122735e-08
1870,2.0069171213776826e-08,7.68362551362145e-08
1871,4.354682658913589e-08,5.523012092112367e-08
1872,3.8702971494330995e-08,6.289232601375261e-08
1873,2.3944018323618366e-08,7.42264564257411e-08
1874,2.6885741633009275e-08,3.584765551067903e-08
1875,3.0324094124623e-08,5.664311808484257e-08
1876,1.4510435741854621e-08,4.474051129577106e-08
1877,3.339800647150781e-08,9.833857461671869e-08
1878,4.227361927178208e-08,4.8312709166609125e-08
1879,7.331190321480108e-09,6.659164752953473e-08
1880,4.428314070992201e-08,5.840239936105718e-08
1881,2.8587281875047665e-08,4.5321300490286376e-08
1882,2.994923331556265e-08,7.853354588860384e-08
1883,2.211768546089843e-08,7.393626333396242e-08
1884,1.7164412113856997e-08,4.8192387858136954e-08
1885,2.2559724754955823e-08,4.9631394161142595e-08
1886,2.774989482645651e-08,6.259860008128726e-08
1887,2.0239665943222462e-08,3.852065610931987e-08
1888,1.7119660356001987e-08,4.8822732301445626e-08
1889,4.2602930960811136e-08,6.766347782072302e-08
1890,1.6385966361553983e-08,5.636772471007134e-08
1891,1.7210394887001712e-08,4.6531805963923034e-08
1892,1.002961980134387e-08,5.0148098784674744e-08
1893,2.4017824173938607e-08,4.4956440459209546e-08
1894,2.2685540557176864e-08,5.923446910749419e-08
1895,1.5648398132839247e-08,3.250051960890232e-08
1896,1.5921978790967017e-08,5.189385499093646e-08
1897,1.5732126712464378e-08,3.962165218140967e-08
1898,1.8106735777401184e-08,5.035935968233929e-08
1899,2.984892333302014e-08,5.7486813531681946e-08
1900,1.661137005726232e-08,3.0627212765921286e-08
1901,2.9061443029831935e-08,3.8562298465549816e-08
1902,2.8479645752810256e-08,4.664769481799169e-08
1903,2.214090244478939e-08,8.154332675758269e-08
1904,2.2573425795258117e-08,7.793206524553398e-08
1905,2.4771643958310108e-08,5.005936254409704e-08
1906,2.674975863037332e-08,6.635997973347685e-08
1907,2.7771354993433306e-08,3.959989314239465e-08
1908,3.290630701258124e-08,5.8445528416939396e-08
1909,2.0903737407707013e-08,6.051081946623071e-08
1910,3.847788310196165e-08,5.344150533215242e-08
1911,3.08581699082211e-08,4.575521905803015e-08
1912,3.6465947372832375e-08,4.688478938419394e-08
1913,4.295421618394357e-08,5.090870147661519e-08
1914,3.214437072074361e-08,7.165515825136026e-08
1915,1.767114277129167e-08,1.0720493293092659e-07
1916,6.592477230782379e-09,1.0218339951961752e-07
1917,1.4256351654751143e-08,8.224818515145671e-08
1918,2.5270027848023346e-08,7.58100862086053e-08
1919,2.3940405213807026e-08,7.642514454619942e-08
1920,2.4988365154854364e-08,7.117898137565248e-08
1921,5.679560644011872e-08,6.512562622518203e-08
1922,2.0658220023506146e-08,5.459672330898613e-08
1923,3.503262746562541e-08,6.475728309141005e-08
1924,2.836157442231979e-08,6.703644572780831e-08
1925,2.4195990988573612e-08,5.059161689580094e-08
1926,3.009457216762712e-08,8.471065560122781e-08
1927,2.5643217327342427e-08,7.692965020567044e-08
1928,2.5137291359556002e-08,5.0274582275022794e-08
1929,1.4482528065684619e-08,4.3447586417499906e-08
1930,2.2057568216382606e-08,3.676261073337628e-08
1931,3.307553431142196e-08,2.2810713318222042e-08
1932,2.4110979990332737e-08,5.150982307355889e-08
1933,1.8353059072495626e-08,4.473558234963093e-08
1934,3.354842448288764e-08,5.152079296522061e-08
1935,1.795242710045386e-08,5.385727952500474e-08
1936,6.426098764222843e-08,7.396075574206407e-08
1937,7.554670666820584e-09,5.162358340804474e-08
1938,1.5558256905023882e-08,4.926781471681352e-08
1939,1.8352860564618823e-08,4.588214963519022e-08
1940,5.0715658339584024e-09,3.0429394115571995e-08
1941,5.312704587367989e-08,5.60785480274717e-08
1942,3.944475324146879e-08,2.730790527039062e-08
1943,1.1612940831184915e-08,2.9032351633873077e-08
1944,1.927911696952833e-08,4.177142187700156e-08
1945,2.6142048525912287e-08,4.574858536443571e-08
1946,4.454753366189834e-08,4.037120238109537e-08
1947,1.4305045148432782e-08,5.722018192599876e-08
1948,2.9354097819123126e-08,3.4790041070209554e-08
1949,9.817008539414473e-09,6.871905577909843e-08
1950,1.4889506516624351e-08,6.062155888386656e-08
1951,1.5992101864981123e-08,5.117472945403989e-08
1952,1.2653764258629963e-08,4.5342655297098133e-08
1953,2.2625037843226892e-08,3.232148060305917e-08
1954,2.3454086450769296e-08,4.9839934845863354e-08
1955,4.035811418390267e-08,3.754243138587299e-08
1956,3.1396109267944894e-08,4.447782342431594e-08
1957,3.180613550313183e-08,3.622365485345114e-08
1958,1.9853384713997002e-08,5.376958167602197e-08
1959,2.635254203742221e-08,4.1854036680888385e-08
1960,3.391208380776334e-08,5.605875053049658e-08
1961,1.80652133252579e-08,4.9331931595286704e-08
1962,1.4586500007851555e-08,5.2004040906883375e-08
1963,2.5217608334848762e-08,4.008953169432061e-08
1964,2.8594651979574337e-08,5.2322126631310084e-08
1965,2.9001830714747712e-08,5.03428005949047e-08
1966,2.6033652011925312e-08,4.985167212367969e-08
1967,2.5144711202074177e-08,4.68381879947799e-08
1968,4.715986512415782e-08,5.0752999081193906e-08
1969,2.6796370788950696e-08,2.725054712438002e-08
1970,2.4833115841449427e-08,4.920635632288395e-08
1971,3.23719047123916e-08,4.213486093362917e-08
1972,2.924183739594355e-08,4.719735285929616e-08
1973,2.3155456441159572e-08,5.127279539829388e-08
1974,1.7439271360331077e-08,4.500457273515224e-08
1975,1.4278700444236847e-08,4.397839603598186e-08
1976,1.7711933253394818e-08,5.0279035823663776e-08
1977,1.8218023367655434e-08,4.407586473575975e-08
1978,2.5544543480471305e-08,5.762373689321976e-08
1979,1.9896710057309974e-08,4.6815785026410595e-08
1980,2.21720881654619e-08,4.60497204812782e-08
1981,2.9730083506152027e-08,6.958104559195988e-08
1982,1.9243256987877544e-08,5.524677115786858e-08
1983,2.0209012019378747e-08,8.209910618006688e-08
1984,2.7255339596354844e-08,6.842830035935776e-08
1985,2.4663788567025335e-08,8.54209269984807e-08
1986,2.517683839187157e-08,6.833713683818132e-08
1987,2.688759392910356e-08,9.532874045703466e-08
1988,2.5185526497661925e-08,6.65617458928125e-08
1989,3.841685658478866e-08,6.915033878840404e-08
1990,2.1794604454505873e-08,6.974273247806195e-08
1991,4.1030257413865456e-08,7.092373116579509e-08
1992,2.1488782808720686e-08,7.713922145491381e-08
1993,3.101956203011014e-08,9.195084271773624e-08
1994,1.3714808788645172e-08,6.910153871331204e-08
1995,3.090797101590326e-08,8.892819636230342e-08
1996,2.6690460508405067e-08,9.501803743816595e-08
1997,2.8289877107567918e-08,7.336188390105747e-08
1998,2.288702027897216e-08,1.0299159214355313e-07
1999,2.1479944767310855e-08,1.0739972533535536e-07
2000,2.5182780305499364e-08,9.05696466713124e-08
2001,2.3220422196157386e-08,9.419605029314937e-08
2002,2.7601694596590676e-08,1.1741673677789777e-07
2003,2.8335076507346457e-08,9.958945668131491e-08
2004,2.9512100679918163e-08,1.3831045198031688e-07
2005,3.197662323817241e-08,1.1664711707659592e-07
2006,2.7178073125355695e-08,1.0418261719991051e-07
2007,2.276853267035861e-08,1.2662499537796634e-07
2008,2.7673358715674112e-08,1.1495087387514147e-07
2009,2.384096209340214e-08,1.3780077057212736e-07
2010,2.3146586702882388e-08,1.5919183082857558e-07
2011,2.562061141020422e-08,1.6557798154792636e-07
2012,1.838296448397614e-08,2.1072324885018645e-07
2013,1.3945625099154313e-08,2.1838848995869853e-07
2014,2.3170263929728208e-08,2.2455666082166204e-07
2015,2.3052384889865607e-08,1.8641399690544347e-07
2016,2.0713400911143154e-08,1.8020658210105012e-07
2017,1.911864622172743e-08,2.0401608225029122e-07
2018,2.4007640875289837e-08,2.2097355190098256e-07
2019,1.5816123244416502e-08,2.0458922400656832e-07
