year,anciens_ADJ êtres_NOUN,anciens_ADJ maîtres_NOUN
1848,0.0,1.0901275118158082e-06
1849,2.513824481908955e-09,9.70336284655815e-07
1850,1.1541293254424545e-08,1.1446247754065553e-06
1851,3.2247193804124663e-09,1.2550607364492095e-06
1852,1.5625309046640723e-08,1.0390830835760312e-06
1853,5.3747388761848924e-09,1.1884144175411393e-06
1854,7.79349651480743e-09,1.0022437129109107e-06
1855,0.0,1.021054721661585e-06
1856,1.0354378465748937e-09,1.0561465531022662e-06
1857,2.1966791052818735e-08,1.0109604993147059e-06
1858,3.9149408159744326e-09,9.513306158392965e-07
1859,1.1202780925145817e-08,1.1421744969819514e-06
1860,6.408057640072684e-09,1.326010185209725e-06
1861,4.715963730639317e-10,1.1950252434833608e-06
1862,3.6143890103090826e-09,1.072569894677855e-06
1863,4.994620828036034e-10,1.1387735412426991e-06
1864,4.315255264231155e-09,1.251424041726068e-06
1865,4.706844247692743e-09,1.2251916334804491e-06
1866,6.811858188626729e-09,1.0568111727948803e-06
1867,7.76449837758264e-09,1.0671332884015783e-06
1868,1.975949626142892e-09,1.0437953505970654e-06
1869,3.906815315701806e-09,1.0279808231317134e-06
1870,1.7202147262196377e-08,1.078574567436874e-06
1871,1.805600113868877e-08,6.181525122883613e-07
1872,6.652073114565837e-09,1.0310713003391925e-06
1873,7.781805422268917e-09,8.907174517958083e-07
1874,1.0156835372754358e-08,8.334579972846257e-07
1875,4.005069165202713e-09,9.80669734751416e-07
1876,6.04601479992084e-10,1.0211718579622442e-06
1877,1.6699003069220453e-08,9.561725335949234e-07
1878,2.6571990829893366e-08,1.0622757232736646e-06
1879,1.1607718342077078e-08,1.066077248701447e-06
1880,3.8507077526617195e-09,9.870647748044803e-07
1881,1.045876096839038e-08,9.984631119674958e-07
1882,1.0648616211028639e-08,1.082831200704959e-06
1883,2.6541224329434954e-08,9.213596398049972e-07
1884,5.941527270181268e-09,1.0008172104392088e-06
1885,3.2228177904158883e-09,9.320389100508919e-07
1886,9.034849313138693e-09,9.783450667377735e-07
1887,7.1818169189441505e-09,9.532229956477067e-07
1888,1.7119660356001987e-08,8.160370912335679e-07
1889,1.2530273485467092e-09,9.216016323421172e-07
1890,7.865263995654459e-09,9.451425277973158e-07
1891,4.461953917456185e-09,8.439467391596622e-07
1892,5.014809900671935e-09,8.738306016553565e-07
1893,3.695050043717174e-09,8.78806020176981e-07
1894,6.301539290376468e-09,8.948185996615621e-07
1895,1.2037228991346183e-09,8.883475119958462e-07
1896,2.7126333179694484e-08,9.158085712002162e-07
1897,5.2440420894583895e-09,9.456756133729982e-07
1898,1.0185038590293516e-08,8.278173400100286e-07
1899,0.0,8.88281840971672e-07
1900,1.038210628578895e-09,9.011668433700493e-07
1901,0.0,8.153970194602067e-07
1902,9.820567470342212e-09,7.866274991386035e-07
1903,1.0800440541913758e-09,8.229935914982889e-07
1904,4.299700151477737e-09,9.3249744459456e-07
1905,6.192911072844254e-09,7.808228241756865e-07
1906,1.0288369267641428e-08,7.572239377751089e-07
1907,8.228549397415463e-09,7.364551857236279e-07
1908,1.0313916831705683e-08,7.872956508947482e-07
1909,4.950885035270858e-09,7.156779640027366e-07
1910,6.947395991829808e-09,7.155817911552731e-07
1911,1.5961122423746588e-09,6.847321354364055e-07
1912,5.209421227725386e-10,6.99104340196044e-07
1913,6.893886794756554e-09,7.487821278573392e-07
1914,0.0,7.861977109335783e-07
1915,1.4136913861761968e-08,7.198045604006609e-07
1916,0.0,5.823354989331619e-07
1917,2.1932848870420685e-09,6.854015195401075e-07
1918,2.2972752589112133e-09,1.0464088866513066e-06
1919,0.0,9.051315030816909e-07
1920,6.057785384427916e-09,8.223443557220378e-07
1921,2.2718242842501013e-09,7.45158335035967e-07
1922,4.426761179843197e-09,6.463071384743557e-07
1923,4.246379248229459e-09,7.696562125403261e-07
1924,0.0,7.141959716960855e-07
1925,0.0,7.247799427290147e-07
1926,3.343841648018042e-09,7.27842826897529e-07
1927,4.4596899506643695e-09,6.210118410621135e-07
1928,1.1426041224282812e-09,5.724446863197841e-07
1929,2.2280812750352652e-09,6.628541666664489e-07
1930,1.0503603542488804e-09,6.743313560875208e-07
1931,3.4216069977333063e-09,6.329972936924833e-07
1932,4.383814644626227e-09,6.181178680009225e-07
1933,0.0,6.079451075891029e-07
1934,0.0,5.942863587904412e-07
1935,1.196828414151696e-09,5.876427504603043e-07
1936,0.0,6.159355105950226e-07
1937,5.0364472592434595e-09,6.282967719428711e-07
1938,1.2965214457594243e-09,6.041790019395421e-07
1939,0.0,5.888209493321028e-07
1940,0.0,7.150907679331908e-07
1941,2.9515025978810172e-09,5.903005053653487e-07
1942,0.0,6.371844754049505e-07
1943,5.806470415592457e-09,6.822602935940836e-07
1944,3.2131861615880553e-09,6.426372358703247e-07
1945,0.0,6.165166692717605e-07
1946,2.7842208538686464e-09,5.707652723785372e-07
1947,0.0,6.008118980105337e-07
1948,2.174377566888097e-09,5.93605095744465e-07
1949,2.945102384188658e-09,4.987040229664785e-07
1950,0.0,5.541023373467624e-07
1951,1.0661401761424827e-09,6.076999259363447e-07
1952,0.0,4.513176108389416e-07
1953,2.1547654771580937e-09,5.214532290409579e-07
1954,0.0,5.384667485230921e-07
1955,0.0,4.730346465642299e-07
1956,1.744228317335228e-09,4.4128977183532925e-07
1957,2.6505113659425206e-09,5.75160957971832e-07
1958,1.6544486891589827e-09,4.847534800234143e-07
1959,0.0,5.31701296324627e-07
1960,1.3841666701708277e-09,5.052208198463859e-07
1961,0.0,6.065743214378472e-07
1962,1.9025869768540815e-09,5.181378170959761e-07
1963,4.526237162849611e-09,5.547873929145908e-07
1964,6.083968329129164e-10,5.451235756126493e-07
1965,2.73602163147757e-09,5.028807894547072e-07
1966,4.431259803538978e-09,5.151339577125214e-07
1967,1.4791006197611978e-09,5.49239363323295e-07
1968,3.1439910674890825e-09,6.022988747744762e-07
1969,0.0,5.182145725868281e-07
1970,9.197450023812337e-10,4.998814082668446e-07
1971,3.083038491169532e-09,5.066459713987115e-07
1972,2.0520587451500205e-09,6.66919106606656e-07
1973,1.6539611902288698e-09,4.807513711568845e-07
1974,1.1251143350321513e-09,4.854868373982413e-07
1975,5.711480177694739e-10,4.592030196093333e-07
1976,5.713526873840635e-10,4.919346467957553e-07
1977,2.3507127355770763e-09,4.3194347076891404e-07
1978,0.0,4.811879126265239e-07
1979,1.1703946700691858e-09,5.840269299284273e-07
1980,1.7055452605774235e-09,4.599286831385996e-07
1981,1.2651099057237047e-09,4.870672878354299e-07
1982,6.207502289967692e-10,4.519061531649271e-07
1983,6.315316047889041e-10,4.060748151069049e-07
1984,5.799008495621649e-10,5.16691644136813e-07
1985,0.0,4.836508704642029e-07
1986,1.1988970927134801e-09,4.399952322486911e-07
1987,6.110816852533674e-10,4.271460865012955e-07
1988,3.597932174415064e-09,4.371487700716159e-07
1989,1.0976244357863152e-09,4.45086712819176e-07
1990,1.089730194969718e-09,4.190012576898994e-07
1991,4.10302547493302e-09,4.196809180179173e-07
1992,1.65298330578878e-09,4.518154108623662e-07
1993,0.0,5.029600462780337e-07
1994,3.164955852952289e-09,4.341264481233509e-07
1995,2.1689803286761844e-09,4.6470404324594483e-07
1996,5.338092190498855e-10,4.873678163264117e-07
1997,1.438468344439059e-09,4.4496619810985294e-07
1998,1.43043876743576e-09,5.721754932075385e-07
1999,3.1991407301035224e-09,6.023525216392045e-07
2000,3.092622158362701e-09,5.341400228786597e-07
2001,6.571817756650944e-09,5.542233134647745e-07
2002,8.76244299341522e-10,5.143553849507043e-07
2003,8.333845835650777e-10,5.21282079724017e-07
2004,8.809582507929292e-10,5.558846307707199e-07
2005,9.007499190971657e-10,5.449536795154586e-07
2006,4.1178899179428186e-10,5.538561795859209e-07
2007,1.5977917877663117e-09,5.919818855115722e-07
2008,1.2772318758180745e-09,4.632094374734663e-07
2009,9.53638501499654e-10,4.939847437768208e-07
2010,1.4171379625338432e-09,4.1852805043873786e-07
2011,1.911985902935953e-09,3.5945335330467287e-07
2012,2.0425516833455504e-09,4.0851031357647116e-07
2013,1.1156500168141292e-09,3.5505560713744444e-07
2014,3.031623174720721e-09,4.4326661985394367e-07
2015,1.994917786518613e-09,3.850191498955269e-07
2016,3.314144070287739e-09,4.6377304885325543e-07
2017,4.528100561174142e-09,3.0187336896858596e-07
2018,3.3559066636712487e-09,3.479817047846723e-07
2019,4.08158040698936e-09,3.982091838494739e-07
