year,mauvais_ADJ êtres_NOUN,mauvais_ADJ maîtres_NOUN
1935,0.0,3.4708024010399185e-08
1936,0.0,7.03233427046257e-08
1937,0.0,3.0218684332616874e-08
1938,0.0,7.130867873961222e-08
1939,0.0,9.63525170760704e-08
1940,0.0,5.0715657229361e-08
1941,0.0,1.4167212647464567e-07
1942,0.0,7.888950670498218e-08
1943,0.0,7.258088263739637e-08
1944,0.0,1.0924833127035072e-07
1945,0.0,1.0456819410364915e-07
1946,2.7842208538686464e-09,8.213451518912507e-08
1947,5.960435700558264e-09,8.225401160188994e-08
1948,4.348755133776194e-09,5.544662684542345e-08
1949,1.9634016634739737e-09,3.7304630495782476e-08
1950,1.0635361480382244e-09,3.190608532932515e-08
1951,2.1322803522849654e-09,5.224087040733849e-08
1952,0.0,4.3233695845579234e-08
1953,1.0773827385790469e-09,5.4946518446286063e-08
1954,0.0,6.938500973774353e-08
1955,0.0,5.349796472486901e-08
1956,2.1802854632824165e-08,4.622205040938354e-08
1957,0.0,3.79906637815175e-08
1958,0.0,3.887954402870264e-08
1959,1.5501495642666896e-09,6.588135548213359e-08
1960,0.0,4.360125160918216e-08
1961,1.3896318540318475e-09,3.126671682673887e-08
1962,0.0,5.454082652178727e-08
1963,0.0,3.1037055370219946e-08
1964,6.083968329129164e-10,4.806335057727651e-08
1965,0.0,3.1190647065137966e-08
1966,1.1078149508847446e-09,5.4836839069594134e-08
1967,0.0,4.1414820406426855e-08
1968,4.4914158503495116e-10,5.210042236525325e-08
1969,0.0,4.3600874188864935e-08
1970,0.0,4.1848399245925094e-08
1971,1.0276794970565106e-09,5.3953173040355296e-08
1972,0.0,3.539801268770404e-08
1973,2.7566018356850464e-09,3.748978577577944e-08
1974,1.1251143350321513e-09,4.3879458400120086e-08
1975,5.711480177694739e-10,3.712461937865896e-08
1976,0.0,3.8280630054732256e-08
1977,5.876781838942691e-10,4.113747387179956e-08
1978,2.970295565063452e-09,4.0990079885894204e-08
1979,5.851973350345929e-10,3.5111838769807946e-08
1980,0.0,4.2638630515234865e-08
1981,1.2651099057237047e-09,2.6567308353264707e-08
1982,4.345251713999687e-09,3.289976291398489e-08
1983,6.315316047889041e-10,2.462973247574496e-08
1984,5.799008495621649e-10,5.1611174556320805e-08
1985,1.8046674155058895e-09,3.1280901091612634e-08
1986,1.1988970927134801e-09,3.476801424540099e-08
1987,6.110816852533674e-10,3.422057304192094e-08
1988,5.996553809062277e-10,3.418035621205462e-08
1989,0.0,5.5430035339476547e-08
1990,3.2691906959314565e-09,5.666597069353685e-08
1991,5.861465202094962e-10,3.04796188288492e-08
1992,5.509944167592096e-10,4.958949617606123e-08
1993,3.323524566667402e-09,4.3759737167192725e-08
1994,2.1099706426497278e-09,3.7451979184588424e-08
1995,3.253470381991974e-09,3.9041647026394344e-08
1996,1.067618438099771e-09,4.3238546965085334e-08
1997,2.876936688878118e-09,5.2264348959774054e-08
1998,0.0,4.9111732347562054e-08
1999,3.656160929565999e-09,5.4385392828093515e-08
2000,8.836062992401139e-10,3.7995070312213386e-08
2001,4.3812117822561447e-10,5.257454205320755e-08
2002,2.1906108038649563e-09,4.293596944648925e-08
2003,8.333845835650777e-10,5.5836768375616685e-08
2004,2.2023955992267474e-09,4.096455941127175e-08
2005,0.0,4.008337128880157e-08
2006,0.0,4.817931259504249e-08
2007,3.994479469415779e-10,7.42973185752227e-08
2008,1.2772318758180745e-09,4.3425885415393495e-08
2009,0.0,4.2436911540377764e-08
2010,9.447586046817946e-10,4.959982541352659e-08
2011,0.0,3.250376323649107e-08
2012,1.0212758416727752e-09,3.5063803222046275e-08
2013,1.1156500168141292e-09,3.0680375573410856e-08
2014,4.330890368553497e-10,3.4863667508489016e-08
2015,1.5516027351836215e-09,3.0588740429493555e-08
2016,1.86420612280358e-09,3.148436916733388e-08
2017,1.7609279590047322e-09,2.3395186232733067e-08
2018,4.3884935685412074e-09,2.5556520455438658e-08
2019,2.04079020349468e-09,3.5203629400459846e-08
