year,pouvez_VERB être_VERB,pouvez_VERB etre_VERB,pouvez_VERB mettre_VERB
1859,7.791025495862414e-07,1.5276520048956854e-09,5.448625373105642e-08
1860,9.561737215335597e-07,2.288591982591015e-09,6.59114505197067e-08
1861,8.366119459424226e-07,4.715963730639317e-10,4.810283016354333e-08
1862,9.60072043199034e-07,9.035972525772706e-10,8.087195624284504e-08
1863,7.441985303557885e-07,0.0,5.793760138317339e-08
1864,7.561285997326195e-07,4.794727948009836e-10,9.157930236369793e-08
1865,8.326407510139688e-07,1.4120533631256649e-09,7.107335164846518e-08
1866,8.174229719770665e-07,9.731225825149181e-10,4.9142691693759843e-08
1867,7.235541943373391e-07,1.94112459439566e-09,8.152723296461772e-08
1868,7.019560825938242e-07,1.975949626142892e-09,7.854399797224687e-08
1869,8.668246209708741e-07,2.441759683335931e-09,6.495080384638641e-08
1870,7.345316248574818e-07,4.587239033071455e-09,5.676708170199163e-08
1871,9.134212177741574e-07,3.18635318130589e-09,1.5931766128574054e-08
1872,9.064961545846018e-07,6.652073114565837e-09,6.893966997267853e-08
1873,7.883567718636186e-07,2.9930022904522957e-09,7.48250528204153e-08
1874,7.641525030521734e-07,5.974609140757536e-10,5.317401985394099e-08
1875,8.616619879830978e-07,5.721527140956084e-10,6.751402281679475e-08
1876,8.010969736460538e-07,1.209202959984168e-09,8.464420631071334e-08
1877,8.17632667349244e-07,0.0,7.792868217393334e-08
1878,7.108007480383094e-07,1.2078177347163432e-09,5.676743342064583e-08
1879,8.064309326982766e-07,3.665595160740054e-09,3.9710613464194466e-08
1880,7.463955284947588e-07,1.2835692508872398e-09,6.417846520889725e-08
1881,9.085177339329675e-07,6.972507571312292e-10,7.251407652120179e-08
1882,8.139535907503159e-07,1.9966155395678697e-09,7.786800892972678e-08
1883,6.957592404432944e-07,6.319338941018771e-10,4.865891156669022e-08
1884,7.486324307137693e-07,1.3203393933736152e-09,3.6969503014461225e-08
1885,6.851710736555106e-07,3.2228177904158883e-09,4.5119449509911647e-08
1886,6.969740979911876e-07,9.034849313138693e-09,6.647067607445933e-08
1887,7.625783950970799e-07,6.528924623161458e-10,5.288428894800745e-08
1888,6.847864142400795e-07,1.268122939990235e-09,4.438430423192585e-08
1889,8.150942676365958e-07,1.8795409673089125e-09,4.1349903057152915e-08
1890,7.616197308379924e-07,0.0,5.1124214195397144e-08
1891,7.693683414800034e-07,2.5496880162734215e-09,3.824532157636895e-08
1892,7.052076398395002e-07,3.1342561879199593e-09,5.2655504845233736e-08
1893,7.427050263686397e-07,1.847525021858587e-09,4.741980674793922e-08
1894,7.542942626059812e-07,0.0,6.427570298228602e-08
1895,7.63160301175958e-07,1.2037228991346183e-09,3.8519132772307785e-08
1896,6.598775144084357e-07,2.358811590497112e-09,4.8355637716213096e-08
1897,6.677413466604776e-07,1.1653427112179315e-09,5.651912005077975e-08
1898,7.46337036616751e-07,5.6583548957434e-10,4.4701003787395166e-08
1899,7.854688988118141e-07,3.3165470370022376e-09,6.577818112418754e-08
1900,7.464734608220169e-07,1.038210628578895e-09,4.671947806400567e-08
1901,6.594711976504186e-07,5.588738916095792e-10,4.63865319488832e-08
1902,5.887430347684131e-07,4.910283846193408e-10,1.8659077838378835e-08
1903,6.555867457791464e-07,1.6200660812870638e-09,2.6461078661554893e-08
1904,7.191248414528673e-07,5.374625189347171e-10,4.3534463145533664e-08
1905,7.88047884725529e-07,1.0321518084666081e-09,4.8511136441220515e-08
1906,6.188453767208557e-07,5.144184522798412e-10,3.806696469155213e-08
1907,6.963409759919159e-07,4.114274698707732e-09,5.1942716794428634e-08
1908,6.939793024685059e-07,1.4734167219643268e-09,6.384805573134145e-08
1909,7.750886084068043e-07,1.1001967115120692e-09,4.8958753495753626e-08
1910,7.374927690761979e-07,5.344150677544235e-10,3.90122991689168e-08
1911,6.911166110512568e-07,1.0640748282497725e-09,5.3203741856577835e-08
1912,7.522404530391213e-07,4.167536982180309e-09,6.615965020273507e-08
1913,6.702978794237424e-07,5.30298971401777e-10,3.553003224965323e-08
1914,7.2257864758285e-07,0.0,4.68772043404897e-08
1915,9.342144267066033e-07,2.3561523843085297e-09,2.9451904026700504e-08
1916,7.878010137574165e-07,0.0,3.955486249651585e-08
1917,8.488012781526777e-07,2.1932848870420685e-09,4.7155623406069935e-08
1918,6.604666396015091e-07,3.44591288836682e-09,4.135095466040184e-08
1919,7.025588502074243e-07,1.8415696745321952e-09,2.9465114792515124e-08
1920,6.504546945507172e-07,7.572231730534895e-10,5.3005621225565847e-08
1921,6.224798312359781e-07,7.572747429129834e-10,4.240738604721628e-08
1922,7.333667895181861e-07,7.377935484775833e-10,3.39385017866789e-08
1923,7.802721597727214e-07,0.0,3.6094224498128824e-08
1924,7.399792707474262e-07,1.289162443462999e-09,2.3204924204378585e-08
1925,7.082826414261945e-07,0.0,4.179307566687385e-08
1926,6.620806516366429e-07,0.0,4.7928395474627905e-08
1927,7.648368409718387e-07,1.1149224876660924e-09,5.351628118432927e-08
1928,5.438795369627769e-07,0.0,3.7705934374798744e-08
1929,8.366445172214299e-07,0.0,5.23599084090165e-08
1930,6.449212719417119e-07,0.0,4.096405348263943e-08
1931,6.364189175656065e-07,3.4216069977333063e-09,5.47457119637329e-08
1932,5.961987881164532e-07,0.0,5.4797684612140074e-08
1933,6.045038958291116e-07,0.0,2.6382522833046096e-08
1934,6.242403287615161e-07,2.3963160344919743e-09,2.7557634396657704e-08
1935,5.68493476293952e-07,1.196828414151696e-09,4.787313656606784e-08
1936,6.1351056501735e-07,1.2124714565686645e-09,4.00115567344983e-08
1937,6.131874670245452e-07,0.0,3.5255130370615007e-08
1938,5.834346552546776e-07,2.5930428915188486e-09,3.241303758727554e-08
1939,6.805852308389149e-07,1.5294050470515685e-09,2.141167065872196e-08
1940,3.37259137950241e-07,7.607348528892999e-09,3.296517903095264e-08
1941,4.250163669894391e-07,0.0,4.427253941230447e-08
1942,4.6423440380749526e-07,0.0,4.247896612241675e-08
1943,6.909699550305959e-07,2.9032352077962287e-09,3.774205836748479e-08
1944,5.366021014197031e-07,3.2131861615880553e-09,4.819779064746399e-08
1945,7.101922960828233e-07,0.0,6.971212940243277e-08
1946,5.999995664751623e-07,1.3921104269343232e-09,7.65660743695662e-08
1947,7.176364533734159e-07,1.1920870957027319e-09,2.8610090296865565e-08
1948,6.207848173289676e-07,2.174377566888097e-09,3.152847583010043e-08
1949,4.771065960085252e-07,1.9634016634739737e-09,3.6322930441201606e-08
1950,5.732459840146475e-07,1.0635361480382244e-09,5.211327192000681e-08
1951,7.590917903144145e-07,2.1322803522849654e-09,4.157946520422229e-08
1952,4.99823727295734e-07,1.0544803918932644e-09,4.956057964022875e-08
1953,5.979474053674494e-07,0.0,3.878577814475648e-08
1954,6.273968438108568e-07,1.9545072227344917e-09,3.518113089739927e-08
1955,6.438526725105476e-07,0.0,4.411235821066839e-08
1956,6.488529606940574e-07,8.72114158667614e-10,4.7966278060584955e-08
1957,4.7002401970530627e-07,8.835037701437898e-10,3.8874166108371355e-08
1958,5.004707190892077e-07,8.272243445794913e-10,3.1434524316864554e-08
1959,5.107742708787555e-07,0.0,3.8753739772801055e-08
1960,5.439774781734741e-07,6.920833350854139e-10,3.737250153790228e-08
1961,4.926245082970127e-07,2.779263708063695e-09,3.335116360858592e-08
1962,5.967780793980637e-07,6.341956404476434e-10,2.917300001570311e-08
1963,4.4163144252706843e-07,5.1728425987107585e-09,3.297687101166957e-08
1964,6.156976155580196e-07,0.0,5.4755716405452404e-08
1965,4.870118459621153e-07,1.7510538796727815e-08,3.502107759345563e-08
1966,4.963010837855109e-07,2.769537488234164e-09,3.4342264143560897e-08
1967,6.044591600584681e-07,4.437302081328198e-09,4.6345153492666213e-08
1968,5.910703180234123e-07,2.6948494546985557e-09,4.356673244387821e-08
1969,5.690822604265122e-07,6.358460868938209e-09,4.4509224750299836e-08
1970,5.14597331857658e-07,9.197450023812337e-10,4.322801672174137e-08
1971,4.706772074314358e-07,1.541519245584766e-09,6.166077071156906e-08
1972,4.391405639125878e-07,4.6171320100540925e-09,2.8728821988011077e-08
1973,4.829566364605853e-07,1.102640756478479e-09,3.528450420731133e-08
1974,4.061662650656217e-07,1.1251143350321513e-09,3.712877472139553e-08
1975,4.51206943807847e-07,1.7134440533084216e-09,3.084199207137317e-08
1976,3.7595006574520085e-07,4.570821499072508e-09,3.25671045686704e-08
1977,4.3546953065742855e-07,2.938390863960194e-09,3.349765620441758e-08
1978,3.736631981610117e-07,1.1881182704343018e-09,3.9207904478644195e-08
1979,4.593799189933634e-07,4.681578680276743e-09,2.57486831856113e-08
1980,4.707304697149084e-07,1.1370301367108482e-09,4.43441763309238e-08
1981,4.883324322690896e-07,3.1627747087981106e-09,4.933928465788995e-08
1982,3.836236430743156e-07,4.345251713999687e-09,3.9107263205551135e-08
1983,4.086009539605584e-07,1.2630632095778083e-09,7.452072736668924e-08
1984,3.688169272209052e-07,1.739702604197646e-09,3.131464509920079e-08
1985,3.392774772237317e-07,1.0828004270990732e-08,3.4890238254092765e-08
1986,4.328018405885814e-07,5.994485463567401e-10,3.896415634585537e-08
1987,3.831482047189638e-07,6.110816852533674e-10,2.9943002743948455e-08
1988,4.1016429008777777e-07,0.0,3.1781734577407406e-08
1989,4.878940558228351e-07,1.0976244357863152e-09,4.335616665684938e-08
1990,4.2771910102601396e-07,0.0,4.413407239667322e-08
1991,3.9857962974565453e-07,1.7584396161396398e-09,4.3374843272658836e-08
1992,3.6090133903599053e-07,6.060938417817852e-09,3.03046938654461e-08
1993,3.8996020634840534e-07,1.661762283333701e-09,3.822053074031828e-08
1994,4.219941160954477e-07,2.637463358823311e-09,4.9056819051429557e-08
1995,3.8662074075546116e-07,2.7112254663563817e-09,5.097103894513566e-08
1996,3.955526324261882e-07,6.4057106285986265e-09,3.736664666575962e-08
1997,3.8598901141995157e-07,2.3974471297094624e-09,3.164630513197153e-08
1998,4.410519522934919e-07,1.9072516899143466e-09,3.099284029417504e-08
1999,4.263997652742546e-07,2.285100553223174e-09,4.4787970665538523e-08
2000,4.0955151803245826e-07,5.743440834038438e-09,3.666966108539782e-08
2001,4.267300255378359e-07,0.0,6.089884152515879e-08
2002,4.12711074204708e-07,3.066854992184176e-09,6.747080760760582e-08
2003,4.429439002251456e-07,1.6667691671301554e-09,6.41706137116671e-08
2004,4.4796726683671295e-07,1.7619165015858584e-09,9.11791815383367e-08
2005,4.661380899051437e-07,9.007499190971657e-10,1.0403661576674494e-07
2006,4.896170935353439e-07,2.8825228870488218e-09,8.606389911847145e-08
2007,6.34323328085884e-07,3.1955835755326234e-09,1.0864984290037683e-07
2008,6.760814130757353e-07,1.2772318758180745e-09,1.1878256600539316e-07
2009,6.789906024096126e-07,1.430457752249481e-09,1.6164172222943307e-07
2010,8.767360100137012e-07,2.3618964561933353e-09,1.809212761827439e-07
2011,1.2328486036494724e-06,1.911985902935953e-09,2.768555589227617e-07
2012,1.3685096291737864e-06,3.404252713057332e-10,2.822125395596231e-07
2013,1.3689025308849523e-06,0.0,2.1392588678281754e-07
2014,1.4367728908837307e-06,1.0827225782605865e-09,2.1437907093968533e-07
2015,1.5070496601765626e-06,0.0,2.1833267283000168e-07
2016,1.5255419612003607e-06,2.0713400439298368e-10,2.3944690497046395e-07
2017,1.3936486311649787e-06,7.54683426862357e-10,2.4652990759932436e-07
2018,1.4910551726643462e-06,1.8070267504555204e-09,2.664073690539226e-07
2019,1.4971747077652253e-06,1.02039510174734e-09,2.7474138164507167e-07
