year,excellents_ADJ auteurs_NOUN,excellents_ADJ moteurs_NOUN
1893,5.4194064347257154e-08,1.2316833108982905e-09
1894,1.827446460822557e-08,1.2603078580752936e-09
1895,3.069493459406658e-08,2.4074457982692365e-09
1896,2.0049897742069334e-08,5.89702897624278e-10
1897,3.612562338162206e-08,4.078699600285063e-09
1898,3.168678830434146e-08,6.7900258748920805e-09
1899,3.0954439012020885e-08,1.1055156790007459e-09
1900,1.86877908703309e-08,1.038210628578895e-09
1901,2.738482152153665e-08,1.676621685930968e-08
1902,2.5042448115186744e-08,3.437198747846537e-09
1903,2.214090244478939e-08,3.2401321625741275e-09
1904,3.33226779503093e-08,4.837162670412454e-09
1905,4.0769995213185695e-08,5.160759042333041e-10
1906,3.652370850204534e-08,4.115347618238729e-09
1907,1.7999951751335175e-08,4.6285588695127444e-09
1908,3.6835416494795936e-08,1.964555629285769e-09
1909,2.8605114721358404e-08,3.300590023513905e-09
1910,3.099607326362275e-08,6.947395991829808e-09
1911,3.990280461607654e-08,6.384448969498635e-09
1912,4.5842906359894187e-08,7.293189607793238e-09
1913,3.3939134169713725e-08,5.302989602995467e-09
1914,2.74566485103378e-08,6.696743604095445e-09
1915,2.3561524287174507e-08,9.424609537234119e-09
1916,4.724608615447323e-08,0.0
1917,4.0575770299255964e-08,2.1932848870420685e-09
1918,3.790504266021344e-08,2.2972752589112133e-09
1919,1.1049418269237776e-08,1.8415696745321952e-09
1920,2.4231141537711665e-08,8.329454459499175e-09
1921,3.710646367949266e-08,1.060184651180407e-08
1922,2.5084981203349344e-08,2.951174193910333e-09
1923,4.671016995416721e-08,0.0
1924,4.383152329978657e-08,7.734974438733389e-09
1925,3.519416935660047e-08,1.2097995494286806e-08
1926,4.2355324580967135e-08,5.57306911730393e-09
1927,5.4631200896437804e-08,4.4596899506643695e-09
1928,2.6279895593006586e-08,0.0
1929,5.124586976990031e-08,6.684243825105796e-09
1930,3.361153133596417e-08,7.352522590764465e-09
1931,4.1059283972799676e-08,9.124285327288817e-09
1932,2.520693342944469e-08,2.1919073223131136e-09
1933,4.01473165823063e-08,5.735331320977366e-09
1934,3.4746584276490466e-08,1.1981580172459871e-09
1935,2.752705441366743e-08,1.196828414151696e-09
1936,2.5461901032031165e-08,4.849885826274658e-09
1937,5.162358363008934e-08,1.2591118148108649e-09
1938,4.408173026604345e-08,3.8895642262559704e-09
1939,4.435274547631707e-08,1.5294050470515685e-09
1940,2.2822046474857416e-08,0.0
1941,8.854508237732261e-09,5.9030051957620344e-09
1942,3.3376328811840494e-08,6.068423541449874e-09
1943,4.064529335323641e-08,2.9032352077962287e-09
1944,3.213186161588055e-08,0.0
1945,5.010559434026618e-08,4.357008087652048e-09
1946,6.542919095409161e-08,1.3921104269343232e-09
1947,4.172304812755101e-08,2.3841741914054637e-09
1948,3.913879709216417e-08,1.0871887834440486e-09
1949,7.559096104614582e-08,6.8719057111366055e-09
1950,2.5524867552917385e-08,4.2541445921528975e-09
1951,4.264560615752089e-08,5.330700769690111e-09
1952,4.639713679921442e-08,3.1634410646574906e-09
1953,3.44762476345295e-08,5.386913581872932e-09
1954,4.397641362174909e-08,0.0
1955,4.3173795205575516e-08,3.754243138587299e-09
1956,2.616342520411763e-08,3.488456634670456e-09
1957,2.9155623693100097e-08,8.835037701437898e-10
1958,4.301566713937888e-08,2.4816730892496253e-09
1959,4.650448559573306e-08,7.750747821333448e-10
1960,3.737250153790228e-08,6.920833350854139e-10
1961,5.558527360616239e-08,0.0
1962,3.297817202652098e-08,1.2683912808952869e-09
1963,2.7157422977097667e-08,1.2932106496776896e-09
1964,4.806334885643082e-08,3.041984220075733e-09
1965,3.55682807651192e-08,4.377634699181954e-09
1966,4.818994892019646e-08,5.539074754423723e-10
1967,4.3879985867079085e-08,1.4791006197611978e-09
1968,3.6829611360644776e-08,1.7965663401398047e-09
1969,3.633406109315729e-08,4.5417578031781147e-10
1970,3.219107683194444e-08,1.3796175313274261e-09
1971,3.083038535578453e-08,5.138397485282553e-10
1972,2.924183739594355e-08,2.565073486948677e-09
1973,2.7566018800939673e-08,5.513203782392395e-10
1974,2.6440186928766707e-08,0.0
1975,3.1413140533231854e-08,0.0
1976,2.628222439682304e-08,2.285410749536254e-09
1977,2.4682483612537e-08,1.1753563677885381e-09
1978,2.7920778578049976e-08,5.940591352171509e-10
1979,2.867466974976196e-08,0.0
1980,2.21720881654619e-08,5.685150683554241e-10
1981,2.4669642328944974e-08,0.0
1982,3.1658260013500694e-08,1.8622506869903077e-09
1983,2.9681984869966982e-08,1.2630632095778083e-09
1984,3.3054348591576854e-08,5.799008495621649e-10
1985,2.2257564680217e-08,1.2031116103372597e-09
1986,2.8174081734277934e-08,2.3977941854269602e-09
1987,2.8720839040374813e-08,1.2221633705067347e-09
1988,1.798966131616453e-08,5.996553809062277e-10
1989,2.1952489270837816e-08,1.6464366536794728e-09
1990,2.5608660081388734e-08,5.44865097484859e-10
1991,1.992898113201136e-08,1.7584396161396398e-09
1992,2.9202704754371922e-08,0.0
1993,2.1602909683338112e-08,0.0
1994,2.7429617688312646e-08,5.274926606624319e-10
1995,2.657000813810484e-08,1.626735190995987e-09
1996,2.3487606082284174e-08,5.338092190498855e-10
1997,2.061804593722627e-08,2.3974471297094624e-09
1998,2.0026142522056034e-08,0.0
1999,2.1936964689217575e-08,0.0
2000,2.25319604085783e-08,8.836062992401139e-10
2001,2.9354119662761136e-08,8.762423564512289e-10
2002,1.92773752516473e-08,8.76244299341522e-10
2003,2.000122978351726e-08,4.1669229178253886e-10
2004,2.3785872493853333e-08,4.404791253964646e-10
2005,2.026687362377544e-08,4.5037495954858286e-10
2006,1.853050402012002e-08,8.235779835885637e-10
2007,1.9972398179746165e-08,3.994479469415779e-10
2008,2.2138685717987272e-08,2.1287198670449925e-09
2009,2.3364143952875338e-08,1.430457752249481e-09
2010,1.1809482280966677e-08,4.723793023408973e-10
2011,1.0707121411712706e-08,1.529588788962144e-09
2012,1.1574459612972987e-08,2.382976926895708e-09
2013,8.646287241731443e-09,1.1156500168141292e-09
2014,9.311414264634443e-09,1.7323561474213989e-09
2015,1.0861219479352258e-08,1.5516027351836215e-09
2016,1.4706514367412993e-08,1.4499380585064614e-09
2017,1.1571811953103861e-08,5.031222660711876e-10
2018,7.744399788123246e-09,2.581466596041082e-09
2019,9.183556137770665e-09,1.53059265262101e-09
