year,véritables_ADJ arbres_NOUN,véritables_ADJ marbres_NOUN
1800,0.0,0.0
1801,2.3811825844433088e-09,0.0
1802,6.713520406265161e-09,0.0
1803,3.900678446910888e-09,0.0
1804,2.4718509461507665e-09,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,1.6183340889597275e-08,0.0
1816,3.9399267848239106e-08,0.0
1817,0.0,0.0
1818,0.0,1.668964877410417e-08
1819,0.0,0.0
1820,0.0,0.0
1821,2.9584463767662328e-09,9.86148829262845e-10
1822,0.0,0.0
1823,0.0,9.882686891060644e-10
1824,8.421112696055388e-10,3.3684450784221553e-09
1825,1.0566531649658373e-08,0.0
1826,7.927186018719112e-09,2.2019960965735663e-08
1827,3.6869092223668076e-09,0.0
1828,2.8434133270138773e-08,1.9261833017480967e-08
1829,2.0575622983187714e-08,3.429270423183084e-09
1830,8.349468672008697e-09,0.0
1831,2.494592976631793e-08,0.0
1832,4.058990921151917e-09,0.0
1833,2.3167257001688313e-09,1.3900354645102198e-08
1834,4.667265685043276e-09,9.334530925997342e-09
1835,1.3613558280667348e-08,7.563087933704082e-10
1836,8.064899859050456e-09,2.016224964762614e-09
1837,1.2524203896191466e-08,1.0436836284100082e-08
1838,2.5248647617104325e-09,3.787297142565649e-09
1839,2.0974426639952526e-09,2.7965900706306e-09
1840,1.46502836528839e-08,2.5478754661634184e-09
1841,1.4767261191650505e-08,1.0272877659645019e-08
1842,5.366612043644636e-09,8.049918065466954e-09
1843,5.31621990873532e-09,5.906911071384968e-10
1844,1.4270259640625227e-08,3.2931368743049916e-09
1845,5.580227835366713e-09,1.674068439427856e-09
1846,9.367202125076801e-09,1.1709002656346001e-09
1847,1.5640349459999925e-08,1.0786447290911383e-09
1848,1.448139919091318e-08,3.218088684420195e-09
1849,1.3407063903514427e-08,1.6758829879393033e-09
1850,9.504594444820214e-09,0.0
1851,3.8696632564949596e-09,2.579775504329973e-09
1852,1.2370036550635177e-08,6.510545436100301e-10
1853,1.911018188138769e-08,2.9859659189668264e-09
1854,1.4028294081924741e-08,6.754364012540037e-09
1855,1.8574279891936385e-08,1.0613874223963649e-09
1856,4.659470143053568e-09,0.0
1857,1.6597130780837688e-08,1.4644527812635033e-09
1858,1.5170396494568195e-08,0.0
1859,1.171199848215565e-08,3.055304009791371e-09
1860,1.373155189554609e-08,0.0
1861,6.6023493339173456e-09,3.772770984511453e-09
1862,2.755971628687348e-08,0.0
1863,2.0477944673302773e-08,4.495158911765884e-09
1864,1.582260189536555e-08,4.794727948009836e-10
1865,1.7415324293779122e-08,0.0
1866,2.1408697037372804e-08,0.0
1867,1.3102591012170706e-08,0.0
1868,1.0373735648272486e-08,0.0
1869,1.7580669364747337e-08,4.883519144627257e-10
1870,9.747882501187632e-09,0.0
1871,5.3105885911008954e-08,1.0621177271019633e-09
1872,1.4513614310374123e-08,6.047339295989218e-10
1873,2.2746817762708815e-08,1.1972008939764578e-09
1874,7.766991494406739e-09,5.974609140757536e-10
1875,2.345826111138649e-08,0.0
1876,1.5115036333668286e-08,9.069021977836655e-09
1877,1.4225077116236662e-08,0.0
1878,2.113680963589104e-08,3.0195443923020093e-09
1879,1.0385853066452455e-08,0.0
1880,1.3477476912271413e-08,1.2835692508872398e-09
1881,2.022027167924989e-08,2.091752326904839e-09
1882,2.728707926280549e-08,0.0
1883,1.8326083761621703e-08,6.319338941018771e-10
1884,2.1125430293977843e-08,0.0
1885,1.740321664556177e-08,1.2891271383708158e-09
1886,2.5813855941692054e-08,3.872078213618124e-09
1887,1.697520346510828e-08,0.0
1888,3.043495055976564e-08,6.340614699951175e-10
1889,2.8819629349641218e-08,1.8795409673089125e-09
1890,2.6217545467943637e-08,6.554386366985909e-09
1891,1.784781566982474e-08,1.0198752065093686e-08
1892,2.5074049503359674e-08,4.387958441043338e-09
1893,3.1407925149551374e-08,6.15841644346915e-09
1894,2.9617234886814003e-08,3.150769645188234e-09
1895,2.6481902892783182e-08,8.426059849853118e-09
1896,2.358811634906033e-08,0.0
1897,1.981082675683865e-08,2.330685422435863e-09
1898,1.6975064909274806e-08,8.487532454637403e-09
1899,3.3165470370022376e-08,1.6029977345510815e-08
1900,2.28406342728249e-08,0.0
1901,2.2913829056392387e-08,0.0
1902,1.276673788908056e-08,4.419255628107521e-09
1903,2.430099144135056e-08,2.7001101354784396e-09
1904,2.4723275870996986e-08,2.1498500757388683e-09
1905,7.2250627702885595e-09,5.160758931310738e-09
1906,9.773950537805831e-09,1.0288369045596824e-09
1907,1.131425531042396e-08,9.771402353919711e-09
1908,2.357466755142923e-08,4.911389073214423e-09
1909,2.2003934674330594e-08,1.1552065082298668e-08
1910,3.473697773870299e-08,8.550641084070776e-09
1911,1.3832972989291648e-08,5.320374141248863e-10
1912,1.1460726589973547e-08,9.376957876838787e-09
1913,2.1211958411981868e-08,8.484783542428431e-09
1914,7.366418142140674e-09,6.696743715117748e-10
1915,2.238344798399794e-08,1.1780761921542648e-09
1916,3.2962386153911893e-09,2.197492410260793e-09
1917,1.7546279096336548e-08,0.0
1918,5.743188147278033e-09,1.1486376294556067e-09
1919,1.8415696745321952e-09,5.524709134618888e-09
1920,1.2115570768855832e-08,0.0
1921,4.543648568500203e-09,7.572747429129834e-10
1922,1.8444838545406128e-08,7.377935484775833e-10
1923,8.492758496458919e-09,6.369568872344189e-09
1924,1.933743654092268e-08,0.0
1925,1.3197813508725176e-08,3.299453377181294e-09
1926,1.671920735191179e-08,4.458455382660986e-09
1927,1.6723836537835268e-08,2.2298449753321847e-09
1928,2.0566874425753667e-08,0.0
1929,1.3368487650211591e-08,1.1140406375176326e-09
1930,1.1553964007759987e-08,5.2518016602221e-09
1931,1.4826963656844327e-08,6.843213995466613e-09
1932,8.767629289252454e-09,1.0959536611565568e-09
1933,9.176529758292418e-09,1.1470662197865522e-09
1934,1.677421224144382e-08,0.0
1935,1.6755597798123745e-08,1.196828414151696e-09
1936,1.091224355320719e-08,4.849885826274658e-09
1937,2.0145789036973838e-08,3.777335333410292e-09
1938,1.4261735792331365e-08,0.0
1939,2.141167065872196e-08,9.176430282309411e-09
1940,1.0143131667916805e-08,0.0
1941,1.7709016475464523e-08,0.0
1942,1.517105907566929e-08,0.0
1943,2.322588166236983e-08,0.0
1944,6.4263723231761105e-09,0.0
1945,8.714016175304096e-09,0.0
1946,1.5313215584455975e-08,8.352662561605939e-09
1947,1.549713246618012e-08,1.1920870957027319e-09
1948,1.7395020535104777e-08,0.0
1949,1.3743811422273211e-08,0.0
1950,1.0635361480382244e-09,0.0
1951,9.595261474260042e-09,0.0
1952,1.0544804140977249e-08,0.0
1953,1.723812381726475e-08,2.1547654771580937e-09
1954,1.07497895029951e-08,0.0
1955,1.0324168187025862e-08,2.815682353940474e-09
1956,7.849027205963921e-09,2.616342476002842e-09
1957,1.236905244894615e-08,2.6505113659425206e-09
1958,4.9633461784992505e-09,5.790570245522986e-09
1959,6.975672928177801e-09,0.0
1960,1.5225833038812198e-08,0.0
1961,6.25334317660986e-09,1.3896318540318475e-09
1962,5.7077609305622445e-09,6.341956404476434e-10
1963,5.1728425987107585e-09,0.0
1964,7.909158661334459e-09,0.0
1965,6.5664522708175355e-09,5.472043373977442e-10
1966,1.0524241922382771e-08,0.0
1967,3.944268467392931e-09,0.0
1968,5.838840522187638e-09,1.7965663401398047e-09
1969,3.6334062425424918e-09,4.5417578031781147e-10
1970,6.438214850135182e-09,9.197450023812337e-10
1971,6.679916619845017e-09,2.569198631618974e-09
1972,1.5390440033513642e-09,5.130146862875051e-10
1973,5.513203671370093e-09,0.0
1974,6.750686232237513e-09,0.0
1975,2.2845920710778955e-09,0.0
1976,2.856763492431469e-09,0.0
1977,6.464460078348111e-09,0.0
1978,5.346532105932056e-09,1.1881182704343018e-09
