year,véritables_ADJ arbres_NOUN,véritables_ADJ marbres_NOUN
1979,5.851973128301324e-09,0.0
1980,4.548120546843393e-09,0.0
1981,1.8976649140967083e-09,0.0
1982,3.1037510339615437e-09,0.0
1983,5.052252838311233e-09,0.0
1984,3.479405208395292e-09,0.0
1985,4.210890747202711e-09,0.0
1986,1.0790073723399018e-08,0.0
1987,4.888653482026939e-09,0.0
1988,2.398621523624911e-09,0.0
1989,6.585746614717891e-09,0.0
1990,4.358920779878872e-09,0.0
1991,5.8614650910726596e-09,0.0
1992,5.509944056569793e-09,0.0
1993,4.4313659408601325e-09,0.0
1994,5.274926717646622e-09,5.274926606624319e-10
1995,5.964695848348356e-09,0.0
1996,1.1743802375008272e-08,1.6014276571496566e-09
1997,5.274384040632185e-09,9.58978896292706e-10
1998,3.337690568372409e-09,4.768129224785866e-10
1999,5.941261704833778e-09,4.570201161957499e-10
2000,4.859834756842929e-09,0.0
2001,6.133696661692056e-09,8.762423564512289e-10
2002,4.81934359086722e-09,0.0
2003,5.8336921959778465e-09,8.333845835650777e-10
2004,4.404791198453495e-09,0.0
2005,3.602999676388663e-09,4.5037495954858286e-10
2006,3.294311934354255e-09,0.0
2007,4.393927444112933e-09,0.0
2008,6.811903485726134e-09,0.0
2009,7.1522885392028e-09,0.0
2010,8.502827775203059e-09,0.0
2011,1.1471915861704929e-08,0.0
2012,4.765953853791416e-09,0.0
2013,4.741512515948898e-09,0.0
2014,5.846701789380404e-09,4.330890368553497e-10
2015,6.64972610309178e-09,0.0
2016,7.2496901815100045e-09,4.1426800878596737e-10
2017,5.0312225496895735e-09,0.0
2018,5.162933192082164e-09,0.0
2019,6.632568272380013e-09,0.0
