year,dix_DET êtres_NOUN,dix_DET mètres_NOUN
1890,4.5880703680722945e-09,7.780056758832643e-07
1891,1.9122659011827636e-09,6.648311439150234e-07
1892,0.0,1.095109107396297e-06
1893,6.158416554491453e-10,7.907406713858478e-07
1894,2.520615716150587e-09,8.696124291773799e-07
1895,7.22233739480771e-09,7.878366474756149e-07
1896,3.5382172747233653e-09,6.474937634948219e-07
1897,2.330685422435863e-09,7.743702390428098e-07
1898,0.0,6.49579132705469e-07
1899,0.0,6.865252295540358e-07
1900,0.0,7.241518993339469e-07
1901,1.1177477832191585e-09,7.025044626018939e-07
1902,0.0,6.805653445240978e-07
1903,1.0800440541913758e-09,7.05268758061095e-07
1904,4.299700151477737e-09,6.503296292592609e-07
1905,3.096455536422127e-09,6.306447666304393e-07
1906,2.572092316910357e-09,6.594844617069384e-07
1907,5.142843373384665e-10,7.205123377929112e-07
1908,9.822778146428846e-10,6.23255280274293e-07
1909,1.1001967115120692e-09,6.584677549881235e-07
1910,1.068830135508847e-09,6.124396882967176e-07
1911,0.0,6.187594929762952e-07
1912,5.209421227725386e-10,5.928321593628993e-07
1913,1.0605979205990934e-08,5.67950221075364e-07
1914,0.0,6.408783570499565e-07
1915,0.0,1.2640757436344074e-06
1916,2.197492410260793e-09,8.625157636998892e-07
1917,2.1932848870420685e-09,8.893770431228631e-07
1918,0.0,7.362767444618612e-07
1919,2.762354567309444e-09,6.620443091520656e-07
1920,0.0,5.338423623157951e-07
1921,3.0290989716519334e-09,5.141895540461405e-07
1922,2.2133805899215986e-09,4.884193010035176e-07
1923,1.0615948120573648e-09,5.605220376736497e-07
1924,0.0,6.149305118441362e-07
1925,4.399271169575059e-09,5.114152710206099e-07
1926,1.1146138456652466e-09,5.450461886269409e-07
1927,2.2298449753321847e-09,6.410804278544902e-07
1928,2.2852082448565625e-09,5.952967749855986e-07
1929,1.1140406375176326e-09,4.979761847323516e-07
1930,2.100720708497761e-09,5.882017761749125e-07
1931,0.0,5.862353447128044e-07
1932,1.0959536611565568e-09,5.589363460956065e-07
1933,2.2941324395731044e-09,5.551800663639028e-07
1934,4.7926320689839486e-09,6.290329856994958e-07
1935,3.590485242455088e-09,6.043983535874986e-07
1936,6.0623572828433225e-09,6.401849184101138e-07
1937,0.0,6.396287952625812e-07
1938,2.5930428915188486e-09,6.145511708410822e-07
1939,0.0,6.499971316742403e-07
1940,0.0,5.223712848945183e-07
1941,2.9515025978810172e-09,6.021065495076527e-07
1942,0.0,6.22013397899579e-07
1943,0.0,8.041961780946849e-07
1944,0.0,8.257888293172755e-07
1945,6.535512131478072e-09,8.321885722750721e-07
1946,4.1763312808029696e-09,8.631084895682761e-07
1947,1.1920870957027319e-09,6.496874949135645e-07
1948,0.0,6.229591562600945e-07
1949,1.9634016634739737e-09,5.929472823851256e-07
1950,4.2541445921528975e-09,5.95580260664974e-07
1951,9.595261474260042e-09,7.804145853995692e-07
1952,0.0,7.381362712166606e-07
1953,2.1547654771580937e-09,6.92757119225007e-07
1954,0.0,8.150294981135175e-07
1955,5.631364707880948e-09,6.147573152759378e-07
1956,1.744228317335228e-09,7.19494174461488e-07
1957,0.0,7.456771555780506e-07
1958,1.6544486891589827e-09,7.26302985754046e-07
1959,3.8753737996444215e-09,7.41746562837875e-07
1960,6.920833350854139e-10,6.913912269368439e-07
1961,4.16889545107324e-09,7.900056999687877e-07
1962,2.5367825617905737e-09,6.950784303683122e-07
1963,2.5864212993553792e-09,6.711763056443942e-07
1964,3.041984220075733e-09,6.430754355690738e-07
1965,3.2832261354087677e-09,6.292849690225921e-07
1966,0.0,7.594071682603953e-07
1967,2.9582012395223956e-09,6.626371309437218e-07
1968,3.1439910674890825e-09,6.391284710360878e-07
1969,2.2708788183223305e-09,8.27508275236255e-07
1970,3.6789800095249348e-09,5.817387300766086e-07
1971,2.0553589941130213e-09,6.222599360228287e-07
1972,2.0520587451500205e-09,5.350743030874128e-07
1973,1.6539611902288698e-09,5.954259982843269e-07
1974,1.6876715580593782e-09,5.676201979554207e-07
1975,5.711480177694739e-10,5.123197901468757e-07
1976,2.285410749536254e-09,6.21631725650218e-07
1977,5.876781838942691e-10,5.753369212158077e-07
1978,5.940591352171509e-10,5.66138384172632e-07
1979,1.1703946700691858e-09,5.372111626655851e-07
1980,1.7055452605774235e-09,5.986463627039029e-07
1981,3.795329828193417e-09,5.996620782156015e-07
1982,1.2415004579935385e-09,6.145427384751656e-07
1983,3.157658134966823e-09,5.645892686700904e-07
1984,2.8995041922996734e-09,5.914988605582039e-07
1985,1.2031116103372597e-09,6.075713550046657e-07
1986,1.1988970927134801e-09,6.282220610387412e-07
1987,1.2221633705067347e-09,6.508019989581726e-07
1988,1.798966087207532e-09,6.926019571196207e-07
1989,2.1952488715726304e-09,6.377198236151571e-07
1990,3.2691906959314565e-09,6.037105197975734e-07
1991,2.344586080837985e-09,6.91066757596559e-07
1992,2.2039776670368383e-09,6.259296494448563e-07
1993,0.0,6.30361780551425e-07
1994,1.0549853213248639e-09,7.347972506011047e-07
1995,0.0,5.964695759530514e-07
1996,2.6690460952494277e-09,6.197525133089243e-07
1997,9.58978896292706e-10,6.434748209827035e-07
1998,4.768129224785866e-10,5.993538509940777e-07
1999,1.8280804647829996e-09,5.927550787987457e-07
2000,4.4180314962005696e-10,5.765531359003262e-07
2001,1.3143635069212678e-09,5.691193969425967e-07
2002,3.504977197366088e-09,6.203809359561774e-07
2003,2.9168460979889232e-09,6.375391876645153e-07
2004,2.642874807889939e-09,6.400161680630845e-07
2005,0.0,6.638527043634213e-07
2006,2.0589450144825605e-09,6.349786154657977e-07
2007,1.5977917877663117e-09,6.8065929248462e-07
2008,4.257439678578834e-10,7.825174375142296e-07
2009,9.53638501499654e-10,8.401554971726455e-07
2010,4.723793023408973e-10,1.2258243025087268e-06
2011,2.2943831279320648e-09,1.382365901747562e-06
2012,2.0425516833455504e-09,1.6575306176491722e-06
2013,3.3469500504423877e-09,1.701366230122403e-06
2014,1.0827225782605865e-09,1.9326598703628406e-06
2015,1.994917786518613e-09,1.6500186745815881e-06
2016,1.86420612280358e-09,1.7113411558966618e-06
2017,2.264050280587071e-09,1.6650831327069682e-06
2018,1.8070267504555204e-09,1.7442970019487802e-06
2019,1.02039510174734e-09,1.5265110278050997e-06
