year,seuls_ADJ archers_NOUN,seuls_ADJ marchés_NOUN
2002,1.3143663935011318e-09,2.7601695151702188e-08
2003,0.0,2.875176896566245e-08
2004,0.0,2.026203915761471e-08
2005,0.0,1.4862373554080932e-08
2006,0.0,1.976587071794711e-08
2007,0.0,1.3980677948666198e-08
2008,0.0,2.4693150635357597e-08
2009,4.76819250749827e-10,2.145686650578682e-08
2010,4.723793023408973e-10,2.172944846279279e-08
2011,0.0,9.55992973672437e-09
2012,3.404252713057332e-10,1.5659562535574878e-08
2013,5.578250084070646e-10,1.2829975304384789e-08
2014,1.0827225782605865e-09,1.2343037703033133e-08
2015,1.329945265027277e-09,1.0861219479352258e-08
2016,6.214020409345267e-10,1.1392370602436586e-08
2017,2.515611330355938e-10,1.0817128526241504e-08
2018,0.0,1.1358453733123497e-08
2019,5.1019755087367e-10,2.1428297358738746e-08
