year,seuls_ADJ archers_NOUN,seuls_ADJ marchés_NOUN
1800,0.0,6.288328968651058e-09
1801,0.0,7.143547975374531e-09
1802,0.0,2.2378401354217203e-09
1803,0.0,0.0
1804,1.2359254952798437e-08,4.943701892301533e-09
1805,0.0,2.842877711017877e-09
1806,0.0,2.5935023018064385e-08
1807,0.0,8.540865792383556e-09
1808,0.0,4.5321479902327155e-09
1809,2.259030518203531e-09,0.0
1810,0.0,0.0
1811,0.0,2.5070767684098882e-09
1812,0.0,8.00162425207418e-09
1813,0.0,2.8757416448144113e-09
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,7.784366928831332e-09
1818,0.0,1.1921177378582115e-09
1819,0.0,1.9666995143552413e-08
1820,0.0,1.4239777357261119e-08
1821,0.0,8.875339574387908e-09
1822,0.0,6.015369535816717e-09
1823,0.0,4.941343334508019e-09
1824,0.0,4.210556348027694e-09
1825,0.0,2.4655239627691117e-08
1826,0.0,8.80798456392995e-09
1827,0.0,9.217273166939322e-09
1828,0.0,4.586150570418113e-09
1829,0.0,8.573175946935407e-09
1830,0.0,1.0436835840010872e-09
1831,0.0,7.795603274018958e-09
1832,0.0,1.2176972319366541e-08
1833,1.1583628500844156e-09,1.7375443306377747e-08
1834,0.0,1.8669061851994684e-09
1835,0.0,0.0
1836,0.0,8.064899859050456e-09
1837,0.0,2.0873671680021744e-09
1838,0.0,1.2624323808552163e-09
1839,0.0,3.4957374772659477e-09
1840,0.0,3.821813088222825e-09
1841,0.0,1.2841097074556274e-09
1842,2.683306021822318e-09,3.3541325272778977e-09
1843,0.0,1.2404512972352677e-08
1844,0.0,2.7442805805577564e-09
1845,0.0,8.928364714222425e-09
1846,2.9272506640865004e-09,4.0981511517657054e-09
1847,5.3932236454556914e-09,2.1572894581822766e-09
1848,0.0,0.0
1849,0.0,8.379414495607307e-09
1850,2.0366988096043315e-09,2.5798184921654865e-08
1851,0.0,5.8044946626978344e-09
1852,0.0,1.8880582430824688e-08
1853,0.0,7.166318205520383e-09
1854,0.0,5.195664454227256e-10
1855,0.0,2.1227748447927297e-09
1856,5.177189232874468e-10,5.177189232874468e-10
1857,4.881509085841174e-10,2.9289055625270066e-09
1858,4.893676019968041e-10,2.936205500958522e-09
1859,0.0,1.018434669930457e-08
1860,2.746310290291376e-09,4.57718396518203e-09
1861,0.0,9.431927461278633e-10
1862,4.517986262886353e-10,2.2589932147099034e-09
1863,0.0,9.489779628779615e-09
1864,4.794727948009836e-10,3.3563094525845827e-09
1865,0.0,3.765475486972036e-09
1866,0.0,0.0
1867,0.0,9.220341823379385e-09
1868,0.0,3.951899252285784e-09
1869,0.0,3.906815315701806e-09
1870,0.0,9.17447806614291e-09
1871,0.0,4.248470908407853e-09
1872,6.047339295989218e-10,1.2094679036067646e-08
1873,0.0,9.577607151811662e-09
1874,0.0,4.779687312606029e-09
1875,5.721527140956084e-10,7.437985338754061e-09
1876,0.0,1.0882827083946722e-08
1877,0.0,9.895705588292003e-09
1878,6.039088673581716e-10,1.8117265465633636e-09
1879,0.0,7.94212251520321e-09
1880,0.0,5.776061406947974e-09
1881,0.0,1.6036766581351003e-08
1882,0.0,1.3310770263785798e-09
1883,0.0,6.319338829996468e-09
1884,0.0,5.281357573494461e-09
1885,0.0,1.0313017106966527e-08
1886,0.0,3.2267319927115068e-09
1887,0.0,3.9173548849191775e-09
1888,0.0,6.340614699951175e-09
1889,1.2530273485467092e-09,1.0650732740202784e-08
1890,0.0,4.5880703680722945e-09
1891,0.0,4.461953917456185e-09
1892,0.0,4.387958441043338e-09
1893,0.0,5.542574843531156e-09
1894,0.0,6.9316934414587195e-09
1895,0.0,6.018614495673091e-09
1896,0.0,2.358811590497112e-09
1897,0.0,4.661370844871726e-09
1898,0.0,9.619203211741478e-09
1899,0.0,6.080336234504102e-09
1900,5.191053142894475e-10,7.26747462209687e-09
1901,0.0,8.941982265753268e-09
1902,0.0,0.0
1903,0.0,1.1340462791054051e-08
1904,0.0,4.299700151477737e-09
1905,5.160759042333041e-10,1.0837593933388234e-08
1906,1.0288369045596824e-09,1.0802787109298606e-08
1907,0.0,4.114274698707732e-09
1908,0.0,9.822778146428846e-09
1909,0.0,7.701377313651392e-09
1910,1.6032452032632705e-09,4.809735720812114e-09
1911,1.5961122423746588e-09,1.755723388896513e-08
1912,0.0,5.2094213387476884e-09
1913,2.121195885607108e-09,2.121195885607108e-09
1914,0.0,7.366418142140674e-09
1915,0.0,8.246533234057551e-09
1916,0.0,2.197492410260793e-09
1917,0.0,4.386569774084137e-09
1918,0.0,2.412139110674616e-08
1919,0.0,1.012863304339362e-08
1920,0.0,7.572231730534895e-09
1921,0.0,9.844571380313027e-09
1922,0.0,2.1396012073182646e-08
1923,0.0,5.307974060286824e-09
1924,0.0,1.1602462102189293e-08
1925,0.0,1.2097995494286806e-08
1926,0.0,5.57306911730393e-09
1927,0.0,5.574612327308159e-09
1928,0.0,5.713020723163709e-09
1929,0.0,4.4561625500705304e-09
1930,0.0,1.8906487042613662e-08
1931,0.0,5.7026783295555106e-09
1932,0.0,1.4247397928102146e-08
1933,0.0,4.588264879146209e-09
1934,0.0,9.585264137967897e-09
1935,0.0,1.3165112555668657e-08
1936,0.0,1.33371855781661e-08
1937,0.0,8.813782592653752e-09
1938,0.0,1.1668692678767911e-08
1939,1.5294050470515685e-09,1.8352860564618823e-08
1940,0.0,2.5357829613881222e-08
1941,0.0,2.9515025978810172e-09
1942,3.034211770724937e-09,9.102635090130207e-09
1943,0.0,0.0
1944,0.0,2.8918675454292497e-08
1945,0.0,1.3071024262956144e-08
1946,2.7842208538686464e-09,4.1763312808029696e-09
1947,0.0,2.3841741914054637e-09
1948,0.0,1.6307831529616124e-08
1949,0.0,2.2579119018928395e-08
1950,0.0,1.4889506516624351e-08
1951,0.0,3.1984206394497505e-09
1952,2.1089607837865287e-09,8.435843135146115e-09
1953,0.0,5.386913581872932e-09
1954,0.0,5.863521668203475e-09
1955,0.0,7.508486277174597e-09
1956,0.0,8.72114114258693e-09
1957,0.0,3.534015080575159e-09
1958,0.0,1.1581140491045971e-08
1959,0.0,1.2401196514133517e-08
1960,0.0,8.997083078554624e-09
1961,0.0,1.111705483225478e-08
1962,0.0,2.219684702708946e-08
1963,0.0,1.7458344103715717e-08
1964,1.2167936658258327e-09,1.764350798794112e-08
1965,0.0,1.4774516721161035e-08
1966,0.0,1.1078149952936656e-08
1967,0.0,2.7609878827661305e-08
1968,0.0,9.88111459321317e-09
1969,0.0,1.4987801222332564e-08
1970,0.0,2.4373242979436327e-08
1971,5.138397485282553e-10,3.0316545718278576e-08
1972,1.0260293725750103e-09,2.0520587895589415e-08
1973,0.0,2.260413545229767e-08
1974,0.0,2.2502286256553816e-08
1975,0.0,1.2565256390928425e-08
1976,0.0,2.0568696967870892e-08
1977,0.0,1.9393379346865913e-08
1978,5.940591352171509e-10,3.5643548557118265e-08
1979,0.0,2.63338808537128e-08
1980,1.7055452605774235e-09,1.819248218737357e-08
1981,0.0,4.1116070548241623e-08
1982,0.0,2.296775925003658e-08
1983,0.0,2.3366668600033336e-08
1984,0.0,1.8556827185989277e-08
1985,0.0,3.308556983938615e-08
1986,0.0,1.6185110141009318e-08
1987,0.0,2.5054349706010726e-08
1988,0.0,3.2381390013824785e-08
1989,5.488122178931576e-10,2.0854864501984594e-08
1990,0.0,1.471135746555774e-08
1991,0.0,2.6962739596569918e-08
1992,5.509944167592096e-10,2.1488782309120324e-08
1993,0.0,4.2097976660215863e-08
1994,0.0,2.479215588380157e-08
1995,5.422450821690461e-10,2.6027763055935793e-08
1996,1.067618438099771e-09,3.3096171137003694e-08
1997,0.0,1.2946214766884623e-08
1998,0.0,2.6701524546979272e-08
1999,0.0,2.8792268125243936e-08
2000,8.836062992401139e-10,2.1206551181762734e-08
2001,0.0,2.2782300490575835e-08
