year,deux_DET autos_NOUN,deux_DET motos_NOUN
1930,4.096405348263943e-08,0.0
1931,6.729160428875502e-08,1.1405356659111021e-09
1932,4.055028712812714e-08,2.1919073223131136e-09
1933,5.850037787524798e-08,1.1470662197865522e-09
1934,6.82950087593781e-08,2.3963160344919743e-09
1935,4.308582113310422e-08,0.0
1936,3.6374143252970725e-08,0.0
1937,3.777335555454897e-08,0.0
1938,4.2785209153350934e-08,1.2965214457594243e-09
1939,3.976453033516236e-08,4.588215141154706e-09
1940,5.8323005980298603e-08,0.0
1941,6.78845601953526e-08,2.9515025978810172e-09
1942,8.799214157306778e-08,1.2136847082899749e-08
1943,4.064529246505799e-08,0.0
1944,5.7837349132228155e-08,3.2131861615880553e-09
1945,1.2199622645425734e-07,8.714016175304096e-09
1946,7.378185262751913e-08,4.1763312808029696e-09
1947,7.629357767768852e-08,1.1920870957027319e-09
1948,5.97953846437349e-08,0.0
1949,5.3011844691752685e-08,1.9634016634739737e-09
1950,5.7430951994064117e-08,1.0635361480382244e-09
1951,5.117473023119601e-08,1.0661401539380222e-08
1952,4.956057697569349e-08,1.0544803918932644e-09
1953,4.955960530850234e-08,2.1547654771580937e-09
1954,4.397641362174909e-08,0.0
1955,2.1586897602787758e-08,0.0
1956,2.7907653077363648e-08,2.616342476002842e-09
1957,3.092263267667761e-08,3.534015080575159e-09
1958,2.2335057359157418e-08,2.4816730892496253e-09
1959,3.4878365084978213e-08,7.750747821333448e-10
1960,4.498541628095154e-08,8.997083078554624e-09
1961,4.863711344782473e-08,2.779263652552544e-09
1962,4.50278889729816e-08,1.2683912808952869e-09
1963,2.7804029745226444e-08,6.466053248388448e-10
1964,4.076258708352043e-08,1.825190498738749e-09
1965,3.1190646510026454e-08,2.188817349590977e-09
1966,2.9911003673888104e-08,2.215629901769489e-09
1967,3.3526282194884516e-08,3.944268467392931e-09
1968,2.5151928428890358e-08,2.69484942694298e-09
1969,1.7712855182594467e-08,3.1792304344691047e-09
1970,1.8854772632082017e-08,3.219107425067591e-09
1971,2.0039750081579655e-08,9.762955333059153e-09
1972,2.924183650776513e-08,1.5390440033513642e-09
1973,2.3706775653664636e-08,8.821126273872437e-09
1974,2.4752515148662724e-08,9.563471903284437e-09
1975,2.1132476657470534e-08,3.998036124386317e-09
1976,2.7424929660568864e-08,9.141643220189621e-09
1977,1.8218024422367307e-08,1.0578207310096843e-08
1978,1.0693064544931019e-08,1.009900552073617e-08
1979,2.2237499397448346e-08,6.437170796402825e-09
1980,2.899426765345936e-08,1.534990734519681e-08
1981,2.593475367795861e-08,1.3283654398676958e-08
1982,1.3035754364842944e-08,1.551875516980772e-08
1983,1.3893695416378193e-08,6.946847541655643e-09
1984,2.8995041922996734e-08,1.5657322549600394e-08
1985,1.8046674266081197e-08,2.1656008208914557e-08
1986,1.4986213270340443e-08,6.593933954412989e-09
1987,2.138785992755743e-08,6.110816852533674e-09
1988,1.6790350221285166e-08,8.395175166153734e-09
1989,2.3050112929468014e-08,9.329807371116772e-09
1990,1.79805483835338e-08,1.52562225630426e-08
1991,1.817054195996093e-08,9.964491121117192e-09
1992,2.6447731782397454e-08,1.3774860141424483e-08
1993,2.4926432917737884e-08,8.862731881720265e-09
1994,2.479215543971236e-08,1.4769794165481187e-08
1995,1.3556126887692699e-08,7.049185846152994e-09
1996,1.7081894565507127e-08,1.6548084902368032e-08
1997,1.870008781157395e-08,1.4384683666435194e-08
1998,1.9072516788121163e-08,1.7165265875362934e-08
1999,1.2339542720951613e-08,4.113180906983871e-09
2000,2.209015759202515e-08,8.836062770356534e-09
2001,1.883921130207966e-08,7.0099388516098315e-09
2002,1.6648642020555826e-08,1.0514931148009055e-08
2003,2.375146035404896e-08,1.5417614740442787e-08
2004,1.4095332012686868e-08,1.5857249208162116e-08
2005,9.90824944313573e-09,1.9366122927522156e-08
2006,1.6471559227682064e-08,1.6471559671771274e-08
2007,9.187302835167444e-09,1.997239751361235e-08
2008,1.1920830988998432e-08,1.192083087797613e-08
2009,1.1443662240040453e-08,2.1933685534492042e-08
2010,1.2281862193930237e-08,2.645324181926867e-08
2011,9.177532456217108e-09,3.097417211606057e-08
2012,2.519146935497929e-08,4.085103233464338e-08
2013,2.147626343429465e-08,3.6816450554866265e-08
2014,2.403644128179394e-08,4.027728195410418e-08
2015,2.1944095873749347e-08,3.9455043232550224e-08
2016,1.2428040152556719e-08,2.6720286872006227e-08
2017,1.1320251402935355e-08,5.358252153087051e-08
2018,2.297505452553139e-08,3.949644078460324e-08
2019,2.0407902256991406e-08,4.7193273289281024e-08
