year,trois_DET êtres_NOUN,trois_DET mètres_NOUN
1800,3.772997425599556e-08,5.69093799640541e-07
1801,3.095537337571841e-08,4.0956341007536423e-07
1802,2.4616241489638924e-08,5.527464850274555e-07
1803,2.3404070459420723e-08,8.542485829821089e-07
1804,1.9774807569206132e-08,1.6017594361983356e-06
1805,5.685755422035754e-09,8.500204558004043e-07
1806,1.4408345627714425e-08,1.3543844943342265e-06
1807,3.4163463169534225e-08,7.487491870961094e-07
1808,4.985362878073829e-08,7.047490271361312e-07
1809,1.8072244145628247e-08,1.9427661674953356e-06
1810,4.446240886579744e-08,8.447857453575125e-07
1811,0.0,1.060493445947941e-06
1812,5.601137331723294e-08,6.507988246085006e-07
1813,2.0130190847567064e-08,1.1646753819150035e-06
1814,5.034683425719777e-08,8.149893915287976e-07
1815,4.045835311217161e-08,6.176641971222807e-07
1816,6.489290882427667e-08,7.46268426610186e-07
1817,4.514932783195036e-08,8.173585115400783e-07
1818,1.1921176934492905e-08,6.973888844186149e-07
1819,5.4860564091541164e-08,6.003608863380805e-07
1820,4.034603762193001e-08,4.0939360701486294e-07
1821,2.070912508145284e-08,9.812181165358425e-07
1822,5.213320264374488e-08,6.536701562254166e-07
1823,3.360113609574e-08,7.174830933820431e-07
1824,5.810567671460376e-08,6.745311225131445e-07
1825,1.584979791857677e-08,4.1649745341487687e-07
1826,2.3781558056157337e-08,6.544332524782703e-07
1827,3.410390903013649e-08,7.889985660369803e-07
1828,5.870272801189458e-08,6.78750273153117e-07
1829,7.287199821348622e-08,7.450090244720542e-07
1830,2.5048405571936883e-08,4.811381586478092e-07
1831,1.2940700400143612e-07,5.59724298909714e-07
1832,3.382492430592521e-08,6.58909490747206e-07
1833,6.486831694019202e-08,7.818949256943597e-07
1834,7.654315115068755e-08,6.552840750018163e-07
1835,5.7479468296151026e-08,5.967276592855342e-07
1836,4.771732520225669e-08,7.816232294177716e-07
1837,4.731365876864402e-08,6.818732971591857e-07
1838,4.5447563934430946e-08,6.343722844803779e-07
1839,4.61437359433603e-08,7.327065985052172e-07
1840,7.707323418371104e-08,6.012986091263883e-07
1841,7.51204178861542e-08,6.972715702602272e-07
1842,8.38533114055906e-08,7.828545474097837e-07
1843,1.0396163219184018e-07,8.624090255260342e-07
1844,5.872760455716275e-08,8.74327838573663e-07
1845,6.194053203678607e-08,9.134832907875534e-07
1846,6.791221629498523e-08,8.407063996074271e-07
1847,7.496581044819095e-08,9.303310744002147e-07
1848,6.436177302227009e-08,7.924543297122e-07
1849,6.200767188602185e-08,9.502256768101347e-07
1850,9.776154019647265e-08,8.927529506763676e-07
1851,1.1608989880507181e-07,8.435865719302882e-07
1852,6.445440292601745e-08,1.1152563832439455e-06
1853,7.166317939066857e-08,1.1233204115779216e-06
1854,2.2860923654111076e-08,7.071299408245579e-07
1855,7.695059167645013e-08,7.790583858025002e-07
1856,7.196292928224324e-08,7.470684320054488e-07
1857,3.807577209080648e-08,7.249040816503793e-07
1858,7.487324071853152e-08,8.211588635731459e-07
1859,4.8375645045339866e-08,8.244228402176645e-07
1860,6.728460233418332e-08,1.0239160779246248e-06
1861,5.470517860928226e-08,9.092378061570372e-07
1862,7.409497770893836e-08,1.3206073747884517e-06
1863,6.592899470803104e-08,1.0493697868430019e-06
1864,6.329041157826509e-08,1.349715964771292e-06
1865,4.989254875908955e-08,1.1884781834226033e-06
1866,4.4763637518929755e-08,1.0971957338234972e-06
1867,4.707226963773792e-08,1.0525747669021257e-06
1868,4.791677721271981e-08,1.1850757384301858e-06
1869,5.371871036885523e-08,9.78657193506649e-07
1870,5.9060703438973405e-08,9.759350838578484e-07
1871,3.080141386391233e-08,9.463469154979975e-07
1872,5.321658758106196e-08,1.0552607099256761e-06
1873,1.915521447015678e-08,1.060121392226776e-06
1874,3.883495836021211e-08,1.0019419516282824e-06
1875,5.607096653648114e-08,1.052188816685895e-06
1876,7.073836960636015e-08,1.1584163976952055e-06
1877,4.576763856789512e-08,1.0254424793743055e-06
1878,3.7442349554162035e-08,1.1709792779868167e-06
1879,4.215434579180055e-08,1.0147589679654345e-06
1880,4.6208494364208264e-08,1.0108107719730697e-06
1881,3.69542902944886e-08,1.2132162978684136e-06
1882,4.3925541426403925e-08,1.1879862489294624e-06
1883,3.033282780506852e-08,1.016149741239758e-06
1884,4.357120086950772e-08,1.135491912052089e-06
1885,1.9981470755769948e-08,1.4618701698054792e-06
1886,5.033701760970288e-08,1.1958268748557543e-06
1887,4.2438009328904513e-08,1.1934874257768513e-06
1888,2.6630581739794934e-08,1.1539918349789957e-06
1889,3.257871128425904e-08,1.394619442152134e-06
1890,1.9663159989136147e-08,1.168647122185007e-06
1891,2.995883485734652e-08,1.0491965651837631e-06
1892,4.387958663087943e-08,1.063139662527135e-06
1893,3.818218274886931e-08,1.3105110392430674e-06
1894,2.5836310868498913e-08,1.3296247747263124e-06
1895,3.2500517832545484e-08,1.2753444225133137e-06
1896,4.4817420663534335e-08,1.001905244990553e-06
1897,3.4960280004270317e-08,1.1653427152147344e-06
1898,4.413516663248629e-08,1.0688632641198126e-06
1899,3.979856622038369e-08,1.0170744566551093e-06
1900,3.89329001260208e-08,1.1295731923155472e-06
1901,4.526878427668635e-08,1.1222188307513647e-06
1902,2.3569363016839873e-08,1.0728970565310192e-06
1903,2.9701212378441255e-08,1.056823105471949e-06
1904,2.8485514391718425e-08,1.1249091063092465e-06
1905,4.231822581246547e-08,9.738352688692942e-07
1906,4.166789380199987e-08,1.101369885070369e-06
1907,2.8799922446864912e-08,9.869116346372664e-07
1908,4.125566732682273e-08,1.023042336179003e-06
1909,2.1453835152840384e-08,1.0182320540064183e-06
1910,4.008113096976018e-08,9.843925465879977e-07
1911,3.7242617434429803e-08,9.943779677445974e-07
1912,4.375913675858101e-08,8.840388048270142e-07
1913,5.037840145050154e-08,8.521904735214747e-07
1914,4.7546880210802556e-08,9.241506466750593e-07
1915,3.416420901736217e-08,1.2369800290734645e-06
1916,3.955486427287269e-08,8.47133321713045e-07
1917,5.3735480065597585e-08,8.806039020203826e-07
1918,4.709414191950145e-08,8.810050369234546e-07
1919,4.1435319175775476e-08,8.498844263904459e-07
1920,7.117897959929564e-08,7.738820562153137e-07
1921,4.0135559875587035e-08,6.997218893189938e-07
1922,6.123686535630668e-08,8.587917026403602e-07
1923,7.218844721990081e-08,7.654098408416132e-07
1924,6.574728628194748e-08,8.9467874486715e-07
1925,6.928852069876257e-08,7.687726450988919e-07
1926,6.576221434073659e-08,7.4121820115014e-07
1927,9.365348874190715e-08,9.499139803637036e-07
1928,6.51284337571667e-08,8.569531031454858e-07
1929,5.793011470522913e-08,7.34152802550625e-07
1930,6.722306622464203e-08,9.001588416879258e-07
1931,4.6761963190533606e-08,8.154830268836122e-07
1932,5.58936368300067e-08,8.351166731479509e-07
1933,4.358851568575517e-08,7.914757143012707e-07
1934,6.47005329312833e-08,9.321669445228054e-07
1935,5.0266792506192814e-08,8.42567231096325e-07
1936,5.2136273520630994e-08,8.572172962573177e-07
1937,4.2809801703569406e-08,8.360502663506963e-07
1938,5.7046944390570786e-08,8.842276049136899e-07
1939,3.976453122334078e-08,8.61055064582672e-07
1940,5.325144147860783e-08,7.074834189602086e-07
1941,5.607854847156091e-08,8.795477643985805e-07
1942,5.158160121254696e-08,8.617161411095253e-07
1943,5.225823351828751e-08,1.0451647229903216e-06
1944,9.318239690969676e-08,9.511031056064212e-07
1945,7.624763886937558e-08,9.36756725522514e-07
1946,6.542918740137793e-08,9.02087583298794e-07
1947,5.4836005958236456e-08,7.867774631797886e-07
1948,6.088257320513435e-08,8.262634958455806e-07
1949,7.26458648792061e-08,9.061098626972353e-07
1950,1.1273482991569495e-07,7.434117623716929e-07
1951,4.69101659739124e-08,9.76584422218707e-07
1952,8.435843201759496e-08,8.889269684786427e-07
1953,7.972632465325091e-08,9.330134336238416e-07
1954,7.427127624026753e-08,9.342544649015849e-07
1955,8.540902829423658e-08,8.691072652666776e-07
1956,6.976913002887386e-08,8.6164879586903e-07
1957,5.212672116172712e-08,8.605326513588807e-07
1958,6.617794601204707e-08,8.826483899326831e-07
1959,5.890568444133493e-08,8.130534716599414e-07
1960,5.9519166040189475e-08,8.367287289701153e-07
1961,5.76697209986321e-08,8.914488098810125e-07
1962,6.785893535976584e-08,8.517247716000043e-07
1963,5.108182099533565e-08,8.858493076857599e-07
1964,5.962289106875573e-08,7.647548434519535e-07
1965,6.019247544841733e-08,8.59658017660081e-07
1966,8.364003134531117e-08,8.712964403301271e-07
1967,6.015009335058608e-08,8.490037846087262e-07
1968,6.153239651141007e-08,8.039634398215867e-07
1969,4.995933433615818e-08,8.247832097296737e-07
1970,4.874648529273884e-08,7.684469611746181e-07
1971,5.806389058449213e-08,7.928547507418671e-07
1972,4.873639447566802e-08,7.284808276608601e-07
1973,5.34780775218735e-08,7.712971967777094e-07
1974,3.262831449468706e-08,7.617023864980865e-07
1975,3.3126584142451065e-08,7.556288217358542e-07
1976,5.656391577346653e-08,7.47900664066492e-07
1977,3.8199080343304104e-08,7.369484293917594e-07
1978,5.940591263353667e-08,8.174253807169407e-07
1979,4.27194062346814e-08,7.519785700793591e-07
1980,5.571447769803228e-08,8.288949731038997e-07
1981,5.4399725613052397e-08,9.007582297826389e-07
1982,3.848651264348746e-08,8.013885679503119e-07
1983,4.168108613811228e-08,7.369974053261785e-07
1984,6.088958803829314e-08,7.956239924666875e-07
1985,4.7522908053210244e-08,7.886396833356457e-07
1986,5.275147363370536e-08,8.290373223474035e-07
1987,4.460896363411848e-08,8.536811257897625e-07
1988,4.3175187647293e-08,8.54508924952313e-07
1989,5.3234783692346355e-08,8.940151090541804e-07
1990,4.140974896316152e-08,8.145733332298732e-07
1991,4.7477868747591856e-08,8.991487892018313e-07
1992,5.5650437369436645e-08,8.53490355723352e-07
1993,3.766661205162336e-08,9.034447385758426e-07
1994,4.43093841617781e-08,8.582305763837894e-07
1995,4.7175323647508094e-08,8.296349829350902e-07
1996,4.911044637623263e-08,8.43418550999786e-07
1997,4.890792482115103e-08,8.721912863052239e-07
1998,4.052909963192519e-08,8.215486619889134e-07
1999,4.844413192817143e-08,7.801333277157596e-07
2000,4.4180314073827276e-08,7.921530205123872e-07
2001,4.512648099641581e-08,7.903706045198078e-07
2002,4.4250336728168804e-08,8.530238044812677e-07
2003,3.791899705340995e-08,8.533858046888554e-07
2004,3.039305945806703e-08,8.35148435740507e-07
2005,4.2335244643254555e-08,7.615840766916904e-07
2006,5.065004593518552e-08,8.215190137050854e-07
2007,4.314037993502495e-08,9.526833295581127e-07
2008,4.725757962731336e-08,1.0277459718821547e-06
2009,3.385416769141614e-08,1.0566315040705376e-06
2010,4.345889426105032e-08,1.5900287628767273e-06
2011,4.09165010761825e-08,1.8335945881631233e-06
2012,4.936166453362034e-08,2.1814450832380317e-06
2013,5.829271465529473e-08,2.261422672233948e-06
2014,6.756188941636765e-08,2.3750603830308137e-06
2015,5.984753759236128e-08,2.1786720054706166e-06
2016,6.110453076857425e-08,2.281166878503882e-06
2017,5.333095876025595e-08,2.266565743980209e-06
2018,6.169705413228144e-08,2.2319361505651614e-06
2019,6.198900193155055e-08,2.019872198388839e-06
