year,les_DET eaux_NOUN,les_DET maux_NOUN
1869,4.1994847379100975e-05,9.214712008542847e-06
1870,4.5666539335798007e-05,9.960616011994716e-06
1871,3.967434554397187e-05,8.279207605710326e-06
1872,4.122652535443194e-05,8.197773183837853e-06
1873,5.254634288576199e-05,7.168838806137501e-06
1874,4.5013302042207215e-05,6.937715937738176e-06
1875,4.4648510083789006e-05,7.224000341921055e-06
1876,4.7088783503568266e-05,6.7249820574488695e-06
1877,4.5572196768262074e-05,7.094602295865116e-06
1878,4.281834753783187e-05,6.974543708793135e-06
1879,4.3463571500979015e-05,7.4429908920592425e-06
1880,4.3280670297463075e-05,6.976840808192719e-06
1881,4.544889452517964e-05,6.524175404365451e-06
1882,4.390091635286808e-05,6.433095066427086e-06
1883,4.515736327448394e-05,5.813791943864999e-06
1884,4.18494773839484e-05,6.259068726421901e-06
1885,4.54339970019646e-05,5.668292004656905e-06
1886,4.119181630812818e-05,5.950738980686765e-06
1887,4.354466136646806e-05,5.703015744984441e-06
1888,4.3317812469467754e-05,6.20175543986079e-06
1889,4.0451482846037834e-05,6.345956848008427e-06
1890,3.9446917980967555e-05,5.335925905569638e-06
1891,3.9439210240743705e-05,6.14474794247144e-06
1892,4.236260747347842e-05,5.727539758026978e-06
1893,3.896676594195014e-05,5.375682036401486e-06
1894,4.26444084951072e-05,5.14709751087139e-06
1895,3.66443339316902e-05,5.525690056629173e-06
1896,3.8180903629836394e-05,5.465366314183484e-06
1897,3.748616313714592e-05,4.742944966551477e-06
1898,3.740908141480759e-05,5.4704976548691775e-06
1899,3.880802159983432e-05,5.333007834451564e-06
1900,3.731225183400966e-05,5.1941678833600236e-06
1901,3.640392628767586e-05,4.882322386379201e-06
1902,3.319499182907748e-05,4.188962932971663e-06
1903,4.051623409395688e-05,4.641489383061526e-06
1904,3.729345053216093e-05,4.590467526099928e-06
1905,3.7917643567197956e-05,4.6488116254295164e-06
1906,3.8181166473805206e-05,4.51916594101931e-06
1907,3.486436298771878e-05,4.757644191499821e-06
1908,3.541946421137254e-05,4.671221986995988e-06
1909,3.316763081784302e-05,4.581219286592386e-06
1910,3.7492958654183894e-05,4.791565672235265e-06
1911,3.4798970318661304e-05,4.82877136676052e-06
1912,3.2226522080236464e-05,4.6139843021819615e-06
1913,3.2867930485736e-05,4.3394363444804185e-06
1914,3.4012092100965674e-05,4.293282216849548e-06
1915,3.099282935181691e-05,4.328251719698528e-06
1916,2.7767514666265924e-05,4.645499146249676e-06
1917,2.699824017327046e-05,4.207817241308476e-06
1918,2.5906372229655972e-05,4.346444796965443e-06
1919,2.6458752699909382e-05,4.202461838076488e-06
1920,2.6571718080958817e-05,4.310871730694998e-06
1921,2.8126698907726677e-05,3.871945651212627e-06
1922,2.753593116722186e-05,4.066717906425765e-06
1923,2.7326511826686328e-05,4.2315169679341125e-06
1924,2.9176324687796296e-05,4.334164358965609e-06
1925,3.1013762281872914e-05,4.097921006973593e-06
1926,2.7692580943039502e-05,3.995890750729814e-06
1927,2.8461742203944596e-05,4.105144540744732e-06
1928,2.8264598768146243e-05,3.608343718042306e-06
1929,2.93516281999473e-05,3.5805265667931963e-06
1930,2.7889168450201396e-05,3.698318820966051e-06
1931,2.7529109047463862e-05,3.6177790292413192e-06
1932,2.97343190140964e-05,3.5311626476186575e-06
1933,2.7928768531637616e-05,3.6706118180518388e-06
1934,2.6996897076969617e-05,3.856870634422194e-06
1935,2.5725827072164975e-05,3.5569740362006996e-06
1936,2.6657397938834038e-05,3.665301207433913e-06
1937,2.650808050930209e-05,3.32027778426891e-06
1938,2.7645727413982968e-05,3.1803671305397074e-06
1939,2.8066112690794398e-05,3.3310441267531132e-06
1940,3.060943595301069e-05,3.0201173615296284e-06
1941,2.800090442178771e-05,3.724796314941159e-06
1942,2.8175689749332378e-05,3.929304213556861e-06
1943,3.047816267098824e-05,3.809044628155789e-06
1944,2.251479622827901e-05,3.59555541251666e-06
1945,2.1432122707665258e-05,3.7492054332233238e-06
1946,2.188536768699123e-05,3.7948929758613303e-06
1947,2.1142856098776974e-05,3.9374635747435605e-06
1948,2.4086668418021873e-05,4.029121456028406e-06
1949,2.523756484151818e-05,2.9657182523123993e-06
1950,2.4971829134301515e-05,3.470318532095007e-06
1951,2.5193958208546974e-05,3.5331886181211303e-06
1952,2.7510338895808673e-05,2.955708580998362e-06
1953,2.7471106022858294e-05,2.7085401228532646e-06
1954,2.543204777794017e-05,3.139915875749466e-06
1955,2.4735770011830027e-05,2.646741428691257e-06
1956,2.3406671971315518e-05,2.8570460415267007e-06
1957,2.666591149136366e-05,2.7945225298253717e-06
1958,2.492426960998273e-05,2.802636132059888e-06
1959,2.3949811520651565e-05,3.170830950693926e-06
1960,2.3416639351125923e-05,3.0631608751718886e-06
1961,2.3215190140035702e-05,3.170445140199263e-06
1962,2.1953949726594146e-05,3.529298822968485e-06
1963,2.184103391300596e-05,2.9401144843177462e-06
1964,2.1922363885096274e-05,3.8900894452353896e-06
1965,2.071277936011029e-05,3.671741040989218e-06
1966,2.14644685456733e-05,3.4109622646383286e-06
1967,2.08952558296005e-05,4.049777501791141e-06
1968,2.136027489996195e-05,4.058892329794617e-06
1969,2.1848579194738704e-05,4.700265179735652e-06
1970,2.304237148109678e-05,3.843154544824756e-06
1971,2.0255562617421674e-05,3.641582196678428e-06
1972,2.0588305915225646e-05,3.328439206029543e-06
1973,2.0508015722953132e-05,3.255546886293814e-06
1974,2.0304938061599387e-05,3.1745100841362728e-06
1975,1.9844537064273027e-05,2.883155204358445e-06
1976,1.95579740420726e-05,3.0116001283886362e-06
1977,2.0426518290150852e-05,3.2322300143050597e-06
1978,1.9726921550500265e-05,3.491879610351134e-06
1979,1.9442010852799285e-05,3.563851862509182e-06
1980,2.032498196058441e-05,3.0580425800508237e-06
1981,1.960793792932236e-05,3.1393702784043853e-06
1982,2.147733721358236e-05,3.354534328536829e-06
1983,1.769235859683249e-05,3.1001886071635454e-06
1984,1.9131507997371955e-05,3.3645847565821896e-06
1985,1.9714788777491776e-05,3.0216147877126787e-06
1986,1.7413381215192203e-05,3.2903731437272654e-06
1987,1.8069073917104106e-05,3.14095979092599e-06
1988,1.697744278317259e-05,3.0798300088008546e-06
1989,1.778974819899304e-05,3.51020285904724e-06
1990,1.9664726778501063e-05,3.614635119220111e-06
1991,1.7314181832261966e-05,3.3615502559314336e-06
1992,1.727147048313782e-05,3.562178832794416e-06
1993,1.6685200307620107e-05,3.70351401102198e-06
1994,1.7116609683398565e-05,3.667656443440137e-06
1995,1.5510920434280706e-05,3.8065605707515715e-06
1996,1.6415167351624405e-05,3.6592622336684144e-06
1997,1.4807592947363446e-05,3.6258992111015687e-06
1998,1.445076907202747e-05,3.7930467868818596e-06
1999,1.5702297332609305e-05,3.915748322924628e-06
2000,1.5205097611215024e-05,4.06017080933907e-06
2001,1.502711859302508e-05,3.7100100627185384e-06
2002,1.43392993550151e-05,4.187571391867095e-06
2003,1.465381808429811e-05,3.8785717890732485e-06
2004,1.3170325416922424e-05,4.01276470540779e-06
2005,1.3489631157881377e-05,3.983116059202985e-06
2006,1.4077830655878643e-05,3.912407208872537e-06
2007,1.3562456047111482e-05,3.88423190145204e-06
2008,1.5049197713778995e-05,4.058617307123313e-06
2009,1.572406858940667e-05,4.049149026741361e-06
2010,1.5020716773506138e-05,3.914607177080143e-06
2011,1.588592635926034e-05,3.7631709091101584e-06
2012,1.623828507035796e-05,3.85497570221105e-06
2013,1.4199435554473894e-05,3.6372978797771793e-06
2014,1.524733295354963e-05,3.9053803959632205e-06
2015,1.5495413208554965e-05,3.983186005029893e-06
2016,1.8074306353810243e-05,4.709191486540476e-06
2017,1.6079032775451196e-05,3.8325338351796745e-06
2018,1.484988683841948e-05,3.915568740353592e-06
2019,1.3831200817548961e-05,3.894593049835748e-06
