year,autres_ADJ êtres_NOUN,autres_ADJ etres_NOUN,autres_ADJ mètres_NOUN
1836,8.474866035612649e-07,1.3441500135158435e-09,2.688300027031687e-09
1837,8.119858989630302e-07,2.7831563720326358e-09,4.87052354003481e-09
1838,8.477233564008202e-07,6.312161904276081e-10,5.049729523420865e-09
1839,8.802267075225245e-07,1.1885507689157748e-08,1.3283802502428443e-08
1840,1.2637461850317777e-06,2.9937537560087435e-08,1.46502836528839e-08
1841,9.168543328996748e-07,7.0626033910059505e-09,5.1364388298225094e-09
1842,1.0900930647039786e-06,8.049918065466954e-09,8.720745015011744e-09
1843,1.483225332776783e-06,1.7720733769266417e-09,3.5441466650354414e-08
1844,1.003857846626488e-06,7.683985892015244e-09,1.0428266250528395e-08
1845,9.397103895025793e-07,2.2320912340667576e-09,6.138250796539069e-09
1846,1.1328460232107318e-06,1.1709002434301397e-08,2.3418005312692003e-09
1847,8.639944439892133e-07,7.550513103637968e-09,1.4022381478184798e-08
1848,1.1408124009903986e-06,5.631655086713039e-09,3.218088684420195e-09
1849,9.150321034212539e-07,1.6758829879393033e-09,1.508294644736452e-08
1850,8.316520165863039e-07,1.3577992064028876e-09,2.4440385715251978e-08
1851,8.429416311628302e-07,6.449438760824933e-10,5.159551008659946e-09
1852,1.0312703579984372e-06,2.6042181744401205e-09,9.114764054629632e-09
1853,1.2308152008699835e-06,2.9859659189668264e-09,2.8068079416243563e-08
1854,1.0832960697371163e-06,1.2209811811603188e-07,6.754363734984281e-09
1855,1.0688171414585668e-06,2.653468555990912e-09,1.1144567935161831e-08
1856,1.0059278565677232e-06,2.6403665032148638e-08,1.1389816201301528e-08
1857,9.450601510252454e-07,5.369659827891837e-09,1.3180074809326925e-08
1858,9.630754220779636e-07,9.297984604472731e-09,2.300027723833864e-08
1859,1.1936053851968609e-06,2.5460866748261424e-09,8.656694916453489e-09
1860,9.044515536515974e-07,2.746310290291376e-09,3.661747127736703e-09
1861,1.37328868277109e-06,4.715963730639317e-10,2.169343282787395e-08
1862,7.667022714485938e-07,4.517986262886353e-10,2.3945327498609004e-08
1863,9.564698757458245e-07,9.989241656072068e-10,1.748117206545885e-08
1864,1.0447712384120678e-06,4.31525504218655e-09,2.205574922697906e-08
1865,9.201880857290234e-07,2.3534221238463715e-09,1.8827376990770972e-08
1866,1.022265223582508e-06,4.379051787850585e-09,2.3354942868536455e-08
1867,7.54126915580855e-07,4.85281148598915e-10,1.6014277903764196e-08
1868,8.41754513203341e-07,2.9639244392143382e-09,1.2349684830326169e-08
1869,1.1300463711449993e-06,3.4184634012390802e-09,2.197583626184496e-08
1870,1.0361426348026725e-06,6.307453670473251e-09,2.9243649279919737e-08
1871,5.799162750008691e-07,1.0621177271019633e-09,1.274541272522356e-08
1872,9.29476072997204e-07,3.0236697590169115e-09,4.112190765681589e-08
1873,7.075457233440829e-07,1.1972008939764578e-09,3.23244258026989e-08
1874,6.416730116143299e-07,1.1949218281515073e-09,2.6288279997288555e-08
1875,9.829583405007725e-07,2.2886108008712824e-09,2.2313955128083762e-08
1876,1.0943286952169728e-06,2.418405919968336e-09,4.292670396921494e-08
1877,8.739144732317072e-07,1.2369631985365004e-09,2.6594708657512456e-08
1878,7.343531933656777e-07,0.0,2.113680963589104e-08
1879,9.04180126326537e-07,2.443730107160036e-09,9.774920428640144e-09
1880,6.886348842272128e-07,0.0,1.6044616302224313e-08
1881,7.125902925508854e-07,1.3945015142624584e-09,7.181682804002776e-08
1882,6.395825380423048e-07,2.6621540527571597e-09,2.5956001792337702e-08
1883,6.761692930012941e-07,1.2638677882037541e-09,2.401348808689363e-08
1884,5.684061079591629e-07,6.601696966868076e-10,3.9610181801208455e-08
1885,6.471418032560905e-07,2.5782542767416317e-09,1.5469526104539e-08
1886,6.092070066188171e-07,0.0,2.5168509054651622e-08
1887,5.210081894801988e-07,1.3057849246322917e-09,2.8727267675776602e-08
1888,5.966518301647739e-07,3.1703073499755874e-09,2.028996703984376e-08
1889,7.712383194302674e-07,1.2530273485467092e-09,2.944614330147033e-08
1890,6.449516263273836e-07,1.3108772956016423e-09,3.604912635069013e-08
1891,6.253109745557595e-07,1.2748440081367107e-09,1.529812720946211e-08
1892,7.227594664982462e-07,1.8805537127519756e-09,2.382034658410248e-08
1893,7.439367095685157e-07,1.8475249663474358e-09,3.079208354961338e-08
1894,6.339348601613892e-07,1.2603078580752936e-09,1.0082462864602348e-08
1895,5.838056154061633e-07,4.814891374493868e-09,2.4074457982692365e-08
1896,7.748695907139336e-07,5.89702897624278e-10,2.7716035688740703e-08
1897,6.001515089337772e-07,4.661370844871726e-09,1.1070755867592652e-08
1898,6.642908374487888e-07,1.6975064687230201e-09,2.2633418694795182e-08
1899,6.699424943690246e-07,5.527578395003729e-10,1.713549302451156e-08
1900,6.348657848320727e-07,9.34389543516545e-09,1.349673794948103e-08
1901,7.466555302926281e-07,3.353243460679778e-09,2.179608138419553e-08
1902,6.113303356869437e-07,1.4730852093691738e-09,3.093478895266344e-08
1903,6.723274168507487e-07,8.640351989441797e-09,1.0800440541913758e-08
1904,7.121378189367533e-07,2.1498500757388683e-09,2.1498500757388683e-08
1905,6.708986575176823e-07,5.160759042333041e-10,2.167518786677647e-08
1906,7.042388574518554e-07,3.6009292214700395e-09,1.18316245689698e-08
1907,6.901695996930357e-07,0.0,1.2857108266928208e-08
1908,8.310070143124904e-07,1.4734167219643268e-09,2.4556944921982904e-08
1909,6.815718620600819e-07,3.300590190047359e-09,1.320236009405562e-08
1910,6.258000553316379e-07,3.206490406526541e-09,2.0842188419578633e-08
1911,7.677300004615972e-07,1.0640748282497725e-09,1.4897047151407605e-08
1912,8.246514084930823e-07,6.772247651554153e-09,1.0939784189645252e-08
1913,7.684031970711658e-07,1.590896969716482e-09,1.484837142129436e-08
1914,6.361906343954615e-07,4.0180461735594974e-09,1.0714789944188396e-08
1915,4.606278025676147e-07,0.0,2.8273827723523937e-08
1916,5.153119673195761e-07,0.0,2.5271162940043723e-08
1917,6.76628360452014e-07,3.2899273305631027e-09,3.289927441585405e-09
1918,4.962114417139674e-07,0.0,5.743188147278033e-09
1919,6.086387998038845e-07,7.366278698128781e-09,2.025726608678724e-08
1920,7.261770065269957e-07,2.5745587883818644e-08,7.572231730534895e-09
1921,6.330816972877074e-07,4.543648568500203e-09,1.6660044011018726e-08
1922,7.045928214211017e-07,5.902348387820666e-09,2.4347187377316004e-08
1923,8.32290311336692e-07,5.307974060286824e-09,2.0170300985000722e-08
1924,7.593166628794279e-07,3.867487219366694e-09,2.836157442231979e-08
1925,8.18264425106463e-07,2.1996355847875293e-09,1.5397448649423495e-08
1926,8.370749924324628e-07,2.229227691330493e-09,7.802296586589819e-09
1927,9.566034577801474e-07,5.574612549352764e-09,1.7838759802657478e-08
1928,6.787068400626595e-07,3.4278122562625413e-09,2.0566874425753667e-08
1929,6.829068865954468e-07,7.798284462623428e-09,1.0026365515614089e-08
1930,6.722306125084287e-07,4.201441416995522e-09,2.520864939015155e-08
1931,6.444026325880259e-07,2.2810713318222042e-09,1.3686427990933225e-08
1932,6.740115168213379e-07,0.0,5.698959171240858e-08
1933,5.494447350429255e-07,3.4411986593596566e-09,1.605892663292252e-08
1934,6.781574484193698e-07,1.1981580172459871e-09,2.6359476379411717e-08
1935,6.762080602129572e-07,4.787313656606784e-09,1.555876849579363e-08
1936,7.577946803394298e-07,3.6374143697059935e-09,2.424942913137329e-08
1937,7.504306154260121e-07,3.777335333410292e-09,1.1332006444320086e-08
1938,8.479250368509383e-07,3.8895642262559704e-09,2.5930429359277696e-08
1939,9.176430353363685e-07,3.058810094103137e-09,3.058810094103137e-08
1940,6.440888569159142e-07,0.0,1.2678914806940611e-08
1941,6.227670610314817e-07,0.0,1.1806010391524069e-08
1942,9.466740493735415e-07,0.0,3.034211770724937e-09
1943,8.854867132868094e-07,2.9032352077962287e-09,9.00002916637277e-08
1944,9.318239904132497e-07,0.0,4.819779064746399e-08
1945,8.910081419344351e-07,4.357008087652048e-09,1.3071024262956144e-08
1946,1.1665885040201829e-06,1.3921104269343232e-09,3.480275978517966e-08
1947,9.953927246897365e-07,1.1920870957027319e-09,3.2186353138285995e-08
1948,8.490944196637429e-07,5.435943917220243e-09,1.3046265401328583e-08
1949,7.7652538266193e-07,4.908504158684934e-09,4.908504180889395e-08
1950,8.593372058385285e-07,0.0,1.0635361036293034e-08
1951,8.465153200631903e-07,7.462981344019681e-09,5.970385075215745e-08
1952,8.035140695028531e-07,1.0544803918932644e-09,5.272402070488624e-09
1953,7.390845553345571e-07,1.0773827385790469e-09,3.016671712430252e-08
1954,9.743218924995745e-07,7.818028890937967e-09,1.4658803948464083e-08
1955,7.714969569860841e-07,9.385607846468247e-10,1.595553378308523e-08
1956,7.700767810092657e-07,8.72114158667614e-10,2.0058624983221307e-08
1957,7.341916443692753e-07,4.417518850718949e-09,1.236905244894615e-08
1958,6.708789328513376e-07,1.6544486891589827e-09,1.4062814024384807e-08
1959,7.696492616560136e-07,3.022791572604433e-08,1.007597205671118e-08
1960,7.197666604952246e-07,6.920833350854139e-10,2.145458388724819e-08
1961,8.393376447202172e-07,4.863711433600315e-09,9.72742331128984e-09
1962,8.130388096105889e-07,1.7123282347597524e-08,5.010145542883038e-08
1963,7.545884272985859e-07,9.052474769788432e-09,1.6165133231993423e-08
1964,7.325097612920217e-07,6.692365217553231e-09,2.1293889318485526e-08
1965,8.410530654145987e-07,1.0944086747954884e-09,3.8851506900527966e-08
1966,6.896148079249542e-07,8.862519718100259e-09,1.6617224929404983e-08
1967,7.548343887719966e-07,4.437301970305896e-09,1.232583901611406e-08
1968,7.877943630774098e-07,2.69484942694298e-09,2.110965446888713e-08
1969,5.922452146478463e-07,1.8167030935156703e-09,1.2716921737876419e-08
1970,6.746329859197431e-07,3.6789800095249348e-09,1.977451802304131e-08
1971,6.443550546464394e-07,2.569198631618974e-09,2.003974941544584e-08
1972,6.489635779871605e-07,2.5650734314375256e-09,1.2825367434743384e-08
1973,5.612441213997954e-07,7.718485517393958e-09,1.0475087464101307e-08
1974,5.558064799515705e-07,5.625571564138454e-09,1.800182936051442e-08
1975,5.340233997230825e-07,3.4268881066168433e-09,2.227477224892027e-08
1976,5.793516493213247e-07,6.284879505713548e-09,6.2848797277581525e-09
1977,5.606449917650025e-07,6.464460078348111e-09,1.057820764316375e-08
1978,5.269304779176309e-07,5.346532105932056e-09,2.198018833610149e-08
1979,5.816861516905192e-07,7.607565244427406e-09,9.363157360553487e-09
1980,5.241709004621953e-07,8.527725858797908e-09,1.4781392110307934e-08
1981,6.338200364552904e-07,1.0753434143140339e-08,1.771153890217647e-08
1982,7.293814974218549e-07,2.483000915987077e-09,1.8001756529884005e-08
1983,5.967973493170575e-07,2.4629731809611144e-08,6.946847541655643e-09
1984,6.11795371696644e-07,4.059305891424003e-09,7.538710988796993e-09
1985,5.203457931202138e-07,4.210890747202711e-09,2.1054452403745927e-08
1986,6.198297910486872e-07,3.5966913891627428e-09,1.978180286243969e-08
1987,5.964157026028261e-07,0.0,7.332980445085013e-09
1988,5.930591555625142e-07,1.9188972133488136e-08,1.3192418713003917e-08
1989,5.784480663351133e-07,2.1952488715726304e-09,2.030605195102453e-08
1990,7.65535446589638e-07,4.90378582185258e-09,2.5063794595325817e-08
1991,7.022035219961253e-07,9.378343990285032e-09,1.4653663171770859e-08
1992,6.32541571121692e-07,5.509944278614398e-09,1.0468894195980738e-08
1993,5.71646182834229e-07,8.862731881720265e-09,1.2186256448387667e-08
1994,6.503984764094639e-07,3.692448680148175e-09,1.160483886764041e-08
1995,6.924469744262751e-07,8.675921314704738e-09,2.1689803730851054e-08
1996,6.475106033576594e-07,3.2028553142993132e-09,2.1886178203089912e-08
1997,6.362824933603406e-07,3.835915585170824e-09,1.4384683666435194e-08
1998,6.394061529135797e-07,6.198568103243929e-09,1.2397135762398648e-08
1999,6.896433433212223e-07,3.6561609850771504e-09,2.1936966021485205e-08
2000,7.046760401863139e-07,2.2090157481002848e-09,1.3254094710646314e-08
2001,7.014319862719276e-07,1.0953029760951694e-08,1.2267393323384113e-08
2002,7.947535891617008e-07,8.762443215459825e-09,2.8477940006155222e-08
2003,7.392121119664807e-07,3.7502305705316985e-09,1.5000923170305214e-08
2004,6.734925932505575e-07,3.523833003171717e-09,1.189293641346012e-08
2005,7.494239184779872e-07,2.702249757291497e-09,2.0717248361279417e-08
2006,7.47808826417895e-07,5.7650459961422484e-09,1.317724773741702e-08
2007,7.281935836545017e-07,1.9972397624634652e-09,1.3181781888249589e-08
2008,7.510123509746336e-07,3.405951742863067e-09,1.4901038625225738e-08
2009,7.466989586646378e-07,2.384096253749135e-09,1.1443662017995848e-08
2010,8.063514655987092e-07,9.447586046817946e-10,1.6060896612657416e-08
2011,7.280842737600324e-07,3.0591775224131368e-09,1.185431308670104e-08
2012,7.792334599798778e-07,6.808505426114664e-10,8.510632198976964e-09
2013,8.623974849797378e-07,1.1156500168141292e-09,1.1435412616833673e-08
2014,8.668276905154926e-07,4.330890313042346e-09,1.3858849179371191e-08
2015,8.733306913200067e-07,2.2165753954528356e-10,9.087958829923082e-09
2016,9.80572394837509e-07,1.0356700219649184e-09,8.699628573083373e-09
2017,8.910295150599268e-07,3.2702947017071438e-09,9.810884549210641e-09
2018,9.701151384433615e-07,3.0977600484760615e-09,4.64663996169179e-09
2019,9.048353604157455e-07,2.295888978931515e-09,6.377469219387422e-09
