year,devrais_VERB être_VERB,devrais_VERB etre_VERB,devrais_VERB mettre_VERB
1909,1.3037330859333451e-07,0.0,1.5402754627302784e-08
1910,1.5872127789862134e-07,0.0,5.34415089958884e-09
1911,1.3726565839533578e-07,5.320374141248863e-10,4.25629931299909e-09
1912,1.3804965703911876e-07,0.0,8.856016364688912e-09
1913,1.3522624442430242e-07,0.0,1.0075680734189518e-08
1914,1.372832514334732e-07,0.0,1.0045115850232378e-08
1915,1.4136914217033336e-07,0.0,1.295883844676382e-08
1916,1.1207211514374649e-07,1.0987462051303964e-09,3.2962386153911893e-09
1917,7.566833204464274e-08,0.0,3.289927441585405e-09
1918,1.0337738842736144e-07,1.1486376294556067e-09,5.743188147278033e-09
1919,1.2522673387138639e-07,0.0,1.1049418269237776e-08
1920,1.249418204452013e-07,0.0,6.815008557481406e-09
1921,1.2040668195822946e-07,0.0,3.7863738810983705e-09
1922,1.8592398021155532e-07,0.0,1.770704471937279e-08
1923,1.6667038948980917e-07,0.0,1.1677542488541803e-08
1924,1.6630195887046284e-07,0.0,1.0313299547703991e-08
1925,2.0896537478165556e-07,0.0,4.399271169575059e-09
1926,1.9505742443470808e-07,0.0,2.3406890647947876e-08
1927,2.2298449664504005e-07,0.0,1.3379070296082318e-08
1928,1.9195749700884335e-07,1.1426041224282812e-09,1.5996457491951332e-08
1929,1.9384306426672993e-07,0.0,1.5596569369336066e-08
1930,1.8801449641614454e-07,0.0,1.8906487042613662e-08
1931,1.3572373802617221e-07,0.0,9.124285327288817e-09
1932,1.4466588993400364e-07,0.0,1.0959536389520963e-08
1933,1.6403046743107552e-07,0.0,4.588264879146209e-09
1934,1.4976974682667787e-07,0.0,1.3179738189705859e-08
1935,1.531940370114171e-07,1.196828414151696e-09,4.787313656606784e-09
1936,1.4792151148412813e-07,0.0,1.2124714565686645e-08
1937,1.5361163718807802e-07,0.0,1.3850230295986421e-08
1938,1.1409388633865092e-07,1.2965214457594243e-09,1.0372171566075394e-08
1939,2.0341087747510755e-07,0.0,7.647025235257843e-09
1940,1.0396709626547818e-07,0.0,1.0143131667916805e-08
1941,1.682356440824151e-07,0.0,5.9030051957620344e-09
1942,1.9722376976005762e-07,0.0,9.102635090130207e-09
1943,1.3935529352693266e-07,0.0,2.9032352077962287e-09
1944,1.6065931163211644e-07,0.0,9.639558484764166e-09
1945,2.2656442411062017e-07,0.0,2.3963544037997053e-08
1946,2.213455587707358e-07,0.0,1.1136883415474585e-08
1947,2.706037776079029e-07,0.0,1.0728784083369192e-08
1948,2.2287369461082562e-07,0.0,1.195907639583993e-08
1949,1.825963522605889e-07,0.0,6.8719057111366055e-09
1950,2.435497776787088e-07,0.0,1.3825969702452312e-08
1951,2.334846982421368e-07,0.0,2.0256663901818683e-08
1952,1.6660790436162642e-07,0.0,9.490323193972472e-09
1953,1.9285151608983142e-07,0.0,5.386913581872932e-09
1954,2.1304128949850565e-07,0.0,1.172704333640695e-08
1955,1.914663982915954e-07,0.0,8.447047505910632e-09
1956,2.0494682928529073e-07,0.0,1.3953826538681824e-08
1957,1.9172031784364663e-07,0.0,9.718541527092839e-09
1958,2.0101551001516782e-07,0.0,1.9026160202884057e-08
1959,2.0772003495039826e-07,7.750747821333448e-10,9.300897829689347e-09
1960,1.8547832780768658e-07,0.0,1.868625076895114e-08
1961,1.8829511816420563e-07,0.0,1.667558180429296e-08
1962,2.3084720623955945e-07,0.0,1.2049716779927166e-08
1963,2.263118688006216e-07,6.466053248388448e-10,1.2285501505004959e-08
1964,2.086801202949573e-07,6.083968329129164e-10,1.034274621503073e-08
1965,1.7182216538458306e-07,0.0,8.755269398363907e-09
1966,2.049457634711871e-07,0.0,1.1078149952936656e-08
1967,1.9622736147084652e-07,4.930335584241163e-10,1.2818872185960117e-08
1968,1.666315228021631e-07,8.982831700699023e-10,9.431973424511852e-09
1969,1.7167845101084822e-07,1.3625273131978588e-09,1.1808570121729645e-08
1970,1.6095538057925296e-07,0.0,1.1496812390987543e-08
1971,1.8344078966947563e-07,0.0,1.4387513402880359e-08
1972,1.2774066249221505e-07,2.0520587451500205e-09,1.128632298730281e-08
1973,1.5271574227426754e-07,0.0,1.1577728109557484e-08
1974,1.3782650398752594e-07,0.0,1.6876715136504572e-08
1975,1.3136404675151425e-07,0.0,1.1422960355389478e-08
1976,1.5312251377963548e-07,1.142705374768127e-09,1.0284348483935446e-08
1977,1.1871099303562005e-07,0.0,1.2928920156696222e-08
1978,1.467326029569449e-07,2.970295565063452e-09,7.128709622605811e-09
1979,1.6561084237309842e-07,1.1703946700691858e-09,1.345953837272873e-08
1980,1.7794521056657686e-07,0.0,1.193881615790815e-08
1981,1.6952472492448578e-07,0.0,1.138598904049104e-08
1982,1.849835626899221e-07,1.2415004579935385e-09,1.1173503899897241e-08
1983,1.8756489339466498e-07,6.315316047889041e-10,1.0104505676622466e-08
1984,1.7223055692738853e-07,0.0,1.2177918229383522e-08
1985,1.7445118771775014e-07,2.4062232206745193e-09,1.0828004270990732e-08
1986,1.726411795743843e-07,0.0,1.6784559520033326e-08
1987,1.8088017839090753e-07,0.0,1.099947066762752e-08
1988,1.619069536218376e-07,0.0,1.3192418713003917e-08
1989,2.014140818573651e-07,0.0,1.2622680678475717e-08
1990,1.7163250731755397e-07,2.179460389939436e-09,1.2531897297662908e-08
1991,1.7760240211828204e-07,0.0,9.96449056600568e-09
1992,1.7576721234036086e-07,1.1019888335184191e-09,1.8182815253453555e-08
1993,1.9774969928221253e-07,0.0,1.4401939196773128e-08
1994,1.687976549646919e-07,0.0,8.439882570598911e-09
1995,1.6592699125794752e-07,0.0,1.138714633697191e-08
1996,1.6921752887810726e-07,2.6690460952494277e-09,6.4057106285986265e-09
1997,1.6925977774917556e-07,0.0,1.7261619689179497e-08
1998,1.8500341525395925e-07,0.0,1.144351013948608e-08
1999,1.8737824802883551e-07,0.0,9.597422412355172e-09
2000,1.859991272112893e-07,4.4180314962005696e-10,1.2370488633450805e-08
2001,2.208130780445572e-07,0.0,1.095302959441824e-08
2002,2.0723177840409335e-07,4.38122149670761e-10,2.059174164514843e-08
2003,2.125130720287416e-07,8.333845835650777e-10,1.8334461060476315e-08
2004,2.3169201313066878e-07,0.0,2.1583476339515073e-08
2005,2.657212121448538e-07,0.0,1.5312748402607212e-08
2006,2.660156894762622e-07,0.0,2.7178073125355695e-08
2007,4.010457246295118e-07,7.988958938831558e-10,2.5564668604260987e-08
2008,4.351103370936471e-07,4.257439678578834e-10,3.363377487630714e-08
2009,5.678917318618915e-07,9.53638501499654e-10,3.4807804638603557e-08
2010,7.614754622409237e-07,4.723793023408973e-10,4.5820790717243653e-08
2011,9.043693580679246e-07,0.0,5.238841538357519e-08
2012,1.106722606891708e-06,0.0,7.591483353053263e-08
2013,1.1901196330654784e-06,0.0,8.28370119165811e-08
2014,1.2884398756796145e-06,0.0,8.596817480110985e-08
2015,1.2791856534022372e-06,0.0,9.198787864761471e-08
2016,1.4157609484755085e-06,2.0713400439298368e-10,9.031042935703226e-08
2017,1.6215631148952525e-06,5.031222660711876e-10,1.0364318825395458e-07
2018,1.7721769154377398e-06,2.5814667070633845e-10,1.2442669117262994e-07
2019,1.7007434962579282e-06,7.65296326310505e-10,1.0918227388856394e-07
