year,devrais_VERB être_VERB,devrais_VERB etre_VERB,devrais_VERB mettre_VERB
1800,7.545995117652637e-08,0.0,0.0
1801,4.524246932646747e-08,0.0,4.7623651688866175e-09
1802,4.4756802708434407e-08,0.0,0.0
1803,3.1205427575287104e-08,1.950339223455444e-09,0.0
1804,9.39303390623536e-08,0.0,9.887403784603066e-09
1805,6.822906328807221e-08,0.0,0.0
1806,5.76333825108577e-08,0.0,0.0
1807,5.124519120158766e-08,0.0,1.1387820464392462e-08
1808,6.345007363961486e-08,0.0,6.798221985349073e-09
1809,1.1521055398588942e-07,0.0,0.0
1810,1.0998595456612748e-07,0.0,2.3401267590372754e-09
1811,6.518399686683551e-08,0.0,1.2535384286138651e-08
1812,1.226915742336132e-07,0.0,1.3336041604361526e-08
1813,8.91479885467561e-08,2.8757416448144113e-09,2.8757416448144113e-09
1814,1.195737269199526e-07,0.0,0.0
1815,6.47333635583891e-08,0.0,3.236668177919455e-08
1816,7.184571870766376e-08,0.0,0.0
1817,1.4478922594207688e-07,0.0,7.784366928831332e-09
1818,7.987188865854478e-08,1.1921177378582115e-09,0.0
1819,9.315944993204539e-08,1.035105001712111e-09,1.035105001712111e-09
1820,7.238553223487543e-08,0.0,1.4239777357261119e-08
1821,2.5639869249971525e-07,0.0,4.930744257336528e-09
1822,1.5038423839541792e-07,1.0025615893027862e-09,0.0
1823,1.1859224002819246e-07,0.0,4.941343334508019e-09
1824,1.035796870496597e-07,0.0,2.5263338088166165e-09
1825,8.981552213072064e-08,0.0,1.7610886082763955e-09
1826,9.688783109140786e-08,0.0,1.4973572604048968e-08
1827,1.2719836206542823e-07,0.0,7.373818444733615e-09
1828,1.3208114069129806e-07,0.0,1.2841221419535032e-08
1829,1.0630738245254179e-07,0.0,1.2002446148073886e-08
1830,2.557024743055081e-07,0.0,1.461157062010443e-08
1831,2.1204040479005926e-07,0.0,0.0
1832,2.2189149717632972e-07,0.0,0.0
1833,2.1661385574134329e-07,0.0,1.1583628500844156e-09
1834,1.4935250192138483e-07,0.0,5.600718555598405e-09
1835,1.868082790679182e-07,0.0,9.832014313815307e-09
1836,1.6062593033439043e-07,6.720750067579218e-10,6.72075017860152e-09
1837,2.470051185810007e-07,0.0,2.0873671680021744e-09
1838,1.230871617963203e-07,0.0,1.5149188570262595e-08
1839,1.1745678563102047e-07,6.9914751765765e-10,3.4957374772659477e-09
1840,1.6879674546999013e-07,0.0,8.280594876453051e-09
1841,1.6179782846847957e-07,0.0,1.2841097074556274e-08
1842,1.885022413716797e-07,0.0,2.0124795163667386e-09
1843,1.890211507316053e-07,0.0,2.0674189471492355e-08
1844,1.350186096260586e-07,0.0,1.3721403568922597e-08
1845,1.7075497282803553e-07,0.0,1.897277535078956e-08
1846,1.5280248533144913e-07,0.0,4.6836010625384006e-09
1847,9.707802917091612e-08,0.0,9.707802561820245e-09
1848,1.1343762906790289e-07,0.0,1.689496542667257e-08
1849,7.960444037280467e-08,0.0,2.0948537127196687e-08
1850,1.0455053711666551e-07,0.0,7.467895635215882e-09
1851,1.3737304982441856e-07,0.0,1.9348316726564008e-08
1852,1.2370036017728125e-07,0.0,3.906327261660181e-09
1853,1.4511793722249422e-07,0.0,7.166318205520383e-09
1854,1.891221899086304e-07,5.195664454227256e-10,5.195664343204953e-09
1855,2.069705544727185e-07,0.0,7.429711956774554e-09
1856,1.6670549030095572e-07,0.0,6.212626857404757e-09
1857,1.8403289914203924e-07,0.0,4.393358121745905e-09
1858,1.497464836575091e-07,0.0,2.1532175153993194e-08
1859,1.7466155100009928e-07,0.0,1.5276520048956854e-09
1860,1.7759474246759055e-07,0.0,1.0985241161165504e-08
1861,1.9052492916671326e-07,0.0,8.488735048217677e-09
1862,1.4683455162867176e-07,4.517986262886353e-10,6.776979422085105e-09
1863,1.6482248099691788e-07,4.994620828036034e-10,8.490855130105501e-09
1864,1.6973336869341438e-07,4.794727948009836e-10,1.342523781033833e-08
1865,1.6897571697427338e-07,1.4120533631256649e-09,6.118897832863013e-09
1866,1.4986088103796646e-07,0.0,8.75810357570117e-09
1867,1.4898131439622375e-07,9.7056229719783e-10,1.6984840200962026e-08
1868,1.314006539132606e-07,0.0,3.457911734727759e-09
1869,2.0852627358181053e-07,9.767038289254515e-10,1.0743741896135361e-08
1870,1.7087465664644697e-07,5.734048791339319e-10,5.160643912205387e-09
1871,1.0939812256083314e-07,0.0,7.434824311758348e-09
1872,1.9472432200018375e-07,0.0,6.652073114565837e-09
1873,1.652137200380821e-07,0.0,4.190203295451056e-09
1874,1.4757284816369065e-07,0.0,4.182226565063729e-09
1875,1.499040109820271e-07,0.0,5.721527251978387e-09
1876,2.0193689920233737e-07,6.04601479992084e-10,1.813804439976252e-09
1877,2.0224348418196314e-07,0.0,3.0924081073635534e-09
1878,1.5037331024814193e-07,0.0,5.435179861734696e-09
1879,1.3807074594751612e-07,0.0,3.665595160740054e-09
1880,2.2526640464093362e-07,0.0,1.0910338410496934e-08
1881,1.5409241882480273e-07,6.972507571312292e-10,1.1853263259808955e-08
1882,1.5240831885421358e-07,0.0,2.6621540527571597e-09
1883,1.2891450751340017e-07,0.0,3.159669414998234e-09
1884,1.485381773136396e-07,0.0,2.6406787867472303e-09
1885,1.1666600840953834e-07,0.0,9.023890079618013e-09
1886,1.5101105077519605e-07,0.0,1.936039240035825e-08
1887,1.3057849912456732e-07,0.0,1.1752064210668323e-08
1888,1.1539918887137901e-07,0.0,1.0779045211961602e-08
1889,1.315678730406944e-07,0.0,5.6386229019267375e-09
1890,1.2060071696851082e-07,0.0,1.5075089621063853e-08
1891,1.0772431835448515e-07,0.0,1.0198752065093686e-08
1892,1.454294817904156e-07,0.0,3.1342561879199593e-09
1893,1.1208317829414227e-07,6.158416554491453e-10,6.774258043407144e-09
1894,1.380037133458245e-07,0.0,5.041231432301174e-09
1895,1.594932825810247e-07,0.0,8.426059849853118e-09
1896,1.315037394533647e-07,0.0,4.717623180994224e-09
1897,9.905413378419325e-08,0.0,2.330685422435863e-09
1898,1.3693218647858885e-07,0.0,4.52668391659472e-09
1899,1.2381775604808354e-07,5.527578395003729e-10,5.527578395003729e-09
1900,1.3860112346719689e-07,5.191053142894475e-10,8.824790675987515e-09
1901,1.5145482734624238e-07,5.588738916095792e-10,6.706486921359556e-09
1902,1.1342755357190981e-07,0.0,4.419255628107521e-09
1903,1.2096492696400674e-07,0.0,4.320176216765503e-09
1904,1.0158041874319679e-07,1.0749250378694342e-09,7.524475265086039e-09
1905,1.5585492008085566e-07,0.0,9.28936660926638e-09
1906,1.3632089235215972e-07,0.0,2.572092316910357e-09
1907,1.0697114305457944e-07,0.0,4.114274698707732e-09
1908,1.4635939749041427e-07,0.0,8.349361202419914e-09
