year,nouveaux_ADJ archers_NOUN,nouveaux_ADJ marchés_NOUN
1934,0.0,2.2765001972402388e-07
1935,1.196828414151696e-09,1.591781852994245e-07
1936,0.0,1.5034646727585255e-07
1937,0.0,2.0901255648464456e-07
1938,0.0,1.9447821841822588e-07
1939,0.0,1.575287171817763e-07
1940,0.0,1.3946805665909778e-07
1941,0.0,1.7118715334163426e-07
1942,0.0,1.061974117533282e-07
1943,0.0,1.3064558856967778e-07
1944,0.0,1.6065931163211644e-07
1945,0.0,2.2656442411062017e-07
1946,0.0,1.7262169649256975e-07
1947,0.0,1.7523680639897066e-07
1948,0.0,1.9134522233343887e-07
1949,0.0,4.888869966634957e-07
1950,1.0635361480382244e-09,2.063260069462558e-07
1951,0.0,2.1322803434031812e-07
1952,2.1089607837865287e-09,2.1089607571411761e-07
1953,3.232148326759443e-09,2.2409561495351227e-07
1954,0.0,2.3356361733561926e-07
1955,0.0,2.224388992999593e-07
1956,0.0,2.3459871556497092e-07
1957,0.0,2.226429529628149e-07
1958,8.272243445794913e-10,2.33277262395859e-07
1959,0.0,2.3794795822595916e-07
1960,0.0,2.671441734491964e-07
1961,0.0,2.7306265337756486e-07
1962,0.0,3.4246565405737783e-07
1963,0.0,3.6274559533922e-07
1964,0.0,3.04198408684897e-07
1965,5.472043373977442e-10,3.310586293991946e-07
1966,0.0,3.2735932897764997e-07
1967,9.860671168482327e-10,3.7667763308490976e-07
1968,8.982831700699023e-10,3.718892287452036e-07
1969,9.083515606356229e-10,4.319211655001709e-07
1970,4.5987250119061684e-10,4.102062689526065e-07
1971,5.138397485282553e-10,4.7273258019231434e-07
1972,0.0,4.4221866346561e-07
1973,1.6539611902288698e-09,4.405049686129203e-07
1974,2.2502286700643026e-09,5.226156076787447e-07
1975,0.0,5.728614658195852e-07
1976,1.7140580066410394e-09,6.456285177591781e-07
1977,1.7630346071939584e-09,6.017824394355387e-07
1978,0.0,6.599996709155675e-07
1979,5.851973350345929e-10,7.279854798980523e-07
1980,0.0,8.470874315325005e-07
1981,0.0,7.2554053215379e-07
1982,1.8622506869903077e-09,7.175872838161013e-07
1983,0.0,9.182469460355946e-07
1984,5.799008495621649e-10,8.686914725331008e-07
1985,0.0,8.000692446330504e-07
1986,5.994485463567401e-10,8.769932264840463e-07
1987,0.0,9.300663110778373e-07
1988,0.0,9.660447659043392e-07
1989,0.0,9.785321708477568e-07
1990,5.44865097484859e-10,9.328090300186886e-07
1991,0.0,9.601080015464447e-07
1992,0.0,9.317315741719234e-07
1993,1.1078414852150331e-09,1.0635277878368044e-06
1994,1.5824779264761446e-09,1.1293618338292788e-06
1995,0.0,1.3003037381831284e-06
1996,5.338092190498855e-10,1.243241676496254e-06
1997,4.79489448146353e-10,1.255303417768694e-06
1998,4.768129224785866e-10,1.1395828467541946e-06
1999,0.0,1.165401283031997e-06
2000,0.0,1.3466160027064689e-06
2001,0.0,1.4278369064868457e-06
2002,2.6287327870022636e-09,1.3481018754646357e-06
2003,4.1669229178253886e-10,1.029229924398578e-06
2004,4.404791253964646e-10,9.862328051168934e-07
2005,4.5037495954858286e-10,9.647031379289572e-07
2006,4.1178899179428186e-10,9.899407739655253e-07
2007,0.0,9.610717285335468e-07
2008,4.257439678578834e-10,9.519635000287963e-07
2009,0.0,9.021420221966281e-07
2010,9.447586046817946e-10,9.088577712645929e-07
2011,3.82397197240536e-10,8.955742500926789e-07
2012,2.0425516833455504e-09,8.132759585777194e-07
2013,8.367375126105969e-10,8.015945129891122e-07
2014,0.0,6.58728413149845e-07
2015,4.433150790905671e-10,6.10666534672788e-07
2016,4.1426800878596737e-10,5.718969782186889e-07
2017,1.7609279590047322e-09,5.866405695664767e-07
2018,1.290733298020541e-09,5.129374471835035e-07
2019,1.02039510174734e-09,5.280544707053636e-07
