year,les_DET autos_NOUN,les_DET motos_NOUN
1800,5.659496160603794e-08,0.0
1801,1.1905913144261149e-08,0.0
1802,2.2378401354217203e-09,0.0
1803,1.1702035562777269e-08,0.0
1804,0.0,0.0
1805,5.685755422035754e-09,0.0
1806,2.881669125542885e-09,0.0
1807,5.693910232196231e-09,0.0
1808,4.305540546312159e-08,0.0
1809,2.25903047379461e-08,0.0
1810,2.106114038724627e-08,0.0
1811,5.0141535368197765e-09,0.0
1812,3.467370746079723e-08,0.0
1813,2.818226718659389e-07,0.0
1814,0.0,6.293354282149721e-09
1815,1.3486118000116676e-08,0.0
1816,9.270415546325239e-09,0.0
1817,2.0239354192597148e-08,0.0
1818,2.1458119281447807e-08,0.0
1819,7.349245834120666e-08,1.035105001712111e-09
1820,1.3053129244156025e-08,0.0
1821,7.88919063410276e-09,0.0
1822,5.714601059025881e-08,0.0
1823,2.4706717560718516e-08,0.0
1824,9.263223965660927e-09,0.0
1825,1.937197469104035e-08,8.805443041381977e-10
1826,3.4351139488464355e-08,0.0
1827,2.0278000445461686e-08,0.0
1828,2.293075357373553e-08,0.0
1829,5.401100988677854e-08,0.0
1830,2.40047222099804e-08,1.0436835840010872e-09
1831,2.02685670469549e-08,1.5591206103948707e-09
1832,2.5706941575442954e-08,1.3529969367098715e-09
1833,4.285942678539101e-08,0.0
1834,3.827157613045529e-08,0.0
1835,4.689114518896531e-08,0.0
1836,1.276942496186706e-08,6.720750067579218e-10
1837,4.940102549255698e-08,6.957890930081589e-10
1838,1.641162095111781e-08,0.0
1839,1.5381245610512906e-08,0.0
1840,2.1656941795455964e-08,6.369688665408546e-10
1841,1.9903700465562224e-08,6.420548537278137e-10
1842,3.7566283417334034e-08,6.708265054555795e-10
1843,1.6244005429655317e-07,1.1813822142769936e-09
1844,3.0735942291304497e-08,0.0
1845,5.8034370642445765e-08,1.674068439427856e-09
1846,1.7563503540429792e-08,5.854501328173001e-10
1847,3.937053350000497e-08,1.0786447290911383e-09
1848,2.8962798159781755e-08,0.0
1849,1.92726548053912e-08,8.379414939696517e-10
1850,2.987158342904195e-08,1.3577992064028876e-09
1851,1.7413485098316528e-08,1.2898877521649865e-09
1852,4.948014709071913e-08,6.510545436100301e-10
1853,1.6124215740376258e-08,2.388772735173461e-09
1854,6.858277235011201e-08,0.0
1855,2.812676669350367e-08,1.0613874223963649e-09
1856,2.0708756209852908e-08,1.0354378465748937e-09
1857,4.246913049010814e-08,4.881509085841174e-10
1858,2.153217404377017e-08,2.936205500958522e-09
1859,3.97189512391094e-08,5.092173349652285e-10
1860,3.020941438669489e-08,4.577183909670879e-10
1861,1.8863854756023812e-08,4.715963730639317e-10
1862,2.1686334505943705e-08,1.355395878865906e-09
1863,5.5939753496048183e-08,0.0
1864,3.3083623174334775e-08,9.589455896019672e-10
1865,1.03550575891731e-08,0.0
1866,9.244664811447478e-09,1.9462451650298362e-09
1867,2.0867089389753346e-08,4.85281148598915e-10
1868,3.1615193130107855e-08,0.0
1869,7.667125245802708e-08,9.767038289254515e-10
1870,1.0894692525909022e-07,0.0
1871,4.248470730772169e-08,1.0621177271019633e-09
1872,3.6284036109002216e-08,6.047339295989218e-10
1873,2.5141218884527916e-08,0.0
1874,4.002988018836362e-08,5.974609140757536e-10
1875,5.1493743713493245e-09,0.0
1876,3.264848014161714e-08,1.813804439976252e-09
1877,9.895705699314306e-09,6.184815992682502e-10
1878,4.1065803646489485e-08,0.0
1879,2.2604503158163425e-08,6.10932526790009e-10
1880,2.6954953824542827e-08,1.2835692508872398e-09
1881,2.440377683265993e-08,6.972507571312292e-10
1882,7.986462158271479e-09,2.6621540527571597e-09
1883,1.0742876033198456e-08,1.8958017378167824e-09
1884,3.1688145440966764e-08,2.6406787867472303e-09
1885,2.707166985027598e-08,6.445635691854079e-10
1886,2.968593326713176e-08,1.2906927748801422e-09
1887,2.21983433301709e-08,1.9586774424595887e-09
1888,1.4583414031932307e-08,1.9021844099853524e-09
1889,9.39770516961147e-09,0.0
1890,7.865263995654459e-09,1.3108772956016423e-09
1891,6.374220040683554e-09,0.0
1892,2.0059239824732344e-08,1.8805537127519756e-09
1893,1.2932674930965504e-08,1.2316833108982905e-09
1894,1.8904617427040193e-08,0.0
1895,2.888934869105242e-08,0.0
1896,5.307326078618502e-09,0.0
1897,3.0298909825532405e-08,0.0
1898,5.488604359893401e-08,0.0
1899,1.9899282222013426e-08,0.0
1900,3.789468849824118e-08,0.0
1901,4.023892041793431e-08,0.0
1902,2.5042448226209046e-08,0.0
1903,7.776317212382367e-08,0.0
1904,6.610788805261336e-08,0.0
1905,8.412037288962892e-08,1.0321518084666081e-09
1906,9.156648239638798e-08,2.572092316910357e-09
1907,1.9645661497591504e-07,6.1714121590839e-09
1908,2.4016692945494356e-07,9.822778146428846e-10
1909,1.8098235637920013e-07,5.500983557560346e-10
1910,1.533771181172483e-07,5.344150677544235e-10
1911,2.2717997083532282e-07,9.044636151145369e-09
1912,2.401543219843205e-07,6.251305417759312e-09
1913,3.3727013587503407e-07,3.075734117397033e-08
1914,4.520301906119073e-07,2.4108277374423892e-08
1915,7.669275772226314e-07,4.712304768617059e-09
1916,1.0745737881734385e-06,3.2962386153911893e-09
1917,1.0845793859681763e-06,6.57985488317081e-09
1918,9.361396422491453e-07,4.594550517822427e-09
1919,7.421525913819949e-07,1.1970203106503874e-08
1920,5.89119635296953e-07,2.4988365598943574e-08
1921,5.194904701966152e-07,1.2116395997630036e-08
1922,6.654897818370031e-07,7.377935595798135e-09
1923,6.518191901783155e-07,2.65398694132557e-08
1924,5.208216146135314e-07,5.8012310066857253e-08
1925,7.533752151012152e-07,1.0998177923937646e-08
1926,6.821436686621496e-07,1.3375366259005261e-08
1927,7.391935893386048e-07,1.0034302277972529e-08
1928,8.101063320165025e-07,1.5996457936040542e-08
1929,8.344164184048708e-07,1.5596569369336066e-08
1930,9.022595648389142e-07,2.100720719599991e-08
1931,9.443635500261394e-07,1.596749932275543e-08
1932,8.077178486054493e-07,1.8631212128639163e-08
1933,7.501813119592526e-07,2.4088391503696016e-08
1934,8.003695697311741e-07,2.3963160344919743e-08
1935,7.456241011283282e-07,1.795242532409702e-08
1936,8.244805722590343e-07,2.3036958118893835e-08
1937,7.844266328715932e-07,2.0145788814929233e-08
1938,7.104937592705696e-07,2.0744343798284604e-08
1939,6.591735512984087e-07,1.3764645423464117e-08
1940,5.249070653690069e-07,3.2965177032551196e-08
1941,7.614876786909974e-07,2.6563524713196784e-08
1942,7.49450322246048e-07,1.2136847082899749e-08
1943,7.925832083977014e-07,4.935499853253589e-08
1944,6.876218563434122e-07,3.213186161588055e-08
1945,9.650772936353746e-07,6.75336235822499e-08
1946,7.656607019512762e-07,3.480276067335808e-08
1947,7.259810579363091e-07,4.7683482939930855e-08
1948,6.534004424185724e-07,2.8266907925456053e-08
1949,4.996857380090702e-07,2.35608206278215e-08
1950,5.689918509688141e-07,4.8922664364070556e-08
1951,5.597236152343754e-07,4.584402724105985e-08
1952,5.093140339473834e-07,5.272402026079703e-08
1953,5.871735827556179e-07,4.417269172662941e-08
1954,5.482392797517832e-07,2.5408593673503788e-08
1955,4.955600987344155e-07,3.2849627462638864e-08
1956,5.503040327869968e-07,3.22682232045679e-08
1957,6.060836064691877e-07,5.1243220333674344e-08
1958,4.2519330945012257e-07,3.887954358461343e-08
1959,6.665642926506621e-07,4.4954335809421764e-08
1960,4.720008286440702e-07,4.3601250609981435e-08
1961,4.815074273190056e-07,4.099414097069598e-08
1962,4.5281570076882716e-07,3.805173776072479e-08
1963,5.18577484287519e-07,2.5217608001781855e-08
1964,4.934098349895777e-07,3.1636635977605465e-08
1965,4.399522803844036e-07,4.322914115562071e-08
1966,3.9715166988418815e-07,6.148372921899181e-08
1967,4.412650449481248e-07,5.867099339695869e-08
1968,4.046765700316257e-07,3.4134760351633986e-08
1969,3.488069930390747e-07,5.450109230586975e-08
1970,3.3432731449956066e-07,4.920635632288395e-08
1971,2.980270543684327e-07,7.193756523804495e-08
1972,2.9498346010292664e-07,1.0311595133316587e-07
1973,3.8427029142029667e-07,1.1467463956194024e-07
1974,4.162922957462456e-07,1.0463563171470014e-07
1975,3.278389701932838e-07,9.766631237084766e-08
1976,3.736646507768171e-07,1.4740900011744884e-07
