year,les_DET autos_NOUN,les_DET motos_NOUN
1977,3.4555478656272953e-07,1.0872046374288402e-07
1978,2.9762363318308616e-07,1.1287123613534789e-07
1979,2.551460328570343e-07,1.252322299194475e-07
1980,3.1609437178836686e-07,1.409917420591711e-07
1981,2.78324167490851e-07,1.0879945616659725e-07
1982,3.10995868613162e-07,1.3904804863074105e-07
1983,3.4671083737336517e-07,1.5788290497198432e-07
1984,3.717164324124056e-07,1.333771937339634e-07
1985,2.4483321325874385e-07,1.3775627727419248e-07
1986,2.397794173214507e-07,1.270830920496735e-07
1987,2.639872889176331e-07,1.558258331257889e-07
1988,2.8123838191618233e-07,1.265272881467716e-07
1989,2.9965147607668996e-07,1.196410615023069e-07
1990,3.231050136331959e-07,1.3894059769370415e-07
1991,2.7783345518672675e-07,1.1957389212113867e-07
1992,3.135158179734532e-07,1.1350485329408855e-07
1993,3.024407241314364e-07,1.318331390720573e-07
1994,2.727137016211856e-07,1.186858513690936e-07
1995,2.1472904876418397e-07,8.567472553622224e-08
1996,2.9519649480391763e-07,1.2170850283155232e-07
1997,2.651576694878699e-07,1.0452869958488265e-07
1998,2.431745962372389e-07,1.2683223715725944e-07
1999,2.0703011444078712e-07,1.435043159858651e-07
2000,1.8688273195621719e-07,1.0824177287815928e-07
2001,2.2826113069140952e-07,1.253026571390592e-07
2002,2.0854613980159087e-07,1.0646368381328486e-07
2003,2.8501753013276954e-07,1.4334215575617648e-07
2004,2.2420387679744636e-07,1.0703642727705187e-07
2005,2.2563785517792923e-07,1.2205161326050984e-07
2006,2.569563282150966e-07,1.482440428191012e-07
2007,2.069140414839854e-07,1.9213446833532544e-07
2008,2.2010963202090394e-07,2.4948597143747975e-07
2009,2.2553550893533725e-07,2.0455545701736355e-07
2010,2.6217051218857534e-07,2.9996084904837517e-07
2011,2.1528962435013455e-07,5.005579168937402e-07
2012,3.1863804816900654e-07,4.5616985389074216e-07
2013,3.296745742509266e-07,3.72348178567794e-07
2014,3.438726922794233e-07,4.190136380088916e-07
2015,2.531329139632277e-07,3.6950312676253816e-07
2016,1.9636304054992948e-07,3.883762468570584e-07
2017,2.2464409166200738e-07,4.860160984776485e-07
2018,2.2613649014457948e-07,4.824761171140501e-07
2019,2.2397673321572498e-07,4.278006571212245e-07
