year,mes_DET amants_NOUN,mes_DET mamans_NOUN
1800,3.144164484325529e-09,6.288328968651058e-09
1801,1.6430159632818686e-07,0.0
1802,2.2378401354217203e-09,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,1.152667650217154e-08,2.881669125542885e-09
1807,2.8469551160981155e-09,0.0
1808,4.5321479902327155e-09,0.0
1809,2.259030518203531e-09,0.0
1810,6.552355102940055e-08,0.0
1811,2.5070767684098882e-09,0.0
1812,5.3344164641089264e-09,0.0
1813,1.4378708002027452e-08,0.0
1814,1.8880061958270744e-08,0.0
1815,8.091670666843243e-09,0.0
1816,5.7940097164532745e-08,0.0
1817,5.7604317760251433e-08,0.0
1818,5.960588467246453e-09,0.0
1819,1.035105001712111e-09,1.035105001712111e-09
1820,2.3732962262101864e-09,0.0
1821,4.832129363308013e-08,0.0
1822,6.015369535816717e-09,0.0
1823,3.2612866740500124e-08,0.0
1824,4.378978601948802e-08,0.0
1825,1.0566531649658373e-08,0.0
1826,2.554315514657901e-08,0.0
1827,2.7651818612639545e-08,0.0
1828,1.1006761724274838e-08,9.172301251858528e-10
1829,2.7434162719330857e-08,0.0
1830,1.461157062010443e-08,0.0
1831,1.5591206103948707e-09,0.0
1832,9.470978667991403e-09,0.0
1833,2.0850531967653296e-08,0.0
1834,6.534171426153534e-09,0.0
1835,1.285724948729694e-08,7.563087933704082e-10
1836,1.747394939854985e-08,0.0
1837,1.6698937344017395e-08,0.0
1838,1.9567702125300457e-08,0.0
1839,1.1186360393544703e-08,0.0
1840,1.9746034141121527e-08,0.0
1841,1.2841097074556274e-08,0.0
1842,8.049918065466954e-09,0.0
1843,2.5990408158982348e-08,0.0
1844,7.135129875823765e-09,0.0
1845,2.5669048220322566e-08,5.580227946389016e-10
1846,2.4588906244460418e-08,0.0
1847,2.0494249852731627e-08,0.0
1848,1.769948759777762e-08,0.0
1849,7.54147322368226e-09,0.0
1850,9.504594444820214e-09,0.0
1851,2.7732586227458e-08,0.0
1852,1.1067927019325907e-08,0.0
1853,2.149895461656115e-08,4.180352286553557e-09
1854,3.53305187883457e-08,0.0
1855,2.4411910715116392e-08,1.0613874223963649e-09
1856,1.6567004990086787e-08,5.177189232874468e-10
1857,3.124165859347272e-08,9.763018171682347e-10
1858,1.4681027837859517e-08,0.0
1859,2.34239969643113e-08,0.0
1860,2.2428201684743243e-08,4.577183909670879e-10
1861,1.8392258938071393e-08,1.8863854922557266e-09
1862,6.144461656143463e-08,4.517986262886353e-10
1863,1.6981710815322515e-08,9.989241656072068e-10
1864,3.308362339637938e-08,4.794727948009836e-10
1865,8.943004337069738e-09,0.0
1866,3.065336073859726e-08,1.4596839292835284e-09
1867,1.4073153309368536e-08,4.85281148598915e-10
1868,1.7289560005906424e-08,0.0
1869,1.3673853160867111e-08,2.9301114867763545e-09
1870,2.5803219116937726e-08,0.0
1871,1.3807530008236313e-08,1.0621177271019633e-09
1872,1.5118347906906138e-08,0.0
1873,2.454261860407314e-08,0.0
1874,1.1949218503559678e-08,5.974609140757536e-10
1875,1.4875970677508121e-08,0.0
1876,3.385768443386894e-08,1.209202959984168e-09
1877,3.030559825312196e-08,0.0
1878,1.8117265909722846e-08,0.0
1879,2.2604503713274937e-08,1.221865053580018e-09
1880,5.711883321879441e-08,0.0
1881,1.8825770276009735e-08,0.0
1882,1.9966154951589488e-08,6.655385131892899e-10
1883,1.579834751908038e-08,0.0
1884,2.772712726084592e-08,6.601696966868076e-09
1885,2.1915160797192357e-08,4.511945095320158e-09
1886,2.839524071429622e-08,0.0
1887,1.5669418762520593e-08,0.0
1888,1.9655905125759432e-08,0.0
1889,2.3181005281980305e-08,0.0
1890,1.7041404731799048e-08,2.6217545912032847e-09
1891,1.7210393998823292e-08,6.374220040683554e-10
1892,1.5044429702015805e-08,0.0
1893,1.3548516086814288e-08,0.0
1894,1.575384867003038e-08,0.0
1895,1.8055843042930064e-08,0.0
1896,2.0049897742069334e-08,0.0
1897,1.5732126601442076e-08,2.330685422435863e-09
1898,1.3580052082851068e-08,6.2241901632731356e-09
1899,2.1004797901014172e-08,0.0
1900,1.8168686000130663e-08,0.0
1901,2.179608138419553e-08,5.588738916095792e-10
1902,1.9641134940684424e-08,9.820567692386817e-10
1903,1.1340462791054051e-08,5.400220270956879e-10
1904,8.599400302955473e-09,0.0
1905,1.9610884027798647e-08,0.0
1906,3.086510669270126e-08,0.0
1907,3.0857059740707626e-08,0.0
1908,3.879997323430473e-08,9.822778146428846e-10
1909,2.4754426730666523e-08,0.0
1910,4.328762204242054e-08,0.0
1911,3.351835609066711e-08,0.0
1912,1.1981668990301841e-08,0.0
1913,3.5530031472497114e-08,5.30298971401777e-10
1914,1.875088229130739e-08,6.696743715117748e-10
1915,1.2958838335741518e-08,3.534228465440492e-09
1916,1.5382446649780945e-08,0.0
1917,1.0966424213165737e-08,4.386569774084137e-09
1918,1.8378202071289707e-08,0.0
1919,2.117805053547528e-08,0.0
1920,3.8618382713906385e-08,9.61673443100608e-08
1921,3.256281250196835e-08,0.0
1922,3.393850328547998e-08,0.0
1923,2.229349149729387e-08,0.0
1924,7.606058649578529e-08,0.0
1925,3.4094350676028284e-08,0.0
1926,4.7928395141561e-08,0.0
1927,5.4631201451549316e-08,2.2298449753321847e-09
1928,4.113374829639582e-08,0.0
1929,3.342121868143977e-08,0.0
1930,1.7856126355297874e-08,0.0
1931,1.9389106320488736e-08,0.0
1932,2.3015026440198483e-08,0.0
1933,3.555905347951693e-08,0.0
1934,3.35484227065308e-08,0.0
1935,1.196828414151696e-08,0.0
1936,2.9099315401737158e-08,0.0
1937,2.2664012888640173e-08,0.0
1938,3.1116513810047763e-08,0.0
1939,9.176430282309411e-09,0.0
1940,1.2678914362851401e-08,0.0
1941,1.4757512545315876e-08,0.0
1942,5.4615812983271894e-08,0.0
1943,2.6129117536299873e-08,0.0
1944,1.6065930807940276e-08,0.0
1945,3.0499055725385915e-08,0.0
1946,2.9234319853799207e-08,2.7842208538686464e-09
1947,3.814678839475505e-08,0.0
1948,4.240036188818408e-08,2.174377566888097e-09
1949,7.75543627096198e-08,0.0
1950,5.636741495784747e-08,0.0
1951,5.4373150759623456e-08,0.0
1952,4.1124735061792705e-08,0.0
1953,2.6934569019587684e-08,0.0
1954,3.713563812013376e-08,0.0
1955,5.443652639769425e-08,0.0
1956,4.447782298022673e-08,1.744228317335228e-09
1957,2.56216091121253e-08,0.0
1958,4.136121778408608e-08,0.0
1959,2.4027318135111386e-08,0.0
1960,3.6680417647705355e-08,0.0
1961,4.93319292083072e-08,0.0
1962,3.995432629189111e-08,0.0
1963,4.978861178894789e-08,0.0
1964,4.806334841234161e-08,0.0
1965,3.392666753088136e-08,0.0
1966,5.539074798832644e-08,1.384768699708161e-08
1967,4.0921786237380076e-08,0.0
1968,4.491415803165033e-08,4.4914158503495116e-10
1969,3.497153433507094e-08,4.5417578031781147e-10
1970,3.4490437200718205e-08,9.197450023812337e-10
1971,6.320229006817613e-08,0.0
1972,2.8728821988011077e-08,0.0
1973,3.3630544682416996e-08,0.0
1974,3.375342860767461e-08,0.0
1975,2.7415105297023956e-08,5.711480177694739e-10
1976,4.685092086509357e-08,0.0
1977,3.408533477688991e-08,2.3507127910882275e-09
1978,4.217819693508318e-08,4.1584139465200565e-09
1979,3.8623025555573065e-08,0.0
1980,4.5481204025143995e-08,1.1370301367108482e-09
1981,3.479052185229037e-08,6.325549528618524e-10
1982,4.59355158355379e-08,6.207502289967692e-10
1983,5.304865347000032e-08,0.0
1984,4.9871472729279276e-08,5.799008495621649e-10
1985,4.992913349433081e-08,6.015558051686298e-10
1986,6.114375139532058e-08,5.994485463567401e-10
1987,4.949761489569937e-08,6.110816852533674e-10
1988,4.137622122701856e-08,2.99827696004229e-09
1989,4.00632915731336e-08,2.1952488715726304e-09
1990,3.1057309834992e-08,0.0
1991,5.4511624991704366e-08,3.5168792322792797e-09
1992,3.8569608062921645e-08,5.509944167592096e-10
1993,5.2622469715046805e-08,0.0
1994,2.8484602787592905e-08,0.0
1995,4.337960657352369e-08,1.0844901643380922e-09
1996,4.110330875661816e-08,2.6690460952494277e-09
1997,4.890792504319563e-08,1.917957792585412e-09
1998,3.766822032069683e-08,1.43043876743576e-09
1999,4.20458489691633e-08,2.7421207526856506e-09
2000,4.683113352665913e-08,4.4180314962005696e-10
2001,4.16215119036778e-08,5.695575455710866e-09
2002,4.775531503575792e-08,7.886198583051396e-09
2003,6.33372279068567e-08,3.333538389771462e-09
2004,4.5809828874698866e-08,3.523833003171717e-09
2005,4.773974471294906e-08,3.1526248278623825e-09
2006,5.84740358355873e-08,2.8825228870488218e-09
2007,6.471057015233761e-08,2.0371846098932167e-08
2008,6.173287481203715e-08,4.257439734089985e-09
2009,5.86487669540503e-08,3.814554005998616e-09
2010,7.227403453491377e-08,1.1809482503011282e-08
2011,1.0860080590369137e-07,9.559929625702068e-09
2012,1.21531818830789e-07,6.808505204070059e-09
