year,mes_DET airs_NOUN,mes_DET mers_NOUN
1870,1.490852596930381e-08,5.734048791339319e-10
1871,1.5931766128574054e-08,0.0
1872,1.8746751706544273e-08,1.8142017887967654e-09
1873,3.112722185560912e-08,0.0
1874,2.3898437007119355e-08,0.0
1875,2.7463329999033448e-08,0.0
1876,4.353130833578689e-08,0.0
1877,8.040260901509555e-09,3.710889595609501e-09
1878,2.355244521634603e-08,0.0
1879,2.077170613290491e-08,0.0
1880,2.6954953824542827e-08,1.9253538763308597e-09
1881,2.9284532132578533e-08,0.0
1882,2.6621540527571597e-08,6.655385131892899e-10
1883,1.895801765572358e-08,6.319338941018771e-10
1884,2.3105939384038265e-08,0.0
1885,2.6427105892512515e-08,6.445635691854079e-10
1886,1.677900662855336e-08,0.0
1887,2.154545164501087e-08,0.0
1888,1.9021844543942734e-08,1.9021844099853524e-09
1889,1.3156787381785051e-08,6.265136742733546e-10
1890,1.2453334363726754e-08,0.0
1891,2.6771723837804018e-08,0.0
1892,1.6298132621272998e-08,6.268512375839919e-10
1893,1.23168328869383e-08,0.0
1894,1.827446460822557e-08,0.0
1895,2.7083764564395096e-08,0.0
1896,9.435246361988447e-09,0.0
1897,9.322741689743452e-09,2.330685422435863e-09
1898,1.5277558773618694e-08,0.0
1899,1.9346524382513053e-08,5.527578395003729e-10
1900,1.9206896184620348e-08,1.038210628578895e-09
1901,6.147612641171918e-09,5.588738916095792e-10
1902,7.365425880312415e-09,4.910283846193408e-10
1903,1.0800440541913758e-08,5.400220270956879e-10
1904,1.2361637935498493e-08,0.0
1905,9.28936660926638e-09,5.160759042333041e-10
1906,9.259531807970234e-09,0.0
1907,1.7485666858885196e-08,0.0
1908,1.7680999775393502e-08,4.911389073214423e-10
1909,1.9803540807217246e-08,1.6502950672681038e-09
1910,1.6566866878342523e-08,2.67207544979442e-09
1911,2.2877608141236294e-08,1.0640748282497725e-09
1912,1.2502610502451716e-08,2.6047106693738442e-09
1913,3.712092677687906e-08,5.30298971401777e-10
1914,1.1384464038144415e-08,6.696743715117748e-10
1915,2.1205371680821372e-08,0.0
1916,1.2086208478478966e-08,0.0
1917,1.864292187292449e-08,1.0966424435210342e-09
1918,1.8378202071289707e-08,0.0
1919,1.2890987832747669e-08,1.012863348748283e-08
1920,1.2872794385998532e-08,1.741613253614105e-08
1921,3.634918854800162e-08,5.300923255902035e-09
1922,2.87739485571592e-08,0.0
1923,2.7601466001669905e-08,1.0615948120573648e-09
1924,1.675911143195208e-08,1.289162443462999e-09
1925,2.859526304632709e-08,4.399271169575059e-09
1926,3.343841470382358e-08,0.0
1927,3.4562596340492746e-08,0.0
1928,2.5137291359556002e-08,7.998228634953364e-09
1929,2.4508894691521732e-08,0.0
1930,2.6259009189288918e-08,1.0503603542488804e-09
1931,1.8248570654577634e-08,2.2810713318222042e-09
1932,2.082311922890767e-08,1.0959536611565568e-09
1933,1.261772819560747e-08,0.0
1934,1.1981580172459871e-09,1.1981580172459871e-09
1935,1.196828414151696e-08,1.196828414151696e-09
1936,1.8187071404440758e-08,1.2124714565686645e-09
1937,1.510934133364117e-08,0.0
1938,1.5558256905023882e-08,0.0
1939,6.117620188206274e-09,1.5294050470515685e-09
1940,2.028626333583361e-08,0.0
1941,5.9030051957620344e-09,2.9515025978810172e-09
1942,6.37184480734021e-08,0.0
1943,1.1612940831184915e-08,5.806470415592457e-09
1944,1.927911696952833e-08,0.0
1945,1.3071024262956144e-08,0.0
1946,9.744772988540262e-09,4.1763312808029696e-09
1947,2.3841741692010032e-08,1.1920870957027319e-09
1948,2.2830963786191205e-08,1.0871887834440486e-09
1949,1.2762110479513922e-08,1.9634016634739737e-09
1950,2.3397795700930146e-08,2.1270722960764488e-09
1951,1.2793681780642885e-08,1.0661401761424827e-09
1952,1.7926166329118587e-08,0.0
1953,2.693456835345387e-08,1.0773827385790469e-09
1954,2.14995790059902e-08,5.863521668203475e-09
1955,1.595553333899602e-08,1.8771215692936494e-09
1956,2.0058624983221307e-08,0.0
1957,1.9437083054185678e-08,0.0
1958,2.7298403371123214e-08,8.272243445794913e-10
1959,2.1702094343822864e-08,3.8753737996444215e-09
1960,3.114374991231017e-08,2.076250060767393e-09
1961,1.9454845512356655e-08,4.16889545107324e-09
1962,3.044139235131027e-08,6.341956404476434e-10
1963,2.0044765847160306e-08,2.5864212993553792e-09
1964,2.068549243006146e-08,1.2167936658258327e-09
1965,2.2435377389218303e-08,2.7360217424998723e-09
1966,1.2185964348709888e-08,4.985167390003653e-09
1967,1.5284040699725665e-08,4.437302081328198e-09
1968,2.290622133638287e-08,4.4914158503495116e-10
1969,1.7712854627482955e-08,9.083515606356229e-10
1970,2.299362514279757e-08,9.197450023812337e-10
1971,2.9288864888954436e-08,5.138397263237948e-09
1972,2.3598675014113724e-08,5.130146862875051e-10
1973,1.5436970424165253e-08,0.0
1974,1.1813700295792984e-08,1.1251143350321513e-09
1975,1.4278700888326057e-08,2.2845920710778955e-09
1976,1.8854638628162945e-08,2.285410749536254e-09
1977,1.410427652448476e-08,1.1753563677885381e-09
1978,2.1386128423728223e-08,2.3762365408686037e-09
1979,2.6919078188747392e-08,5.851973350345929e-10
1980,1.762396628635088e-08,5.685150683554241e-10
1981,1.771153890217647e-08,6.325549528618524e-10
1982,1.7381006189864934e-08,1.8622506869903077e-09
1983,1.3893695083311286e-08,6.315316047889041e-10
1984,9.278413259927731e-09,1.1598016991243298e-09
1985,2.045289804186723e-08,1.8046674155058895e-09
1986,1.8582905048081244e-08,3.596691222629289e-09
1987,1.8332450224534114e-08,0.0
1988,1.2592763276586538e-08,1.1993107618124554e-09
1989,1.481792966107065e-08,2.1952488715726304e-09
1990,1.7435683119515488e-08,5.44865097484859e-10
1991,1.4653663449326615e-08,1.1722930404189924e-09
1992,2.4794748032519465e-08,2.7549720282848966e-09
1993,1.2186256725943423e-08,5.539207426075166e-10
1994,1.4242301560329906e-08,5.274926495602017e-09
1995,1.3013881861034804e-08,2.7112254108452305e-09
1996,1.4946657245218375e-08,1.067618438099771e-09
1997,1.2466725429760572e-08,9.58978896292706e-10
1998,1.5734826774860267e-08,0.0
1999,1.919484465817689e-08,1.3710603763428253e-09
2000,2.2973763780242962e-08,2.6508187866980393e-09
2001,1.3581756164171566e-08,2.6287270971092624e-09
2002,1.6648641576466616e-08,1.3143663935011318e-09
2003,2.333476845084448e-08,3.7502307925763034e-09
2004,1.805964444656638e-08,1.3214373761893938e-09
2005,1.7114248795913056e-08,1.8014998381943315e-09
2006,1.4824404093172205e-08,3.2943118788431036e-09
2007,2.5964116190380082e-08,2.3966877371606188e-09
2008,2.256442965808958e-08,3.405951742863067e-09
2009,2.8132335794239793e-08,0.0
2010,3.5900827866086615e-08,1.4171379625338432e-09
2011,3.862211614413802e-08,4.206369003112442e-09
2012,3.7106354211502435e-08,2.382976926895708e-09
2013,3.988448804559397e-08,4.183687507541833e-09
2014,5.954974247046607e-08,3.031623174720721e-09
2015,4.832134492538387e-08,1.7732603163622684e-09
2016,5.054069562859809e-08,3.314144070287739e-09
2017,4.578412787781261e-08,3.5218559735206156e-09
2018,4.904786887749424e-08,7.228107001822082e-09
2019,4.336679171323965e-08,2.040790147983529e-09
