year,nos_DET auteurs_NOUN,nos_DET moteurs_NOUN
1895,7.890403845856042e-07,1.8657704714541978e-08
1896,8.356090135386296e-07,1.7691086318105675e-08
1897,8.839124259196751e-07,3.729096764715223e-08
1898,8.323440141566607e-07,1.8106735888423486e-08
1899,7.517506404042251e-07,1.6029977345510815e-08
1900,8.217436979762738e-07,3.166542283938867e-08
1901,7.494498612814482e-07,2.1237207548097103e-08
1902,7.414528502280859e-07,3.0443759957421435e-08
1903,8.67275403493295e-07,4.104167339313847e-08
1904,7.712586862496096e-07,3.9772227289347484e-08
1905,8.365590580261539e-07,5.0059362211030134e-08
1906,9.058908929659992e-07,3.96102199928805e-08
1907,7.997121329594847e-07,1.0851399734335132e-07
1908,8.452500446232136e-07,1.0952397833108307e-07
1909,9.390178714596686e-07,6.876229230456943e-08
1910,1.0971541426485487e-06,5.1303846504424655e-08
1911,9.369178801676981e-07,5.054355556310952e-08
1912,9.538450100876616e-07,9.689523672307132e-08
1913,1.0722644958605088e-06,9.386291965896021e-08
1914,9.047300810749448e-07,6.294939192130755e-08
1915,8.94159807085515e-07,5.5369582252495775e-08
1916,7.636286112333579e-07,3.625862476930308e-08
1917,6.843048740989843e-07,8.224818071056461e-08
1918,8.718159349996313e-07,7.695871850899039e-08
1919,7.955581149965418e-07,1.537710747623322e-07
1920,8.42032186643138e-07,7.572231464081369e-08
1921,1.0526118848774857e-06,9.844571657868784e-08
1922,1.0520935944668963e-06,8.558404979153167e-08
1923,1.1210440740150318e-06,1.3269934928672455e-07
1924,1.0248841304516532e-06,1.340728945642411e-07
1925,9.43643654105486e-07,7.918688127439566e-08
1926,8.983787704863744e-07,1.783382224118668e-07
1927,1.2041162769094171e-06,6.57804292147901e-08
1928,9.220815487820389e-07,7.655447609167254e-08
1929,9.658732145201299e-07,4.2333544891803854e-08
1930,7.594105158048592e-07,6.302162258720045e-08
1931,9.76298512256335e-07,7.86969591715092e-08
1932,1.1211605794869683e-06,7.123699008459994e-08
1933,1.0725068886330291e-06,5.3912111441789534e-08
1934,8.43503221048536e-07,6.829500698302127e-08
1935,9.682341630679048e-07,4.0692165192979246e-08
1936,8.00231145348107e-07,9.093535702220379e-08
1937,6.408879220654029e-07,8.310137977751708e-08
1938,9.85356310323482e-07,9.594258543188516e-08
1939,8.029376470375382e-07,6.423501108798746e-08
1940,9.88955333403041e-07,5.0715657229361e-08
1941,1.3488367081038177e-06,1.239631122196272e-07
1942,1.4989006302812413e-06,1.274369008097409e-07
1943,9.203255837419988e-07,3.193558839598154e-08
1944,8.418547476907179e-07,3.213186161588055e-08
1945,7.25441823501427e-07,5.2284097495913784e-08
1946,7.754055104669533e-07,5.707652839248567e-08
1947,7.271731023994477e-07,8.344609891963728e-08
1948,7.566834057115557e-07,9.784699006587516e-08
1949,7.549279521512631e-07,2.846932378730571e-08
1950,7.785084605860249e-07,3.296962214349719e-08
1951,8.049358213302327e-07,3.518262581270193e-08
1952,7.528990026983706e-07,4.323369529046772e-08
1953,8.037274921157689e-07,4.525007613054299e-08
1954,7.554170242674019e-07,4.983993462381875e-08
1955,8.13732200288797e-07,7.226917730918103e-08
1956,6.061193431605716e-07,4.2733593774713086e-08
1957,8.207750092914523e-07,2.2087594697683954e-08
1958,7.718002978940319e-07,5.0460684186681704e-08
1959,7.316706032156617e-07,4.107896378613418e-08
1960,9.024766756127178e-07,2.422291700554524e-08
1961,8.622665716995215e-07,2.7792636803081194e-08
1962,6.817603264153149e-07,2.5367826061994947e-08
1963,8.774434350211635e-07,9.699079650538067e-09
1964,7.787479510135142e-07,1.5818317766758128e-08
1965,8.465251255529438e-07,1.91521518644322e-08
1966,8.364002752614397e-07,1.9386760974349215e-08
1967,1.1093255096739085e-06,2.7609879715839725e-08
1968,1.0653638540247812e-06,1.7516522399230183e-08
1969,8.674757534521405e-07,2.4979667001545636e-08
1970,8.342086985635433e-07,2.483311556389367e-08
1971,9.110378798027341e-07,2.569198809254658e-08
1972,1.211227678155069e-06,2.8215806913145514e-08
1973,1.0530219327620216e-06,3.914374646640795e-08
1974,8.162704272507426e-07,3.544110260822464e-08
1975,7.053677997248542e-07,5.483020792951265e-08
1976,9.37589778260417e-07,4.2851450166025984e-08
1977,1.104247277616821e-06,2.3507127355770763e-08
1978,8.542570366643076e-07,2.0198010819427736e-08
1979,9.234413687053689e-07,1.1118749476679568e-08
1980,1.2757477865221745e-06,1.9898026559772575e-08
1981,1.0386552125041248e-06,1.8344094021571777e-08
1982,1.0652074404760015e-06,2.3588508923921836e-08
1983,8.76565859009304e-07,2.4629732364722656e-08
1984,9.405991994171359e-07,1.6817124248724724e-08
1985,8.818808208133078e-07,2.3460675957487354e-08
1986,9.585182381144364e-07,2.0980699177997053e-08
1987,9.062341375098981e-07,1.7721368927858805e-08
1988,9.138747776304967e-07,2.038828283978944e-08
1989,8.687697250486792e-07,2.579417435200071e-08
1990,8.619765932138534e-07,4.086488214483097e-08
1991,1.0527191705023142e-06,2.110127417243035e-08
1992,8.716731718649839e-07,1.5427843891302473e-08
1993,9.150770745591785e-07,1.3848018731721368e-08
1994,8.492631868861622e-07,1.3187316072471589e-08
1995,8.610852137991287e-07,1.626735190995987e-08
1996,8.428847282360152e-07,1.2277612038147367e-08
1997,8.156115294255528e-07,1.198723642570343e-08
1998,9.85095513605927e-07,1.5258013741359377e-08
1999,1.0621147454870083e-06,7.769342169616777e-09
2000,8.836063019046492e-07,2.3415566818840716e-08
2001,8.232296675458883e-07,2.0153574087355963e-08
2002,9.809554795126019e-07,1.1391175780417484e-08
2003,8.663032597944209e-07,1.4167538087139775e-08
2004,9.79185097449431e-07,1.2773894303430566e-08
2005,1.0070384028892931e-06,1.5312748402607212e-08
2006,9.44643955058666e-07,1.0706513453584421e-08
2007,7.537582646932606e-07,1.8774054311165855e-08
2008,6.603288795758999e-07,1.7029759102893394e-08
2009,7.562353425694113e-07,2.9085974295739447e-08
2010,6.967594439188929e-07,1.369899971237487e-08
2011,5.892740755353287e-07,1.911985936242644e-08
2012,4.704677292188819e-07,3.0638273917915626e-08
2013,3.8657271639319646e-07,2.7612337305527035e-08
2014,6.645751089440211e-07,2.4902619966127304e-08
2015,4.6126934449830514e-07,3.324862996034739e-08
2016,5.451766802444524e-07,2.6720286205872412e-08
2017,5.089081629994219e-07,3.19482644783875e-08
2018,5.304914172388209e-07,4.0270881296322614e-08
2019,5.535643642362587e-07,2.7295568583163288e-08
