year,autres_ADJ ondes_NOUN,autres_ADJ mondes_NOUN
1851,1.2253933867611977e-08,1.3092360662270153e-07
1852,1.9531636308300904e-09,1.6601890240330874e-07
1853,1.0749477752369785e-08,1.4810390780439775e-07
1854,1.3508727469968562e-08,1.246959476230991e-07
1855,2.1227748447927297e-09,2.0325569138890387e-07
1856,1.2942972915652717e-08,1.0354378332522174e-07
1857,8.298565390418844e-09,1.8500920095920748e-07
1858,9.787352039936081e-10,1.7127865703514544e-07
1859,1.5276520048956854e-09,1.583665891757846e-07
1860,3.661747127736703e-09,1.9956522123720788e-07
1861,1.0375120318428799e-08,1.5043924861402047e-07
1862,1.8071945051545413e-09,1.4864175315598693e-07
1863,3.995696662428827e-09,1.9778698856498522e-07
1864,8.151037178549814e-09,3.533714458825443e-07
1865,3.294791106611683e-09,4.0243519805471806e-07
1866,4.0871150019938796e-08,2.938830121479441e-07
1867,1.358787216076962e-08,2.1012674267240072e-07
1868,1.6301584082611953e-08,2.73175029263939e-07
1869,4.248661511496721e-08,2.427109055957999e-07
1870,2.2936195165357276e-08,1.6858103002448388e-07
1871,1.274541272522356e-08,2.973929538185871e-07
1872,2.53988243770209e-08,3.41069949172379e-07
1873,6.584604861359367e-09,1.9753814406442416e-07
1874,6.572069999322139e-09,1.9059002731580676e-07
1875,2.345826111138649e-08,1.1671915700617319e-07
1876,1.813804439976252e-09,1.4994117236710736e-07
1877,1.793596560162314e-08,2.53577457698384e-07
1878,3.4422804162659304e-08,1.5882802983924194e-07
1879,1.588424503040642e-08,1.6983924111535487e-07
1880,1.7328185109022343e-08,2.182067788680797e-07
1881,2.2312024228199334e-08,1.547896647524638e-07
1882,1.9966154951589488e-08,1.191313943049721e-07
1883,3.4756364897248204e-08,1.8768436405025568e-07
1884,3.4328824227713994e-08,2.3370006640988095e-07
1885,1.2246707647989297e-08,1.6887565323919773e-07
1886,2.5168509054651622e-08,1.3616809213523595e-07
1887,1.3057849024278312e-08,1.0968593500138013e-07
1888,1.5851536971922542e-08,1.4963851269200745e-07
1889,5.012109394186837e-09,1.3971255352629441e-07
1890,5.898947996740844e-09,1.3436492452001403e-07
1891,1.4023283867459213e-08,9.497587916129646e-08
1892,1.7551833764173352e-08,1.479368934020897e-07
1893,1.4780200174868696e-08,1.6319803841646774e-07
1894,6.301539290376468e-09,1.2666094595381594e-07
1895,2.8287487907618925e-08,1.2759462419964507e-07
1896,2.181900704556483e-08,1.5450216472867595e-07
1897,1.5732126712464378e-08,1.182822828571517e-07
1898,2.7160103499568322e-08,1.2108879254846272e-07
1899,2.1557555740514545e-08,7.462230655619351e-08
1900,6.748368974740515e-09,9.343895945868042e-08
1901,1.0059729937950124e-08,1.1289252921375947e-07
1902,3.83002145554201e-08,1.1882886641334522e-07
1903,1.1880484152015924e-08,1.0800440719549442e-07
1904,2.9022976022474722e-08,1.0641757874907398e-07
1905,2.6835946798087207e-08,1.7236935756503868e-07
1906,2.1091157265118454e-08,1.2088833623025153e-07
1907,2.7771354993433306e-08,1.486281795415323e-07
1908,1.3751889405000384e-08,1.7828342890879867e-07
1909,2.4204327431220918e-08,1.3477410421014469e-07
1910,2.5651923252212327e-08,1.8330437212554784e-07
1911,2.7665945978583295e-08,1.745082727211411e-07
1912,2.3963337980603683e-08,1.4742662268751872e-07
1913,1.3257474229533273e-08,1.6704417316049103e-07
1914,3.147469485043075e-08,1.4130129355471865e-07
1915,3.534228554258334e-08,7.657494904833584e-08
1916,2.4172416956957932e-08,1.2855331021910388e-07
1917,1.2063066989753679e-08,1.217273108977679e-07
1918,2.6418664589300533e-08,1.2749877864592918e-07
1919,1.5653341733923298e-08,1.2983065889038414e-07
1920,2.1202248845497706e-08,1.915774561211947e-07
1921,2.2718241510233383e-08,1.3706673329672014e-07
1922,2.1396012073182646e-08,1.947775020161302e-07
1923,4.140219900250486e-08,2.0807258049870825e-07
1924,4.1253198190815965e-08,2.3720589581444074e-07
1925,2.859526304632709e-08,1.583737656574158e-07
1926,2.452150482668003e-08,1.5938978314977703e-07
1927,4.0137209111890115e-08,1.9065174250432193e-07
1928,4.570416578530967e-08,1.953853006053663e-07
1929,4.121950425428622e-08,1.1808830890913669e-07
1930,4.8316575629314684e-08,1.3654684494213143e-07
1931,3.079446386777818e-08,1.0606982048244618e-07
1932,4.931791508511196e-08,1.3370634754927835e-07
1933,1.0094182556485976e-07,1.4338328369056796e-07
1934,6.709684896577528e-08,1.56958703811938e-07
1935,5.2660450222674626e-08,1.8550840685804815e-07
1936,3.758661648589623e-08,1.454965725677937e-07
1937,4.280980192561401e-08,1.3724318170815764e-07
1938,5.186085871855539e-08,1.659547441690279e-07
1939,5.505858169385647e-08,1.8046980176933403e-07
1940,1.0143131845552489e-07,1.4453962648985907e-07
1941,3.5418032950929046e-08,1.2691460860025927e-07
1942,1.517105907566929e-08,2.2453166570457483e-07
1943,1.4516175816936538e-08,2.177426383642711e-07
1944,4.177142187700156e-08,2.8597355594683904e-07
1945,2.832055301382752e-08,2.570634762832924e-07
1946,3.3410650246423756e-08,3.132248362902601e-07
1947,3.337843779149807e-08,2.431857670792681e-07
1948,4.348755311411878e-08,2.7505877309152993e-07
1949,3.337782672474532e-08,1.8063294682235664e-07
1950,2.9779013033248702e-08,2.158978449351423e-07
1951,1.2793682557799002e-08,1.8444225546865312e-07
1952,2.319856839960721e-08,1.623899794633843e-07
1953,3.44762476345295e-08,2.3594681508587456e-07
1954,4.0067398288101685e-08,2.1010952711009168e-07
1955,3.9419553843345057e-08,2.1868465749363963e-07
1956,4.0117249966442614e-08,2.3459871179021263e-07
1957,5.212672249399475e-08,2.738861724083108e-07
1958,2.4816730004317833e-08,2.051516324041991e-07
1959,3.410329085795638e-08,2.3252243974702935e-07
1960,3.3220000972278285e-08,2.0139624878900975e-07
1961,4.863711566827078e-08,2.9321232836165834e-07
1962,3.4880759613997725e-08,3.2534235039349824e-07
1963,3.2330266463986845e-08,2.5217607912964013e-07
1964,4.623815996751546e-08,2.6221904092516013e-07
1965,3.3379464525751246e-08,2.6922453688627e-07
1966,2.547974453648294e-08,2.2045517855673324e-07
1967,2.9582013283402375e-08,2.4947498467042806e-07
1968,2.2906220920049236e-08,2.6140041176070383e-07
1969,1.725867981861029e-08,2.3299217530303729e-07
1970,2.345349692234322e-08,2.3223561451679586e-07
1971,1.798439086542203e-08,2.353386073794539e-07
1972,2.1033601527165047e-08,2.3188264020035376e-07
1973,2.4809416743210022e-08,2.5250473201232637e-07
1974,1.1251143128276908e-08,2.0983381876504836e-07
1975,1.770558810676448e-08,2.444513382826585e-07
1976,2.628222439682304e-08,2.4453896108056483e-07
1977,1.2928920156696222e-08,2.54464664450893e-07
1978,1.7821774278559133e-08,3.0594044320153557e-07
1979,2.1067103617156135e-08,2.7036116423406753e-07
1980,1.3075846183596695e-08,2.5753731863753515e-07
1981,1.3916208629893845e-08,3.0931937966549583e-07
1982,1.6139505731871395e-08,2.91752610737106e-07
1983,1.515675762675528e-08,2.614540703937962e-07
1984,1.8556827185989277e-08,2.7545290343100604e-07
1985,1.0226449020933615e-08,2.5746587084540806e-07
1986,8.991728250862252e-09,2.361827236008196e-07
1987,3.727598141267663e-08,2.425994274912746e-07
1988,1.0793796967334401e-08,2.84236647996039e-07
1989,6.036934507847036e-09,3.2983614106640857e-07
1990,1.6345952147389653e-08,3.6070069953098027e-07
1991,1.3481369798284959e-08,3.4758489686481653e-07
1992,1.8733810946969243e-08,3.9396101558786256e-07
1993,1.3848018731721368e-08,3.7223474835812453e-07
1994,1.1077346151466827e-08,3.8559713289032516e-07
1995,8.675921314704738e-09,4.403030011701503e-07
1996,1.4946657245218375e-08,4.500011803187931e-07
1997,1.6782131240233866e-08,4.137994062958228e-07
1998,2.4794271524797296e-08,4.3485338674376095e-07
1999,1.6452723627935484e-08,4.4056740344800005e-07
2000,5.743440834038438e-09,4.581498671551998e-07
2001,9.638665865452367e-09,4.490742160356831e-07
2002,1.0076809608960957e-08,4.3023595858171504e-07
2003,7.91715315529018e-09,4.4919429048606574e-07
2004,1.5416770082765652e-08,4.400386593994554e-07
2005,1.170974872621855e-08,4.521764731535427e-07
2006,1.6883348052942893e-08,4.723219841906712e-07
2007,1.1583990655594789e-08,6.05563085676053e-07
2008,1.575252639440805e-08,4.793876959285903e-07
2009,1.0013204487790972e-08,4.958920316600057e-07
2010,1.2754241218715379e-08,5.805541376524559e-07
2011,1.2619107536693264e-08,5.013227457606462e-07
2012,2.3489343803362317e-08,6.539569294972125e-07
2013,1.561910067948702e-08,6.278320330288523e-07
2014,1.6024294779981574e-08,6.585118637048026e-07
2015,1.994917830927534e-08,5.973670937908793e-07
2016,2.1127668503595487e-08,6.427368339778639e-07
2017,1.2074934829797712e-08,5.82867144771626e-07
2018,2.3749493038849323e-08,6.709232227564144e-07
2019,1.4285530980373551e-08,7.492251203888856e-07
