year,petits_ADJ êtres_NOUN,petits_ADJ etres_NOUN,petits_ADJ maîtres_NOUN
1843,3.8572127891711716e-07,1.7720733769266417e-09,8.624090241937665e-08
1844,3.896878411069338e-07,1.6465684371524958e-09,5.98253163675011e-08
1845,3.1918904142003157e-07,5.022205318283568e-09,4.5757869882034896e-08
1846,3.559536878583458e-07,5.854501328173001e-10,4.507965911670908e-08
1847,3.1550356993648165e-07,5.393223645455691e-10,6.957258591455684e-08
1848,3.1537268796455464e-07,3.218088684420195e-09,8.367030801537112e-08
1849,3.075245160744089e-07,8.379414939696517e-10,5.530413860199701e-08
1850,3.3809200772338954e-07,2.0366988096043315e-09,7.19633561629962e-08
1851,3.437550901708164e-07,0.0,6.126966667352463e-08
1852,5.104267870592594e-07,2.6042181744401205e-09,9.896028774214471e-08
1853,4.222155780553294e-07,5.971931837933653e-10,9.555090940693844e-08
1854,3.444725393819681e-07,1.558699391779328e-09,1.0183502174854198e-07
1855,4.192480389519915e-07,1.5920811335945473e-09,1.0666943950354835e-07
1856,3.5877920367966e-07,2.5885946719483854e-09,1.0250834936442743e-07
1857,4.398239639158419e-07,2.4407544874094356e-09,1.2252588144079368e-07
1858,4.4972881596549996e-07,4.893676019968041e-10,8.759680081293908e-08
1859,6.385585606949462e-07,3.5645213447565993e-09,1.3188728886781576e-07
1860,4.636687265247019e-07,9.154367819341758e-10,1.7347527192512757e-07
1861,5.008353696211998e-07,9.431927461278633e-10,8.771692705522582e-08
1862,4.775511683874356e-07,9.035972525772706e-10,1.3056980940895357e-07
1863,6.642845846727141e-07,1.9978483312144135e-09,1.22867675145244e-07
1864,6.851666398688394e-07,1.4384183844029508e-09,1.2226556389549614e-07
1865,6.288344138738466e-07,9.41368871743009e-10,1.0307989128932604e-07
1866,6.43720568405115e-07,9.731225825149181e-10,1.308849905123921e-07
1867,7.28407030692324e-07,2.91168689159349e-09,1.1695275858869536e-07
1868,7.740782734799723e-07,1.975949626142892e-09,1.047253306296625e-07
1869,7.144588494156778e-07,1.4650557433881772e-09,1.9289900188290687e-07
1870,7.614816581735795e-07,2.2936195165357276e-09,9.403840017796483e-08
1871,6.096555580370477e-07,2.1242354542039266e-09,7.859671402599133e-08
1872,6.343659038066107e-07,1.8142017887967654e-09,1.0340950551412931e-07
1873,6.967709396121791e-07,1.1972008939764578e-09,1.2271308669209446e-07
1874,6.75728301757772e-07,1.1949218281515073e-09,1.445855357107284e-07
1875,7.363605618593283e-07,5.721527140956084e-10,1.4589893754246575e-07
1876,7.110113529051887e-07,1.813804439976252e-09,1.717068178752612e-07
1877,7.13727786205709e-07,1.8554447978047506e-09,1.255517608766965e-07
1878,7.114046525202866e-07,6.039088673581716e-10,1.4493812300342412e-07
1879,7.068489367156872e-07,6.720257794690099e-09,2.1016079165825374e-07
1880,6.533367695737979e-07,0.0,1.617297296085951e-07
1881,5.717456019738165e-07,6.2752569807145164e-09,1.3875289450737682e-07
1882,6.142920483398484e-07,3.9932310791357395e-09,1.7703325094764466e-07
1883,6.81224719301099e-07,1.8958017378167824e-09,1.3017837741102767e-07
1884,5.287959083943861e-07,6.601696966868076e-10,1.399559748094248e-07
1885,5.465898880174791e-07,0.0,1.1666600513438041e-07
1886,5.69195492516883e-07,6.453463874400711e-10,1.0196472999268735e-07
1887,6.587684993064613e-07,6.528924623161458e-10,1.2927271436646848e-07
1888,6.283549396357557e-07,1.268122939990235e-09,1.2744635391470638e-07
1889,5.306570756147266e-07,0.0,1.2592924608645362e-07
1890,5.505684725903848e-07,6.554386478008212e-10,1.2715509578598017e-07
1891,4.844407044402033e-07,6.374220040683554e-10,1.4788190827452752e-07
1892,4.011847920537548e-07,0.0,8.838602294503062e-08
1893,5.04990168792574e-07,1.2316833108982905e-09,1.496495241060103e-07
1894,4.826978852179309e-07,1.8904617871129403e-09,1.4745601806254172e-07
1895,4.881096629105741e-07,0.0,1.0412203299559053e-07
1896,5.224767392064678e-07,2.358811590497112e-09,1.4683601690101966e-07
1897,4.585623685215978e-07,1.1653427112179315e-09,1.7829743181874136e-07
1898,4.4248335484553536e-07,1.13167097914868e-09,1.7597483648046364e-07
1899,4.831103410651849e-07,1.1055156790007459e-09,2.034148831597804e-07
1900,4.381248857043829e-07,0.0,2.3775023960670438e-07
1901,4.811903977497423e-07,5.029864968975062e-09,1.5872018754858885e-07
1902,4.262126367393648e-07,9.820567692386817e-10,1.9935751760513654e-07
1903,4.2013712686639337e-07,1.0800440541913758e-09,2.619106775902935e-07
1904,4.068591294981161e-07,1.6123875568041512e-09,1.9241157556137978e-07
1905,4.4434136725612916e-07,0.0,2.7093984994452924e-07
1906,5.370528697312693e-07,1.0288369045596824e-09,2.1914226211450227e-07
1907,3.641133048404299e-07,5.142843373384665e-10,2.2988509318366823e-07
1908,4.282731254079408e-07,4.911389073214423e-10,2.1266315175516581e-07
1909,3.5591364166975836e-07,5.500983557560346e-10,3.0200399270263745e-07
1910,4.344794604094204e-07,5.344150677544235e-10,2.8003349206162653e-07
1911,4.378667881610454e-07,5.320374141248863e-10,2.7878761166277854e-07
1912,3.927903549083567e-07,0.0,2.9224853803633266e-07
1913,3.93481826677089e-07,1.060597942803554e-09,3.1923998089489203e-07
1914,3.629635045854229e-07,1.3393487430235496e-09,3.294797877306799e-07
1915,3.180805663305364e-07,3.5342285764627945e-09,1.0013647511186718e-07
1916,3.6807998071708425e-07,0.0,1.2086208545092347e-07
1917,3.662785843516758e-07,0.0,1.4914337587157434e-07
1918,3.526317584601202e-07,0.0,1.8722793093672863e-07
1919,2.983342994866689e-07,0.0,1.5377107470682105e-07
1920,3.4832265782824834e-07,7.572231730534895e-10,4.725072706435185e-07
1921,3.119971836440527e-07,7.572747429129834e-10,3.5819094473810154e-07
1922,4.0652423649589764e-07,1.4755870969551665e-09,3.143000655292383e-07
1923,3.301559843293944e-07,0.0,3.1847844761401234e-07
1924,3.3904973406606587e-07,0.0,3.6741128583983595e-07
1925,2.83752996210751e-07,1.0998177923937646e-09,3.8493623666369103e-07
1926,2.7753884523917804e-07,2.229227691330493e-09,3.120918699028863e-07
1927,3.210976728951209e-07,0.0,3.634647303130123e-07
1928,2.9250665534164e-07,2.2852082448565625e-09,3.93055819669641e-07
1929,2.506591556539206e-07,0.0,3.297560320358883e-07
1930,2.7309368988426286e-07,1.0503603542488804e-09,4.537556619332861e-07
1931,2.6346373260821565e-07,0.0,2.315287437326674e-07
1932,2.2576645619665214e-07,0.0,2.882358249856054e-07
1933,1.8467765983132267e-07,0.0,2.535016294658021e-07
1934,2.564058263487823e-07,0.0,2.2884818484669722e-07
1935,2.417593520931405e-07,0.0,2.513339634191425e-07
1936,2.1218249912635656e-07,0.0,2.570439407989511e-07
1937,1.44797851930889e-07,0.0,2.4552679844802583e-07
1938,2.1133300265319122e-07,0.0,2.696764536125329e-07
1939,1.8964622938710818e-07,0.0,2.294107579459137e-07
1940,1.9779106708028849e-07,0.0,1.1918179665393325e-07
1941,2.538292278586596e-07,2.9515025978810172e-09,2.1250819104423613e-07
1942,2.2453167503044824e-07,0.0,2.2453167036751154e-07
1943,1.683876433844489e-07,0.0,2.874202782443547e-07
1944,2.1849666609341512e-07,0.0,2.217098398205053e-07
1945,2.5052796104318986e-07,0.0,2.4834945389073937e-07
1946,1.6287691551042371e-07,0.0,4.009278082861556e-07
1947,2.0384689491947938e-07,0.0,1.692763715865908e-07
1948,2.413559059277759e-07,0.0,2.4026872647020525e-07
1949,1.6394403701269766e-07,0.0,2.709494352215458e-07
1950,1.5314920176479063e-07,0.0,2.0313540893823756e-07
1951,1.3433366063964058e-07,2.1322803522849654e-09,2.0576505732616823e-07
1952,1.3286452826832829e-07,0.0,2.0773264364226662e-07
1953,1.1420257095551278e-07,0.0,1.906967495024503e-07
1954,1.3290649292230228e-07,0.0,2.4040438639794104e-07
1955,1.5110828144315747e-07,0.0,2.5247285995178004e-07
1956,1.909930062993226e-07,8.72114158667614e-10,3.279149205503984e-07
1957,8.923387895265478e-08,8.835037701437898e-10,2.5268208092565914e-07
1958,9.926692001727133e-08,1.6544486891589827e-09,2.1094221464013074e-07
1959,1.2013659045351233e-07,3.100299128533379e-09,2.154707919865828e-07
1960,1.363404180665384e-07,0.0,2.8652251155003583e-07
1961,1.2645649860587582e-07,0.0,2.1469812416796685e-07
1962,1.8962450099024863e-07,1.9025869768540815e-09,2.2070007998920005e-07
1963,1.2867445775555097e-07,0.0,2.748072527314349e-07
1964,1.2593814346928411e-07,0.0,2.920304909004301e-07
1965,1.2749860900385102e-07,2.736021686988721e-09,2.2763700124883712e-07
1966,1.706034993276262e-07,0.0,2.9855613759011135e-07
1967,1.291747935283638e-07,1.972134178185314e-09,2.0707410142151161e-07
1968,1.6573324046476046e-07,8.982831700699023e-10,2.515192858432158e-07
1969,1.185398801339943e-07,4.5417578031781147e-10,2.1437096159315772e-07
1970,1.0393118543561286e-07,0.0,2.4235280848827756e-07
1971,1.2948761707320955e-07,0.0,2.6976588163307724e-07
1972,9.952484703035225e-08,1.5390440033513642e-09,2.2931756937794034e-07
1973,9.151918334282527e-08,0.0,1.9296213871200507e-07
1974,1.0519818971488348e-07,0.0,2.5483839771744954e-07
1975,8.510105686809766e-08,0.0,2.672972687634001e-07
1976,1.165559453397691e-07,5.713526873840635e-10,2.4625300509839576e-07
1977,1.0695742957977927e-07,0.0,2.4564947898042533e-07
1978,1.4138606729829917e-07,0.0,2.863364929606149e-07
1979,1.7965558640753443e-07,5.851973350345929e-10,3.2302891850299886e-07
1980,1.1711410508041808e-07,0.0,2.416189099907484e-07
1981,1.3030631862420705e-07,2.5302198114474095e-09,2.859148331979533e-07
1982,1.1545954237135447e-07,0.0,2.631980942080503e-07
1983,1.0357118185311265e-07,6.315316047889041e-10,2.898730064870847e-07
1984,1.014826480627562e-07,0.0,2.7023378290635947e-07
1985,1.0346759893309354e-07,0.0,3.1220746965487933e-07
1986,1.1269632693711173e-07,5.994485463567401e-10,2.493705961725823e-07
1987,8.799576534102016e-08,6.110816852533674e-10,2.627651254361041e-07
1988,9.834348446702279e-08,1.1993107618124554e-09,2.4166112522205907e-07
1989,1.0592075483373264e-07,5.488122178931576e-10,2.5958818028470887e-07
1990,1.0461410226980661e-07,0.0,2.2393956111699254e-07
1991,1.1664315735515629e-07,0.0,2.344586021441053e-07
1992,1.1185186821194293e-07,5.509944167592096e-10,2.5345742526994286e-07
1993,1.5731349378711457e-07,5.539207426075166e-10,2.3153887185323185e-07
1994,1.3978555557514483e-07,0.0,2.1943693995218894e-07
1995,1.29596571696311e-07,0.0,2.516017190146158e-07
1996,1.1316755177404048e-07,5.338092190498855e-10,2.2313225778169965e-07
1997,1.1076205908011616e-07,0.0,2.3255238146280277e-07
1998,1.0394521865464412e-07,0.0,2.3030063689422064e-07
1999,1.2796563453321141e-07,0.0,2.970630773591054e-07
2000,1.0603275768517051e-07,0.0,2.1339092626249112e-07
2001,1.104065390222786e-07,0.0,2.2344180261590907e-07
2002,1.3844659463302378e-07,0.0,1.7656323042514188e-07
2003,1.4334214881728258e-07,0.0,1.875115360761015e-07
2004,1.1452457471250455e-07,0.0,1.7707260835386762e-07
2005,1.2160123219473462e-07,0.0,4.544283438434604e-07
2006,1.3547857236062555e-07,1.2353669753828456e-09,1.9312903254409264e-07
2007,1.7296096643804049e-07,0.0,2.061151400667427e-07
2008,1.5539654896201682e-07,0.0,1.639114226292815e-07
2009,1.5591989210861357e-07,0.0,1.4495305489248267e-07
2010,2.087916470827622e-07,0.0,9.069682527229617e-08
2011,1.9081619484495604e-07,0.0,1.1242477784834115e-07
2012,2.781274588414817e-07,0.0,1.0382970705435923e-07
2013,2.6050426527035597e-07,0.0,8.116353700238221e-08
2014,2.888703818371141e-07,0.0,1.1996566029459643e-07
2015,3.442341665049753e-07,0.0,9.819429125368373e-08
2016,4.229676449085673e-07,2.0713400439298368e-10,1.1516650919030091e-07
2017,3.053952184473019e-07,2.515611330355938e-10,7.37074117296288e-08
2018,3.3197662219208723e-07,5.162933414126769e-10,7.047404299020954e-08
2019,3.6555655924530583e-07,0.0,9.183556071157284e-08
