year,pires_ADJ effets_NOUN,pires_ADJ méfaits_NOUN
1911,1.5429085564733214e-08,4.62872549178428e-08
1912,1.4586379215586476e-08,4.0112542620818203e-08
1913,1.1666577037772186e-08,3.446943352969356e-08
1914,1.1384464038144415e-08,2.9465672568562695e-08
1915,1.4136913861761968e-08,2.591767689352764e-08
1916,2.966614687238689e-08,4.8344833913915863e-08
1917,1.2063066989753679e-08,4.934890895924582e-08
1918,2.986458014220261e-08,4.5945505178224266e-08
1919,1.1970202606903513e-08,4.235610262526279e-08
1920,6.057785384427916e-09,3.8618381381638756e-08
1921,6.058197943303867e-09,3.1048266180278006e-08
1922,1.770704471937279e-08,4.205423209668879e-08
1923,1.1677542488541803e-08,4.140219900250486e-08
1924,2.578324886925998e-09,2.836157442231979e-08
1925,6.598906754362588e-09,3.189471442510694e-08
1926,6.687683296036084e-09,3.4553028882555736e-08
1927,8.919379901328739e-09,3.1217830098739796e-08
1928,9.14083297942625e-09,3.7705934374798744e-08
1929,1.0026365515614089e-08,2.5622934884950155e-08
1930,2.4158287814657342e-08,2.7309368988426286e-08
1931,7.983749661377715e-09,5.816731984964463e-08
1932,3.287861005674131e-08,2.849479585620429e-08
1933,9.176529758292418e-09,3.211785326584504e-08
1934,8.38710612072191e-09,2.995395220750652e-08
1935,2.0346082152400413e-08,2.752705441366743e-08
1936,6.0623572828433225e-09,4.7286388138445545e-08
1937,1.1332006444320086e-08,3.399602022113868e-08
1938,9.075650453382877e-09,2.5930429359277696e-08
1939,1.6823456405745674e-08,2.5999884911698246e-08
1940,0.0,1.2678914806940611e-08
1941,0.0,2.066051862925633e-08
1942,6.068423541449874e-09,3.034211815133858e-08
1943,8.709705845433291e-09,4.645176332473966e-08
1944,1.6065930807940276e-08,3.213186161588055e-08
1945,2.6142048525912287e-08,2.832055301382752e-08
1946,1.9489545977080525e-08,1.2528993842408909e-08
1947,7.152522574216391e-09,3.099426493236024e-08
1948,4.348755133776194e-09,3.587722829934137e-08
1949,1.2762110479513922e-08,2.5524220959027843e-08
1950,1.4889506516624351e-08,1.4889506516624351e-08
1951,1.1727541604500402e-08,2.9851925376078725e-08
1952,7.381362632230548e-09,3.1634410646574906e-08
1953,1.4005975934594517e-08,2.2625037843226892e-08
1954,1.07497895029951e-08,3.420387528763058e-08
1955,9.385607846468247e-09,2.0648336374051723e-08
1956,4.360570571293465e-09,3.575668117150599e-08
1957,8.835037590415595e-09,1.236905244894615e-08
1958,2.3162280982091943e-08,2.5643954515430778e-08
1959,6.200598257066758e-09,2.4802393028267034e-08
1960,1.1073333361366622e-08,2.5607082676515347e-08
1961,1.111705483225478e-08,2.570818935510033e-08
1962,1.585489073363533e-08,3.361236977639237e-08
1963,1.5518526907953856e-08,2.7157422977097667e-08
1964,9.734349326606662e-09,1.764350798794112e-08
1965,4.377634699181954e-09,1.3680108601477059e-08
1966,8.862519607077957e-09,2.6033651678858405e-08
1967,1.3311906243984595e-08,1.627010703941778e-08
1968,9.431973424511852e-09,2.3355362088750553e-08
1969,8.175163657142548e-09,1.1808570121729645e-08
1970,1.1956685419534097e-08,2.115413444414571e-08
1971,6.166076982339064e-09,2.1581270104320538e-08
1972,1.128632298730281e-08,2.1546616935097518e-08
1973,1.543697081274331e-08,1.6539610570021068e-08
1974,1.2376257352286757e-08,2.0814615808717463e-08
1975,8.567219822452898e-09,1.9990180177842376e-08
1976,1.314111219841152e-08,1.085570122683066e-08
1977,8.22749424145286e-09,1.9981058585472056e-08
1978,7.72276909088987e-09,1.7227714366185864e-08
1979,7.607565244427406e-09,2.0481905949054635e-08
1980,2.6720208268216084e-08,1.3644362084619388e-08
1981,1.707898356073656e-08,1.3283654176632353e-08
1982,1.9864007327896616e-08,1.1794254461960918e-08
1983,1.2630632539867293e-08,1.6419821946556112e-08
1984,1.9136727757995686e-08,1.9716628330002095e-08
1985,1.142956040922627e-08,1.6242006850575308e-08
1986,1.8582904104391673e-08,1.2588419195935785e-08
1987,1.2832715334809564e-08,2.3832186002437084e-08
1988,1.6190695006912392e-08,1.5591039570495013e-08
1989,2.0854864501984594e-08,2.1952487827547884e-08
1990,1.3621627381610324e-08,1.961514328741032e-08
1991,1.582595565707834e-08,1.52398094144246e-08
1992,1.652983172562017e-08,1.7080827419135858e-08
1993,1.717154241021035e-08,1.3294098266669607e-08
1994,1.7407257857371405e-08,1.8462243289718572e-08
1995,9.21816667442954e-09,1.138714633697191e-08
1996,1.014237493990322e-08,2.2419987644184403e-08
1997,1.3425704992187093e-08,2.205651483677684e-08
1998,1.4304387896402204e-08,9.536258005482523e-09
1999,1.9194844824710344e-08,1.96518641359944e-08
2000,1.6346715980830595e-08,2.1206551181762734e-08
2001,1.5334240544007116e-08,2.2344179839706158e-08
2002,1.445803121669087e-08,2.0153619217921914e-08
2003,1.583430631058036e-08,2.2084691408963408e-08
2004,1.6738207264666016e-08,1.5416770082765652e-08
2005,9.908249332113428e-09,1.6663873836364473e-08
2006,1.317724773741702e-08,1.6471560115860484e-08
2007,1.0385647009059085e-08,1.5578470069499417e-08
2008,2.2564430324223395e-08,1.5326783397995314e-08
2009,1.7165493915172192e-08,1.7165493915172192e-08
2010,1.322662068758973e-08,2.1257068993918438e-08
2011,1.911985947344874e-08,2.2179037273417634e-08
2012,1.5659562535574878e-08,1.9404239992582006e-08
2013,1.812931316180766e-08,2.0081699858565116e-08
2014,1.5807749775831326e-08,2.815078659068604e-08
2015,1.5959342292148904e-08,1.8619234154471087e-08
2016,1.4292246497404903e-08,1.2635174684305639e-08
2017,3.144514337805049e-08,2.037645252528364e-08
2018,1.0325866384164328e-08,1.9102854409425163e-08
2019,1.4540630033366142e-08,1.7601815116563557e-08
