year,excellents_ADJ êtres_NOUN,excellents_ADJ maîtres_NOUN
1800,0.0,6.288328968651058e-09
1801,0.0,7.143547975374531e-09
1802,0.0,1.3427040812530322e-08
1803,0.0,3.90067853572873e-08
1804,0.0,2.4718509461507665e-09
1805,0.0,8.528632911009026e-09
1806,0.0,1.4408345627714425e-08
1807,0.0,1.1387820464392462e-08
1808,0.0,2.2660739062985158e-08
1809,0.0,1.3554183553310395e-08
1810,0.0,8.658469141664682e-08
1811,0.0,6.267691787797958e-08
1812,0.0,1.0135391192989118e-07
1813,0.0,1.2078115219082974e-07
1814,0.0,2.2026739543434815e-08
1815,0.0,1.3486118000116676e-08
1816,0.0,4.6352077731626196e-09
1817,0.0,6.227493631882908e-09
1818,0.0,5.841376804482934e-08
1819,0.0,2.3807414706311647e-08
1820,0.0,5.6959109429044474e-08
1821,0.0,2.9584464655840748e-08
1822,0.0,1.804610860745015e-08
1823,0.0,4.5460360809101985e-08
1824,0.0,3.115811608722652e-08
1825,0.0,4.402721387464226e-08
1826,0.0,2.554315514657901e-08
1827,0.0,2.027800150017356e-08
1828,0.0,2.2013523448549677e-08
1829,0.0,2.4004892296147773e-08
1830,0.0,1.5655253093882493e-08
1831,0.0,6.236482441579483e-09
1832,0.0,1.352996914505411e-08
1833,0.0,1.6217079235048004e-08
1834,0.0,1.5868701908061666e-08
1835,0.0,1.4369867074037757e-08
1836,0.0,4.435695188931277e-08
1837,0.0,3.896418832027848e-08
1838,0.0,4.607878167917079e-08
1839,0.0,3.705481788074394e-08
1840,0.0,4.1402977046800515e-08
1841,0.0,7.062603657459476e-08
1842,0.0,8.117000760421433e-08
1843,0.0,6.556670939517062e-08
1844,0.0,9.934296230085238e-08
1845,0.0,7.421703429599802e-08
1846,0.0,6.264316709803097e-08
1847,0.0,9.060615724365562e-08
1848,0.0,8.20612626739603e-08
1849,0.0,8.882179969305071e-08
1850,0.0,8.146795238417326e-08
1851,0.0,1.012561909874421e-07
1852,0.0,9.114763344086896e-08
1853,0.0,1.0331442013011838e-07
1854,0.0,8.365019965594911e-08
1855,1.0613874223963649e-09,7.53585069901419e-08
1856,4.659470143053568e-09,6.989205303398194e-08
1857,4.881509085841174e-10,9.811833479034249e-08
1858,0.0,1.0619277190926368e-07
1859,2.5460866748261424e-09,7.791025069536772e-08
1860,4.577183909670879e-10,9.154367575092692e-08
1861,1.4147891747029462e-09,7.687020797675359e-08
1862,1.3553959066214816e-09,7.816116465164669e-08
1863,0.0,8.590748024062123e-08
1864,3.3563094525845827e-09,8.678457419364349e-08
1865,1.4120533631256649e-09,1.0966947172619257e-07
1866,4.865612912574591e-10,8.368854054197072e-08
1867,1.455843445796745e-09,5.82337378318698e-08
1868,9.87974813071446e-10,7.261614598519373e-08
1869,4.883519366671862e-09,8.204312251791634e-08
1870,0.0,7.626285025708057e-08
1871,1.0621177271019633e-09,5.735435593123839e-08
1872,1.2094678591978436e-09,7.861540751719076e-08
1873,1.1972008939764578e-09,6.285304721131979e-08
1874,0.0,4.182226476245887e-08
1875,1.1443054281912168e-09,7.495200549101355e-08
1876,2.418405919968336e-09,6.831997012568536e-08
1877,0.0,5.00970109840182e-08
1878,0.0,8.575506171837333e-08
1879,1.221865053580018e-09,8.186496103235186e-08
1880,1.2835692508872398e-09,7.765594034481182e-08
1881,0.0,7.251407652120179e-08
1882,0.0,6.588831524823036e-08
1883,0.0,9.099848341520556e-08
1884,1.3203393933736152e-09,8.38415488146893e-08
1885,1.2891271383708158e-09,7.02574283195645e-08
1886,0.0,1.0325542376676822e-07
1887,6.528924623161458e-10,7.573552807116357e-08
1888,0.0,7.418519487600861e-08
1889,0.0,8.395283401796405e-08
1890,0.0,5.702316130395957e-08
1891,1.2748440081367107e-09,7.202868346212199e-08
1892,1.8805537127519756e-09,5.202865338560514e-08
1893,0.0,4.92673315477532e-08
1894,1.2603078580752936e-09,6.994708456886656e-08
1895,6.018614495673091e-10,8.66680522904062e-08
1896,0.0,4.422771837653272e-08
1897,1.1653427112179315e-09,6.875522018390257e-08
1898,5.6583548957434e-10,8.204614942997068e-08
1899,1.1055156790007459e-09,8.844125432005967e-08
1900,1.038210628578895e-09,9.343895612801134e-08
1901,0.0,5.47696430430733e-08
1902,0.0,6.923499995536986e-08
1903,5.400220270956879e-10,7.452303663058046e-08
1904,0.0,6.395804064140975e-08
1905,0.0,5.5736197879241445e-08
1906,0.0,4.629766081620801e-08
1907,0.0,7.30283744587723e-08
1908,0.0,5.206072373198367e-08
1909,0.0,6.161101850921114e-08
1910,0.0,6.893954207498609e-08
1911,0.0,6.331245572255284e-08
1912,0.0,5.574080574888285e-08
1913,3.71209285532359e-09,7.265096257924597e-08
1914,0.0,7.232483056895944e-08
1915,0.0,6.125996065975414e-08
1916,0.0,5.0542325880087446e-08
1917,0.0,7.786161404510494e-08
1918,0.0,3.9053681177847466e-08
1919,0.0,5.064316610514652e-08
1920,0.0,7.345065000663453e-08
1921,0.0,7.572747762196741e-08
1922,0.0,5.1645550058765366e-08
1923,0.0,5.944930947521243e-08
1924,1.289162443462999e-09,7.734974616369072e-08
1925,0.0,5.389107116116065e-08
1926,0.0,6.799144358637932e-08
1927,0.0,3.4562596340492746e-08
1928,3.4278122562625413e-09,5.141718517620575e-08
1929,0.0,5.013182757807044e-08
1930,0.0,4.936693542845205e-08
1931,0.0,5.5886246741465584e-08
1932,0.0,5.150982218538047e-08
1933,0.0,5.1617981000617874e-08
1934,1.1981580172459871e-09,5.751158482780738e-08
1935,0.0,6.821922227118193e-08
1936,0.0,4.00115567344983e-08
1937,0.0,4.5328025777280345e-08
1938,0.0,2.7226949583791793e-08
1939,0.0,3.976452944698394e-08
1940,0.0,7.60734906180005e-08
1941,0.0,6.198155233505531e-08
1942,0.0,2.730790527039062e-08
1943,0.0,4.645176332473966e-08
1944,0.0,4.4984606262232774e-08
1945,0.0,4.7927088075994106e-08
1946,0.0,4.733175273941015e-08
1947,0.0,6.794896734163558e-08
1948,0.0,5.109787437618252e-08
1949,0.0,2.5524220959027843e-08
1950,0.0,2.9779013033248702e-08
1951,0.0,4.797630737130021e-08
1952,0.0,2.4253049346611988e-08
1953,0.0,3.016671712430252e-08
1954,0.0,2.6385848173049453e-08
1955,0.0,2.815682265122632e-08
1956,0.0,1.4825940475304833e-08
1957,0.0,2.9155623693100097e-08
1958,0.0,2.8125628048769613e-08
1959,0.0,3.1778064624177205e-08
1960,0.0,5.6750835142338474e-08
1961,0.0,5.628008992175637e-08
1962,0.0,4.122271590745186e-08
1963,0.0,3.36234755593523e-08
1964,0.0,3.8937397306426647e-08
1965,0.0,4.1587529864273165e-08
1966,0.0,4.597432123887302e-08
1967,0.0,3.747054933000982e-08
1968,0.0,2.5601069708613977e-08
1969,0.0,3.088395317263348e-08
1970,9.197450023812337e-10,3.7709543931896405e-08
1971,1.0276794970565106e-09,3.1858064630796434e-08
1972,0.0,2.975485102751918e-08
1973,0.0,3.804110448868414e-08
1974,0.0,2.0814615808717463e-08
1975,0.0,2.627280792921738e-08
1976,5.713526873840635e-10,2.285410793945175e-08
1977,0.0,1.8218024422367307e-08
1978,0.0,2.1386128423728223e-08
1979,1.1703946700691858e-09,2.1067103617156135e-08
1980,0.0,2.2740602290127754e-08
1981,6.325549528618524e-10,2.4037088763861902e-08
1982,0.0,1.4898005495922462e-08
1983,0.0,2.084054351314535e-08
1984,0.0,1.797692661398287e-08
1985,0.0,2.5866899733273385e-08
1986,0.0,1.7384007122700496e-08
1987,0.0,2.627651163322753e-08
1988,1.1993107618124554e-09,1.199310784016916e-08
1989,0.0,1.4817929994137558e-08
1990,5.44865097484859e-10,1.6345952147389653e-08
1991,0.0,1.2895223555631219e-08
1992,0.0,2.8100714644097025e-08
1993,0.0,2.1602909683338112e-08
1994,0.0,1.793475057354499e-08
1995,0.0,2.277429267394382e-08
1996,0.0,2.1886178203089912e-08
