year,deux_DET eaux_NOUN,deux_DET maux_NOUN
1957,2.9509026200358335e-07,1.2810804295160239e-07
1958,2.4072228282934205e-07,1.232564340591935e-07
1959,2.7437647753814076e-07,1.1161076796106784e-07
1960,2.6368374606011713e-07,1.0035208319880695e-07
1961,2.9668640832980486e-07,9.657941502094758e-08
1962,2.3592077491585428e-07,1.1415521400381934e-07
1963,2.586421374850545e-07,1.364337212095279e-07
1964,2.482258998348641e-07,1.4419005145427377e-07
1965,2.8016862541058174e-07,1.2530978676927873e-07
1966,2.902475080279743e-07,1.3626123651633293e-07
1967,2.9434104042991294e-07,1.4692400562843488e-07
1968,2.748746443514971e-07,1.2935277693415514e-07
1969,2.566093195155439e-07,1.321651585950434e-07
1970,2.3085599709649074e-07,1.3842162971400285e-07
1971,2.3020020112340944e-07,1.6751176268314794e-07
1972,2.7189778095682016e-07,1.0875911149454964e-07
1973,2.519534116895983e-07,1.0475087386385695e-07
1974,2.396493653522569e-07,1.2826303930069116e-07
1975,2.096113220773077e-07,9.538172118794819e-08
1976,1.8797503975598318e-07,1.268402924914369e-07
1977,2.3154519812607077e-07,1.2223706002956192e-07
1978,2.405939536487267e-07,1.182177710168375e-07
1979,2.744575454682874e-07,1.4688452842914757e-07
1980,2.4105039431177033e-07,1.4838243833636966e-07
1981,2.897101820664716e-07,1.3220398908941888e-07
1982,2.805791071702757e-07,1.2601229326669738e-07
1983,2.5892794663917584e-07,1.408315517537062e-07
1984,2.8705092197656157e-07,1.2467868781840252e-07
1985,2.8092657089473505e-07,9.504581877095575e-08
1986,2.0680974399667207e-07,1.300803280646079e-07
1987,2.16322919133205e-07,1.112168641625999e-07
1988,2.3386559155902376e-07,1.2652728265116764e-07
1989,2.145855804158714e-07,1.4214235832810118e-07
1990,2.1086279988757894e-07,1.683633152893549e-07
1991,2.2039109204285978e-07,1.553288253575147e-07
1992,2.639263274595294e-07,1.5262545161043306e-07
1993,2.647741190742181e-07,1.600830925596597e-07
1994,2.4475659177181086e-07,1.302906857958419e-07
1995,2.2774293917393607e-07,1.398992357515283e-07
1996,2.0871940553668367e-07,1.526694335396428e-07
1997,2.330318693566369e-07,1.217903218275751e-07
1998,2.3792964931601546e-07,1.4256706681869957e-07
1999,2.170845561089152e-07,1.3710603918859476e-07
2000,2.4210811866431925e-07,1.6214175202478032e-07
2001,2.760163293480389e-07,1.3406507654023514e-07
2002,2.729500869769197e-07,1.4808528625565032e-07
2003,2.470985251967761e-07,1.354249961060816e-07
2004,2.466683159951799e-07,1.4579859031194076e-07
2005,2.5626335187212135e-07,1.1439524261191991e-07
2006,2.9278198265814126e-07,1.243602791856091e-07
2007,2.328781548155412e-07,1.2782334551930674e-07
2008,2.7503059163436205e-07,1.396440232337426e-07
2009,3.156543451066085e-07,1.430457701179222e-07
2010,2.9051327343765365e-07,1.1195389471030381e-07
2011,3.3612713035147124e-07,1.3269182796982193e-07
2012,3.8808481539476247e-07,1.4229776601482058e-07
2013,3.645386483785984e-07,1.48381452902413e-07
2014,4.1576546716548535e-07,1.5049844415138125e-07
2015,3.86127433360528e-07,1.3299453061055289e-07
2016,3.5772043593951253e-07,1.5700757849401725e-07
2017,3.3457630377320413e-07,1.2376807900782438e-07
2018,3.9238293014776104e-07,1.1874746741469266e-07
2019,3.576484872702679e-07,1.1402915456315554e-07
